"","depth_mm","Ti"
"X1847",192.1,11.1884816753927
"X1848",192.2,9.45128205128205
"X1849",192.3,9.82417582417582
"X1850",192.4,8.78125
"X1851",192.5,8.39267015706806
"X1852",192.6,9.01047120418848
"X1853",192.7,10.6065573770492
"X1854",192.8,9.07894736842105
"X1855",192.9,9.96756756756757
"X1856",193,11.1027027027027
"X1857",193.1,12.7989417989418
"X1858",193.2,10.7150259067358
"X1859",193.3,10.1534391534392
"X1860",193.4,9.71727748691099
"X1861",193.5,9.94736842105263
"X1862",193.6,10.2041884816754
"X1863",193.7,11.0952380952381
"X1864",193.8,9.25668449197861
"X1865",193.9,9.67934782608696
"X1866",194,10.2554347826087
"X1867",194.1,10.0164835164835
"X1868",194.2,11.3404255319149
"X1869",194.3,10.3227513227513
"X1870",194.4,11.1283422459893
"X1871",194.5,9.13736263736264
"X1872",194.6,10.4093567251462
"X1873",194.7,9.71351351351351
"X1874",194.8,8.9
"X1875",194.9,8.36206896551724
"X1876",195,7.11515151515152
"X1877",195.1,8.73255813953488
"X1878",195.2,8.79888268156425
"X1879",195.3,8.63483146067416
"X1880",195.4,8.23497267759563
"X1881",195.5,8.93370165745856
"X1882",195.6,9.23204419889503
"X1883",195.7,9.02732240437158
"X1884",195.8,9.66111111111111
"X1885",195.9,10.1315789473684
"X1886",196,9.41935483870968
"X1887",196.1,9.98907103825137
"X1888",196.2,9.65193370165746
"X1889",196.3,9.63888888888889
"X1890",196.4,9.60115606936416
"X1891",196.5,9.69767441860465
"X1892",196.6,8.35135135135135
"X1893",196.7,8.57297297297297
"X1894",196.8,9.24581005586592
"X1895",196.9,8.67065868263473
"X1896",197,8.22857142857143
"X1897",197.1,8.47647058823529
"X1898",197.2,8.20231213872832
"X1899",197.3,7.3314606741573
"X1900",197.4,7.72514619883041
"X1901",197.5,8.88202247191011
"X1902",197.6,9.46892655367232
"X1903",197.7,9.95580110497237
"X1904",197.8,9.80434782608696
"X1905",197.9,8.98214285714286
"X1906",198,10.1896551724138
"X1907",198.1,10.3118279569892
"X1908",198.2,8.96111111111111
"X1909",198.3,9.89189189189189
"X1910",198.4,9.25268817204301
"X1911",198.5,10.453488372093
"X1912",198.6,9.35028248587571
"X1913",198.7,9.45054945054945
"X1914",198.8,9.00537634408602
"X1915",198.9,9.78888888888889
"X1916",199,11.2087912087912
"X1917",199.1,10.6
"X1918",199.2,10.0939226519337
"X1919",199.3,9.22727272727273
"X1920",199.4,10.0277777777778
"X1921",199.5,11.3854166666667
"X1922",199.6,11.1989528795812
"X1923",199.7,10.1170212765957
"X1924",199.8,9.68888888888889
"X1925",199.9,12.1564245810056
"X1926",200,13.63125
"X1927",200.1,12.5982142857143
"X1928",200.2,13.9722222222222
"X1929",200.3,13.5754716981132
"X1930",200.4,13.3714285714286
"X1931",200.5,14.4954128440367
"X1932",200.6,15.9107142857143
"X1933",200.7,16.5728155339806
"X1934",200.8,14.0272727272727
"X1935",200.9,13.4036697247706
"X1936",201,14.4
"X1937",201.1,16.605504587156
"X1938",201.2,17.35
"X1939",201.3,14.4205607476636
"X1940",201.4,14.5384615384615
"X1941",201.5,15.6981132075472
"X1942",201.6,15.0970873786408
"X1943",201.7,17.4257425742574
"X1944",201.8,16.7211538461538
"X1945",201.9,19.3535353535354
"X1946",202,17.8
"X1947",202.1,17.0190476190476
"X1948",202.2,16.6915887850467
"X1949",202.3,13.4018691588785
"X1950",202.4,13.5963302752294
"X1951",202.5,14.9017857142857
"X1952",202.6,14.954128440367
"X1953",202.7,14.7019230769231
"X1954",202.8,19.1485148514851
"X1955",202.9,15.5904761904762
"X1956",203,12.91
"X1957",203.1,14.8640776699029
"X1958",203.2,15.7272727272727
"X1959",203.3,14.75
"X1960",203.4,13.8526315789474
"X1961",203.5,12.1960784313725
"X1962",203.6,12.2156862745098
"X1963",203.7,12.4375
"X1964",203.8,11.9223300970874
"X1965",203.9,12.5625
"X1966",204,13.969387755102
"X1967",204.1,13.8653846153846
"X1968",204.2,12.34
"X1969",204.3,14.9191919191919
"X1970",204.4,14.804347826087
"X1971",204.5,12
"X1972",204.6,12.360824742268
"X1973",204.7,13.8235294117647
"X1974",204.8,13.6095238095238
"X1975",204.9,13.621359223301
"X1976",205,16.2358490566038
"X1977",205.1,17.3619047619048
"X1978",205.2,16.040404040404
"X1979",205.3,16.13
"X1980",205.4,15.8367346938776
"X1981",205.5,14.3394495412844
"X1982",205.6,14.9816513761468
"X1983",205.7,15.9375
"X1984",205.8,15.9519230769231
"X1985",205.9,15.9313725490196
"X1986",206,15.0485436893204
"X1987",206.1,14.6732673267327
"X1988",206.2,13.6435643564356
"X1989",206.3,16.6601941747573
"X1990",206.4,14.1834862385321
"X1991",206.5,14.3904761904762
"X1992",206.6,18.7979797979798
"X1993",206.7,17.659793814433
"X1994",206.8,17.6952380952381
"X1995",206.9,15.9417475728155
"X1996",207,13.656862745098
"X1997",207.1,14.9052631578947
"X1998",207.2,15.188679245283
"X1999",207.3,15.5
"X2000",207.4,14.65
"X2001",207.5,16.8155339805825
"X2002",207.6,15.2233009708738
"X2003",207.7,14.9266055045872
"X2004",207.8,16.1730769230769
"X2005",207.9,13.7570093457944
"X2006",208,12.8181818181818
"X2007",208.1,13.3679245283019
"X2008",208.2,14.7788461538462
"X2009",208.3,16.9150943396226
"X2010",208.4,15.9181818181818
"X2011",208.5,15.0608695652174
"X2012",208.6,15.1801801801802
"X2013",208.7,16.2972972972973
"X2014",208.8,16.8018018018018
"X2015",208.9,19.5045871559633
"X2016",209,16.6788990825688
"X2017",209.1,17.8828828828829
"X2018",209.2,18.0438596491228
"X2019",209.3,20.9090909090909
"X2020",209.4,20.3783783783784
"X2021",209.5,17.7391304347826
"X2022",209.6,18.9649122807018
"X2023",209.7,19.5044247787611
"X2024",209.8,18
"X2025",209.9,17.1964285714286
"X2026",210,18.3362831858407
"X2027",210.1,16.9732142857143
"X2028",210.2,17.6036036036036
"X2029",210.3,17.3362831858407
"X2030",210.4,17.1592920353982
"X2031",210.5,16.2477876106195
"X2032",210.6,19.5752212389381
"X2033",210.7,18.3394495412844
"X2034",210.8,17.6814159292035
"X2035",210.9,16.895652173913
"X2036",211,17.5909090909091
"X2037",211.1,16.0614035087719
"X2038",211.2,16.3084112149533
"X2039",211.3,15.9904761904762
"X2040",211.4,16.7102803738318
"X2041",211.5,14.5904761904762
"X2042",211.6,13.8130841121495
"X2043",211.7,17.6698113207547
"X2044",211.8,17.247619047619
"X2045",211.9,14.4056603773585
"X2046",212,13.7211538461538
"X2047",212.1,13.1090909090909
"X2048",212.2,15.9326923076923
"X2049",212.3,14.3106796116505
"X2050",212.4,15.1142857142857
"X2051",212.5,15.5283018867925
"X2052",212.6,14.6037735849057
"X2053",212.7,14.6448598130841
"X2054",212.8,14.6415094339623
"X2055",212.9,14.5943396226415
"X2056",213,13.9047619047619
"X2057",213.1,13.0555555555556
"X2058",213.2,12.3738317757009
"X2059",213.3,12.2745098039216
"X2060",213.4,12.5288461538462
"X2061",213.5,13.7452830188679
"X2062",213.6,14.1067961165049
"X2063",213.7,13.368932038835
"X2064",213.8,13.469387755102
"X2065",213.9,11.7592592592593
"X2066",214,11.3846153846154
"X2067",214.1,13.7211538461538
"X2068",214.2,13.9902912621359
"X2069",214.3,13.9065420560748
"X2070",214.4,12.7339449541284
"X2071",214.5,12.8613861386139
"X2072",214.6,13.3663366336634
"X2073",214.7,14.1834862385321
"X2074",214.8,13.5436893203883
"X2075",214.9,12.8
"X2076",215,11.4854368932039
"X2077",215.1,11.3333333333333
"X2078",215.2,12.1553398058252
"X2079",215.3,12.2352941176471
"X2080",215.4,11.5566037735849
"X2081",215.5,12.73
"X2082",215.6,10.5142857142857
"X2083",215.7,12.3084112149533
"X2084",215.8,12.4660194174757
"X2085",215.9,10.352380952381
"X2086",216,11.7314814814815
"X2087",216.1,11.76
"X2088",216.2,10.6320754716981
"X2089",216.3,11.875
"X2090",216.4,11.5925925925926
"X2091",216.5,11.0550458715596
"X2092",216.6,11.6346153846154
"X2093",216.7,11.4803921568627
"X2094",216.8,13.1308411214953
"X2095",216.9,11.5504587155963
"X2096",217,10.1495327102804
"X2097",217.1,9.7027027027027
"X2098",217.2,9.12037037037037
"X2099",217.3,10.6407766990291
"X2100",217.4,9.98130841121495
"X2101",217.5,8.13461538461539
"X2102",217.6,8.75510204081633
"X2103",217.7,7.65094339622642
"X2104",217.8,8.39423076923077
"X2105",217.9,7.54901960784314
"X2106",218,7.97916666666667
"X2107",218.1,8.77142857142857
"X2108",218.2,8.84158415841584
"X2109",218.3,9.86734693877551
"X2110",218.4,8.52525252525253
"X2111",218.5,9.51515151515152
"X2112",218.6,9.75490196078431
"X2113",218.7,10.8365384615385
"X2114",218.8,8.69072164948454
"X2115",218.9,8.2621359223301
"X2116",219,7.76237623762376
"X2117",219.1,9.56842105263158
"X2118",219.2,9.22115384615385
"X2119",219.3,8.45360824742268
"X2120",219.4,8.78125
"X2121",219.5,9.57608695652174
"X2122",219.6,10.875
"X2123",219.7,10
"X2124",219.8,9.38297872340426
"X2125",219.9,9.65934065934066
"X2126",220,10.7558139534884
"X2127",220.1,12.5425531914894
"X2128",220.2,12.1379310344828
"X2129",220.3,10.1935483870968
"X2130",220.4,11.7
"X2131",220.5,13.0425531914894
"X2132",220.6,10.7
"X2133",220.7,11.2941176470588
"X2134",220.8,12.6276595744681
"X2135",220.9,12.8673469387755
"X2136",221,12.5940594059406
"X2137",221.1,14.3644859813084
"X2138",221.2,14.92
"X2139",221.3,13.9056603773585
"X2140",221.4,15.5961538461538
"X2141",221.5,18.2803738317757
"X2142",221.6,17.8269230769231
"X2143",221.7,18.7238095238095
"X2144",221.8,16.0642201834862
"X2145",221.9,16.2980769230769
"X2146",222,17.7358490566038
"X2147",222.1,16.2222222222222
"X2148",222.2,17.5238095238095
"X2149",222.3,17.8962264150943
"X2150",222.4,16.9633027522936
"X2151",222.5,16.8207547169811
"X2152",222.6,17.8598130841122
"X2153",222.7,16.607476635514
"X2154",222.8,17.2300884955752
"X2155",222.9,17.4181818181818
"X2156",223,18.8738738738739
"X2157",223.1,19.8981481481481
"X2158",223.2,17.3063063063063
"X2159",223.3,19.1743119266055
"X2160",223.4,20.4649122807018
"X2161",223.5,19.6814159292035
"X2162",223.6,20.9649122807018
"X2163",223.7,19.5175438596491
"X2164",223.8,21.5565217391304
"X2165",223.9,22.2869565217391
"X2166",224,22.0353982300885
"X2167",224.1,19.5132743362832
"X2168",224.2,21.3684210526316
"X2169",224.3,21.858407079646
"X2170",224.4,19.3913043478261
"X2171",224.5,19.1517857142857
"X2172",224.6,18.4774774774775
"X2173",224.7,23.2454545454545
"X2174",224.8,20.2477876106195
"X2175",224.9,17.0869565217391
"X2176",225,17.2
"X2177",225.1,17.1696428571429
"X2178",225.2,17.0714285714286
"X2179",225.3,17.3272727272727
"X2180",225.4,15.4727272727273
"X2181",225.5,19.1296296296296
"X2182",225.6,15.1018518518519
"X2183",225.7,14.5185185185185
"X2184",225.8,14.214953271028
"X2185",225.9,13.6571428571429
"X2186",226,15.3300970873786
"X2187",226.1,14.4134615384615
"X2188",226.2,15.6538461538462
"X2189",226.3,15
"X2190",226.4,13.0095238095238
"X2191",226.5,12.5140186915888
"X2192",226.6,12.2549019607843
"X2193",226.7,11.3644859813084
"X2194",226.8,13.2752293577982
"X2195",226.9,10.6116504854369
"X2196",227,8.86
"X2197",227.1,9.54736842105263
"X2198",227.2,9.47
"X2199",227.3,9.77894736842105
"X2200",227.4,9.19191919191919
"X2201",227.5,6.94949494949495
"X2202",227.6,8.02197802197802
"X2203",227.7,7.31521739130435
"X2204",227.8,7.82692307692308
"X2205",227.9,10.2604166666667
"X2206",228,7.33
"X2207",228.1,6.9375
"X2208",228.2,5.84536082474227
"X2209",228.3,6.46601941747573
"X2210",228.4,6.04166666666667
"X2211",228.5,7.34
"X2212",228.6,6.6
"X2213",228.7,9.30769230769231
"X2214",228.8,5.83809523809524
"X2215",228.9,8.09677419354839
"X2216",229,5.97142857142857
"X2217",229.1,6.62264150943396
"X2218",229.2,7.44897959183673
"X2219",229.3,6.42574257425743
"X2220",229.4,6.08247422680412
"X2221",229.5,7.98989898989899
"X2222",229.6,8.00961538461539
"X2223",229.7,6.68686868686869
"X2224",229.8,7.1747572815534
"X2225",229.9,6.90909090909091
"X2226",230,6.04210526315789
"X2227",230.1,6.55555555555556
"X2228",230.2,6.70408163265306
"X2229",230.3,5.97058823529412
"X2230",230.4,6.36842105263158
"X2231",230.5,6.39175257731959
"X2232",230.6,6.74736842105263
"X2233",230.7,6.3921568627451
"X2234",230.8,5.26415094339623
"X2235",230.9,5.93069306930693
"X2236",231,7.31521739130435
"X2237",231.1,7.16666666666667
"X2238",231.2,7.81443298969072
"X2239",231.3,6.2621359223301
"X2240",231.4,7.05681818181818
"X2241",231.5,6.92553191489362
"X2242",231.6,6.38947368421053
"X2243",231.7,6.8125
"X2244",231.8,6.64705882352941
"X2245",231.9,6.67307692307692
"X2246",232,6.06862745098039
"X2247",232.1,6.29
"X2248",232.2,6.27835051546392
"X2249",232.3,5.96039603960396
"X2250",232.4,6.55555555555556
"X2251",232.5,6.27173913043478
"X2252",232.6,5.81914893617021
"X2253",232.7,5.9
"X2254",232.8,6.2
"X2255",232.9,5.82105263157895
"X2256",233,5.80208333333333
"X2257",233.1,6.4040404040404
"X2258",233.2,5.87096774193548
"X2259",233.3,6.26732673267327
"X2260",233.4,6.02272727272727
"X2261",233.5,6.40594059405941
"X2262",233.6,6.93814432989691
"X2263",233.7,8.95959595959596
"X2264",233.8,10.0666666666667
"X2265",233.9,9.01
"X2266",234,12.2871287128713
"X2267",234.1,10.7722772277228
"X2268",234.2,11.6326530612245
"X2269",234.3,14.0208333333333
"X2270",234.4,14.1770833333333
"X2271",234.5,13.5148514851485
"X2272",234.6,14.7029702970297
"X2273",234.7,15.6534653465347
"X2274",234.8,15.2395833333333
"X2275",234.9,14.7708333333333
"X2276",235,13.07
"X2277",235.1,13.3406593406593
"X2278",235.2,12.5151515151515
"X2279",235.3,14.2173913043478
"X2280",235.4,12.989898989899
"X2281",235.5,15.3789473684211
"X2282",235.6,14.8269230769231
"X2283",235.7,12.6470588235294
"X2284",235.8,12.5858585858586
"X2285",235.9,14.98
"X2286",236,17.1020408163265
"X2287",236.1,15.0761904761905
"X2288",236.2,18.3232323232323
"X2289",236.3,17.6407766990291
"X2290",236.4,14.9615384615385
"X2291",236.5,15.8761904761905
"X2292",236.6,14.4387755102041
"X2293",236.7,14.2427184466019
"X2294",236.8,14.7592592592593
"X2295",236.9,17.0467289719626
"X2296",237,17.3714285714286
"X2297",237.1,13.1584158415842
"X2298",237.2,12.15
"X2299",237.3,13.3365384615385
"X2300",237.4,13.2
"X2301",237.5,13
"X2302",237.6,14.5092592592593
"X2303",237.7,15.4272727272727
"X2304",237.8,17.9724770642202
"X2305",237.9,18.0178571428571
"X2306",238,13.2782608695652
"X2307",238.1,14.6603773584906
"X2308",238.2,15.2222222222222
"X2309",238.3,16.5943396226415
"X2310",238.4,17
"X2311",238.5,18.6725663716814
"X2312",238.6,18.2142857142857
"X2313",238.7,18.9196428571429
"X2314",238.8,19.0982142857143
"X2315",238.9,17.6991150442478
"X2316",239,18.7130434782609
"X2317",239.1,18.5840707964602
"X2318",239.2,17.1315789473684
"X2319",239.3,16.5486725663717
"X2320",239.4,19.8053097345133
"X2321",239.5,16.6194690265487
"X2322",239.6,15.5892857142857
"X2323",239.7,15.3063063063063
"X2324",239.8,14.1818181818182
"X2325",239.9,14.952380952381
"X2326",240,12.311320754717
"X2327",240.1,13.4952380952381
"X2328",240.2,14.3714285714286
"X2329",240.3,12.8679245283019
"X2330",240.4,11.530612244898
"X2331",240.5,12.97
"X2332",240.6,13.8316831683168
"X2333",240.7,12.0841121495327
"X2334",240.8,13.2330097087379
"X2335",240.9,9.82352941176471
"X2336",241,12.8686868686869
"X2337",241.1,11.0408163265306
"X2338",241.2,11.2
"X2339",241.3,10.3809523809524
"X2340",241.4,12.0618556701031
"X2341",241.5,11.9393939393939
"X2342",241.6,11.4895833333333
"X2343",241.7,13.0315789473684
"X2344",241.8,10.8709677419355
"X2345",241.9,10.6868686868687
"X2346",242,10.2871287128713
"X2347",242.1,11.2626262626263
"X2348",242.2,13.1089108910891
"X2349",242.3,13.21
"X2350",242.4,10.7425742574257
"X2351",242.5,12.5882352941176
"X2352",242.6,13.5392156862745
"X2353",242.7,13.3823529411765
"X2354",242.8,13.8811881188119
"X2355",242.9,11.2
"X2356",243,12.9108910891089
"X2357",243.1,14.2150537634409
"X2358",243.2,12.0098039215686
"X2359",243.3,12.495145631068
"X2360",243.4,10.6176470588235
"X2361",243.5,12.5471698113208
"X2362",243.6,11.4954128440367
"X2363",243.7,11.7196261682243
"X2364",243.8,13.7685185185185
"X2365",243.9,15.0566037735849
"X2366",244,16.2115384615385
"X2367",244.1,12.8785046728972
"X2368",244.2,12.3761467889908
"X2369",244.3,11.2685185185185
"X2370",244.4,12.8454545454545
"X2371",244.5,14.2242990654206
"X2372",244.6,13.1517857142857
"X2373",244.7,13.7238095238095
"X2374",244.8,14.8828828828829
"X2375",244.9,14.6486486486486
"X2376",245,15.3303571428571
"X2377",245.1,13.2522522522523
"X2378",245.2,14.3636363636364
"X2379",245.3,15.4553571428571
"X2380",245.4,13.6727272727273
"X2381",245.5,12.4770642201835
"X2382",245.6,12.1009174311927
"X2383",245.7,11.2592592592593
"X2384",245.8,15.1826923076923
"X2385",245.9,13.6435643564356
"X2386",246,12.8807339449541
"X2387",246.1,13.6320754716981
"X2388",246.2,13.0285714285714
"X2389",246.3,11.8811881188119
"X2390",246.4,11.9126213592233
"X2391",246.5,11.1415094339623
"X2392",246.6,10.6407766990291
"X2393",246.7,10.9716981132075
"X2394",246.8,11.1121495327103
"X2395",246.9,11.8425925925926
"X2396",247,10.2314814814815
"X2397",247.1,10.39
"X2398",247.2,9.85185185185185
"X2399",247.3,9.14150943396226
"X2400",247.4,9.9622641509434
"X2401",247.5,11.0571428571429
"X2402",247.6,11.6880733944954
"X2403",247.7,12.6634615384615
"X2404",247.8,11.4952380952381
"X2405",247.9,11.75
"X2406",248,10.875
"X2407",248.1,11.0485436893204
"X2408",248.2,10.5544554455446
"X2409",248.3,11.0660377358491
"X2410",248.4,11.7943925233645
"X2411",248.5,9.70873786407767
"X2412",248.6,11.3921568627451
"X2413",248.7,18.67
"X2414",248.8,11.1981132075472
"X2415",248.9,8.68686868686869
"X2416",249,8.75238095238095
"X2417",249.1,12.5420560747664
"X2418",249.2,9.17525773195876
"X2419",249.3,7.91836734693878
"X2420",249.4,8.52577319587629
"X2421",249.5,10.0227272727273
"X2422",249.6,7.38383838383838
"X2423",249.7,9.3469387755102
"X2424",249.8,7.58252427184466
"X2425",249.9,9.82105263157895
"X2426",250,9.42391304347826
"X2427",250.1,9.42268041237113
"X2428",250.2,7.86021505376344
"X2429",250.3,11.3411764705882
"X2430",250.4,8.20212765957447
"X2431",250.5,8.04210526315789
"X2432",250.6,8.51063829787234
"X2433",250.7,9.92452830188679
"X2434",250.8,9.49
"X2435",250.9,8.59223300970874
"X2436",251,6.97115384615385
"X2437",251.1,8.79611650485437
"X2438",251.2,7.68367346938776
"X2439",251.3,8.59183673469388
"X2440",251.4,9.46534653465346
"X2441",251.5,8.99038461538461
"X2442",251.6,7.25242718446602
"X2443",251.7,7.88421052631579
"X2444",251.8,6.84
"X2445",251.9,7.81553398058252
"X2446",252,7.77450980392157
"X2447",252.1,8.0752688172043
"X2448",252.2,8.40816326530612
"X2449",252.3,7
"X2450",252.4,7.68269230769231
"X2451",252.5,6.28125
"X2452",252.6,7.02040816326531
"X2453",252.7,6.87368421052632
"X2454",252.8,7.01098901098901
"X2455",252.9,6.95294117647059
"X2456",253,6.47916666666667
"X2457",253.1,7.08333333333333
"X2458",253.2,7.04301075268817
"X2459",253.3,5.46590909090909
"X2460",253.4,5.31395348837209
"X2461",253.5,7.27586206896552
"X2462",253.6,5.23655913978495
"X2463",253.7,5.8735632183908
"X2464",253.8,5.91764705882353
"X2465",253.9,5.11827956989247
"X2466",254,5.43529411764706
"X2467",254.1,5.92391304347826
"X2468",254.2,5.87654320987654
"X2469",254.3,5.53012048192771
"X2470",254.4,5.33333333333333
"X2471",254.5,5.77380952380952
"X2472",254.6,4.93181818181818
"X2473",254.7,4.9390243902439
"X2474",254.8,4.98850574712644
"X2475",254.9,5.85393258426966
"X2476",255,4.82978723404255
"X2477",255.1,5.8
"X2478",255.2,6.91666666666667
"X2479",255.3,5.10112359550562
"X2480",255.4,6
"X2481",255.5,6.29473684210526
"X2482",255.6,5.66292134831461
"X2483",255.7,6.54166666666667
"X2484",255.8,4.72916666666667
"X2485",255.9,8.23
"X2486",256,5.5
"X2487",256.1,5.44329896907217
"X2488",256.2,7.44210526315789
"X2489",256.3,6.93877551020408
"X2490",256.4,8.49514563106796
"X2491",256.5,7.47572815533981
"X2492",256.6,8.75789473684211
"X2493",256.7,7.88679245283019
"X2494",256.8,10.9807692307692
"X2495",256.9,11.4433962264151
"X2496",257,18.7428571428571
"X2497",257.1,15.3267326732673
"X2498",257.2,15.1891891891892
"X2499",257.3,17.045871559633
"X2500",257.4,19.1296296296296
"X2501",257.5,18.5135135135135
"X2502",257.6,21.3904761904762
"X2503",257.7,19.5779816513761
"X2504",257.8,21.9074074074074
"X2505",257.9,17.9823008849558
"X2506",258,23.2142857142857
"X2507",258.1,22
"X2508",258.2,25.1071428571429
"X2509",258.3,22.7927927927928
"X2510",258.4,21.6875
"X2511",258.5,25.3451327433628
"X2512",258.6,27.7747747747748
"X2513",258.7,24.3451327433628
"X2514",258.8,25.0442477876106
"X2515",258.9,22.3652173913043
"X2516",259,22.5752212389381
"X2517",259.1,24.9285714285714
"X2518",259.2,23.2608695652174
"X2519",259.3,21.2477876106195
"X2520",259.4,20.3423423423423
"X2521",259.5,21.9298245614035
"X2522",259.6,21.3693693693694
"X2523",259.7,19.0454545454545
"X2524",259.8,16.6285714285714
"X2525",259.9,16.7959183673469
"X2526",260,16.8787878787879
"X2527",260.1,14.6930693069307
"X2528",260.2,13.4
"X2529",260.3,10.6161616161616
"X2530",260.4,11.5360824742268
"X2531",260.5,8.48979591836735
"X2532",260.6,8.98958333333333
"X2533",260.7,10.4545454545455
"X2534",260.8,9.31868131868132
"X2535",260.9,9.06185567010309
"X2536",261,10.0618556701031
"X2537",261.1,9.97674418604651
"X2538",261.2,7.10309278350515
"X2539",261.3,6.41666666666667
"X2540",261.4,6.82978723404255
"X2541",261.5,6.22826086956522
"X2542",261.6,5.90625
"X2543",261.7,6.75
"X2544",261.8,6.43373493975904
"X2545",261.9,6.34065934065934
"X2546",262,5.95121951219512
"X2547",262.1,5.5
"X2548",262.2,5.41414141414141
"X2549",262.3,5.38709677419355
"X2550",262.4,5.93617021276596
"X2551",262.5,5.73958333333333
"X2552",262.6,6.33333333333333
"X2553",262.7,6.16494845360825
"X2554",262.8,5.72527472527473
"X2555",262.9,5.82608695652174
"X2556",263,5.86170212765957
"X2557",263.1,5.82558139534884
"X2558",263.2,7.02061855670103
"X2559",263.3,5.71428571428571
"X2560",263.4,6.21590909090909
"X2561",263.5,6.87234042553191
"X2562",263.6,5.90721649484536
"X2563",263.7,6.63829787234043
"X2564",263.8,6.33333333333333
"X2565",263.9,6.48837209302326
"X2566",264,7.68181818181818
"X2567",264.1,6.94444444444444
"X2568",264.2,7.67045454545455
"X2569",264.3,6.10526315789474
"X2570",264.4,6.96739130434783
"X2571",264.5,6.8804347826087
"X2572",264.6,6.92857142857143
"X2573",264.7,7.26666666666667
"X2574",264.8,9.35789473684211
"X2575",264.9,6.77319587628866
"X2576",265,8.86813186813187
"X2577",265.1,8.50515463917526
"X2578",265.2,7.8
"X2579",265.3,8.92079207920792
"X2580",265.4,7.26829268292683
"X2581",265.5,9.35365853658537
"X2582",265.6,7.92045454545455
"X2583",265.7,10.8588235294118
"X2584",265.8,9.54945054945055
"X2585",265.9,12.09375
"X2586",266,14.3894736842105
"X2587",266.1,11.9130434782609
"X2588",266.2,15.9787234042553
"X2589",266.3,13.6868686868687
"X2590",266.4,14.72
"X2591",266.5,17.1022727272727
"X2592",266.6,16.2727272727273
"X2593",266.7,15.3673469387755
"X2594",266.8,16.7884615384615
"X2595",266.9,19.02
"X2596",267,19.8
"X2597",267.1,19.1809523809524
"X2598",267.2,21.9306930693069
"X2599",267.3,21.6407766990291
"X2600",267.4,21.3425925925926
"X2601",267.5,21.1261261261261
"X2602",267.6,22.3303571428571
"X2603",267.7,24.3304347826087
"X2604",267.8,22.3391304347826
"X2605",267.9,23.4086956521739
"X2606",268,24.8173913043478
"X2607",268.1,27.0789473684211
"X2608",268.2,24.7913043478261
"X2609",268.3,25.895652173913
"X2610",268.4,24.5175438596491
"X2611",268.5,27.4122807017544
"X2612",268.6,25.4434782608696
"X2613",268.7,26.1478260869565
"X2614",268.8,26.304347826087
"X2615",268.9,26.5304347826087
"X2616",269,24.5438596491228
"X2617",269.1,24.295652173913
"X2618",269.2,23.8695652173913
"X2619",269.3,20.5739130434783
"X2620",269.4,19.7631578947368
"X2621",269.5,22.0176991150442
"X2622",269.6,19.5929203539823
"X2623",269.7,18.6306306306306
"X2624",269.8,16.1441441441441
"X2625",269.9,14.7610619469027
"X2626",270,15.5575221238938
"X2627",270.1,14.3362831858407
"X2628",270.2,16.125
"X2629",270.3,15.5596330275229
"X2630",270.4,13.2818181818182
"X2631",270.5,12.3301886792453
"X2632",270.6,12.9545454545455
"X2633",270.7,9.77272727272727
"X2634",270.8,12.8235294117647
"X2635",270.9,8.68
"X2636",271,6.75728155339806
"X2637",271.1,7.14893617021277
"X2638",271.2,7.09
"X2639",271.3,6.97938144329897
"X2640",271.4,6.08080808080808
"X2641",271.5,6.93877551020408
"X2642",271.6,6.78301886792453
"X2643",271.7,7.88659793814433
"X2644",271.8,7.43137254901961
"X2645",271.9,8.08333333333333
"X2646",272,8.375
"X2647",272.1,7.87878787878788
"X2648",272.2,8.33333333333333
"X2649",272.3,9.6078431372549
"X2650",272.4,10.4536082474227
"X2651",272.5,8.6697247706422
"X2652",272.6,12.0776699029126
"X2653",272.7,8.91346153846154
"X2654",272.8,9.18556701030928
"X2655",272.9,10.4554455445545
"X2656",273,9.94897959183673
"X2657",273.1,9.01851851851852
"X2658",273.2,8.40566037735849
"X2659",273.3,7.32038834951456
"X2660",273.4,9.3298969072165
"X2661",273.5,9.99029126213592
"X2662",273.6,9.80412371134021
"X2663",273.7,8.36
"X2664",273.8,9.24489795918367
"X2665",273.9,8.94949494949495
"X2666",274,10.530612244898
"X2667",274.1,13.020202020202
"X2668",274.2,8.78350515463918
"X2669",274.3,9.19387755102041
"X2670",274.4,9.2621359223301
"X2671",274.5,13.7281553398058
"X2672",274.6,9.4950495049505
"X2673",274.7,11.08
"X2674",274.8,11.52
"X2675",274.9,11.9019607843137
"X2676",275,14.4242424242424
"X2677",275.1,12.6470588235294
"X2678",275.2,12.3490566037736
"X2679",275.3,13.2857142857143
"X2680",275.4,16.2211538461538
"X2681",275.5,14.0961538461538
"X2682",275.6,14.9108910891089
"X2683",275.7,15.6633663366337
"X2684",275.8,14.9252336448598
"X2685",275.9,14.1308411214953
"X2686",276,16.3669724770642
"X2687",276.1,16.8256880733945
"X2688",276.2,16.5981308411215
"X2689",276.3,17.3611111111111
"X2690",276.4,15.8990825688073
"X2691",276.5,18.7714285714286
"X2692",276.6,18.75
"X2693",276.7,18.7982456140351
"X2694",276.8,22.1052631578947
"X2695",276.9,21.5701754385965
"X2696",277,22.304347826087
"X2697",277.1,26.4513274336283
"X2698",277.2,27.954954954955
"X2699",277.3,26.7767857142857
"X2700",277.4,28.8761061946903
