"metres","GR"
523.6464,28.5899
523.7988,26.9065
523.9512,25.5781
524.1036,25.6437
524.256,25.1226
524.4084,25.0391
524.5608,23.3096
524.7132,22.4283
524.8656,23.7025
525.018,25.6944
525.1704,26.7426
525.3228,26.73
525.4752,25.1126
525.6276,24.4064
525.78,24.6084
525.9324,25.1644
526.0848,25.23
526.2372,25.2678
526.3896,26.529
526.542,26.1902
526.6944,27.5153
526.8468,27.5365
526.9992,28.5844
527.1516,30.5809
527.304,31.7354
527.4564,32.2198
527.6088,30.0723
527.7612,29.3761
527.9136,29.8665
528.066,29.1894
528.2184,28.5852
528.3708,28.0076
528.5232,26.8785
528.6756,26.7256
528.828,27.4444
528.9804,26.8819
529.1328,27.6972
529.2852,28.9092
529.4376,30.0501
529.59,30.1477
529.7424,29.6057
529.8948,30.2328
530.0472,30.4013
530.1996,29.4348
530.352,28.3196
530.5044,28.057
530.6568,29.6108
530.8092,30.7644
530.9616,31.0208
531.114,29.5718
531.2664,28.4387
531.4188,27.6303
531.5712,26.453
531.7236,25.9579
531.876,26.8693
532.0284,27.2077
532.1808,27.8741
532.3332,28.8493
532.4856,27.0413
532.638,27.2698
532.7904,27.8533
532.9428,26.53
533.0952,25.5687
533.2476,26.5151
533.4,25.234
533.5524,26.0226
533.7048,27.1913
533.8572,28.2399
534.0096,28.4166
534.162,29.6145
534.3144,29.0573
534.4668,29.9286
534.6192,29.6814
534.7716,29.0355
534.924,30.599
535.0764,30.5983
535.2288,30.736
535.3812,32.68
535.5336,34.0104
535.686,34.5604
535.8384,34.4014
535.9908,35.0158
536.1432,35.5816
536.2956,33.9526
536.448,32.4856
536.6004,31.7362
536.7528,31.0296
536.9052,30.3607
537.0576,31.6694
537.21,33.8018
537.3624,34.6851
537.5148,35.7179
537.6672,35.651
537.8196,34.2259
537.972,32.6918
538.1244,30.3525
538.2768,28.3073
538.4292,26.8407
538.5816,26.0454
538.734,25.3535
538.8864,26.894
539.0388,26.8771
539.1912,28.3941
539.3436,30.4524
539.496,30.06
539.6484,31.0523
539.8008,32.0911
539.9532,32.9141
540.1056,32.1434
540.258,30.774
540.4104,29.6943
540.5628,29.8686
540.7152,28.9088
540.8676,27.0477
541.02,25.8145
541.1724,24.9323
541.3248,23.946
541.4772,24.1597
541.6296,25.6426
541.782,26.1034
541.9344,24.2861
542.0868,22.4526
542.2392,21.6179
542.3916,23.7928
542.544,25.0921
542.6964,25.4607
542.8488,26.3457
543.0012,28.1972
543.1536,27.71
543.306,26.0531
543.4584,24.5607
543.6108,24.0765
543.7632,26.5904
543.9156,26.3943
544.068,24.8155
544.2204,23.7829
544.3728,23.1287
544.5252,21.9536
544.6776,17.0293
544.83,15.7772
544.9824,15.6613
545.1348,14.9373
545.2872,14.9712
545.4396,17.1143
545.592,19.1088
545.7444,21.083
545.8968,22.4991
546.0492,23.3672
546.2016,24.1211
546.354,24.0326
546.5064,25.5353
546.6588,27.7555
546.8112,29.5146
546.9636,30.6242
547.116,30.892
547.2684,30.7441
547.4208,31.878
547.5732,33.0423
547.7256,33.362
547.878,32.98
548.0304,32.2402
548.1828,31.0702
548.3352,29.7838
548.4876,28.6946
548.64,28.2846
548.7924,27.0098
548.9448,25.9992
549.0972,25.7261
549.2496,26.003
549.402,24.608
549.5544,22.6242
549.7068,21.0238
549.8592,19.5396
550.0116,19.2748
550.164,19.2469
550.3164,19.4527
550.4688,20.0359
550.6212,19.2923
550.7736,18.8977
550.926,19.2362
551.0784,19.0524
551.2308,18.5062
551.3832,19.4531
551.5356,21.0811
551.688,23.4417
551.8404,25.8787
551.9928,27.5044
552.1452,28.162
552.2976,28.1842
552.45,27.7255
552.6024,26.4559
552.7548,24.6956
552.9072,22.4441
553.0596,21.1316
553.212,20.0499
553.3644,20.2772
553.5168,19.9383
553.6692,17.884
553.8216,17.8525
553.974,17.5513
554.1264,17.5311
554.2788,19.9074
554.4312,21.9553
554.5836,24.2496
554.736,27.6755
554.8884,30.8307
555.0408,34.4888
555.1932,35.5802
555.3456,43.1596
555.498,43.0754
555.6504,36.0665
555.8028,27.958
555.9552,25.5066
556.1076,22.0174
556.26,20.7427
556.4124,19.6735
556.5648,17.9757
556.7172,18.2334
556.8696,19.7729
557.022,19.3769
557.1744,18.7958
557.3268,18.6962
557.4792,18.7874
557.6316,18.6918
557.784,18.5279
557.9364,18.8691
558.0888,19.7803
558.2412,20.889
558.3936,21.6954
558.546,21.3063
558.6984,20.1435
558.8508,19.7273
559.0032,19.4872
559.1556,19.128
559.308,20.2285
559.4604,20.1596
559.6128,19.2027
559.7652,19.3452
559.9176,19.6391
560.07,19.1926
560.2224,19.287
560.3748,20.054
560.5272,20.3565
560.6796,20.0946
560.832,19.4961
560.9844,19.1867
561.1368,19.2596
561.2892,18.9578
561.4416,18.5404
561.594,18.3284
561.7464,18.4475
561.8988,17.9445
562.0512,17.8362
562.2036,18.7578
562.356,18.8573
562.5084,18.4273
562.6608,18.2204
562.8132,18.7316
562.9656,19.8406
563.118,19.1797
563.2704,18.1086
563.4228,17.5782
563.5752,17.7308
563.7276,18.5168
563.88,18.7144
564.0324,18.3941
564.1848,18.5681
564.3372,19.7381
564.4896,20.7319
564.642,21.7716
564.7944,22.8921
564.9468,23.63
565.0992,22.8734
565.2516,21.4963
565.404,20.3133
565.5564,19.0719
565.7088,18.1844
565.8612,18.5347
566.0136,18.3398
566.166,18.6918
566.3184,20.1865
566.4708,21.043
566.6232,20.9156
566.7756,19.9908
566.928,20.2664
567.0804,21.5245
567.2328,19.5121
567.3852,17.7366
567.5376,16.1462
567.69,16.1834
567.8424,17.5645
567.9948,18.8091
568.1472,19.5151
568.2996,19.3357
568.452,19.3105
568.6044,19.4285
568.7568,19.2234
568.9092,18.7886
569.0616,19.0556
569.214,19.2372
569.3664,18.591
569.5188,18.2102
569.6712,18.1582
569.8236,18.1983
569.976,19.0484
570.1284,20.4399
570.2808,21.1386
570.4332,21.5355
570.5856,22.5409
570.738,23.4699
570.8904,22.4688
571.0428,21.1713
571.1952,20.292
571.3476,20.309
571.5,19.4918
571.6524,20.5897
571.8048,21.8416
571.9572,21.3387
572.1096,20.9411
572.262,21.3743
572.4144,22.3239
572.5668,23.5391
572.7192,23.6942
572.8716,22.9572
573.024,22.6862
573.1764,23.5086
573.3288,24.6637
573.4812,25.9085
573.6336,26.8121
573.786,26.736
573.9384,26.5967
574.0908,26.4621
574.2432,25.5956
574.3956,25.4964
574.548,24.3627
574.7004,22.6053
574.8528,21.7551
575.0052,22.3935
575.1576,23.2985
575.31,23.7028
575.4624,23.7183
575.6148,22.8439
575.7672,22.1626
575.9196,22.9795
576.072,24.7074
576.2244,25.6811
576.3768,24.5368
576.5292,24.1863
576.6816,23.9617
576.834,22.6322
576.9864,21.3275
577.1388,20.0626
577.2912,20.0226
577.4436,20.8659
577.596,21.0435
577.7484,20.3828
577.9008,20.3078
578.0532,19.9616
578.2056,17.6978
578.358,18.1497
578.5104,18.0153
578.6628,18.6333
578.8152,20.1593
578.9676,21.1367
579.12,21.1333
579.2724,20.0507
579.4248,19.4106
579.5772,18.9858
579.7296,19.3731
579.882,19.4144
580.0344,19.0959
580.1868,18.8678
580.3392,18.9945
580.4916,17.4852
580.644,16.3261
580.7964,16.6439
580.9488,18.0133
581.1012,18.1978
581.2536,19.8423
581.406,21.3539
581.5584,21.8359
581.7108,19.78
581.8632,19.2151
582.0156,18.6569
582.168,17.4457
582.3204,17.2062
582.4728,17.9484
582.6252,18.5861
582.7776,18.986
582.93,19.4926
583.0824,20.3473
583.2348,20.0891
583.3872,18.9082
583.5396,18.4769
583.692,18.9215
583.8444,19.7485
583.9968,20.7389
584.1492,21.5203
584.3016,21.8352
584.454,21.5319
584.6064,19.4103
584.7588,17.619
584.9112,16.4315
585.0636,15.9932
585.216,16.9925
585.3684,17.5655
585.5208,17.8866
585.6732,17.988
585.8256,17.643
585.978,16.5579
586.1304,14.8903
586.2828,15.1223
586.4352,18.0768
586.5876,18.1622
586.74,17.5923
586.8924,19.4059
587.0448,21.0111
587.1972,21.8468
587.3496,20.5892
587.502,20.2437
587.6544,19.9114
587.8068,19.2314
587.9592,19.678
588.1116,19.9207
588.264,20.3458
588.4164,21.6159
588.5688,21.7692
588.7212,22.2962
588.8736,21.7434
589.026,21.8058
589.1784,20.2531
589.3308,17.9443
589.4832,18.0437
589.6356,17.8977
589.788,17.2549
589.9404,16.8456
590.0928,17.0384
590.2452,17.0854
590.3976,17.4175
590.55,16.8111
590.7024,17.2049
590.8548,17.7193
591.0072,17.6394
591.1596,17.5795
591.312,18.1757
591.4644,19.7118
591.6168,21.2722
591.7692,22.5555
591.9216,23.291
592.074,22.8363
592.2264,22.6862
592.3788,22.2119
592.5312,21.3573
592.6836,22.411
592.836,22.3271
592.9884,21.0432
593.1408,19.8644
593.2932,18.5619
593.4456,17.8799
593.598,18.9938
593.7504,20.6807
593.9028,22.4671
594.0552,23.3378
594.2076,23.812
594.36,24.9864
594.5124,26.3163
594.6648,27.5774
594.8172,26.3127
594.9696,25.9111
595.122,26.1975
595.2744,25.6386
595.4268,24.676
595.5792,23.7012
595.7316,24.4856
595.884,26.5812
596.0364,26.8276
596.1888,26.1603
596.3412,25.8298
596.4936,26.4698
596.646,26.6922
596.7984,26.6687
596.9508,25.9648
597.1032,23.8294
597.2556,22.7658
597.408,21.8142
597.5604,20.2267
597.7128,18.4812
597.8652,17.2343
598.0176,17.51
598.17,18.3881
598.3224,19.576
598.4748,20.6828
598.6272,21.0596
598.7796,21.67
598.932,20.9985
599.0844,20.5877
599.2368,21.4955
599.3892,20.9808
599.5416,21.0582
599.694,22.0416
599.8464,20.6943
599.9988,18.8446
600.1512,19.4297
600.3036,21.0857
600.456,23.289
600.6084,24.428
600.7608,24.2069
600.9132,22.5121
601.0656,22.3536
601.218,20.6323
601.3704,19.1719
601.5228,19.005
601.6752,19.4079
601.8276,19.5111
601.98,19.5171
602.1324,20.2496
