"","depth_mm","Ti"
"X917",91.6,1.81
"X918",91.7,1.71495327102804
"X919",91.8,1.75117370892019
"X920",91.9,1.68055555555556
"X921",92,1.94117647058824
"X922",92.1,1.93809523809524
"X923",92.2,1.94859813084112
"X924",92.3,1.89756097560976
"X925",92.4,1.91943127962085
"X926",92.5,2.70526315789474
"X927",92.6,3.06060606060606
"X928",92.7,2.28712871287129
"X929",92.8,1.98913043478261
"X930",92.9,1.74129353233831
"X931",93,1.79166666666667
"X932",93.1,1.77157360406091
"X933",93.2,1.79620853080569
"X934",93.3,2.02645502645503
"X935",93.4,1.85365853658537
"X936",93.5,1.77142857142857
"X937",93.6,1.69377990430622
"X938",93.7,1.57
"X939",93.8,1.43062200956938
"X940",93.9,1.47761194029851
"X941",94,1.62559241706161
"X942",94.1,1.69565217391304
"X943",94.2,1.50490196078431
"X944",94.3,1.61038961038961
"X945",94.4,1.63135593220339
"X946",94.5,1.57272727272727
"X947",94.6,1.6652719665272
"X948",94.7,1.74778761061947
"X949",94.8,1.92410714285714
"X950",94.9,1.94331983805668
"X951",95,1.96218487394958
"X952",95.1,2.04897959183673
"X953",95.2,2.11240310077519
"X954",95.3,1.84210526315789
"X955",95.4,2.09803921568627
"X956",95.5,2
"X957",95.6,2.08333333333333
"X958",95.7,2.03260869565217
"X959",95.8,2.0234375
"X960",95.9,2.79766536964981
"X961",96,3.24137931034483
"X962",96.1,3.23928571428571
"X963",96.2,3.29537366548043
"X964",96.3,2.61048689138577
"X965",96.4,2.29365079365079
"X966",96.5,2.67450980392157
"X967",96.6,2.69961977186312
"X968",96.7,2.02173913043478
"X969",96.8,1.76068376068376
"X970",96.9,1.7198275862069
"X971",97,1.54954954954955
"X972",97.1,1.65065502183406
"X973",97.2,1.99118942731278
"X974",97.3,1.80334728033473
"X975",97.4,1.73303167420814
"X976",97.5,1.89519650655022
"X977",97.6,1.69098712446352
"X978",97.7,1.64757709251101
"X979",97.8,1.80434782608696
"X980",97.9,1.84375
"X981",98,1.65094339622642
"X982",98.1,1.63865546218487
"X983",98.2,1.74152542372881
"X984",98.3,1.65909090909091
"X985",98.4,1.64319248826291
"X986",98.5,1.63318777292576
"X987",98.6,1.79148936170213
"X988",98.7,1.8394495412844
"X989",98.8,1.81735159817352
"X990",98.9,1.73469387755102
"X991",99,1.65502183406114
"X992",99.1,1.7972972972973
"X993",99.2,1.84166666666667
"X994",99.3,1.91739130434783
"X995",99.4,1.91479820627803
"X996",99.5,1.99145299145299
"X997",99.6,1.83111111111111
"X998",99.7,1.77350427350427
"X999",99.8,1.74137931034483
"X1000",99.9,1.67510548523207
"X1001",100,1.82017543859649
"X1002",100.1,1.76612903225806
"X1003",100.2,1.92511013215859
"X1004",100.3,1.94915254237288
"X1005",100.4,2.19341563786008
"X1006",100.5,2.25339366515837
"X1007",100.6,1.78813559322034
"X1008",100.7,1.91703056768559
"X1009",100.8,1.7563025210084
"X1010",100.9,1.75423728813559
"X1011",101,1.675
"X1012",101.1,1.78165938864629
"X1013",101.2,1.81923076923077
"X1014",101.3,1.95785440613027
"X1015",101.4,1.9601593625498
"X1016",101.5,1.6171875
"X1017",101.6,1.72573839662447
"X1018",101.7,1.72413793103448
"X1019",101.8,1.70833333333333
"X1020",101.9,1.70967741935484
"X1021",102,1.6986301369863
"X1022",102.1,1.66371681415929
"X1023",102.2,1.50232558139535
"X1024",102.3,1.69953051643192
"X1025",102.4,1.61016949152542
"X1026",102.5,1.75105485232068
"X1027",102.6,1.88510638297872
"X1028",102.7,1.74015748031496
"X1029",102.8,2.004329004329
"X1030",102.9,2.16141732283465
"X1031",103,2.10041841004184
"X1032",103.1,2.35245901639344
"X1033",103.2,2.43145161290323
"X1034",103.3,2.5859375
"X1035",103.4,2.188
"X1036",103.5,2.06538461538462
"X1037",103.6,2.37307692307692
"X1038",103.7,3.38076923076923
"X1039",103.8,3.3125
"X1040",103.9,2.90601503759398
"X1041",104,2.52029520295203
"X1042",104.1,2.38461538461538
"X1043",104.2,2.68846153846154
"X1044",104.3,2.84824902723735
"X1045",104.4,3.22761194029851
"X1046",104.5,3.16988416988417
"X1047",104.6,3.34387351778656
"X1048",104.7,3.31517509727626
"X1049",104.8,3.4469696969697
"X1050",104.9,2.78740157480315
"X1051",105,2.36016949152542
"X1052",105.1,1.96170212765957
"X1053",105.2,1.81651376146789
"X1054",105.3,1.59605911330049
"X1055",105.4,1.48557692307692
"X1056",105.5,1.54187192118227
"X1057",105.6,1.54054054054054
"X1058",105.7,1.42233009708738
"X1059",105.8,1.49779735682819
"X1060",105.9,1.47136563876652
"X1061",106,1.53333333333333
"X1062",106.1,1.49308755760369
"X1063",106.2,1.51785714285714
"X1064",106.3,1.51785714285714
"X1065",106.4,1.75313807531381
"X1066",106.5,1.65065502183406
"X1067",106.6,1.55172413793103
"X1068",106.7,1.61842105263158
"X1069",106.8,1.51982378854626
"X1070",106.9,1.5938864628821
"X1071",107,1.66203703703704
"X1072",107.1,1.64678899082569
"X1073",107.2,1.5875486381323
"X1074",107.3,1.77489177489177
"X1075",107.4,1.96052631578947
"X1076",107.5,1.93534482758621
"X1077",107.6,1.59493670886076
"X1078",107.7,1.85267857142857
"X1079",107.8,1.72222222222222
"X1080",107.9,1.67659574468085
"X1081",108,1.62555066079295
"X1082",108.1,1.57798165137615
"X1083",108.2,1.51555555555556
"X1084",108.3,1.5625
"X1085",108.4,1.56696428571429
"X1086",108.5,1.5377358490566
"X1087",108.6,1.63963963963964
"X1088",108.7,1.48039215686275
"X1089",108.8,1.54761904761905
"X1090",108.9,1.4952380952381
"X1091",109,1.47867298578199
"X1092",109.1,1.60576923076923
"X1093",109.2,1.54838709677419
"X1094",109.3,1.53153153153153
"X1095",109.4,1.54502369668246
"X1096",109.5,1.71078431372549
"X1097",109.6,1.81900452488688
"X1098",109.7,2.03211009174312
"X1099",109.8,2.11009174311927
"X1100",109.9,2.32420091324201
"X1101",110,2.61842105263158
"X1102",110.1,2.02631578947368
"X1103",110.2,1.72037914691943
"X1104",110.3,1.88362068965517
"X1105",110.4,1.91584158415842
"X1106",110.5,1.88571428571429
"X1107",110.6,2.06607929515418
"X1108",110.7,2.0521327014218
"X1109",110.8,1.72429906542056
"X1110",110.9,1.67757009345794
"X1111",111,1.82464454976303
"X1112",111.1,1.53
"X1113",111.2,1.76666666666667
"X1114",111.3,1.89814814814815
"X1115",111.4,1.85714285714286
"X1116",111.5,1.91866028708134
"X1117",111.6,2.28846153846154
"X1118",111.7,1.61711711711712
"X1119",111.8,1.58918918918919
"X1120",111.9,1.56281407035176
"X1121",112,1.52525252525253
"X1122",112.1,1.66304347826087
"X1123",112.2,1.60824742268041
"X1124",112.3,1.69832402234637
"X1125",112.4,1.58128078817734
"X1126",112.5,1.48947368421053
"X1127",112.6,1.58241758241758
"X1128",112.7,1.55497382198953
"X1129",112.8,1.50837988826816
"X1130",112.9,1.79781420765027
"X1131",113,1.6974358974359
"X1132",113.1,1.57954545454545
"X1133",113.2,1.50877192982456
"X1134",113.3,1.52777777777778
"X1135",113.4,1.70059880239521
"X1136",113.5,1.57894736842105
"X1137",113.6,1.77486910994764
"X1138",113.7,1.49726775956284
"X1139",113.8,1.66847826086957
"X1140",113.9,1.7797619047619
"X1141",114,1.49056603773585
"X1142",114.1,1.49112426035503
"X1143",114.2,1.47337278106509
"X1144",114.3,1.5
"X1145",114.4,1.54166666666667
"X1146",114.5,1.54970760233918
"X1147",114.6,1.68354430379747
"X1148",114.7,1.5379746835443
"X1149",114.8,1.50898203592814
"X1150",114.9,1.5672514619883
"X1151",115,1.53896103896104
"X1152",115.1,1.51162790697674
"X1153",115.2,1.60344827586207
"X1154",115.3,1.58988764044944
"X1155",115.4,1.47752808988764
"X1156",115.5,1.71186440677966
"X1157",115.6,1.98907103825137
"X1158",115.7,1.70165745856354
"X1159",115.8,1.3961038961039
"X1160",115.9,1.47878787878788
"X1161",116,1.51851851851852
"X1162",116.1,1.4585635359116
"X1163",116.2,3.15909090909091
"X1164",116.3,3.26347305389222
"X1165",116.4,4.52469135802469
"X1166",116.5,4.74233128834356
"X1167",116.6,3.56329113924051
"X1168",116.7,1.6775956284153
"X1169",116.8,1.69461077844311
"X1170",116.9,1.64473684210526
"X1171",117,1.64666666666667
"X1172",117.1,1.61676646706587
"X1173",117.2,1.69047619047619
"X1174",117.3,1.69822485207101
"X1175",117.4,1.74213836477987
"X1176",117.5,2.06936416184971
"X1177",117.6,2.14857142857143
"X1178",117.7,1.8121546961326
"X1179",117.8,1.71686746987952
"X1180",117.9,1.74705882352941
"X1181",118,1.71204188481675
"X1182",118.1,1.74444444444444
"X1183",118.2,1.58333333333333
"X1184",118.3,1.62424242424242
"X1185",118.4,1.65822784810127
"X1186",118.5,1.69090909090909
"X1187",118.6,1.62573099415205
"X1188",118.7,1.74358974358974
"X1189",118.8,1.79428571428571
"X1190",118.9,1.60975609756098
"X1191",119,1.67682926829268
"X1192",119.1,1.66860465116279
"X1193",119.2,1.6125
"X1194",119.3,1.80681818181818
"X1195",119.4,1.78616352201258
"X1196",119.5,1.64327485380117
"X1197",119.6,1.69230769230769
"X1198",119.7,1.72670807453416
"X1199",119.8,1.95321637426901
"X1200",119.9,1.6123595505618
"X1201",120,1.90340909090909
"X1202",120.1,1.72121212121212
"X1203",120.2,1.65730337078652
"X1204",120.3,1.77914110429448
"X1205",120.4,1.73714285714286
"X1206",120.5,1.86627906976744
"X1207",120.6,1.75151515151515
"X1208",120.7,1.57062146892655
"X1209",120.8,1.60227272727273
"X1210",120.9,1.72159090909091
"X1211",121,1.95808383233533
"X1212",121.1,1.81382978723404
"X1213",121.2,1.80213903743316
"X1214",121.3,1.83236994219653
"X1215",121.4,1.82122905027933
"X1216",121.5,1.84782608695652
"X1217",121.6,1.98192771084337
"X1218",121.7,1.92045454545455
"X1219",121.8,1.84567901234568
"X1220",121.9,1.71022727272727
"X1221",122,1.8855421686747
"X1222",122.1,1.83888888888889
"X1223",122.2,1.875
"X1224",122.3,1.97575757575758
"X1225",122.4,1.87431693989071
"X1226",122.5,1.86335403726708
"X1227",122.6,2.05056179775281
"X1228",122.7,1.68452380952381
"X1229",122.8,1.86163522012579
"X1230",122.9,2.03225806451613
"X1231",123,1.8525641025641
"X1232",123.1,1.65986394557823
"X1233",123.2,1.63694267515924
"X1234",123.3,1.72289156626506
"X1235",123.4,1.61224489795918
"X1236",123.5,1.55828220858896
"X1237",123.6,1.7625
"X1238",123.7,1.59375
"X1239",123.8,1.47204968944099
"X1240",123.9,1.84276729559748
"X1241",124,1.5776397515528
"X1242",124.1,1.77922077922078
"X1243",124.2,1.63924050632911
"X1244",124.3,1.64968152866242
"X1245",124.4,1.85964912280702
"X1246",124.5,1.69325153374233
"X1247",124.6,1.50306748466258
"X1248",124.7,1.61077844311377
"X1249",124.8,1.72455089820359
"X1250",124.9,2.12790697674419
"X1251",125,1.77215189873418
"X1252",125.1,1.67295597484277
"X1253",125.2,1.89265536723164
"X1254",125.3,1.9438202247191
"X1255",125.4,2.04624277456647
"X1256",125.5,2.10975609756098
"X1257",125.6,1.90909090909091
"X1258",125.7,1.81609195402299
"X1259",125.8,2.21081081081081
"X1260",125.9,2.09289617486339
"X1261",126,2.03333333333333
"X1262",126.1,1.84269662921348
"X1263",126.2,1.78823529411765
"X1264",126.3,1.75
"X1265",126.4,1.9030303030303
"X1266",126.5,1.77456647398844
"X1267",126.6,1.88636363636364
"X1268",126.7,1.67796610169492
"X1269",126.8,1.63803680981595
"X1270",126.9,1.73214285714286
"X1271",127,1.80120481927711
"X1272",127.1,1.84210526315789
"X1273",127.2,1.86470588235294
"X1274",127.3,1.83006535947712
"X1275",127.4,1.81656804733728
"X1276",127.5,1.73456790123457
"X1277",127.6,1.80487804878049
"X1278",127.7,1.66883116883117
"X1279",127.8,1.79310344827586
"X1280",127.9,1.9375
"X1281",128,1.73006134969325
"X1282",128.1,1.88607594936709
"X1283",128.2,1.86746987951807
"X1284",128.3,2.11904761904762
"X1285",128.4,1.73885350318471
"X1286",128.5,1.61142857142857
"X1287",128.6,1.78142076502732
"X1288",128.7,1.8433734939759
"X1289",128.8,2.10059171597633
"X1290",128.9,1.84
"X1291",129,1.91875
"X1292",129.1,2
"X1293",129.2,1.8
"X1294",129.3,1.8695652173913
"X1295",129.4,1.95031055900621
"X1296",129.5,1.96842105263158
"X1297",129.6,1.625
"X1298",129.7,1.81325301204819
"X1299",129.8,1.87577639751553
"X1300",129.9,1.80120481927711
"X1301",130,1.68789808917197
"X1302",130.1,1.62576687116564
"X1303",130.2,1.64285714285714
"X1304",130.3,1.72619047619048
"X1305",130.4,1.79881656804734
"X1306",130.5,1.6358024691358
"X1307",130.6,1.75842696629213
"X1308",130.7,1.73493975903614
"X1309",130.8,1.78823529411765
"X1310",130.9,1.52795031055901
"X1311",131,1.7962962962963
"X1312",131.1,1.81976744186047
"X1313",131.2,1.7375
"X1314",131.3,1.96571428571429
"X1315",131.4,1.78698224852071
"X1316",131.5,1.87349397590361
"X1317",131.6,1.8452380952381
"X1318",131.7,1.90173410404624
"X1319",131.8,1.87647058823529
"X1320",131.9,1.74418604651163
"X1321",132,1.78915662650602
"X1322",132.1,1.6078431372549
"X1323",132.2,1.78698224852071
"X1324",132.3,1.53472222222222
"X1325",132.4,1.72670807453416
"X1326",132.5,1.60810810810811
"X1327",132.6,1.69480519480519
"X1328",132.7,1.64556962025316
"X1329",132.8,1.67058823529412
"X1330",132.9,1.81012658227848
"X1331",133,1.56287425149701
"X1332",133.1,1.69277108433735
"X1333",133.2,1.76073619631902
"X1334",133.3,1.73939393939394
"X1335",133.4,1.67052023121387
"X1336",133.5,1.75796178343949
"X1337",133.6,1.72455089820359
"X1338",133.7,1.56410256410256
"X1339",133.8,2.3121387283237
"X1340",133.9,3.24096385542169
"X1341",134,3.15909090909091
"X1342",134.1,3.39393939393939
"X1343",134.2,2.9030303030303
"X1344",134.3,2.72222222222222
"X1345",134.4,3.40804597701149
"X1346",134.5,3.38993710691824
"X1347",134.6,5.51933701657459
"X1348",134.7,6.26380368098159
"X1349",134.8,3.38518518518519
"X1350",134.9,3.0546875
"X1351",135,3.05511811023622
"X1352",135.1,2.4921875
"X1353",135.2,2.85211267605634
"X1354",135.3,3
"X1355",135.4,3.94082840236686
"X1356",135.5,4.92746113989637
"X1357",135.6,4.42857142857143
"X1358",135.7,3.02439024390244
"X1359",135.8,2.39333333333333
"X1360",135.9,2.41333333333333
"X1361",136,2.55714285714286
"X1362",136.1,2.43396226415094
"X1363",136.2,2.31818181818182
"X1364",136.3,2.44594594594595
"X1365",136.4,2.33116883116883
"X1366",136.5,2.44444444444444
"X1367",136.6,2.45625
"X1368",136.7,2.71621621621622
"X1369",136.8,3.07482993197279
"X1370",136.9,3.94117647058824
"X1371",137,4.34437086092715
"X1372",137.1,5.26219512195122
"X1373",137.2,7.6264367816092
"X1374",137.3,6.62365591397849
"X1375",137.4,5.05555555555556
"X1376",137.5,3.75609756097561
"X1377",137.6,3.072
"X1378",137.7,3.36
"X1379",137.8,3.88235294117647
"X1380",137.9,3.41958041958042
"X1381",138,2.90845070422535
"X1382",138.1,3.04878048780488
"X1383",138.2,3.01986754966887
"X1384",138.3,2.86259541984733
"X1385",138.4,4.62121212121212
"X1386",138.5,3.45945945945946
"X1387",138.6,3.91975308641975
"X1388",138.7,2.57241379310345
"X1389",138.8,1.76865671641791
"X1390",138.9,1.66187050359712
"X1391",139,1.61805555555556
"X1392",139.1,1.65734265734266
"X1393",139.2,1.80281690140845
"X1394",139.3,1.59285714285714
"X1395",139.4,1.6969696969697
"X1396",139.5,1.97222222222222
"X1397",139.6,1.85294117647059
"X1398",139.7,2.11347517730496
"X1399",139.8,2.07926829268293
"X1400",139.9,1.93788819875776
"X1401",140,2.16981132075472
"X1402",140.1,1.92715231788079
"X1403",140.2,1.95
"X1404",140.3,2.43624161073825
"X1405",140.4,2.2969696969697
"X1406",140.5,2.03048780487805
"X1407",140.6,2.43030303030303
"X1408",140.7,2.2037037037037
"X1409",140.8,2.1377245508982
"X1410",140.9,1.80116959064327
"X1411",141,2.2
"X1412",141.1,2.00552486187845
"X1413",141.2,2.12568306010929
"X1414",141.3,2.00555555555556
"X1415",141.4,2.52972972972973
"X1416",141.5,2.40625
"X1417",141.6,2.35294117647059
"X1418",141.7,1.82105263157895
"X1419",141.8,2.46236559139785
"X1420",141.9,2.15555555555556
"X1421",142,2.36756756756757
"X1422",142.1,2.3953488372093
"X1423",142.2,2.64634146341463
"X1424",142.3,2.49180327868852
"X1425",142.4,2.97959183673469
"X1426",142.5,2.38172043010753
"X1427",142.6,1.93296089385475
"X1428",142.7,1.96407185628743
"X1429",142.8,1.96571428571429
"X1430",142.9,1.85802469135802
"X1431",143,1.98773006134969
"X1432",143.1,1.72514619883041
"X1433",143.2,1.81212121212121
"X1434",143.3,1.97005988023952
"X1435",143.4,1.8452380952381
"X1436",143.5,2.17791411042945
"X1437",143.6,2.08053691275168
"X1438",143.7,1.83870967741935
"X1439",143.8,1.93506493506494
"X1440",143.9,1.74850299401198
"X1441",144,1.64102564102564
"X1442",144.1,1.77397260273973
"X1443",144.2,1.89261744966443
"X1444",144.3,1.79268292682927
"X1445",144.4,1.79268292682927
"X1446",144.5,1.93670886075949
"X1447",144.6,1.81111111111111
"X1448",144.7,1.75316455696203
"X1449",144.8,1.96913580246914
"X1450",144.9,1.78534031413613
"X1451",145,1.96407185628743
"X1452",145.1,1.78947368421053
"X1453",145.2,1.66242038216561
"X1454",145.3,1.88888888888889
"X1455",145.4,1.75
"X1456",145.5,1.86075949367089
"X1457",145.6,2.09356725146199
"X1458",145.7,2.31395348837209
"X1459",145.8,2.21590909090909
"X1460",145.9,2.07738095238095
"X1461",146,1.84042553191489
"X1462",146.1,2.02906976744186
"X1463",146.2,1.60975609756098
"X1464",146.3,1.55696202531646
"X1465",146.4,1.93491124260355
"X1466",146.5,2.14465408805031
"X1467",146.6,2.16265060240964
"X1468",146.7,1.91715976331361
"X1469",146.8,2.06707317073171
"X1470",146.9,1.94303797468354
"X1471",147,1.86666666666667
"X1472",147.1,1.89411764705882
"X1473",147.2,2.01136363636364
"X1474",147.3,2.01829268292683
"X1475",147.4,2.20689655172414
"X1476",147.5,2.13186813186813
"X1477",147.6,2.0655737704918
"X1478",147.7,2.04301075268817
"X1479",147.8,2.01604278074866
"X1480",147.9,2.1027027027027
"X1481",148,2.17919075144509
"X1482",148.1,2.34972677595628
"X1483",148.2,2.5625
"X1484",148.3,2.66842105263158
"X1485",148.4,2.43589743589744
"X1486",148.5,2.625
"X1487",148.6,2.93157894736842
"X1488",148.7,2.92513368983957
"X1489",148.8,2.79120879120879
"X1490",148.9,2.75280898876404
"X1491",149,3.30612244897959
"X1492",149.1,2.64615384615385
"X1493",149.2,2.65816326530612
"X1494",149.3,2.20441988950276
"X1495",149.4,2.2
"X1496",149.5,2.11340206185567
"X1497",149.6,2.04232804232804
"X1498",149.7,1.89944134078212
"X1499",149.8,1.71428571428571
"X1500",149.9,1.70391061452514
"X1501",150,1.94186046511628
"X1502",150.1,2.04519774011299
"X1503",150.2,1.82872928176796
"X1504",150.3,1.90104166666667
"X1505",150.4,2.29281767955801
"X1506",150.5,2.26519337016575
"X1507",150.6,2.34920634920635
"X1508",150.7,2.65775401069519
"X1509",150.8,2.99435028248588
"X1510",150.9,3.04081632653061
"X1511",151,4.09550561797753
"X1512",151.1,4.13483146067416
"X1513",151.2,3.94972067039106
"X1514",151.3,3.09826589595376
"X1515",151.4,2.54545454545455
"X1516",151.5,2.4593023255814
"X1517",151.6,2.87349397590361
"X1518",151.7,2.89080459770115
"X1519",151.8,2.40625
"X1520",151.9,2.15151515151515
"X1521",152,2
"X1522",152.1,2.16666666666667
"X1523",152.2,2.64942528735632
"X1524",152.3,2.28220858895706
"X1525",152.4,3.14285714285714
"X1526",152.5,2.24516129032258
"X1527",152.6,1.63503649635036
"X1528",152.7,1.55625
"X1529",152.8,1.55172413793103
"X1530",152.9,1.49664429530201
"X1531",153,1.52173913043478
"X1532",153.1,1.5125
"X1533",153.2,1.68027210884354
"X1534",153.3,1.61797752808989
"X1535",153.4,1.79470198675497
"X1536",153.5,1.67484662576687
"X1537",153.6,1.86274509803922
"X1538",153.7,1.63157894736842
"X1539",153.8,1.71341463414634
"X1540",153.9,1.60810810810811
"X1541",154,1.49315068493151
"X1542",154.1,1.66013071895425
"X1543",154.2,1.56962025316456
"X1544",154.3,1.51677852348993
"X1545",154.4,1.57861635220126
"X1546",154.5,1.64335664335664
"X1547",154.6,1.47058823529412
"X1548",154.7,1.50675675675676
"X1549",154.8,1.60958904109589
"X1550",154.9,1.56944444444444
"X1551",155,1.71428571428571
"X1552",155.1,1.63576158940397
"X1553",155.2,1.52413793103448
"X1554",155.3,1.53846153846154
"X1555",155.4,1.58219178082192
"X1556",155.5,1.56375838926175
"X1557",155.6,1.58940397350993
"X1558",155.7,1.66666666666667
"X1559",155.8,1.59776536312849
"X1560",155.9,1.53246753246753
"X1561",156,1.3943661971831
"X1562",156.1,1.55395683453237
"X1563",156.2,1.47826086956522
"X1564",156.3,1.45398773006135
"X1565",156.4,1.56441717791411
"X1566",156.5,1.58333333333333
"X1567",156.6,1.72549019607843
"X1568",156.7,1.56976744186047
"X1569",156.8,1.51724137931034
"X1570",156.9,1.6013986013986
"X1571",157,1.47878787878788
"X1572",157.1,1.60402684563758
"X1573",157.2,1.69736842105263
"X1574",157.3,1.6158940397351
"X1575",157.4,1.45806451612903
"X1576",157.5,1.42446043165468
"X1577",157.6,1.6
"X1578",157.7,1.48275862068966
"X1579",157.8,1.57142857142857
"X1580",157.9,1.50955414012739
"X1581",158,1.57046979865772
"X1582",158.1,1.64238410596026
"X1583",158.2,1.60625
"X1584",158.3,1.62820512820513
"X1585",158.4,1.76219512195122
"X1586",158.5,1.62179487179487
"X1587",158.6,1.51948051948052
"X1588",158.7,2.08024691358025
"X1589",158.8,1.98387096774194
"X1590",158.9,2.25966850828729
"X1591",159,2.21022727272727
"X1592",159.1,2.35051546391753
"X1593",159.2,2.09039548022599
"X1594",159.3,1.88725490196078
"X1595",159.4,2.21243523316062
"X1596",159.5,2.33838383838384
"X1597",159.6,2.10989010989011
"X1598",159.7,2.1027027027027
"X1599",159.8,1.89017341040462
"X1600",159.9,1.76086956521739
"X1601",160,1.70792079207921
"X1602",160.1,1.65573770491803
"X1603",160.2,1.83977900552486
"X1604",160.3,1.78865979381443
"X1605",160.4,1.94021739130435
"X1606",160.5,1.72316384180791
"X1607",160.6,1.85164835164835
"X1608",160.7,1.81818181818182
"X1609",160.8,1.85454545454545
"X1610",160.9,1.71348314606742
"X1611",161,1.65730337078652
"X1612",161.1,1.65359477124183
"X1613",161.2,1.60869565217391
"X1614",161.3,1.58974358974359
"X1615",161.4,1.58441558441558
"X1616",161.5,1.50335570469799
"X1617",161.6,1.50632911392405
"X1618",161.7,1.59006211180124
"X1619",161.8,1.6374269005848
"X1620",161.9,1.57718120805369
"X1621",162,1.69318181818182
"X1622",162.1,1.6219512195122
"X1623",162.2,1.60645161290323
"X1624",162.3,1.61585365853659
"X1625",162.4,1.74193548387097
"X1626",162.5,1.73291925465839
"X1627",162.6,1.66467065868263
"X1628",162.7,1.60493827160494
"X1629",162.8,1.61963190184049
"X1630",162.9,1.58579881656805
"X1631",163,1.71176470588235
"X1632",163.1,1.64497041420118
"X1633",163.2,1.84883720930233
"X1634",163.3,1.67857142857143
"X1635",163.4,1.625
"X1636",163.5,1.58139534883721
"X1637",163.6,1.67796610169492
"X1638",163.7,1.72619047619048
"X1639",163.8,1.59876543209877
"X1640",163.9,1.74545454545455
"X1641",164,1.59537572254335
"X1642",164.1,1.80487804878049
"X1643",164.2,1.71428571428571
"X1644",164.3,1.63522012578616
"X1645",164.4,1.73154362416107
"X1646",164.5,1.63354037267081
"X1647",164.6,1.48809523809524
"X1648",164.7,1.56329113924051
"X1649",164.8,1.57232704402516
"X1650",164.9,1.63694267515924
"X1651",165,1.5375
"X1652",165.1,1.68243243243243
"X1653",165.2,1.71428571428571
"X1654",165.3,1.49315068493151
"X1655",165.4,1.71875
"X1656",165.5,1.61635220125786
"X1657",165.6,1.5125
"X1658",165.7,1.58940397350993
"X1659",165.8,1.57668711656442
"X1660",165.9,1.61783439490446
"X1661",166,1.88050314465409
"X1662",166.1,1.75956284153005
"X1663",166.2,1.76331360946746
"X1664",166.3,1.84615384615385
"X1665",166.4,1.81065088757396
"X1666",166.5,1.8546511627907
"X1667",166.6,1.78205128205128
"X1668",166.7,1.83888888888889
"X1669",166.8,2.23076923076923
"X1670",166.9,1.78804347826087
"X1671",167,2.35975609756098
"X1672",167.1,2.12426035502959
"X1673",167.2,1.76436781609195
"X1674",167.3,1.69753086419753
"X1675",167.4,1.67065868263473
"X1676",167.5,1.82911392405063
"X1677",167.6,1.79754601226994
"X1678",167.7,1.72455089820359
"X1679",167.8,1.45679012345679
"X1680",167.9,1.54819277108434
"X1681",168,1.69512195121951
"X1682",168.1,1.61878453038674
"X1683",168.2,1.73809523809524
"X1684",168.3,1.74853801169591
"X1685",168.4,1.73529411764706
"X1686",168.5,1.77483443708609
"X1687",168.6,1.89349112426035
"X1688",168.7,1.98765432098765
"X1689",168.8,1.69142857142857
"X1690",168.9,1.80239520958084
"X1691",169,1.71428571428571
"X1692",169.1,1.7037037037037
"X1693",169.2,1.74011299435028
"X1694",169.3,1.71351351351351
"X1695",169.4,1.7
"X1696",169.5,1.72
"X1697",169.6,1.72375690607735
"X1698",169.7,1.8
"X1699",169.8,1.95027624309392
"X1700",169.9,1.92045454545455
"X1701",170,1.64161849710983
"X1702",170.1,1.84491978609626
"X1703",170.2,1.79289940828402
"X1704",170.3,1.94610778443114
"X1705",170.4,1.72455089820359
"X1706",170.5,1.84153005464481
"X1707",170.6,1.74594594594595
"X1708",170.7,1.76608187134503
"X1709",170.8,1.91477272727273
"X1710",170.9,1.82954545454545
"X1711",171,1.79881656804734
"X1712",171.1,1.84782608695652
"X1713",171.2,1.73369565217391
"X1714",171.3,1.88268156424581
"X1715",171.4,1.77966101694915
"X1716",171.5,2.03684210526316
"X1717",171.6,1.98445595854922
"X1718",171.7,1.9238578680203
"X1719",171.8,1.95555555555556
"X1720",171.9,1.87244897959184
"X1721",172,1.88297872340426
"X1722",172.1,2.00515463917526
"X1723",172.2,2.1530612244898
"X1724",172.3,2.25888324873096
"X1725",172.4,2.47150259067358
"X1726",172.5,2.15897435897436
"X1727",172.6,2.29230769230769
"X1728",172.7,2.03571428571429
"X1729",172.8,1.97849462365591
"X1730",172.9,2.105
"X1731",173,2.08629441624365
"X1732",173.1,1.73958333333333
"X1733",173.2,1.82142857142857
"X1734",173.3,1.83510638297872
"X1735",173.4,1.93220338983051
"X1736",173.5,1.94152046783626
"X1737",173.6,2.20224719101124
"X1738",173.7,2.26470588235294
"X1739",173.8,2.45652173913043
"X1740",173.9,2.11627906976744
"X1741",174,1.87209302325581
"X1742",174.1,1.61413043478261
"X1743",174.2,1.77777777777778
"X1744",174.3,1.80346820809249
"X1745",174.4,1.61904761904762
"X1746",174.5,1.86335403726708
"X1747",174.6,2.04733727810651
"X1748",174.7,2.10240963855422
"X1749",174.8,2.05263157894737
"X1750",174.9,1.8728323699422
"X1751",175,1.87878787878788
"X1752",175.1,1.89595375722543
"X1753",175.2,1.93975903614458
"X1754",175.3,2.13736263736264
"X1755",175.4,1.96739130434783
"X1756",175.5,1.93373493975904
"X1757",175.6,2.1144578313253
"X1758",175.7,1.97802197802198
"X1759",175.8,2.21212121212121
"X1760",175.9,1.84971098265896
"X1761",176,1.92763157894737
"X1762",176.1,1.79141104294479
"X1763",176.2,1.89024390243902
"X1764",176.3,1.76875
