Measured Depth,Gamma-Ray log,helper
330.5556,13.37596,2
330.7079,13.4868,2
330.8604,13.66335,2
331.0128,13.82191,2
331.1652,13.68685,2
331.3176,13.48622,2
331.47,13.61688,2
331.6224,13.90061,2
331.7748,13.42947,2
331.9272,12.73507,2
332.0796,12.04223,2
332.232,12.09498,2
332.3844,13.19957,2
332.5367,13.76615,2
332.6891,13.28523,2
332.8416,12.83833,2
332.994,13.3693,2
333.1464,13.40639,2
333.2988,13.29806,2
333.4512,13.78788,2
333.6036,15.04786,2
333.756,16.2424,2
333.9084,16.66455,2
334.0608,16.38411,2
334.2132,15.82233,2
334.3656,14.91583,2
334.5179,13.85253,2
334.6703,11.90238,2
334.8228,11.56882,2
334.9752,13.76511,2
335.1276,14.42761,2
335.28,15.04191,2
335.4324,15.29398,2
335.5848,14.89841,2
335.7372,15.51177,2
335.8896,15.72834,2
336.042,15.76267,2
336.1944,16.37184,2
336.3468,16.9386,2
336.4991,17.02661,2
336.6516,17.1599,2
336.804,17.02879,2
336.9564,16.62635,2
337.1088,16.28548,2
337.2612,16.07112,2
337.4136,15.60958,2
337.566,15.48842,2
337.7184,15.43835,2
337.8708,14.99009,2
338.0232,13.97205,2
338.1756,14.77158,2
338.328,15.99766,2
338.4803,16.60419,2
338.6328,16.87262,2
338.7852,16.9403,2
338.9376,15.8628,2
339.09,15.90089,2
339.2424,16.02102,2
339.3948,15.3776,2
339.5472,14.7815,2
339.6996,14.60336,2
339.852,14.73153,2
340.0044,14.77769,2
340.1568,14.79897,2
340.3091,14.45887,2
340.4615,13.82222,2
340.614,13.29315,2
340.7664,12.34768,2
340.9188,11.70054,2
341.0712,12.23976,2
341.2236,12.53049,2
341.376,12.9489,2
341.5284,13.31988,2
341.6808,13.63852,2
341.8332,13.57883,2
341.9856,13.13663,2
342.138,12.74891,2
342.2903,12.67999,2
342.4427,12.75364,2
342.5952,13.01142,2
342.7476,13.37724,2
342.9,13.82905,2
343.0524,14.03381,2
343.2048,14.14921,2
343.3572,13.88861,2
343.5096,13.51146,2
343.662,13.35856,2
343.8144,13.36378,2
343.9668,13.70241,2
344.1192,12.80358,2
344.2715,12.64956,2
344.424,13.18575,2
344.5764,13.16933,2
344.7288,12.77574,2
344.8812,12.75738,2
345.0336,12.61332,2
345.186,11.73879,2
345.3384,11.96058,2
345.4908,11.58603,2
345.6432,11.25823,2
345.7956,11.73461,2
345.948,13.09588,2
346.1004,14.04008,2
346.2527,14.6646,2
346.4052,13.95842,2
346.5576,13.75243,2
346.71,13.30956,2
346.8624,13.19318,2
347.0148,14.03442,2
347.1672,14.92031,2
347.3196,14.76114,2
347.472,14.51461,2
347.6244,13.59478,2
347.7768,13.94589,2
347.9292,13.07319,2
348.0815,12.25259,2
348.2339,12.48619,2
348.3864,12.7239,2
348.5388,12.4388,2
348.6912,12.1398,2
348.8436,12.4235,2
348.996,13.19493,2
349.1484,13.92605,2
349.3008,14.44171,2
349.4532,15.2646,2
349.6056,15.02597,2
349.758,14.33747,2
349.9104,13.79261,2
350.0627,13.12835,2
350.2151,12.08515,2
350.3676,12.03465,2
350.52,12.52429,2
350.6724,12.89583,2
350.8248,12.67286,2
350.9772,12.61144,2
351.1296,12.47136,2
351.282,12.86208,2
351.4344,13.09771,2
351.5868,12.87853,2
351.7392,12.07867,2
351.8916,11.82176,2
352.0439,11.78479,2
352.1964,11.67301,2
352.3488,11.93586,2
352.5012,12.10312,2
352.6536,12.17572,2
352.806,11.8562,2
352.9584,11.5491,2
353.1108,11.29847,2
353.2632,11.21951,2
353.4156,11.58944,2
353.568,11.9855,2
353.7204,12.036,2
353.8728,12.30308,2
354.0251,12.84648,2
354.1776,13.58913,2
354.33,14.12626,2
354.4824,14.55022,2
354.6348,14.91486,2
354.7872,15.44284,2
354.9396,15.8938,2
355.092,16.17842,2
355.2444,16.25426,2
355.3968,15.72577,2
355.5492,14.36192,2
355.7016,13.40371,2
355.854,12.83236,2
356.0063,12.82356,2
356.1588,13.83961,2
356.3112,14.53239,2
356.4636,14.82289,2
356.616,14.63242,2
356.7684,14.41135,2
356.9208,14.77738,2
357.0732,13.94837,2
357.2256,13.84814,2
357.378,13.19752,2
357.5304,12.21442,2
357.6828,12.04412,2
357.8351,12.00037,2
357.9875,12.16862,2
358.14,12.50796,2
358.2924,12.87429,2
358.4448,13.48789,2
358.5972,14.07577,2
358.7496,14.24874,2
358.902,13.96946,2
359.0544,13.59984,2
359.2068,13.40187,2
359.3592,13.8375,2
359.5116,14.32684,2
359.664,14.20191,2
359.8163,13.60729,2
359.9688,13.18657,2
360.1212,12.83765,2
360.2736,12.26616,2
360.426,12.39428,2
360.5784,14.11518,2
360.7308,14.44475,2
360.8832,14.32009,2
361.0356,13.66103,2
361.188,12.73587,2
361.3404,11.89894,2
361.4928,11.99861,2
361.6452,12.02072,2
361.7975,12.06603,2
361.95,13.04234,2
362.1024,13.82286,2
362.2548,14.37703,2
362.4072,14.82382,2
362.5596,15.51111,2
362.712,14.95971,2
362.8644,14.04022,2
363.0168,13.75281,2
363.1692,14.21295,2
363.3216,14.17348,2
363.474,13.83419,2
363.6264,13.83338,2
363.7787,14.24003,2
363.9312,14.79296,2
364.0836,15.41845,2
364.236,14.83747,2
364.3884,13.86626,2
364.5408,13.03443,2
364.6932,12.51561,2
364.8456,13.0297,2
364.998,14.56395,2
365.1504,15.17363,2
365.3028,15.45732,2
365.4552,14.53764,2
365.6075,14.06719,2
365.7599,13.29111,2
365.9124,12.18799,2
366.0648,12.01251,2
366.2172,12.28456,2
366.3696,12.34687,2
366.522,12.74422,2
366.6744,12.03732,2
366.8268,10.98967,2
366.9792,11.13483,2
367.1316,11.33896,2
367.284,12.02016,2
367.4364,13.0248,2
367.5887,13.31171,2
367.7411,13.74147,2
367.8936,14.10364,2
368.046,14.06605,2
368.1984,14.07497,2
368.3508,14.03144,2
368.5032,13.5764,2
368.6556,13.0643,2
368.808,12.76666,2
368.9604,12.51791,2
369.1128,12.95284,2
369.2652,13.75911,2
369.4176,14.09509,2
369.5699,13.7393,2
369.7224,13.50196,2
369.8748,13.19638,2
370.0272,13.89676,2
370.1796,13.46963,2
370.332,12.63622,2
370.4844,11.69957,2
370.6368,11.85157,2
370.7892,12.5999,2
370.9416,12.82372,2
371.094,12.66692,2
371.2464,12.54575,2
371.3988,13.1161,2
371.5511,13.35984,2
371.7036,13.04686,2
371.856,12.52743,2
372.0084,12.2053,2
372.1608,12.453,2
372.3132,13.16398,2
372.4656,14.25933,2
372.618,14.60235,2
372.7704,14.78576,2
372.9228,15.15149,2
373.0752,15.76415,2
373.2276,15.53094,2
373.3799,15.38636,2
373.5323,15.3648,2
373.6848,15.99817,2
373.8372,15.22206,2
373.9896,15.13391,2
374.142,15.31419,2
374.2944,13.82754,2
374.4468,13.37034,2
374.5992,14.01517,2
374.7516,13.97043,2
374.904,14.29033,2
375.0564,13.54751,2
375.2088,12.85588,2
375.3611,12.45368,2
375.5135,13.09448,2
375.666,14.16642,2
375.8184,14.76061,2
375.9708,15.4935,2
376.1232,16.49709,2
376.2756,16.85022,2
376.428,17.06563,2
376.5804,17.40823,2
376.7328,17.55939,2
376.8852,17.11536,2
377.0376,16.33773,2
377.19,16.3524,2
377.3423,16.88719,2
377.4948,17.01195,2
377.6472,16.70383,2
377.7996,15.63912,2
377.952,15.78441,2
378.1044,16.42337,2
378.2568,16.51914,2
378.4092,16.04378,2
378.5616,15.46128,2
378.714,15.38656,2
378.8664,16.0332,2
379.0188,17.18346,2
379.1712,17.14819,2
379.3235,17.63049,2
379.476,18.34155,2
379.6284,18.03615,2
379.7808,18.02538,2
379.9332,19.03769,2
380.0856,19.08051,2
380.238,18.21719,2
380.3904,17.53083,2
380.5428,17.46729,2
380.6952,16.57973,2
380.8476,15.69989,2
381,15.59176,2
381.1523,15.91878,2
381.3047,16.53986,2
381.4572,16.47849,2
381.6096,16.11692,2
381.762,16.0742,2
381.9144,15.91341,2
382.0668,15.89142,2
382.2192,16.20658,2
382.3716,16.11154,2
382.524,16.15063,2
382.6764,15.98343,2
382.8288,16.81664,2
382.9812,17.613,2
383.1335,19.6019,2
383.2859,19.59855,2
383.4384,19.7246,2
383.5908,19.13924,2
383.7432,17.76049,2
383.8956,16.41076,2
384.048,16.17007,2
384.2004,17.23955,2
384.3528,16.62667,2
384.5052,16.27934,2
384.6576,15.99707,2
384.81,15.39989,2
384.9624,15.30877,2
385.1147,14.8739,2
385.2672,15.03158,2
385.4196,15.30722,2
385.572,14.99105,2
385.7244,13.72879,2
385.8768,14.72644,2
386.0292,15.79992,2
386.1816,17.21146,2
386.334,18.96912,2
386.4864,19.91817,2
386.6388,19.76125,2
386.7912,19.60458,2
386.9436,19.41969,2
387.0959,19.45681,2
387.2484,19.56654,2
387.4008,18.69781,2
387.5532,17.62627,2
387.7056,18.07045,2
387.858,16.32832,2
388.0104,15.64614,2
388.1628,15.77483,2
388.3152,15.72885,2
388.4676,15.66194,2
388.62,15.72672,2
388.7724,16.37861,2
388.9247,15.83369,2
389.0771,15.54642,2
389.2296,15.32338,2
389.382,15.58619,2
389.5344,16.20619,2
389.6868,17.17358,2
389.8392,17.87787,2
389.9916,17.56365,2
390.144,17.53603,2
390.2964,17.63604,2
390.4488,17.34121,2
390.6012,17.46433,2
390.7536,17.36764,2
390.9059,17.31765,2
391.0583,17.46602,2
391.2108,17.63561,2
391.3632,17.97643,2
391.5156,18.45796,2
391.668,18.06889,2
391.8204,17.81748,2
391.9728,17.8021,2
392.1252,18.83529,2
392.2776,19.17905,2
392.43,18.50196,2
392.5824,17.43938,2
392.7348,16.62059,2
392.8871,16.2506,2
393.0396,16.32134,2
393.192,16.72773,2
393.3444,17.50924,2
393.4968,16.57023,2
393.6492,15.87092,2
393.8016,16.13891,2
393.954,16.82837,2
394.1064,16.78576,2
394.2588,16.78415,2
394.4112,16.62378,2
394.5636,16.65947,2
394.716,16.57887,2
394.8683,16.85094,2
395.0208,17.5905,2
395.1732,18.38433,2
395.3256,18.2877,2
395.478,17.56443,2
395.6304,16.56211,2
395.7828,16.43063,2
395.9352,15.53842,2
396.0876,15.1098,2
396.24,16.17929,2
396.3924,16.46519,2
396.5448,16.59076,2
396.6971,16.75111,2
396.8495,16.81245,2
397.002,16.84698,2
397.1544,17.10394,2
397.3068,17.24755,2
397.4592,17.65036,2
397.6116,18.54061,2
397.764,18.80581,2
397.9164,18.05025,2
398.0688,17.26711,2
398.2212,16.92988,2
398.3736,16.90586,2
398.526,16.34151,2
398.6783,15.08537,2
398.8307,14.43226,2
398.9832,14.33012,2
399.1356,14.7159,2
399.288,15.08701,2
399.4404,15.19672,2
399.5928,15.13674,2
399.7452,14.83988,2
399.8976,14.62365,2
400.05,14.35016,2
400.2024,14.4376,2
400.3548,14.89016,2
400.5072,15.49317,2
400.6595,15.8189,2
400.812,15.24595,2
400.9644,14.97044,2
401.1168,14.93449,2
401.2692,15.15394,2
401.4216,15.40945,2
401.574,15.73005,2
401.7264,15.64443,2
401.8788,15.60273,2
402.0312,15.81475,2
402.1836,17.84768,2
402.336,18.91899,2
402.4884,18.16309,2
402.6407,17.49908,2
402.7932,17.43396,2
402.9456,17.98983,2
403.098,18.08115,2
403.2504,17.62508,2
403.4028,16.68495,2
403.5552,16.13014,2
403.7076,16.00068,2
403.86,16.31702,2
404.0124,16.96371,2
404.1648,18.0513,2
404.3172,19.12695,2
404.4696,19.57168,2
404.6219,19.4402,2
404.7744,18.12878,2
404.9268,16.49682,2
405.0792,16.7803,2
405.2316,17.59315,2
405.384,17.95631,2
405.5364,17.80906,2
405.6888,16.65269,2
405.8412,16.64904,2
405.9936,17.31473,2
406.146,17.76684,2
406.2984,17.47056,2
406.4507,17.34354,2
406.6031,17.84502,2
406.7556,18.17532,2
406.908,18.26149,2
407.0604,18.25622,2
407.2128,18.04527,2
407.3652,18.03819,2
407.5176,18.17221,2
407.67,17.55993,2
407.8224,17.79533,2
407.9748,17.28352,2
408.1272,16.21552,2
408.2796,16.22075,2
408.4319,16.12342,2
408.5844,16.27044,2
408.7368,16.58172,2
408.8892,17.17628,2
409.0416,17.4437,2
409.194,16.62719,2
409.3464,16.71068,2
409.4988,16.57691,2
409.6512,16.25519,2
409.8036,15.43304,2
409.956,15.34238,2
410.1084,15.48821,2
410.2608,16.44515,2
410.4131,17.59918,2
410.5656,18.15608,2
410.718,17.62369,2
410.8704,16.49756,2
411.0228,16.74549,2
411.1752,16.9385,2
411.3276,16.94601,2
411.48,16.6362,2
411.6324,15.6476,2
411.7848,15.4455,2
411.9372,15.31963,2
412.0896,15.0535,2
412.242,15.29371,2
412.3943,15.74996,2
412.5468,15.63993,2
412.6992,15.74567,2
412.8516,16.34691,2
413.004,15.94699,2
413.1564,15.53439,2
413.3088,15.3971,2
413.4612,16.52182,2
413.6136,16.29303,2
413.766,16.2755,2
413.9184,16.75224,2
414.0708,15.91549,2
414.2231,15.6774,2
414.3755,15.97317,2
414.528,16.66579,2
414.6804,17.37889,2
414.8328,17.72273,2
414.9852,17.33018,2
415.1376,16.45141,2
415.29,16.37909,2
415.4424,16.25985,2
415.5948,16.20267,2
415.7472,16.48719,2
415.8996,17.4356,2
416.052,17.75707,2
416.2043,17.72076,2
416.3568,17.19027,2
416.5092,17.56381,2
416.6616,18.27397,2
416.814,18.67195,2
416.9664,18.43456,2
417.1188,18.27249,2
417.2712,18.22831,2
417.4236,18.27634,2
417.576,18.46349,2
417.7284,18.28525,2
417.8808,17.53101,2
418.0332,16.67528,2
418.1855,17.53016,2
418.338,16.95177,2
418.4904,17.42517,2
418.6428,18.26987,2
418.7952,18.0619,2
418.9476,17.59651,2
419.1,16.64605,2
419.2524,17.69917,2
419.4048,17.45186,2
419.5572,16.98027,2
419.7096,17.27491,2
419.862,17.31488,2
420.0144,17.06043,2
420.1667,16.54663,2
420.3192,16.04287,2
420.4716,15.58137,2
420.624,15.21887,2
420.7764,15.26661,2
420.9288,15.44055,2
421.0812,16.17676,2
421.2336,16.20251,2
421.386,15.44659,2
421.5384,14.26016,2
421.6908,15.31304,2
421.8432,15.63405,2
421.9955,15.54141,2
422.1479,15.71894,2
422.3004,16.68562,2
422.4528,17.72324,2
422.6052,18.80661,2
422.7576,19.6468,2
422.91,19.95418,2
423.0624,18.44619,2
423.2148,17.91993,2
423.3672,17.7862,2
423.5196,17.93521,2
423.672,18.33441,2
423.8244,18.71777,2
423.9767,18.11543,2
424.1292,16.87244,2
424.2816,16.16471,2
424.434,16.44519,2
424.5864,17.66848,2
424.7388,18.07755,2
424.8912,18.27784,2
425.0436,18.54434,2
425.196,18.67886,2
425.3484,18.22191,2
425.5008,17.16026,2
425.6532,17.86369,2
425.8056,19.12094,2
425.9579,19.84364,2
426.1104,20.01241,2
426.2628,19.54149,2
426.4152,18.96335,2
426.5676,17.99979,2
426.72,17.51311,2
426.8724,16.919,2
427.0248,16.58706,2
427.1772,16.58527,2
427.3296,15.7134,2
427.482,14.5648,2
427.6344,14.75144,2
427.7868,15.64222,2
427.9391,16.66708,2
428.0916,16.38283,2
428.244,16.81488,2
428.3964,17.27842,2
428.5488,16.58201,2
428.7012,16.04139,2
428.8536,16.28542,2
429.006,17.10399,2
429.1584,16.50603,2
429.3108,16.341,2
429.4632,16.27292,2
429.6156,15.83436,2
429.7679,15.62892,2
429.9203,15.0649,2
430.0728,14.69567,2
430.2252,14.92079,2
430.3776,15.90599,2
430.53,16.6913,2
430.6824,17.37173,2
430.8348,17.82248,2
430.9872,18.06591,2
431.1396,18.05613,2
431.292,17.83617,2
431.4444,17.40918,2
431.5968,17.16112,2
431.7491,17.06576,2
431.9016,17.44688,2
432.054,17.9143,2
432.2064,18.19016,2
432.3588,18.201,2
432.5112,18.1224,2
432.6636,19.20024,2
432.816,18.21346,2
432.9684,18.34897,2
433.1208,18.21663,2
433.2732,17.38724,2
433.4256,17.23343,2
433.578,16.95626,2
433.7303,16.87276,2
433.8828,17.0678,2
434.0352,17.49695,2
434.1876,17.90396,2
434.34,17.82159,2
434.4924,18.11398,2
434.6448,18.53061,2
434.7972,18.76808,2
434.9496,18.53223,2
435.102,17.81224,2
435.2544,17.56844,2
435.4068,17.70274,2
435.5592,17.8077,2
435.7115,17.94433,2
435.864,16.46091,2
436.0164,15.37915,2
436.1688,16.2595,2
436.3212,17.13641,2
436.4736,19.09014,2
436.626,17.93829,2
436.7784,16.22055,2
436.9308,15.8944,2
437.0832,16.99582,2
437.2356,17.17919,2
437.388,17.02372,2
437.5403,16.81469,2
437.6927,16.41489,2
437.8452,16.41138,2
437.9976,16.48991,2
438.15,17.17434,2
438.3024,17.16314,2
438.4548,15.18568,2
438.6072,15.10989,2
438.7596,15.41607,2
438.912,14.98641,2
439.0644,14.75952,2
439.2168,15.33801,2
439.3692,15.26416,2
439.5215,14.83224,2
439.674,14.55,2
439.8264,14.11968,2
439.9788,13.67995,2
440.1312,13.91937,2
440.2836,14.07263,2
440.436,14.45431,2
440.5884,14.90824,2
440.7408,15.66673,2
440.8932,16.05919,2
441.0456,16.03621,2
441.198,16.71971,2
441.3504,16.67749,2
441.5027,16.582,2
441.6552,16.94593,2
441.8076,16.32624,2
441.96,15.43077,2
442.1124,15.31091,2
442.2648,15.06829,2
442.4172,15.19805,2
442.5696,15.9089,2
442.722,16.13602,2
442.8744,16.09557,2
443.0268,16.03234,2
443.1792,16.02896,2
443.3316,16.69052,2
443.4839,17.26253,2
443.6364,17.63992,2
443.7888,16.82256,2
443.9412,16.239,2
444.0936,17.44406,2
444.246,19.30391,2
444.3984,18.92612,2
444.5508,18.40205,2
444.7032,18.06546,2
444.8556,17.70411,2
445.008,17.75577,2
445.1604,18.44779,2
445.3127,19.12104,2
445.4651,19.48922,2
445.6176,19.78551,2
445.77,20.01435,2
445.9224,19.55604,2
446.0748,19.15102,2
446.2272,19.0278,2
446.3796,18.1932,2
446.532,18.0197,2
446.6844,18.36791,2
446.8368,18.9146,2
446.9892,18.88422,2
447.1416,18.81281,2
447.2939,18.53757,2
447.4464,18.16346,2
447.5988,17.93632,2
447.7512,17.76039,2
447.9036,17.33138,2
448.056,16.96555,2
448.2084,16.49754,2
448.3608,16.84706,2
448.5132,17.62822,2
448.6656,18.73123,2
448.818,19.00362,2
448.9704,17.60073,2
449.1228,15.71618,2
449.2751,15.35216,2
449.4276,15.16406,2
449.58,15.28591,2
449.7324,15.64311,2
449.8848,16.01213,2
450.0372,16.12864,2
450.1896,16.22814,2
450.342,16.4608,2
450.4944,16.33825,2
450.6468,16.36546,2
450.7992,16.28333,2
450.9516,15.45092,2
451.104,14.81304,2
451.2563,15.11864,2
451.4088,15.82657,2
451.5612,16.21915,2
451.7136,17.15752,2
451.866,17.35634,2
452.0184,17.59064,2
452.1708,17.12263,2
452.3232,16.50163,2
452.4756,16.46878,2
452.628,16.44543,2
452.7804,16.37418,2
452.9328,16.0601,2
453.0852,15.70305,2
453.2375,16.71915,2
453.39,17.25477,2
453.5424,17.25209,2
453.6948,16.94571,2
453.8472,16.84378,2
453.9996,16.77758,2
454.152,15.8041,2
454.3044,14.50216,2
454.4568,13.95376,2
454.6092,13.32289,2
454.7616,13.38264,2
454.914,14.03193,2
455.0663,15.18785,2
455.2188,16.32082,2
455.3712,17.09285,2
455.5236,16.72715,2
455.676,16.1947,2
455.8284,15.52946,2
455.9808,14.71324,2
456.1332,14.98087,2
456.2856,16.01742,2
456.438,16.40889,2
456.5904,16.28674,2
456.7428,16.24454,2
456.8952,16.15635,2
457.0475,17.00065,2
457.2,17.95525,2
457.3524,19.16774,2
457.5048,19.58614,2
457.6572,19.27816,2
457.8096,18.73037,2
457.962,17.84131,2
458.1144,17.5233,2
458.2668,17.56262,2
458.4192,18.81926,2
458.5716,19.60991,2
458.724,19.9224,2
458.8764,20.12142,2
459.0287,20.64743,2
459.1812,21.16946,2
459.3336,21.56055,2
459.486,21.71654,2
459.6384,21.14647,2
459.7908,19.78981,2
459.9432,19.03186,2
460.0956,18.94157,2
460.248,19.57837,2
460.4004,19.48191,2
460.5528,19.26473,2
460.7052,19.75491,2
460.8576,20.41176,2
461.0099,21.83725,2
461.1624,23.30926,2
461.3148,24.07885,2
461.4672,24.36216,2
461.6196,24.40262,2
461.772,23.6324,2
461.9244,23.1531,2
462.0768,23.46633,2
462.2292,24.38673,2
462.3816,24.74233,2
462.534,24.4558,2
462.6864,24.28659,2
462.8387,24.07337,2
462.9911,23.77916,2
463.1436,23.42907,2
463.296,22.72541,2
463.4484,20.63704,2
463.6008,19.62212,2
463.7532,18.40768,2
463.9056,17.33937,2
464.058,16.8572,2
464.2104,16.66178,2
464.3628,16.82107,2
464.5152,17.30682,2
464.6676,17.78354,2
464.8199,18.44969,2
464.9724,18.95158,2
465.1248,19.31099,2
465.2772,19.13545,2
465.4296,19.06786,2
465.582,18.79895,2
465.7344,17.25222,2
465.8868,16.37804,2
466.0392,16.54405,2
466.1916,17.30644,2
466.344,17.18881,2
466.4964,16.78641,2
466.6488,16.57544,2
466.8011,16.66302,2
466.9536,16.96804,2
467.106,16.78131,2
467.2584,17.25962,2
467.4108,17.63964,2
467.5632,17.59525,2
467.7156,17.13513,2
467.868,16.67045,2
468.0204,16.62935,2
468.1728,16.30134,2
468.3252,16.01658,2
468.4776,15.31299,2
468.63,15.16557,2
468.7823,15.52153,2
468.9348,16.02546,2
469.0872,16.87328,2
469.2396,17.17295,2
469.392,16.8371,2
469.5444,16.60907,2
469.6968,16.4276,2
469.8492,16.36531,2
470.0016,16.06081,2
470.154,15.84169,2
470.3064,15.5729,2
470.4588,14.788,2
470.6111,15.21664,2
470.7635,15.992,2
470.916,16.0419,2
471.0684,16.14718,2
471.2208,16.56926,2
471.3732,17.17439,2
471.5256,16.79609,2
471.678,17.05445,2
471.8304,17.48693,2
471.9828,16.58269,2
472.1352,15.28826,2
472.2876,15.35275,2
472.44,16.41169,2
472.5923,17.19048,2
472.7448,17.19529,2
472.8972,16.85379,2
473.0496,16.35246,2
473.202,15.9593,2
473.3544,15.21337,2
473.5068,15.01273,2
473.6592,15.70877,2
473.8116,14.77684,2
473.964,14.64719,2
474.1164,15.106,2
474.2688,16.66692,2
474.4212,16.98141,2
474.5735,17.18563,2
474.726,17.71017,2
474.8784,18.05761,2
475.0308,18.28256,2
475.1832,19.05612,2
475.3356,19.31552,2
475.488,18.76701,2
475.6404,17.31677,2
475.7928,16.96817,2
475.9452,16.90608,2
476.0976,16.35879,2
476.25,16.08007,2
476.4024,15.09404,2
476.5547,14.3472,2
476.7072,14.69891,2
476.8596,14.97913,2
477.012,15.21846,2
477.1644,15.37617,2
477.3168,15.10617,2
477.4692,14.32501,2
477.6216,13.87306,2
477.774,13.92631,2
477.9264,14.30744,2
478.0788,14.66216,2
478.2312,14.51013,2
478.3835,13.85925,2
478.5359,13.44058,2
478.6884,12.49673,2
478.8408,12.23755,2
478.9932,13.12806,2
479.1456,13.03039,2
479.298,14.51151,2
479.4504,14.17267,2
479.6028,14.13132,2
479.7552,14.03258,2
479.9076,14.57905,2
480.06,15.56143,2
480.2124,16.55112,2
480.3647,16.49885,2
480.5172,16.79803,2
480.6696,16.72342,2
480.822,16.83511,2
480.9744,17.27438,2
481.1268,18.39077,2
481.2792,20.16118,2
481.4316,20.34325,2
481.584,20.41867,2
481.7364,20.77327,2
481.8888,21.03843,2
482.0412,21.49306,2
482.1936,22.56482,2
482.3459,23.66682,2
482.4984,23.7048,2
482.6508,23.2958,2
482.8032,22.92919,2
482.9556,22.50078,2
483.108,22.21175,2
483.2604,21.53736,2
483.4128,21.24474,2
483.5652,21.97992,2
483.7176,23.2061,2
483.87,22.50777,2
484.0224,21.59447,2
484.1748,20.60938,2
484.3271,18.62444,2
484.4796,16.456,2
484.632,15.62112,2
484.7844,14.62089,2
484.9368,13.40378,2
485.0892,12.88666,2
485.2416,12.60007,2
485.394,12.69431,2
485.5464,13.18396,2
485.6988,14.25377,2
485.8512,15.49686,2
486.0036,15.10503,2
486.1559,14.47305,2
486.3083,13.99794,2
486.4608,13.36926,2
486.6132,13.449,2
486.7656,14.06408,2
486.918,14.11871,2
487.0704,13.30371,2
487.2228,13.0377,2
487.3752,12.19094,2
487.5276,11.19458,2
487.68,10.79582,2
487.8324,11.01527,2
487.9848,11.06053,2
488.1371,11.4826,2
488.2896,12.06877,2
488.442,12.30275,2
488.5944,12.48789,2
488.7468,12.41835,2
488.8992,12.23532,2
489.0516,12.05295,2
489.204,13.0955,2
489.3564,14.04438,2
489.5088,15.10013,2
489.6612,15.84733,2
489.8136,16.75381,2
489.966,16.97272,2
490.1183,16.4742,2
490.2708,16.69089,2
490.4232,16.90115,2
490.5756,16.90793,2
490.728,17.03884,2
490.8804,16.46839,2
491.0328,14.59151,2
491.1852,13.8333,2
491.3376,13.89834,2
491.49,14.49947,2
491.6424,14.76663,2
491.7948,14.8131,2
491.9472,14.57917,2
492.0995,13.8323,2
492.252,12.59868,2
492.4044,12.3618,2
492.5568,11.32335,2
492.7092,11.24246,2
492.8616,11.39504,2
493.014,11.24342,2
493.1664,11.048,2
493.3188,11.39736,2
493.4712,12.08865,2
493.6236,12.5182,2
493.776,12.67015,2
493.9283,13.41246,2
494.0807,14.78194,2
494.2332,14.90985,2
494.3856,14.98902,2
494.538,14.98822,2
494.6904,14.46622,2
494.8428,14.3901,2
494.9952,14.83371,2
495.1476,15.87797,2
495.3,15.75146,2
495.4524,15.8562,2
495.6048,15.65504,2
495.7572,15.54976,2
495.9095,15.33267,2
496.062,15.4945,2
496.2144,16.13292,2
496.3668,17.1084,2
496.5192,17.30579,2
496.6716,15.81336,2
496.824,14.83301,2
496.9764,15.65279,2
497.1288,16.61372,2
497.2812,16.63022,2
497.4336,15.51049,2
497.586,14.07519,2
497.7384,13.29176,2
497.8907,12.53328,2
498.0432,12.3175,2
498.1956,12.3756,2
498.348,11.99242,2
498.5004,12.02242,2
498.6528,13.26991,2
498.8052,14.285,2
498.9576,14.34862,2
499.11,14.24721,2
499.2624,14.10269,2
499.4148,14.00045,2
499.5672,13.7695,2
499.7196,13.31601,2
499.8719,12.7761,2
500.0244,12.18025,3
500.1768,12.50034,3
500.3292,12.76863,3
500.4816,12.61352,3
500.634,12.78706,3
500.7864,13.22845,3
500.9388,13.82764,3
501.0912,14.08734,3
501.2436,14.32902,3
501.396,14.59164,3
501.5484,14.83945,3
501.7008,14.87792,3
501.8531,15.09802,3
502.0056,14.94264,3
502.158,14.38898,3
502.3104,13.92341,3
502.4628,13.42779,3
502.6152,12.86161,3
502.7676,12.24512,3
502.92,11.34257,3
503.0724,11.88672,3
503.2248,12.65235,3
503.3772,13.29592,3
503.5296,13.423,3
503.6819,13.14693,3
503.8344,12.62064,3
503.9868,12.34417,3
504.1392,12.47691,3
504.2916,12.73225,3
504.444,12.69675,3
504.5964,12.63747,3
504.7488,12.85804,3
504.9012,13.2416,3
505.0536,14.12271,3
505.206,14.69189,3
505.3584,15.70776,3
505.5108,16.67159,3
505.6631,17.21353,3
505.8156,17.82288,3
505.968,18.11139,3
506.1204,17.85901,3
506.2728,16.91924,3
506.4252,16.69609,3
506.5776,16.90401,3
506.73,16.63989,3
506.8824,16.49251,3
507.0348,16.42407,3
507.1872,16.29475,3
507.3396,16.14136,3
507.492,16.3447,3
507.6443,16.41798,3
507.7968,16.53665,3
507.9492,16.60469,3
508.1016,16.87488,3
508.254,17.05113,3
508.4064,17.04987,3
508.5588,16.7522,3
508.7112,16.99895,3
508.8636,17.56927,3
509.016,17.90703,3
509.1684,17.81718,3
509.3208,17.48386,3
509.4732,17.63318,3
509.6255,18.09502,3
509.778,18.3147,3
509.9304,18.16608,3
510.0828,18.29491,3
510.2352,18.5804,3
510.3876,18.2581,3
510.54,17.97768,3
510.6924,18.59723,3
510.8448,19.52373,3
