Measured Depth,Gamma-Ray log,helper
510.9972,19.46072,3
511.1496,19.80998,3
511.302,20.09425,3
511.4543,19.58594,3
511.6068,18.8618,3
511.7592,18.16196,3
511.9116,18.15387,3
512.064,18.76697,3
512.2163,19.56969,3
512.3688,20.43095,3
512.5211,21.09288,3
512.6736,21.56068,3
512.8259,21.47971,3
512.9784,21.51721,3
513.1307,20.78026,3
513.2832,19.26288,3
513.4355,19.19841,3
513.588,18.57903,3
513.7404,18.38402,3
513.8927,18.88751,3
514.0452,20.10614,3
514.1975,21.59239,3
514.35,22.80986,3
514.5023,23.57986,3
514.6548,23.75,3
514.8071,24.0162,3
514.9596,25.08034,3
515.1119,26.39909,3
515.2644,27.11913,3
515.4167,28.30629,3
515.5692,31.09323,3
515.7216,32.24615,3
515.8739,33.06015,3
516.0264,33.80847,3
516.1787,34.44504,3
516.3312,34.77588,3
516.4835,36.08566,3
516.636,39.16193,3
516.7883,42.45169,3
516.9408,44.14557,3
517.0931,44.66278,3
517.2456,45.64468,3
517.3979,49.15497,3
517.5504,50.87469,3
517.7028,50.24936,3
517.8551,46.52872,3
518.0076,44.27179,3
518.1599,40.68024,3
518.3124,39.74683,3
518.4647,38.32504,3
518.6172,33.38208,3
518.7695,32.25992,3
518.922,31.64104,3
519.0743,30.28595,3
519.2268,28.32509,3
519.3792,26.46019,3
519.5316,26.47612,3
519.684,27.36946,3
519.8363,28.05884,3
519.9888,28.27925,3
520.1411,28.19766,3
520.2936,28.70404,3
520.4459,30.51122,3
520.5984,29.59923,3
520.7507,28.93257,3
520.9032,29.9325,3
521.0555,31.60159,3
521.208,33.04877,3
521.3604,35.04343,3
521.5128,36.17157,3
521.6652,36.14951,3
521.8175,35.61121,3
521.97,34.36905,3
522.1223,34.0065,3
522.2748,33.53528,3
522.4271,32.67154,3
522.5796,31.84167,3
522.7319,30.39377,3
522.8844,29.99864,3
523.0367,28.81802,3
523.1892,26.65895,3
523.3416,23.87729,3
523.494,22.33899,3
523.6464,21.64595,3
523.7987,21.72771,3
523.9512,22.28894,3
524.1035,23.92293,3
524.256,25.65016,3
524.4083,27.1132,3
524.5608,27.56714,3
524.7131,27.19261,3
524.8656,26.54823,3
525.0179,27.10892,3
525.1704,29.43788,3
525.3228,29.85628,3
525.4752,29.92421,3
525.6276,29.98598,3
525.7799,30.07849,3
525.9324,29.94765,3
526.0847,29.29669,3
526.2372,28.90753,3
526.3895,28.64006,3
526.542,29.09273,3
526.6943,31.16034,3
526.8468,34.14001,3
526.9991,36.7283,3
527.1516,39.30276,3
527.304,39.31631,3
527.4564,37.77405,3
527.6088,33.95892,3
527.7611,30.57111,3
527.9136,29.92218,3
528.0659,29.63535,3
528.2184,30.18668,3
528.3707,29.71623,3
528.5232,27.57411,3
528.6755,26.02109,3
528.828,25.77719,3
528.9803,26.42041,3
529.1328,26.71793,3
529.2852,26.42795,3
529.4375,25.77945,3
529.59,25.21516,3
529.7423,26.25345,3
529.8948,25.74867,3
530.0471,25.09319,3
530.1996,23.79498,3
530.3519,23.40639,3
530.5044,23.19351,3
530.6567,22.8884,3
530.8092,22.59058,3
530.9615,21.90074,3
531.114,20.64265,3
531.2664,20.02254,3
531.4187,19.52168,3
531.5712,18.80211,3
531.7235,18.2056,3
531.876,17.53195,3
532.0283,16.86214,3
532.1808,16.54514,3
532.3331,17.14725,3
532.4856,17.32698,3
532.6379,17.80956,3
532.7904,17.65938,3
532.9427,17.69792,3
533.0952,18.11562,3
533.2476,18.91888,3
533.3999,18.92488,3
533.5524,17.68631,3
533.7047,16.83948,3
533.8572,16.34673,3
534.0095,17.00452,3
534.162,17.98198,3
534.3143,19.58749,3
534.4668,19.96809,3
534.6191,19.492,3
534.7716,18.74141,3
534.924,18.43274,3
535.0764,18.36163,3
535.2288,18.7383,3
535.3811,20.77127,3
535.5336,20.97716,3
535.6859,20.79947,3
535.8384,20.75414,3
535.9907,20.40244,3
536.1432,20.94878,3
536.2955,21.34682,3
536.448,21.37448,3
536.6003,21.51985,3
536.7528,21.97853,3
536.9052,22.33701,3
537.0576,22.72917,3
537.21,24.85324,3
537.3623,26.52669,3
537.5148,28.19754,3
537.6671,29.52644,3
537.8196,31.2066,3
537.9719,32.97275,3
538.1244,36.12659,3
538.2767,36.7121,3
538.4292,35.24796,3
538.5815,33.41321,3
538.734,34.58353,3
538.8864,34.45734,3
539.0388,34.18188,3
539.1912,34.64334,3
539.3435,34.51038,3
539.496,34.31213,3
539.6483,33.46771,3
539.8008,32.00821,3
539.9531,30.44406,3
540.1056,28.99332,3
540.2579,28.66635,3
540.4104,29.19734,3
540.5627,28.52614,3
540.7152,27.25499,3
540.8676,26.83298,3
541.02,27.18219,3
541.1724,26.98801,3
541.3247,26.13809,3
541.4772,24.82521,3
541.6295,23.51736,3
541.782,22.05559,3
541.9343,21.50452,3
542.0868,21.98578,3
542.2391,22.72191,3
542.3916,22.70245,3
542.5439,23.28575,3
542.6964,24.05132,3
542.8488,23.67523,3
543.0012,23.30251,3
543.1536,22.61311,3
543.3059,21.47757,3
543.4584,21.1474,3
543.6107,22.32738,3
543.7632,22.80835,3
543.9155,23.2406,3
544.068,23.75383,3
544.2203,24.87326,3
544.3728,24.90359,3
544.5251,25.00525,3
544.6776,25.09186,3
544.83,25.96132,3
544.9823,26.34924,3
545.1348,25.09395,3
545.2871,25.08963,3
545.4396,25.62361,3
545.5919,26.09541,3
545.7444,25.87724,3
545.8967,24.28175,3
546.0492,22.75127,3
546.2015,22.96695,3
546.354,23.1517,3
546.5063,23.18648,3
546.6588,22.99054,3
546.8112,22.85478,3
546.9635,23.00401,3
547.116,23.24309,3
547.2683,23.16229,3
547.4208,22.87573,3
547.5731,22.83586,3
547.7256,23.25462,3
547.8779,23.08743,3
548.0304,20.72691,3
548.1827,19.60208,3
548.3352,19.38072,3
548.4875,21.55988,3
548.64,22.81648,3
548.7924,22.83382,3
548.9447,22.34706,3
549.0972,21.30692,3
549.2495,20.56842,3
549.402,20.2932,3
549.5543,19.92682,3
549.7068,19.57774,3
549.8591,19.25719,3
550.0116,19.09499,3
550.1639,18.8992,3
550.3164,18.34106,3
550.4688,17.60303,3
550.6212,16.61154,3
550.7736,15.54112,3
550.9259,14.86852,3
551.0784,14.0018,3
551.2307,12.82808,3
551.3832,13.77839,3
551.5355,15.1767,3
551.688,16.8149,3
551.8403,16.93532,3
551.9928,16.94928,3
552.1451,17.00114,3
552.2976,16.94707,3
552.45,17.63113,3
552.6024,18.11873,3
552.7548,18.34009,3
552.9071,18.82941,3
553.0596,19.28735,3
553.2119,20.21622,3
553.3644,20.65024,3
553.5167,20.29039,3
553.6692,19.70068,3
553.8215,19.03946,3
553.974,18.09947,3
554.1263,17.41469,3
554.2788,17.18149,3
554.4312,17.34499,3
554.5836,17.74689,3
554.736,18.79778,3
554.8883,20.0701,3
555.0408,21.05553,3
555.1931,21.51337,3
555.3456,21.78143,3
555.4979,22.51158,3
555.6504,22.97231,3
555.8027,22.91475,3
555.9552,23.03381,3
556.1075,24.05713,3
556.26,26.51338,3
556.4124,26.32152,3
556.5648,25.6937,3
556.7172,24.6859,3
556.8695,23.76224,3
557.022,24.74469,3
557.1743,25.76414,3
557.3268,25.79514,3
557.4791,25.15808,3
557.6316,24.85144,3
557.7839,24.74701,3
557.9364,24.67142,3
558.0887,24.05411,3
558.2412,22.86295,3
558.3936,21.85481,3
558.546,20.80525,3
558.6984,20.22015,3
558.8507,19.72481,3
559.0032,19.61224,3
559.1555,19.83112,3
559.308,19.58105,3
559.4603,18.87334,3
559.6128,18.97771,3
559.7651,18.61749,3
559.9176,18.2923,3
560.0699,18.16295,3
560.2224,18.15556,3
560.3748,18.51944,3
560.5272,19.35165,3
560.6796,19.58185,3
560.8319,19.7688,3
560.9844,19.42368,3
561.1367,19.42918,3
561.2892,18.80637,3
561.4415,17.82639,3
561.594,17.37854,3
561.7463,17.32217,3
561.8988,19.19934,3
562.0511,19.96339,3
562.2036,18.68958,3
562.356,17.32286,3
562.5083,17.14688,3
562.6608,16.98534,3
562.8131,17.09415,3
562.9656,17.17366,3
563.1179,16.72401,3
563.2704,15.67965,3
563.4227,15.05417,3
563.5752,14.36694,3
563.7275,13.59058,3
563.88,13.85728,3
564.0323,14.43306,3
564.1848,15.03434,3
564.3372,16.44739,3
564.4895,18.1104,3
564.642,18.50784,3
564.7943,17.53743,3
564.9468,16.73946,3
565.0991,16.36003,3
565.2516,15.60818,3
565.4039,16.1232,3
565.5564,15.20097,3
565.7087,14.43452,3
565.8612,15.00044,3
566.0135,15.51455,3
566.166,14.33779,3
566.3184,14.29191,3
566.4707,13.79401,3
566.6232,13.24644,3
566.7755,12.44551,3
566.928,11.64009,3
567.0803,12.40809,3
567.2328,12.99688,3
567.3851,13.23254,3
567.5376,13.21388,3
567.6899,13.59512,3
567.8424,14.2625,3
567.9948,14.87652,3
568.1472,14.84389,3
568.2996,14.6743,3
568.4519,14.4907,3
568.6044,14.44495,3
568.7567,14.41806,3
568.9092,14.48569,3
569.0615,14.81106,3
569.214,14.98069,3
569.3663,15.09926,3
569.5188,15.50751,3
569.6711,16.04337,3
569.8236,16.44341,3
569.976,16.59991,3
570.1284,17.42545,3
570.2808,18.06306,3
570.4331,18.20473,3
570.5856,18.48039,3
570.7379,19.57243,3
570.8904,20.03011,3
571.0427,19.94321,3
571.1952,19.40112,3
571.3475,18.48967,3
571.5,18.2462,3
571.6523,18.4696,3
571.8048,18.96826,3
571.9572,19.28395,3
572.1096,19.71486,3
572.262,20.57288,3
572.4143,21.00932,3
572.5668,20.7184,3
572.7191,20.2381,3
572.8716,19.67326,3
573.0239,18.96844,3
573.1764,17.92628,3
573.3287,16.71114,3
573.4812,15.68035,3
573.6335,15.37317,3
573.786,15.31007,3
573.9384,15.56644,3
574.0908,15.94081,3
574.2432,16.06784,3
574.3955,15.81946,3
574.548,15.28331,3
574.7003,14.72869,3
574.8528,14.277,3
575.0051,15.0976,3
575.1576,15.80112,3
575.3099,15.87995,3
575.4624,15.86309,3
575.6147,15.77988,3
575.7672,15.85175,3
575.9196,16.26541,3
576.072,17.49338,3
576.2244,18.56314,3
576.3767,19.39238,3
576.5292,20.76598,3
576.6815,22.11038,3
576.834,22.80075,3
576.9863,23.48396,3
577.1388,24.36784,3
577.2911,25.10115,3
577.4436,24.66618,3
577.5959,24.01302,3
577.7484,23.03926,3
577.9008,22.22217,3
578.0531,22.27187,3
578.2056,21.38028,3
578.3579,21.10399,3
578.5104,21.25801,3
578.6627,20.43584,3
578.8152,18.68153,3
578.9675,17.29922,3
579.12,16.73158,3
579.2723,16.41725,3
579.4248,16.86331,3
579.5771,17.60295,3
579.7296,18.47736,3
579.882,19.01198,3
580.0343,19.08954,3
580.1868,18.83075,3
580.3391,19.30199,3
580.4916,19.66711,3
580.6439,19.79048,3
580.7964,19.01393,3
580.9487,18.44479,3
581.1012,18.34489,3
581.2535,18.6097,3
581.406,19.01874,3
581.5583,19.10669,3
581.7108,19.5649,3
581.8632,20.25089,3
582.0155,19.91035,3
582.168,19.97916,3
582.3203,20.51024,3
582.4728,20.24397,3
582.6251,20.79233,3
582.7776,21.34546,3
582.9299,21.66489,3
583.0824,20.98807,3
583.2347,19.26352,3
583.3872,18.91769,3
583.5396,18.86006,3
583.692,18.1553,3
583.8444,17.20769,3
583.9967,15.84872,3
584.1492,15.90923,3
584.3015,16.40114,3
584.454,17.47981,3
584.6063,19.54128,3
584.7588,20.48511,3
584.9111,20.5773,3
585.0636,20.29816,3
585.2159,20.14542,3
585.3684,20.20993,3
585.5208,19.37242,3
585.6732,18.87622,3
585.8256,19.17833,3
585.9779,19.88721,3
586.1304,21.21019,3
586.2827,21.16711,3
586.4352,19.72533,3
586.5875,18.93129,3
586.74,18.51042,3
586.8923,18.33594,3
587.0448,18.40892,3
587.1971,18.90611,3
587.3496,19.89986,3
587.502,20.63881,3
587.6544,21.25296,3
587.8068,21.3076,3
587.9591,21.9077,3
588.1116,22.68323,3
588.2639,23.3017,3
588.4164,23.9305,3
588.5687,24.30031,3
588.7212,23.68541,3
588.8735,21.62256,3
589.026,19.96368,3
589.1783,19.61723,3
589.3308,19.91481,3
589.4832,20.85735,3
589.6356,21.18993,3
589.788,21.38954,3
589.9403,21.76152,3
590.0928,22.16594,3
590.2451,22.79802,3
590.3976,22.71002,3
590.5499,22.46759,3
590.7024,22.92386,3
590.8547,23.40486,3
591.0072,23.31548,3
591.1595,22.50653,3
591.312,21.3369,3
591.4644,20.34569,3
591.6168,19.97939,3
591.7692,20.15952,3
591.9215,20.08418,3
592.074,19.95561,3
592.2263,19.75873,3
592.3788,19.57645,3
592.5311,19.45898,3
592.6836,20.09978,3
592.8359,19.75078,3
592.9884,18.68709,3
593.1407,19.05846,3
593.2932,18.57141,3
593.4456,17.60289,3
593.5979,17.43811,3
593.7504,17.23209,3
593.9027,16.56158,3
594.0552,16.62166,3
594.2075,16.89455,3
594.36,17.21367,3
594.5123,18.46817,3
594.6648,18.37585,3
594.8171,17.57562,3
594.9696,17.87125,3
595.1219,18.37039,3
595.2744,18.13739,3
595.4268,17.71826,3
595.5791,18.75998,3
595.7316,20.63446,3
595.8839,21.75572,3
596.0364,22.59094,3
596.1887,24.13626,3
596.3412,27.0853,3
596.4935,29.04375,3
596.646,31.81393,3
596.7983,33.50266,3
596.9508,34.47763,3
597.1031,34.65155,3
597.2556,34.16031,3
597.408,32.91296,3
597.5603,31.27948,3
597.7128,29.6946,3
597.8651,27.92372,3
598.0176,26.56693,3
598.1699,24.99542,3
598.3224,24.59656,3
598.4747,24.37819,3
598.6272,24.24049,3
598.7795,23.78525,3
598.932,22.84891,3
599.0844,20.13159,3
599.2368,17.93451,3
599.3892,17.75128,3
599.5415,17.26869,3
599.694,16.51585,3
599.8463,16.83711,3
599.9988,17.95746,3
600.1511,18.05418,3
600.3036,17.49754,3
600.4559,17.73241,3
600.6084,18.31224,3
600.7607,18.71709,3
600.9132,18.57529,3
601.0656,19.39723,3
601.218,20.11969,3
601.3704,20.00902,3
601.5227,18.95474,3
601.6752,17.90266,3
601.8275,17.63432,3
601.98,17.74867,3
602.1323,17.63339,3
602.2848,17.44031,3
602.4371,16.95786,3
602.5896,16.39336,3
602.7419,16.22284,3
602.8944,16.50537,3
603.0468,16.80595,3
603.1992,16.94765,3
603.3516,16.97441,3
603.5039,17.01335,3
603.6564,16.81216,3
603.8087,16.56441,3
603.9612,16.67279,3
604.1135,16.94661,3
604.266,16.42101,3
604.4183,15.36013,3
604.5708,14.12794,3
604.7231,15.31286,3
604.8756,16.71831,3
605.028,16.87474,3
605.1804,16.89873,3
605.3328,17.24081,3
605.4851,16.78894,3
605.6376,16.22383,3
605.7899,16.06337,3
605.9424,16.60272,3
606.0947,17.38158,3
606.2472,18.85332,3
606.3995,19.73763,3
606.552,20.68391,3
606.7043,20.87106,3
606.8568,20.4823,3
607.0092,19.25197,3
607.1616,17.88454,3
607.314,17.74547,3
607.4663,17.71515,3
607.6188,17.73259,3
607.7711,18.31601,3
607.9236,19.52589,3
608.0759,20.37906,3
608.2284,21.97414,3
608.3807,22.66063,3
608.5332,22.88393,3
608.6855,22.44241,3
608.838,21.52681,3
608.9904,21.97675,3
609.1428,21.77684,3
609.2952,21.57881,3
609.4475,20.97266,3
609.6,20.32683,3
609.7523,19.74799,3
609.9048,19.29886,3
610.0571,18.8391,3
610.2096,18.3175,3
610.3619,18.19113,3
610.5144,18.48357,3
610.6667,20.49203,3
610.8192,22.92308,3
610.9716,24.14331,3
611.1239,24.34138,3
611.2764,23.73277,3
611.4287,23.29622,3
611.5812,22.99957,3
611.7335,22.8076,3
611.886,22.56168,3
612.0383,22.50839,3
612.1908,22.80574,3
612.3431,23.16634,3
612.4956,23.44048,3
612.6479,23.26443,3
612.8004,23.39459,3
612.9528,24.07881,3
613.1051,24.80716,3
613.2576,25.68678,3
613.4099,26.65161,3
613.5624,27.67207,3
613.7147,28.5295,3
613.8672,29.45419,3
614.0195,29.92068,3
614.172,30.34598,3
614.3243,31.24918,3
614.4768,33.01859,3
614.6292,33.56519,3
614.7816,33.74915,3
614.934,32.82138,3
615.0863,31.54143,3
615.2388,32.15649,3
615.3911,32.24771,3
615.5436,31.45778,3
615.6959,30.3598,3
615.8484,28.80782,3
616.0007,27.59592,3
616.1532,27.46944,3
616.3055,29.26431,3
616.458,29.88925,3
616.6104,29.99347,3
616.7628,29.88625,3
616.9152,29.6526,3
617.0675,29.46503,3
617.22,29.39651,3
617.3723,29.13164,3
617.5248,28.31912,3
617.6771,28.22586,3
617.8296,28.81032,3
617.9819,29.64687,3
618.1344,31.00957,3
618.2867,32.85922,3
618.4392,35.27753,3
618.5916,37.40494,3
618.744,38.41345,3
618.8964,38.26096,3
619.0487,37.80972,3
619.2012,37.97876,3
619.3535,38.05667,3
619.506,39.0325,3
619.6583,41.58112,3
619.8108,44.08719,3
619.9631,44.92801,3
620.1156,44.15814,3
620.2679,41.69696,3
620.4204,38.74387,3
620.5728,36.29367,3
620.7252,34.77371,3
620.8776,35.22287,3
621.0299,35.05264,3
621.1824,33.12668,3
621.3347,30.59564,3
621.4872,28.0394,3
621.6395,26.39136,3
621.792,27.14699,3
621.9443,28.27975,3
622.0968,29.25287,3
622.2491,31.03094,3
622.4016,32.43246,3
622.554,33.62833,3
622.7064,35.72772,3
622.8588,37.31219,3
623.0111,37.18887,3
623.1636,34.78253,3
623.3159,33.03662,3
623.4684,34.17148,3
623.6207,38.26395,3
623.7732,39.26672,3
623.9255,38.45151,3
624.078,37.84598,3
624.2303,37.54514,3
624.3828,37.54861,3
624.5352,37.74994,3
624.6876,37.24969,3
624.84,36.48358,3
624.9923,35.0274,3
625.1448,33.85379,3
625.2971,33.28326,3
625.4496,31.68185,3
625.6019,29.97566,3
625.7544,28.48898,3
625.9067,27.34781,3
626.0592,25.99649,3
626.2115,24.58421,3
626.364,23.99779,3
626.5164,24.00085,3
626.6687,24.43314,3
626.8212,25.42552,3
626.9735,26.53325,3
627.126,27.76247,3
627.2783,29.21629,3
627.4308,30.82806,3
627.5831,34.00598,3
627.7356,35.86801,3
627.8879,37.32883,3
628.0404,38.37158,3
628.1927,39.38654,3
628.3452,41.10208,3
628.4976,41.8063,3
628.6499,41.31049,3
628.8024,39.24139,3
628.9547,38.06244,3
629.1072,37.22528,3
629.2595,36.35764,3
629.412,34.68005,3
629.5643,33.44843,3
629.7168,33.33981,3
629.8691,33.69724,3
630.0216,34.6214,4
630.174,35.42661,4
630.3264,35.89264,4
630.4788,35.99054,4
630.6311,35.70621,4
630.7836,34.43091,4
630.9359,31.91998,4
631.0884,28.27325,4
631.2407,25.65422,4
631.3932,25.05643,4
631.5455,24.72615,4
631.698,24.49861,4
631.8503,24.10518,4
632.0028,23.20203,4
632.1552,21.58675,4
632.3076,18.80244,4
632.46,17.89932,4
632.6123,18.25975,4
632.7648,18.38164,4
632.9171,18.39468,4
633.0696,18.59996,4
633.2219,19.11041,4
633.3744,19.22186,4
633.5267,18.9073,4
633.6792,18.35408,4
633.8315,15.10538,4
633.984,12.49152,4
634.1364,13.18743,4
634.2888,14.52032,4
634.4412,15.13452,4
634.5935,15.47897,4
634.746,15.42455,4
634.8983,14.23267,4
635.0508,13.19993,4
635.2031,12.72133,4
635.3556,12.83191,4
635.5079,13.06808,4
635.6604,12.93025,4
635.8127,12.67244,4
635.9652,12.56803,4
636.1176,13.06164,4
636.27,14.84911,4
636.4224,16.05594,4
636.5747,16.40375,4
636.7272,16.54698,4
636.8795,15.82923,4
637.032,14.88398,4
637.1843,16.09467,4
637.3368,18.28061,4
637.4891,20.31219,4
637.6416,20.15907,4
637.7939,19.60558,4
637.9464,18.94281,4
638.0988,18.05029,4
638.2512,16.72273,4
638.4036,15.50803,4
638.5559,14.44961,4
638.7084,14.40358,4
638.8607,14.79407,4
639.0132,15.35688,4
639.1655,15.84563,4
639.318,16.71861,4
639.4703,16.89496,4
639.6228,17.30121,4
639.7751,17.84982,4
639.9276,17.77605,4
640.08,17.45885,4
640.2324,18.03294,4
640.3848,18.84843,4
640.5371,19.24556,4
640.6896,19.49596,4
640.8419,20.02515,4
640.9944,20.6505,4
641.1467,22.47797,4
641.2992,23.54797,4
641.4515,24.47116,4
641.604,25.27684,4
641.7563,25.74068,4
641.9088,25.86169,4
642.0612,25.85555,4
642.2135,25.15941,4
642.366,24.49019,4
642.5183,23.93268,4
642.6708,23.36787,4
642.8231,22.17534,4
642.9756,20.89865,4
643.1279,21.45293,4
643.2804,21.82956,4
643.4327,21.70724,4
643.5852,21.85263,4
643.7375,21.10266,4
643.89,18.37495,4
644.0424,16.89621,4
644.1947,17.58134,4
644.3472,18.07729,4
644.4995,18.54326,4
644.652,19.54529,4
644.8043,21.11572,4
644.9568,21.15555,4
645.1091,19.94548,4
645.2616,20.08224,4
645.4139,20.09213,4
645.5664,20.1248,4
645.7188,20.33226,4
645.8712,20.57382,4
646.0236,20.79832,4
646.1759,21.10168,4
646.3284,21.48097,4
646.4807,21.6021,4
646.6332,21.74973,4
646.7855,23.39323,4
646.938,23.85416,4
647.0903,23.49919,4
647.2428,23.3036,4
647.3951,23.70679,4
647.5476,24.76103,4
647.7,25.51065,4
647.8524,26.03516,4
648.0048,25.71027,4
648.1571,25.21649,4
648.3096,25.08339,4
648.4619,25.02713,4
648.6144,25.44217,4
648.7667,26.31854,4
648.9192,27.25955,4
649.0715,27.43214,4
649.224,27.33038,4
649.3763,27.06837,4
649.5288,26.65457,4
649.6812,26.33034,4
649.8336,26.02689,4
649.986,25.61073,4
650.1383,25.21519,4
650.2908,25.14919,4
650.4431,25.47928,4
650.5956,26.68329,4
650.7479,27.11754,4
650.9004,26.51125,4
651.0527,25.04449,4
651.2052,23.58302,4
651.3575,23.44296,4
651.51,24.47878,4
651.6624,23.8416,4
651.8148,23.68408,4
651.9672,24.02814,4
652.1195,24.88147,4
652.272,26.4444,4
652.4243,27.22539,4
652.5768,27.31862,4
652.7291,27.56647,4
652.8816,27.14362,4
653.0339,27.26271,4
653.1864,27.09384,4
653.3387,25.49762,4
653.4912,23.96201,4
653.6436,22.88445,4
653.796,23.29579,4
653.9484,24.6701,4
654.1007,25.25963,4
654.2532,25.53946,4
654.4055,25.3744,4
654.558,25.21939,4
654.7103,25.31975,4
654.8628,25.61281,4
655.0151,25.85004,4
655.1676,25.59447,4
655.3199,25.48758,4
655.4724,25.51981,4
655.6248,25.43961,4
655.7772,25.05092,4
655.9296,24.61761,4
656.0819,24.10156,4
656.2344,23.19029,4
656.3867,23.96429,4
656.5392,22.92148,4
656.6915,22.29257,4
656.844,22.65343,4
656.9963,22.42987,4
657.1488,21.96649,4
657.3011,20.84888,4
657.4536,20.25163,4
657.606,20.10023,4
657.7584,19.97971,4
657.9108,19.96384,4
658.0631,20.47563,4
658.2156,21.13539,4
658.3679,22.0248,4
658.5204,22.94539,4
658.6727,22.89127,4
658.8252,22.56711,4
658.9775,22.15228,4
659.13,21.91937,4
659.2823,21.74861,4
659.4348,21.25861,4
659.5872,20.58824,4
659.7395,21.17154,4
659.892,21.3098,4
660.0443,20.51357,4
660.1968,20.56816,4
660.3491,21.04588,4
660.5016,21.78302,4
660.6539,22.4023,4
660.8064,22.9984,4
660.9587,23.4127,4
661.1112,23.39375,4
661.2635,23.33896,4
661.416,22.68254,4
661.5684,21.74844,4
661.7207,20.38455,4
661.8732,19.33231,4
662.0255,17.79584,4
662.178,17.57512,4
662.3303,18.2049,4
662.4828,19.61578,4
662.6351,21.09343,4
662.7876,21.43277,4
662.9399,21.74658,4
663.0924,22.57368,4
663.2448,21.4828,4
663.3972,20.51144,4
663.5496,20.52043,4
663.7019,22.15266,4
663.8544,23.04147,4
664.0067,22.79492,4
664.1592,21.54562,4
664.3115,20.35822,4
664.464,20.43152,4
664.6163,20.56323,4
664.7688,19.77206,4
664.9211,18.96941,4
665.0736,18.32541,4
665.226,17.45148,4
665.3784,17.19211,4
665.5308,17.17355,4
665.6831,17.07288,4
665.8356,16.26404,4
665.9879,15.60809,4
666.1404,15.93959,4
666.2927,16.24004,4
666.4452,16.30721,4
666.5975,16.68578,4
666.75,17.32413,4
666.9023,17.59862,4
667.0548,19.18613,4
667.2072,18.8976,4
667.3596,18.30434,4
667.512,18.43629,4
667.6643,17.84315,4
667.8168,16.79755,4
667.9691,16.73517,4
668.1216,18.81422,4
668.2739,19.6683,4
668.4264,19.21884,4
668.5787,19.17065,4
668.7312,19.97885,4
668.8835,20.65759,4
669.036,20.63631,4
669.1884,20.35242,4
669.3408,20.32787,4
669.4932,21.52348,4
669.6455,23.55812,4
669.798,26.46796,4
669.9503,28.85379,4
670.1028,29.62199,4
670.2551,29.01817,4
670.4076,29.50154,4
670.5599,28.98125,4
670.7124,28.89777,4
670.8647,28.52292,4
671.0172,27.64661,4
671.1696,26.44856,4
671.322,24.77687,4
671.4744,23.87894,4
671.6267,22.66527,4
671.7792,21.12357,4
671.9315,20.60953,4
672.084,19.93506,4
672.2363,19.91412,4
672.3888,20.27776,4
672.5411,20.42398,4
672.6936,21.00914,4
672.8459,20.97644,4
672.9984,20.58286,4
673.1508,20.68178,4
673.3032,20.28287,4
673.4556,19.44655,4
673.6079,18.58269,4
673.7604,17.0206,4
673.9127,16.89417,4
674.0652,17.17149,4
674.2175,17.40746,4
674.37,18.24382,4
674.5223,18.41505,4
674.6748,18.53848,4
674.8271,18.49055,4
674.9796,18.65648,4
675.132,19.47958,4
675.2843,21.31859,4
675.4368,21.99789,4
675.5891,22.03394,4
675.7416,22.06662,4
675.8939,22.56819,4
676.0464,23.04813,4
676.1987,23.20857,4
676.3512,22.98991,4
676.5035,22.84366,4
676.656,22.83818,4
676.8083,22.71016,4
676.9608,22.06874,4
677.1132,21.23509,4
677.2655,21.15724,4
677.418,21.07591,4
677.5703,20.64355,4
677.7228,20.89409,4
677.8751,20.37868,4
678.0276,19.52681,4
678.1799,18.5871,4
678.3324,18.49461,4
678.4847,18.07243,4
678.6372,17.97153,4
678.7896,18.48567,4
678.942,19.00044,4
679.0944,19.23119,4
679.2467,19.76697,4
679.3992,21.35919,4
679.5515,23.00977,4
679.704,23.36847,4
679.8563,23.26448,4
680.0088,22.97789,4
680.1611,22.49138,4
680.3136,21.18051,4
680.4659,19.71436,4
680.6184,18.78296,4
680.7708,19.09952,4
680.9232,19.40315,4
681.0756,19.13968,4
681.2279,18.79666,4
681.3804,18.69836,4
681.5327,19.2236,4
681.6852,19.73674,4
681.8375,19.93825,4
681.99,20.20747,4
682.1423,20.81036,4
682.2948,20.31636,4
682.4471,17.53197,4
682.5996,15.23061,4
682.752,14.71165,4
682.9044,14.51217,4
683.0568,13.88455,4
683.2091,12.90692,4
683.3616,11.83578,4
683.5139,11.27528,4
683.6664,11.94129,4
683.8187,13.23887,4
683.9712,14.40016,4
684.1235,15.29236,4
684.276,15.60296,4
684.4283,15.74049,4
684.5808,16.46986,4
684.7332,17.68292,4
684.8856,20.07489,4
685.038,21.32306,4
685.1903,21.64603,4
685.3428,20.96921,4
685.4951,19.61058,4
685.6476,17.64476,4
685.7999,16.09537,4
685.9524,15.85832,4
686.1047,15.97493,4
686.2572,15.60799,4
686.4095,15.28651,4
686.562,15.54176,4
686.7144,15.40037,4
686.8668,14.73816,4
687.0192,13.55704,4
687.1715,13.32305,4
687.324,12.72299,4
687.4763,12.0285,4
687.6288,11.40635,4
687.7811,11.45315,4
687.9336,11.66196,4
688.0859,11.78838,4
688.2384,11.74532,4
688.3907,11.61758,4
688.5432,11.57144,4
688.6956,11.6023,4
688.848,11.48269,4
689.0004,11.51482,4
689.1527,11.58932,4
689.3052,11.38384,4
689.4575,11.9707,4
689.61,12.92636,4
689.7623,14.12994,4
689.9148,15.0537,4
690.0671,16.35092,4
690.2196,16.78427,4
