"","depth_mm","Si"
"246",23.275,2.10071942446043
"247",23.37,2.06164383561644
"248",23.465,2.04137931034483
"249",23.56,2.12080536912752
"250",23.655,1.88059701492537
"251",23.75,2.1056338028169
"252",23.845,2.21854304635762
"253",23.94,1.97315436241611
"254",24.035,2.11842105263158
"255",24.13,2.18918918918919
"256",24.225,2.22916666666667
"257",24.32,2
"258",24.415,2.05263157894737
"259",24.51,2.09722222222222
"260",24.605,2.07894736842105
"261",24.7,2.02083333333333
"262",24.795,2.05660377358491
"263",24.89,2.16556291390728
"264",24.985,2.15789473684211
"265",25.08,2
"266",25.175,2.20394736842105
"267",25.27,2.11258278145695
"268",25.365,2.24
"269",25.46,1.83870967741935
"270",25.555,2.07142857142857
"271",25.65,2.22222222222222
"272",25.745,1.96913580246914
"273",25.84,2.11486486486486
"274",25.935,2.15333333333333
"275",26.03,2.16326530612245
"276",26.125,2.11184210526316
"277",26.22,2.03896103896104
"278",26.315,2.2027027027027
"279",26.41,2.18589743589744
"280",26.505,2.13888888888889
"281",26.6,2.12
"282",26.695,2.09333333333333
"283",26.79,2.08275862068966
"284",26.885,2.2
"285",26.98,2.19463087248322
"286",27.075,2.28275862068966
"287",27.17,2.18831168831169
"288",27.265,2.08053691275168
"289",27.36,2.04575163398693
"290",27.455,2.2483660130719
"291",27.55,2.11888111888112
"292",27.645,2.19607843137255
"293",27.74,2.39072847682119
"294",27.835,2.11111111111111
"295",27.93,2.34838709677419
"296",28.025,2.10062893081761
"297",28.12,2.00666666666667
"298",28.215,2.18571428571429
"299",28.31,2.34210526315789
"300",28.405,2.19205298013245
"301",28.5,2.29559748427673
"302",28.595,2.53378378378378
"303",28.69,2.1156462585034
"304",28.785,2.14765100671141
"305",28.88,2.08724832214765
"306",28.975,2.08387096774194
"307",29.07,2.23287671232877
"308",29.165,2.16564417177914
"309",29.26,2.16783216783217
"310",29.355,2.23026315789474
"311",29.45,2.1038961038961
"312",29.545,2.40606060606061
"313",29.64,2.22435897435897
"314",29.735,2.24025974025974
"315",29.83,2.33333333333333
"316",29.925,2.18954248366013
"317",30.02,2.11333333333333
"318",30.115,2.23566878980892
"319",30.21,2.18064516129032
"320",30.305,2.32911392405063
"321",30.4,2.13375796178344
"322",30.495,2.36912751677852
"323",30.59,2.10135135135135
"324",30.685,2.23943661971831
"325",30.78,2.36538461538462
"326",30.875,2.23417721518987
"327",30.97,2.28289473684211
"328",31.065,2.19078947368421
"329",31.16,2.31818181818182
"330",31.255,2.06535947712418
"331",31.35,2.3046357615894
"332",31.445,2.24503311258278
"333",31.54,2.12
"334",31.635,2.16778523489933
"335",31.73,2.21290322580645
"336",31.825,2.19745222929936
"337",31.92,2.17721518987342
"338",32.015,2.17610062893082
"339",32.11,2.2258064516129
"340",32.205,2.15625
"341",32.3,2.11409395973154
"342",32.395,2.23076923076923
"343",32.49,2.24827586206897
"344",32.585,2.32051282051282
"345",32.68,2.24683544303797
"346",32.775,2.06578947368421
"347",32.87,2.19607843137255
"348",32.965,2.37837837837838
"349",33.06,2.2375
"350",33.155,2.37037037037037
"351",33.25,2.3
"352",33.345,2.25949367088608
"353",33.44,2.31055900621118
"354",33.535,2.37654320987654
"355",33.63,2.22077922077922
"356",33.725,2.55555555555556
"357",33.82,2.41025641025641
"358",33.915,2.31446540880503
"359",34.01,2.48051948051948
"360",34.105,2.30967741935484
"361",34.2,2.18354430379747
"362",34.295,2.32926829268293
"363",34.39,2.40740740740741
"364",34.485,2.20886075949367
"365",34.58,2.45859872611465
"366",34.675,2.30817610062893
"367",34.77,2.35333333333333
"368",34.865,2.22448979591837
"369",34.96,2.27672955974843
"370",35.055,2.22435897435897
"371",35.15,2.40993788819876
"372",35.245,2.50943396226415
"373",35.34,2.25157232704403
"374",35.435,2.45962732919255
"375",35.53,2.4493670886076
"376",35.625,2.38364779874214
"377",35.72,2.28481012658228
"378",35.815,2.53125
"379",35.91,2.47204968944099
"380",36.005,2.3416149068323
"381",36.1,2.38364779874214
"382",36.195,2.38650306748466
"383",36.29,2.48447204968944
"384",36.385,2.41104294478528
"385",36.48,2.46835443037975
"386",36.575,2.4873417721519
"387",36.67,2.34355828220859
"388",36.765,2.47133757961783
"389",36.86,2.55263157894737
"390",36.955,2.56172839506173
"391",37.05,2.46835443037975
"392",37.145,2.46706586826347
"393",37.24,2.57051282051282
"394",37.335,2.61146496815287
"395",37.43,2.38064516129032
"396",37.525,2.55952380952381
"397",37.62,2.47560975609756
"398",37.715,2.46835443037975
"399",37.81,2.475
"400",37.905,2.49677419354839
"401",38,2.39102564102564
"402",38.095,2.3125
"403",38.19,2.69277108433735
"404",38.285,2.45454545454545
"405",38.38,2.675
"406",38.475,2.3974358974359
"407",38.57,2.63125
"408",38.665,2.38787878787879
"409",38.76,2.2483660130719
"410",38.855,2.40361445783133
"411",38.95,2.55900621118012
"412",39.045,2.66455696202532
"413",39.14,2.58490566037736
"414",39.235,2.5
"415",39.33,2.25
"416",39.425,2.46666666666667
"417",39.52,2.59493670886076
"418",39.615,2.5625
"419",39.71,2.66666666666667
"420",39.805,2.62962962962963
"421",39.9,2.66265060240964
"422",39.995,2.80981595092025
"423",40.09,2.61349693251534
"424",40.185,2.40243902439024
"425",40.28,2.45625
"426",40.375,2.54545454545455
"427",40.47,2.61111111111111
"428",40.565,2.64375
"429",40.66,2.66037735849057
"430",40.755,2.52760736196319
"431",40.85,2.41717791411043
"432",40.945,2.47169811320755
"433",41.04,2.58181818181818
"434",41.135,2.67878787878788
"435",41.23,2.46060606060606
"436",41.325,2.66459627329193
"437",41.42,2.56875
"438",41.515,2.58024691358025
"439",41.61,2.58895705521472
"440",41.705,2.48407643312102
"441",41.8,2.62420382165605
"442",41.895,2.55625
"443",41.99,2.4493670886076
"444",42.085,2.54658385093168
"445",42.18,2.71165644171779
"446",42.275,2.52121212121212
"447",42.37,2.36538461538462
"448",42.465,2.51204819277108
"449",42.56,2.42307692307692
"450",42.655,2.53939393939394
"451",42.75,2.39506172839506
"452",42.845,2.5379746835443
"453",42.94,2.46341463414634
"454",43.035,2.49382716049383
"455",43.13,2.4601226993865
"456",43.225,2.58895705521472
"457",43.32,2.62666666666667
"458",43.415,2.60759493670886
"459",43.51,2.36538461538462
"460",43.605,2.7
"461",43.7,2.60248447204969
"462",43.795,2.54088050314465
"463",43.89,2.47712418300654
"464",43.985,2.54193548387097
"465",44.08,2.26708074534162
"466",44.175,2.68072289156627
"467",44.27,2.56875
"468",44.365,2.60869565217391
"469",44.46,2.49367088607595
"470",44.555,2.32163742690058
"471",44.65,2.33333333333333
"472",44.745,2.33540372670807
"473",44.84,2.51315789473684
"474",44.935,2.36746987951807
"475",45.03,2.44099378881988
"476",45.125,2.41666666666667
"477",45.22,2.42675159235669
"478",45.315,2.29530201342282
"479",45.41,2.35031847133758
"480",45.505,2.38
"481",45.6,2.45454545454545
"482",45.695,2.47169811320755
"483",45.79,2.32335329341317
"484",45.885,2.53503184713376
"485",45.98,2.18518518518519
"486",46.075,2.425
"487",46.17,2.46875
"488",46.265,2.33950617283951
"489",46.36,2.26623376623377
"490",46.455,2.31847133757962
"491",46.55,2.29746835443038
"492",46.645,2.42405063291139
"493",46.74,2.20261437908497
"494",46.835,2.43421052631579
"495",46.93,2.35
"496",47.025,2.4527027027027
"497",47.12,2.35294117647059
"498",47.215,2.37267080745342
"499",47.31,2.26282051282051
"500",47.405,2.37908496732026
"501",47.5,2.37662337662338
"502",47.595,2.33766233766234
"503",47.69,2.09090909090909
"504",47.785,2.13291139240506
"505",47.88,2.40397350993377
"506",47.975,2.45578231292517
"507",48.07,2.42207792207792
"508",48.165,2.31333333333333
"509",48.26,2.33561643835616
"510",48.355,2.38961038961039
"511",48.45,2.51351351351351
"512",48.545,2.29801324503311
"513",48.64,2.30263157894737
"514",48.735,2.38509316770186
"515",48.83,2.41176470588235
"516",48.925,2.21383647798742
"517",49.02,2.13698630136986
"518",49.115,2.27672955974843
"519",49.21,2.29861111111111
"520",49.305,2.2
"521",49.4,2.15483870967742
"522",49.495,2.47204968944099
"523",49.59,2.27464788732394
"524",49.685,2.23943661971831
"525",49.78,2.07006369426752
"526",49.875,2.15286624203822
"527",49.97,2.06060606060606
"528",50.065,2.19607843137255
"529",50.16,2.04516129032258
"530",50.255,2.32450331125828
"531",50.35,2.14864864864865
"532",50.445,2.26174496644295
"533",50.54,2.20382165605096
"534",50.635,2.19354838709677
"535",50.73,2.18120805369128
"536",50.825,2.07051282051282
"537",50.92,2.13071895424837
"538",51.015,2.15286624203822
"539",51.11,2.19620253164557
"540",51.205,2.18954248366013
"541",51.3,2.39072847682119
"542",51.395,2.03424657534247
"543",51.49,2.34868421052632
"544",51.585,2.18421052631579
"545",51.68,1.98657718120805
"546",51.775,2.13924050632911
"547",51.87,2.20529801324503
"548",51.965,2.20945945945946
"549",52.06,2.25352112676056
"550",52.155,2.18115942028985
"551",52.25,1.96710526315789
"552",52.345,2.1006711409396
"553",52.44,2.19607843137255
"554",52.535,2.05442176870748
"555",52.63,2.19310344827586
"556",52.725,2.14
"557",52.82,2.07006369426752
"558",52.915,2.1437908496732
"559",53.01,2.35294117647059
"560",53.105,2.29370629370629
"561",53.2,2.22818791946309
"562",53.295,2.12
"563",53.39,2.06164383561644
"564",53.485,2.13245033112583
"565",53.58,2.0952380952381
"566",53.675,2.13422818791946
"567",53.77,2.42857142857143
"568",53.865,2.12328767123288
"569",53.96,2.17241379310345
"570",54.055,2.12258064516129
"571",54.15,2.1063829787234
"572",54.245,2.12925170068027
"573",54.34,2.22368421052632
"574",54.435,2.05263157894737
"575",54.53,2.21379310344828
"576",54.625,2.12413793103448
"577",54.72,2.11486486486486
"578",54.815,2.12337662337662
"579",54.91,2.15923566878981
"580",55.005,2.12179487179487
"581",55.1,1.98648648648649
"582",55.195,2.07975460122699
"583",55.29,2.19480519480519
"584",55.385,2.13605442176871
"585",55.48,2.11184210526316
"586",55.575,2.17948717948718
"587",55.67,2.1038961038961
"588",55.765,2.14569536423841
"589",55.86,2.16339869281046
"590",55.955,2.2
"591",56.05,2.24503311258278
"592",56.145,2.06578947368421
"593",56.24,2.09868421052632
"594",56.335,2.15540540540541
"595",56.43,2.26027397260274
"596",56.525,2.05844155844156
"597",56.62,2.24025974025974
"598",56.715,2.00649350649351
"599",56.81,2.02614379084967
"600",56.905,2.03472222222222
"601",57,2.11486486486486
"602",57.095,2.15436241610738
"603",57.19,2.15686274509804
"604",57.285,2.22222222222222
"605",57.38,2.18
"606",57.475,2.10810810810811
"607",57.57,2.07857142857143
"608",57.665,2.23684210526316
"609",57.76,2.16666666666667
"610",57.855,2.24342105263158
"611",57.95,2.15584415584416
"612",58.045,2.30322580645161
"613",58.14,2.10884353741497
"614",58.235,2.17307692307692
"615",58.33,2.22068965517241
"616",58.425,2.28476821192053
"617",58.52,2.12422360248447
"618",58.615,1.98026315789474
"619",58.71,1.95512820512821
"620",58.805,2.12658227848101
"621",58.9,2.13071895424837
"622",58.995,2.26797385620915
"623",59.09,2.14093959731544
"624",59.185,2.34591194968553
"625",59.28,2.08724832214765
"626",59.375,2.32432432432432
"627",59.47,2.19375
"628",59.565,2.32666666666667
"629",59.66,2.21621621621622
"630",59.755,2.21192052980132
"631",59.85,2.19736842105263
"632",59.945,2.27777777777778
"633",60.04,2.12258064516129
"634",60.135,2.03267973856209
"635",60.23,2.15584415584416
"636",60.325,2.0958904109589
"637",60.42,2.25490196078431
"638",60.515,2.08724832214765
"639",60.61,2.20915032679739
"640",60.705,2.1744966442953
"641",60.8,2.16666666666667
"642",60.895,2.15
"643",60.99,2.11333333333333
"644",61.085,2.1437908496732
"645",61.18,2.22818791946309
"646",61.275,2.12337662337662
"647",61.37,2.32236842105263
"648",61.465,2.21019108280255
"649",61.56,2.36301369863014
"650",61.655,2.26923076923077
"651",61.75,2.49358974358974
"652",61.845,2.08552631578947
"653",61.94,2.19736842105263
"654",62.035,2.17105263157895
"655",62.13,2.29012345679012
"656",62.225,2.26829268292683
"657",62.32,2.34193548387097
"658",62.415,2.31481481481481
"659",62.51,2.16568047337278
"660",62.605,2.43046357615894
"661",62.7,2.31645569620253
"662",62.795,2.4875
"663",62.89,2.31168831168831
"664",62.985,2.37820512820513
"665",63.08,2.26666666666667
"666",63.175,2.42857142857143
"667",63.27,2.3046357615894
"668",63.365,2.43037974683544
"669",63.46,2.54487179487179
"670",63.555,2.53416149068323
"671",63.65,2.60975609756098
"672",63.745,2.35849056603774
"673",63.84,2.49032258064516
"674",63.935,2.37869822485207
"675",64.03,2.21518987341772
"676",64.125,2.30921052631579
"677",64.22,2.44654088050314
"678",64.315,2.52564102564103
"679",64.41,2.62264150943396
"680",64.505,2.39130434782609
"681",64.6,2.46296296296296
"682",64.695,2.47239263803681
"683",64.79,2.41818181818182
"684",64.885,2.45962732919255
"685",64.98,2.30864197530864
"686",65.075,2.42675159235669
"687",65.17,2.46153846153846
"688",65.265,2.22641509433962
"689",65.36,2.29268292682927
"690",65.455,2.35849056603774
"691",65.55,2.6280487804878
"692",65.645,2.62732919254658
"693",65.74,2.53416149068323
"694",65.835,2.63855421686747
"695",65.93,2.45833333333333
"696",66.025,2.41772151898734
"697",66.12,2.5
"698",66.215,2.54938271604938
"699",66.31,2.50322580645161
"700",66.405,2.61349693251534
"701",66.5,2.60625
"702",66.595,2.59748427672956
"703",66.69,2.39130434782609
"704",66.785,2.5506329113924
"705",66.88,2.5521472392638
"706",66.975,2.29341317365269
"707",67.07,2.48447204968944
"708",67.165,2.55625
"709",67.26,2.58181818181818
"710",67.355,2.50617283950617
"711",67.45,2.48765432098765
"712",67.545,2.4390243902439
"713",67.64,2.43478260869565
"714",67.735,2.59036144578313
"715",67.83,2.51572327044025
"716",67.925,2.63030303030303
"717",68.02,2.36645962732919
"718",68.115,2.46385542168675
"719",68.21,2.65243902439024
"720",68.305,2.32317073170732
"721",68.4,2.5421686746988
"722",68.495,2.52694610778443
"723",68.59,2.40853658536585
"724",68.685,2.53416149068323
"725",68.78,2.68484848484849
"726",68.875,2.5
"727",68.97,2.61046511627907
"728",69.065,2.48170731707317
"729",69.16,2.60975609756098
"730",69.255,2.68711656441718
"731",69.35,2.60509554140127
"732",69.445,2.66666666666667
"733",69.54,2.61006289308176
"734",69.635,2.65432098765432
"735",69.73,2.45180722891566
"736",69.825,2.67295597484277
"737",69.92,2.32716049382716
"738",70.015,2.71084337349398
"739",70.11,2.45454545454545
"740",70.205,2.43023255813953
"741",70.3,2.5506329113924
"742",70.395,2.54385964912281
"743",70.49,2.53658536585366
"744",70.585,2.71428571428571
"745",70.68,2.64457831325301
"746",70.775,2.47530864197531
"747",70.87,2.53503184713376
"748",70.965,2.57575757575758
"749",71.06,2.41614906832298
"750",71.155,2.51851851851852
"751",71.25,2.53614457831325
"752",71.345,2.65217391304348
"753",71.44,2.61392405063291
"754",71.535,2.55555555555556
"755",71.63,2.54491017964072
"756",71.725,2.44242424242424
"757",71.82,2.61212121212121
"758",71.915,2.57831325301205
"759",72.01,2.6566265060241
"760",72.105,2.42307692307692
"761",72.2,2.74556213017751
"762",72.295,2.51807228915663
"763",72.39,2.45238095238095
"764",72.485,2.50602409638554
"765",72.58,2.46951219512195
"766",72.675,2.58282208588957
"767",72.77,2.57055214723926
"768",72.865,2.6625
"769",72.96,2.57051282051282
"770",73.055,2.39751552795031
"771",73.15,2.41975308641975
"772",73.245,2.55555555555556
"773",73.34,2.40718562874252
"774",73.435,2.81481481481481
"775",73.53,2.58385093167702
"776",73.625,2.6219512195122
"777",73.72,2.55696202531646
"778",73.815,2.54838709677419
"779",73.91,2.72121212121212
"780",74.005,2.73913043478261
"781",74.1,2.62573099415205
"782",74.195,2.5875
"783",74.29,2.56875
"784",74.385,2.43030303030303
"785",74.48,2.6441717791411
"786",74.575,2.36129032258065
"787",74.67,2.57988165680473
"788",74.765,2.46385542168675
"789",74.86,2.49006622516556
"790",74.955,2.59411764705882
"791",75.05,2.7396449704142
"792",75.145,2.44910179640719
"793",75.24,2.30674846625767
"794",75.335,2.40251572327044
"795",75.43,2.4390243902439
"796",75.525,2.5875
"797",75.62,2.62658227848101
"798",75.715,2.57575757575758
"799",75.81,2.6832298136646
"800",75.905,2.54938271604938
"801",76,2.3780487804878
"802",76.095,2.41875
"803",76.19,2.25625
"804",76.285,2.30817610062893
"805",76.38,2.35625
"806",76.475,2.55345911949686
"807",76.57,2.4578313253012
"808",76.665,2.50310559006211
"809",76.76,2.48407643312102
"810",76.855,2.51923076923077
"811",76.95,2.34838709677419
"812",77.045,2.39333333333333
"813",77.14,2.41666666666667
"814",77.235,2.26114649681529
"815",77.33,2.41025641025641
"816",77.425,2.51298701298701
"817",77.52,2.36363636363636
"818",77.615,2.29936305732484
"819",77.71,2.54966887417219
"820",77.805,2.59375
"821",77.9,2.58904109589041
"822",77.995,2.41666666666667
"823",78.09,2.39240506329114
"824",78.185,2.52666666666667
"825",78.28,2.43292682926829
"826",78.375,2.36538461538462
"827",78.47,2.19620253164557
"828",78.565,2.28859060402685
"829",78.66,2.3719512195122
"830",78.755,2.33112582781457
"831",78.85,2.47972972972973
"832",78.945,2.47402597402597
"833",79.04,2.44516129032258
"834",79.135,2.28758169934641
"835",79.23,2.32236842105263
"836",79.325,2.41379310344828
"837",79.42,2.16774193548387
"838",79.515,2.4140127388535
"839",79.61,2.20805369127517
"840",79.705,2.06
"841",79.8,2.03225806451613
"842",79.895,2.23125
"843",79.99,2.16883116883117
"844",80.085,2.32903225806452
"845",80.18,2.32051282051282
"846",80.275,2.29801324503311
"847",80.37,2.29078014184397
"848",80.465,2.26896551724138
"849",80.56,2.24137931034483
"850",80.655,2.10457516339869
"851",80.75,1.97986577181208
"852",80.845,2.38513513513514
"853",80.94,2.13286713286713
"854",81.035,2.30666666666667
"855",81.13,2.0354609929078
"856",81.225,2.13907284768212
"857",81.32,2.13475177304965
"858",81.415,2.13768115942029
"859",81.51,2.20134228187919
"860",81.605,2.09022556390977
"861",81.7,2.06756756756757
"862",81.795,2.10714285714286
"863",81.89,2.109375
"864",81.985,2.04545454545455
"865",82.08,1.99230769230769
"866",82.175,2.14388489208633
"867",82.27,2.06060606060606
"868",82.365,2.08
"869",82.46,2.18253968253968
"870",82.555,2.17692307692308
"871",82.65,2.072
"872",82.745,2.04065040650406
"873",82.84,2.13934426229508
"874",82.935,2.05172413793103
"875",83.03,2.1640625
"876",83.125,2.31578947368421
"877",83.22,2.09160305343511
"878",83.315,1.92481203007519
"879",83.41,2.20338983050847
"880",83.505,2.21951219512195
"881",83.6,2.1953125
"882",83.695,2.03968253968254
"883",83.79,2.072
"884",83.885,2.13636363636364
"885",83.98,2.0763358778626
"886",84.075,2.12396694214876
"887",84.17,2.06521739130435
"888",84.265,2.265625
"889",84.36,2.03252032520325
"890",84.455,1.9922480620155
"891",84.55,2.20161290322581
"892",84.645,2.16417910447761
"893",84.74,2.16793893129771
"894",84.835,2.10236220472441
"895",84.93,2.1037037037037
"896",85.025,2.2578125
"897",85.12,2.18518518518519
"898",85.215,2.296
"899",85.31,2.07142857142857
"900",85.405,2.19230769230769
"901",85.5,2.03649635036496
"902",85.595,2.29032258064516
"903",85.69,2.08955223880597
"904",85.785,2.22857142857143
"905",85.88,2.203125
"906",85.975,2.12686567164179
"907",86.07,2.0962962962963
"908",86.165,2.09756097560976
"909",86.26,2.25714285714286
"910",86.355,2.19424460431655
"911",86.45,2.12686567164179
"912",86.545,2.24444444444444
"913",86.64,2.152
"914",86.735,2.25581395348837
"915",86.83,2.16666666666667
"916",86.925,2.29365079365079
"917",87.02,2.03731343283582
"918",87.115,2.28688524590164
"919",87.21,2.2536231884058
"920",87.305,2.4
"921",87.4,2.34042553191489
"922",87.495,2.51063829787234
"923",87.59,2.37313432835821
"924",87.685,2.15151515151515
"925",87.78,2.2992700729927
"926",87.875,2.44927536231884
"927",87.97,2.2589928057554
"928",88.065,2.16546762589928
"929",88.16,2.31884057971015
"930",88.255,2.40425531914894
"931",88.35,2.27659574468085
"932",88.445,2.55244755244755
"933",88.54,2.24113475177305
"934",88.635,2.4
"935",88.73,2.45323741007194
"936",88.825,2.20863309352518
"937",88.92,2.6056338028169
"938",89.015,2.32142857142857
"939",89.11,2.40425531914894
"940",89.205,2.26618705035971
"941",89.3,2.37062937062937
"942",89.395,2.33793103448276
"943",89.49,2.27586206896552
"944",89.585,2.49673202614379
"945",89.68,2.43150684931507
"946",89.775,2.64625850340136
"947",89.875,2.40522875816993
"948",89.975,2.45945945945946
"949",90.075,2.66025641025641
"950",90.175,2.65243902439024
