"","depth_mm","Ti"
"527",49.97,4.32163742690059
"528",50.065,4.56287425149701
"529",50.16,4.31791907514451
"530",50.255,4.70414201183432
"531",50.35,4.47904191616766
"532",50.445,5.14705882352941
"533",50.54,4.58181818181818
"534",50.635,4.04597701149425
"535",50.73,4.41358024691358
"536",50.825,4
"537",50.92,4.31137724550898
"538",51.015,4.2874251497006
"539",51.11,3.96449704142012
"540",51.205,3.76162790697674
"541",51.3,4.11242603550296
"542",51.395,4.12426035502959
"543",51.49,4.19047619047619
"544",51.585,4.1840490797546
"545",51.68,4.09883720930233
"546",51.775,4.09356725146199
"547",51.87,4.33139534883721
"548",51.965,4.13095238095238
"549",52.06,3.64596273291925
"550",52.155,3.60606060606061
"551",52.25,3.82558139534884
"552",52.345,3.69277108433735
"553",52.44,3.98148148148148
"554",52.535,3.675
"555",52.63,4.19512195121951
"556",52.725,3.80246913580247
"557",52.82,3.8622754491018
"558",52.915,3.79268292682927
"559",53.01,3.83636363636364
"560",53.105,3.80891719745223
"561",53.2,3.6358024691358
"562",53.295,3.9030303030303
"563",53.39,3.9125
"564",53.485,4
"565",53.58,3.19760479041916
"566",53.675,3.63354037267081
"567",53.77,3.51234567901235
"568",53.865,4.01176470588235
"569",53.96,3.70987654320988
"570",54.055,3.51219512195122
"571",54.15,3.48235294117647
"572",54.245,3.6687898089172
"573",54.34,3.60869565217391
"574",54.435,3.59748427672956
"575",54.53,3.52906976744186
"576",54.625,3.44910179640719
"577",54.72,3.875
"578",54.815,3.44047619047619
"579",54.91,3.45238095238095
"580",55.005,3.16666666666667
"581",55.1,3.93975903614458
"582",55.195,3.69135802469136
"583",55.29,3.3491124260355
"584",55.385,3.5606936416185
"585",55.48,4.13414634146341
"586",55.575,3.53571428571429
"587",55.67,3.58787878787879
"588",55.765,3.44848484848485
"589",55.86,3.42168674698795
"590",55.955,3.41666666666667
"591",56.05,3.475
"592",56.145,3.58641975308642
"593",56.24,3.6832298136646
"594",56.335,3.5
"595",56.43,3.25465838509317
"596",56.525,3.59375
"597",56.62,3.31012658227848
"598",56.715,3.41509433962264
"599",56.81,3.4620253164557
"600",56.905,3.54088050314465
"601",57,3.66060606060606
"602",57.095,3.60365853658537
"603",57.19,3.79881656804734
"604",57.285,3.44311377245509
"605",57.38,3.63095238095238
"606",57.475,3.56363636363636
"607",57.57,3.53892215568862
"608",57.665,3.80246913580247
"609",57.76,3.65269461077844
"610",57.855,3.83734939759036
"611",57.95,3.81212121212121
"612",58.045,4.00588235294118
"613",58.14,3.7719298245614
"614",58.235,3.70588235294118
"615",58.33,3.8622754491018
"616",58.425,3.83139534883721
"617",58.52,3.89820359281437
"618",58.615,3.98192771084337
"619",58.71,3.82634730538922
"620",58.805,3.8
"621",58.9,3.8953488372093
"622",58.995,3.57988165680473
"623",59.09,3.61988304093567
"624",59.185,3.75882352941176
"625",59.28,4.22543352601156
"626",59.375,3.82386363636364
"627",59.47,4.22159090909091
"628",59.565,3.97126436781609
"629",59.66,4.20348837209302
"630",59.755,4.13872832369942
"631",59.85,3.98843930635838
"632",59.945,4.08187134502924
"633",60.04,4.12941176470588
"634",60.135,3.86046511627907
"635",60.23,4.18539325842697
"636",60.325,4.06395348837209
"637",60.42,4.10857142857143
"638",60.515,3.90340909090909
