"","depth_mm","Fe"
"X1787",186.1,396.600985221675
"X1788",186.2,361.546798029557
"X1789",186.3,355.226600985222
"X1790",186.4,370.295566502463
"X1791",186.5,376.211822660099
"X1792",186.6,385.689655172414
"X1793",186.7,346.354679802956
"X1794",186.8,360.600985221675
"X1795",186.9,343.098522167488
"X1796",187,361.536945812808
"X1797",187.1,418.266009852217
"X1798",187.2,368.270935960591
"X1799",187.3,363.940886699507
"X1800",187.4,353.896551724138
"X1801",187.5,392.916256157635
"X1802",187.6,375.009852216749
"X1803",187.7,408.48275862069
"X1804",187.8,457.699507389163
"X1805",187.9,447.15763546798
"X1806",188,441.556650246305
"X1807",188.1,450.024630541872
"X1808",188.2,446.487684729064
"X1809",188.3,461.5960591133
"X1810",188.4,410.748768472906
"X1811",188.5,420.413793103448
"X1812",188.6,381.192118226601
"X1813",188.7,402.43842364532
"X1814",188.8,394.940886699507
"X1815",188.9,366.64039408867
"X1816",189,351.285714285714
"X1817",189.1,346.039408866995
"X1818",189.2,376.054187192118
"X1819",189.3,391.916256157635
"X1820",189.4,378.083743842365
"X1821",189.5,374.443349753695
"X1822",189.6,377.586206896552
"X1823",189.7,396.743842364532
"X1824",189.8,351.940886699507
"X1825",189.9,349.576354679803
"X1826",190,368.541871921182
"X1827",190.1,352.211822660099
"X1828",190.2,360.059113300493
"X1829",190.3,348.23645320197
"X1830",190.4,366.906403940887
"X1831",190.5,450.748768472906
"X1832",190.6,424.571428571429
"X1833",190.7,396.433497536946
"X1834",190.8,415.556650246305
"X1835",190.9,433.960591133005
"X1836",191,402.546798029557
"X1837",191.1,358.778325123153
"X1838",191.2,343.453201970443
"X1839",191.3,353.862068965517
"X1840",191.4,331.128078817734
"X1841",191.5,333.448275862069
"X1842",191.6,353.413793103448
"X1843",191.7,346.142857142857
"X1844",191.8,341.886699507389
"X1845",191.9,336.689655172414
"X1846",192,343.216748768473
"X1847",192.1,365.152709359606
"X1848",192.2,369.428571428571
"X1849",192.3,349.738916256158
"X1850",192.4,354.576354679803
"X1851",192.5,362.566502463054
"X1852",192.6,346.551724137931
"X1853",192.7,349.315270935961
"X1854",192.8,352.87684729064
"X1855",192.9,375.729064039409
"X1856",193,408.699507389163
"X1857",193.1,420.783251231527
"X1858",193.2,402.84236453202
"X1859",193.3,366.911330049261
"X1860",193.4,380.35960591133
"X1861",193.5,379.940886699507
"X1862",193.6,399.28078817734
"X1863",193.7,392.320197044335
"X1864",193.8,379.206896551724
"X1865",193.9,368.448275862069
"X1866",194,400.443349753695
"X1867",194.1,382.128078817734
"X1868",194.2,389.556650246305
"X1869",194.3,394.655172413793
"X1870",194.4,379.995073891626
"X1871",194.5,363.714285714286
"X1872",194.6,379.068965517241
"X1873",194.7,358.965517241379
"X1874",194.8,319.467980295567
"X1875",194.9,287.926108374384
"X1876",195,303.448275862069
"X1877",195.1,320.694581280788
"X1878",195.2,321.571428571429
"X1879",195.3,319.128078817734
"X1880",195.4,322.290640394089
"X1881",195.5,328.374384236453
"X1882",195.6,327.743842364532
"X1883",195.7,313.551724137931
"X1884",195.8,334.044334975369
"X1885",195.9,350.054187192118
"X1886",196,350.807881773399
"X1887",196.1,345.935960591133
"X1888",196.2,343.970443349754
"X1889",196.3,356.896551724138
"X1890",196.4,351.822660098522
"X1891",196.5,402.28078817734
"X1892",196.6,466.955665024631
"X1893",196.7,480.113300492611
"X1894",196.8,462.054187192118
"X1895",196.9,427.689655172414
"X1896",197,368.118226600985
"X1897",197.1,319.487684729064
"X1898",197.2,310.231527093596
"X1899",197.3,326.20197044335
"X1900",197.4,349.004926108374
"X1901",197.5,376.443349753695
"X1902",197.6,386.285714285714
"X1903",197.7,361.532019704433
"X1904",197.8,338.147783251232
"X1905",197.9,329.467980295567
"X1906",198,337.704433497537
"X1907",198.1,347.660098522168
"X1908",198.2,371.28078817734
"X1909",198.3,390.788177339901
"X1910",198.4,383.92118226601
"X1911",198.5,347.669950738916
"X1912",198.6,327.64039408867
"X1913",198.7,334.615763546798
"X1914",198.8,339.492610837438
"X1915",198.9,351.059113300493
"X1916",199,385.246305418719
"X1917",199.1,420.330049261084
"X1918",199.2,368.408866995074
"X1919",199.3,365.571428571429
"X1920",199.4,382.527093596059
"X1921",199.5,388.246305418719
"X1922",199.6,341.600985221675
"X1923",199.7,325.970443349754
"X1924",199.8,325.586206896552
"X1925",199.9,336.389162561576
"X1926",200,346.4039408867
"X1927",200.1,487.208695652174
"X1928",200.2,498.434782608696
"X1929",200.3,535.24347826087
"X1930",200.4,530.826086956522
"X1931",200.5,623.434782608696
"X1932",200.6,564.878260869565
"X1933",200.7,502.469565217391
"X1934",200.8,486.139130434783
"X1935",200.9,503.226086956522
"X1936",201,512.173913043478
"X1937",201.1,538.165217391304
"X1938",201.2,491.739130434783
"X1939",201.3,414.634782608696
"X1940",201.4,395.95652173913
"X1941",201.5,400.15652173913
"X1942",201.6,416.147826086957
"X1943",201.7,446.391304347826
"X1944",201.8,460.973913043478
"X1945",201.9,522.904347826087
"X1946",202,517.182608695652
"X1947",202.1,508.617391304348
"X1948",202.2,508.695652173913
"X1949",202.3,512.834782608696
"X1950",202.4,505.530434782609
"X1951",202.5,487.991304347826
"X1952",202.6,465.713043478261
"X1953",202.7,442.321739130435
"X1954",202.8,411.782608695652
"X1955",202.9,396.139130434783
"X1956",203,421.147826086957
"X1957",203.1,419.347826086957
"X1958",203.2,434.15652173913
"X1959",203.3,393.078260869565
"X1960",203.4,363.739130434783
"X1961",203.5,350.269565217391
"X1962",203.6,332.626086956522
"X1963",203.7,329.747826086957
"X1964",203.8,325.373913043478
"X1965",203.9,324.678260869565
"X1966",204,336.530434782609
"X1967",204.1,347.008695652174
"X1968",204.2,335.173913043478
"X1969",204.3,341.721739130435
"X1970",204.4,348.921739130435
"X1971",204.5,361.660869565217
"X1972",204.6,374.217391304348
"X1973",204.7,364.617391304348
"X1974",204.8,370.295652173913
"X1975",204.9,404.339130434783
"X1976",205,414.55652173913
"X1977",205.1,407.504347826087
"X1978",205.2,411.947826086957
"X1979",205.3,401.530434782609
"X1980",205.4,399.486956521739
"X1981",205.5,403.4
"X1982",205.6,391.095652173913
"X1983",205.7,423.669565217391
"X1984",205.8,432.269565217391
"X1985",205.9,425.565217391304
"X1986",206,395.147826086957
"X1987",206.1,394.339130434783
"X1988",206.2,389.034782608696
"X1989",206.3,392.608695652174
"X1990",206.4,391.678260869565
"X1991",206.5,394.565217391304
"X1992",206.6,393.765217391304
"X1993",206.7,379.478260869565
"X1994",206.8,389.452173913043
"X1995",206.9,388.313043478261
"X1996",207,370.391304347826
"X1997",207.1,393.486956521739
"X1998",207.2,400.417391304348
"X1999",207.3,411.747826086957
"X2000",207.4,400.573913043478
"X2001",207.5,433.35652173913
"X2002",207.6,440.339130434783
"X2003",207.7,443.739130434783
"X2004",207.8,446.295652173913
"X2005",207.9,470.078260869565
"X2006",208,489.078260869565
"X2007",208.1,492.773913043478
"X2008",208.2,503.626086956522
"X2009",208.3,515.304347826087
"X2010",208.4,564.286956521739
"X2011",208.5,607.730434782609
"X2012",208.6,647.034782608696
"X2013",208.7,657.782608695652
"X2014",208.8,678.834782608696
"X2015",208.9,647.139130434783
"X2016",209,642.539130434783
"X2017",209.1,650.95652173913
"X2018",209.2,678.260869565217
"X2019",209.3,687.895652173913
"X2020",209.4,701.44347826087
"X2021",209.5,715.4
"X2022",209.6,737.826086956522
"X2023",209.7,738.652173913043
"X2024",209.8,718.182608695652
"X2025",209.9,673.330434782609
"X2026",210,682.208695652174
"X2027",210.1,679.765217391304
"X2028",210.2,657.747826086956
"X2029",210.3,666.95652173913
"X2030",210.4,653.747826086956
"X2031",210.5,705.817391304348
"X2032",210.6,789.852173913043
"X2033",210.7,821.730434782609
"X2034",210.8,855.669565217391
"X2035",210.9,828.721739130435
"X2036",211,745.44347826087
"X2037",211.1,654.695652173913
"X2038",211.2,566.339130434783
"X2039",211.3,610.869565217391
"X2040",211.4,589.8
"X2041",211.5,513.904347826087
"X2042",211.6,460.469565217391
"X2043",211.7,478.486956521739
"X2044",211.8,448.078260869565
"X2045",211.9,419.930434782609
"X2046",212,415.721739130435
"X2047",212.1,394.817391304348
"X2048",212.2,407.44347826087
"X2049",212.3,423.034782608696
"X2050",212.4,425.747826086957
"X2051",212.5,423.886956521739
"X2052",212.6,417.965217391304
"X2053",212.7,431.64347826087
"X2054",212.8,417.052173913043
"X2055",212.9,414.217391304348
"X2056",213,421.373913043478
"X2057",213.1,427.678260869565
"X2058",213.2,420.913043478261
"X2059",213.3,396.695652173913
"X2060",213.4,376.391304347826
"X2061",213.5,388.426086956522
"X2062",213.6,367.165217391304
"X2063",213.7,375.921739130435
"X2064",213.8,384.982608695652
"X2065",213.9,388.234782608696
"X2066",214,374.895652173913
"X2067",214.1,389.226086956522
"X2068",214.2,383.973913043478
"X2069",214.3,364.165217391304
"X2070",214.4,355.765217391304
"X2071",214.5,357.165217391304
"X2072",214.6,362.304347826087
"X2073",214.7,371.269565217391
"X2074",214.8,362.782608695652
"X2075",214.9,363.721739130435
"X2076",215,357.626086956522
"X2077",215.1,349.530434782609
"X2078",215.2,349.565217391304
"X2079",215.3,343.513043478261
"X2080",215.4,346.286956521739
"X2081",215.5,341.026086956522
"X2082",215.6,334.895652173913
"X2083",215.7,335.408695652174
"X2084",215.8,323.6
"X2085",215.9,328.64347826087
"X2086",216,331.660869565217
"X2087",216.1,332.686956521739
"X2088",216.2,354.895652173913
"X2089",216.3,352.086956521739
"X2090",216.4,359
"X2091",216.5,359.878260869565
"X2092",216.6,347.747826086957
"X2093",216.7,346.113043478261
"X2094",216.8,354.130434782609
"X2095",216.9,360.765217391304
"X2096",217,357.260869565217
"X2097",217.1,356.026086956522
"X2098",217.2,345.539130434783
"X2099",217.3,346.591304347826
"X2100",217.4,352.591304347826
"X2101",217.5,335.260869565217
"X2102",217.6,324.852173913043
"X2103",217.7,309.017391304348
"X2104",217.8,306.973913043478
"X2105",217.9,288.817391304348
"X2106",218,277.113043478261
"X2107",218.1,285.973913043478
"X2108",218.2,302.869565217391
"X2109",218.3,323.573913043478
"X2110",218.4,333.669565217391
"X2111",218.5,311.208695652174
"X2112",218.6,314.226086956522
"X2113",218.7,324.452173913043
"X2114",218.8,340.782608695652
"X2115",218.9,366.686956521739
"X2116",219,379.669565217391
"X2117",219.1,395.191304347826
"X2118",219.2,355.052173913043
"X2119",219.3,433.373913043478
"X2120",219.4,632.304347826087
"X2121",219.5,703.591304347826
"X2122",219.6,782.165217391304
"X2123",219.7,866.939130434783
"X2124",219.8,926.269565217391
"X2125",219.9,1025.13043478261
"X2126",220,1037.2347826087
"X2127",220.1,1027.99130434783
"X2128",220.2,1029.54782608696
"X2129",220.3,1007.2347826087
"X2130",220.4,967.591304347826
"X2131",220.5,890.530434782609
"X2132",220.6,739.365217391304
"X2133",220.7,566.408695652174
"X2134",220.8,414.008695652174
"X2135",220.9,368.513043478261
"X2136",221,376.686956521739
"X2137",221.1,384.713043478261
"X2138",221.2,390.860869565217
"X2139",221.3,416.739130434783
"X2140",221.4,438.860869565217
"X2141",221.5,466.017391304348
"X2142",221.6,489.182608695652
"X2143",221.7,503.521739130435
"X2144",221.8,527.991304347826
"X2145",221.9,527.113043478261
"X2146",222,530.321739130435
"X2147",222.1,537.678260869565
"X2148",222.2,546.84347826087
"X2149",222.3,560.426086956522
"X2150",222.4,558.808695652174
"X2151",222.5,547.060869565217
"X2152",222.6,537.947826086957
"X2153",222.7,550.469565217391
"X2154",222.8,565.008695652174
"X2155",222.9,575.869565217391
"X2156",223,575.539130434783
"X2157",223.1,571.095652173913
"X2158",223.2,593.052173913043
"X2159",223.3,588.939130434783
"X2160",223.4,608.495652173913
"X2161",223.5,622.513043478261
"X2162",223.6,628.252173913044
"X2163",223.7,634.35652173913
"X2164",223.8,661.704347826087
"X2165",223.9,636.530434782609
"X2166",224,624.652173913043
"X2167",224.1,613.913043478261
"X2168",224.2,632.982608695652
"X2169",224.3,646.434782608696
"X2170",224.4,597.217391304348
"X2171",224.5,629.147826086957
"X2172",224.6,610.886956521739
"X2173",224.7,608.304347826087
"X2174",224.8,613.24347826087
"X2175",224.9,590.64347826087
"X2176",225,563.44347826087
"X2177",225.1,554.295652173913
"X2178",225.2,550.35652173913
"X2179",225.3,530.704347826087
"X2180",225.4,497.426086956522
"X2181",225.5,471.730434782609
"X2182",225.6,480.382608695652
"X2183",225.7,484.713043478261
"X2184",225.8,454.965217391304
"X2185",225.9,510.6
"X2186",226,577.373913043478
"X2187",226.1,589.260869565217
"X2188",226.2,544.730434782609
"X2189",226.3,404.895652173913
"X2190",226.4,388.269565217391
"X2191",226.5,378.313043478261
"X2192",226.6,351.513043478261
"X2193",226.7,327.234782608696
"X2194",226.8,328.04347826087
"X2195",226.9,333.878260869565
"X2196",227,304.347826086957
"X2197",227.1,297.547826086957
"X2198",227.2,291.55652173913
"X2199",227.3,272.547826086957
"X2200",227.4,257.026086956522
"X2201",227.5,250.886956521739
"X2202",227.6,275.860869565217
"X2203",227.7,272.791304347826
"X2204",227.8,266.608695652174
"X2205",227.9,276.104347826087
"X2206",228,319.2
"X2207",228.1,298.652173913043
"X2208",228.2,236.973913043478
"X2209",228.3,218.182608695652
"X2210",228.4,216.539130434783
"X2211",228.5,221.869565217391
"X2212",228.6,208.260869565217
"X2213",228.7,224.478260869565
"X2214",228.8,220.660869565217
"X2215",228.9,221.382608695652
"X2216",229,221.973913043478
"X2217",229.1,232.182608695652
"X2218",229.2,222.782608695652
"X2219",229.3,222.234782608696
"X2220",229.4,219.695652173913
"X2221",229.5,230.35652173913
"X2222",229.6,239.6
"X2223",229.7,242.478260869565
"X2224",229.8,231.486956521739
"X2225",229.9,228.165217391304
"X2226",230,221.504347826087
"X2227",230.1,270.44347826087
"X2228",230.2,296.208695652174
"X2229",230.3,238.765217391304
"X2230",230.4,209.991304347826
"X2231",230.5,207.84347826087
"X2232",230.6,221.95652173913
"X2233",230.7,205.278260869565
"X2234",230.8,198.460869565217
"X2235",230.9,236.417391304348
"X2236",231,325.982608695652
"X2237",231.1,297.826086956522
"X2238",231.2,223.739130434783
"X2239",231.3,233.495652173913
"X2240",231.4,303.713043478261
"X2241",231.5,327.913043478261
"X2242",231.6,340.626086956522
"X2243",231.7,291.817391304348
"X2244",231.8,410.095652173913
"X2245",231.9,316.4
"X2246",232,314.165217391304
"X2247",232.1,318.782608695652
"X2248",232.2,390.817391304348
"X2249",232.3,417.652173913043
"X2250",232.4,377.226086956522
"X2251",232.5,405.339130434783
"X2252",232.6,371.052173913043
"X2253",232.7,476.469565217391
"X2254",232.8,469.078260869565
"X2255",232.9,410.713043478261
"X2256",233,297.034782608696
"X2257",233.1,198.808695652174
"X2258",233.2,221.35652173913
"X2259",233.3,203.739130434783
"X2260",233.4,223.052173913043
"X2261",233.5,238.365217391304
"X2262",233.6,343.747826086957
"X2263",233.7,355.539130434783
"X2264",233.8,293.521739130435
"X2265",233.9,275.869565217391
"X2266",234,319.417391304348
"X2267",234.1,357.026086956522
"X2268",234.2,298.139130434783
"X2269",234.3,305.973913043478
"X2270",234.4,307.747826086957
"X2271",234.5,285.869565217391
"X2272",234.6,301.026086956522
"X2273",234.7,333.069565217391
"X2274",234.8,336.130434782609
"X2275",234.9,347.286956521739
"X2276",235,420.382608695652
"X2277",235.1,463.226086956522
"X2278",235.2,441.086956521739
"X2279",235.3,406.373913043478
"X2280",235.4,375.408695652174
"X2281",235.5,385.904347826087
"X2282",235.6,315.434782608696
"X2283",235.7,339.417391304348
"X2284",235.8,357.521739130435
"X2285",235.9,330.191304347826
"X2286",236,362.608695652174
"X2287",236.1,389.730434782609
"X2288",236.2,512.4
"X2289",236.3,606.173913043478
"X2290",236.4,592.426086956522
"X2291",236.5,464.652173913043
"X2292",236.6,563.904347826087
"X2293",236.7,484.139130434783
"X2294",236.8,385.895652173913
"X2295",236.9,382.982608695652
"X2296",237,393.886956521739
"X2297",237.1,389.904347826087
"X2298",237.2,366.791304347826
"X2299",237.3,396.947826086957
"X2300",237.4,416.730434782609
"X2301",237.5,408.791304347826
"X2302",237.6,406.895652173913
"X2303",237.7,434.886956521739
"X2304",237.8,464.904347826087
"X2305",237.9,482.634782608696
"X2306",238,452.373913043478
"X2307",238.1,429.373913043478
"X2308",238.2,435.660869565217
"X2309",238.3,470.026086956522
"X2310",238.4,507.947826086957
"X2311",238.5,531.182608695652
"X2312",238.6,593.913043478261
"X2313",238.7,648.626086956522
"X2314",238.8,631.660869565217
"X2315",238.9,600.269565217391
"X2316",239,599.026086956522
"X2317",239.1,573.782608695652
"X2318",239.2,576.295652173913
"X2319",239.3,558.886956521739
"X2320",239.4,581.130434782609
"X2321",239.5,555.078260869565
"X2322",239.6,557.973913043478
"X2323",239.7,606.034782608696
"X2324",239.8,597.860869565217
"X2325",239.9,674.765217391304
"X2326",240,592.878260869565
"X2327",240.1,556.391304347826
"X2328",240.2,490.330434782609
"X2329",240.3,421.04347826087
"X2330",240.4,401.547826086957
"X2331",240.5,453.269565217391
"X2332",240.6,463.191304347826
"X2333",240.7,382.182608695652
"X2334",240.8,353.982608695652
"X2335",240.9,345.878260869565
"X2336",241,353.034782608696
"X2337",241.1,357.530434782609
"X2338",241.2,346.365217391304
"X2339",241.3,349.530434782609
"X2340",241.4,358.713043478261
"X2341",241.5,355.817391304348
"X2342",241.6,355.478260869565
"X2343",241.7,364.026086956522
"X2344",241.8,374.834782608696
"X2345",241.9,378.878260869565
"X2346",242,354.747826086957
"X2347",242.1,352.008695652174
"X2348",242.2,326.773913043478
"X2349",242.3,303.365217391304
"X2350",242.4,297.686956521739
"X2351",242.5,309.4
"X2352",242.6,334.513043478261
"X2353",242.7,332.747826086957
"X2354",242.8,322.382608695652
"X2355",242.9,321.252173913043
"X2356",243,318.817391304348
"X2357",243.1,327.791304347826
"X2358",243.2,352.982608695652
"X2359",243.3,355.660869565217
"X2360",243.4,335.078260869565
"X2361",243.5,355.95652173913
"X2362",243.6,357.582608695652
"X2363",243.7,388.147826086957
"X2364",243.8,485.721739130435
"X2365",243.9,528.313043478261
"X2366",244,485.95652173913
"X2367",244.1,416.895652173913
"X2368",244.2,410.817391304348
"X2369",244.3,387.165217391304
"X2370",244.4,394.773913043478
"X2371",244.5,414.678260869565
"X2372",244.6,391.426086956522
"X2373",244.7,369.791304347826
"X2374",244.8,385.408695652174
"X2375",244.9,421.208695652174
"X2376",245,388.626086956522
"X2377",245.1,377.8
"X2378",245.2,388.913043478261
"X2379",245.3,390.113043478261
"X2380",245.4,394.026086956522
"X2381",245.5,364.913043478261
"X2382",245.6,344.347826086957
"X2383",245.7,352.634782608696
"X2384",245.8,349.4
"X2385",245.9,345.817391304348
"X2386",246,351.295652173913
"X2387",246.1,345.008695652174
"X2388",246.2,385.869565217391
"X2389",246.3,407.35652173913
"X2390",246.4,464.817391304348
"X2391",246.5,451.4
"X2392",246.6,386.765217391304
"X2393",246.7,424.930434782609
"X2394",246.8,508.165217391304
"X2395",246.9,431.417391304348
"X2396",247,492.095652173913
"X2397",247.1,503.539130434783
"X2398",247.2,530.078260869565
"X2399",247.3,457.034782608696
"X2400",247.4,481.860869565217
"X2401",247.5,603.521739130435
"X2402",247.6,518.64347826087
"X2403",247.7,494.608695652174
"X2404",247.8,480
"X2405",247.9,428.965217391304
"X2406",248,478.347826086957
"X2407",248.1,515.078260869565
"X2408",248.2,396.347826086957
"X2409",248.3,408.191304347826
"X2410",248.4,513
"X2411",248.5,605.121739130435
"X2412",248.6,610.426086956522
"X2413",248.7,526.121739130435
"X2414",248.8,454.060869565217
"X2415",248.9,372.947826086957
"X2416",249,337.84347826087
"X2417",249.1,370.365217391304
"X2418",249.2,424.973913043478
"X2419",249.3,342.452173913043
"X2420",249.4,379
"X2421",249.5,434.469565217391
"X2422",249.6,408.84347826087
"X2423",249.7,488.634782608696
"X2424",249.8,374.260869565217
"X2425",249.9,341.660869565217
"X2426",250,359.078260869565
"X2427",250.1,445.313043478261
"X2428",250.2,368.852173913043
"X2429",250.3,415.452173913043
"X2430",250.4,446.321739130435
"X2431",250.5,485.913043478261
"X2432",250.6,397.55652173913
"X2433",250.7,367.086956521739
"X2434",250.8,420.426086956522
"X2435",250.9,354.426086956522
"X2436",251,362.408695652174
"X2437",251.1,435.330434782609
"X2438",251.2,456.121739130435
"X2439",251.3,452.895652173913
"X2440",251.4,443.660869565217
"X2441",251.5,358.017391304348
"X2442",251.6,338.313043478261
"X2443",251.7,298.35652173913
"X2444",251.8,280.4
"X2445",251.9,278.2
"X2446",252,340.878260869565
"X2447",252.1,453.278260869565
"X2448",252.2,435.878260869565
"X2449",252.3,375.860869565217
"X2450",252.4,437.626086956522
"X2451",252.5,546.878260869565
"X2452",252.6,627.478260869565
"X2453",252.7,834.834782608696
"X2454",252.8,1050.46956521739
"X2455",252.9,1065.53913043478
"X2456",253,1035.04347826087
"X2457",253.1,838.695652173913
"X2458",253.2,633.313043478261
"X2459",253.3,509.730434782609
"X2460",253.4,433.713043478261
"X2461",253.5,325.834782608696
"X2462",253.6,338.182608695652
"X2463",253.7,461.426086956522
"X2464",253.8,639.191304347826
"X2465",253.9,656.539130434783
"X2466",254,567.573913043478
"X2467",254.1,573.539130434783
"X2468",254.2,506.269565217391
"X2469",254.3,357.086956521739
"X2470",254.4,258.165217391304
"X2471",254.5,226.913043478261
"X2472",254.6,198.895652173913
"X2473",254.7,218.530434782609
"X2474",254.8,245.347826086957
"X2475",254.9,156.791304347826
"X2476",255,165.060869565217
"X2477",255.1,164.695652173913
"X2478",255.2,178.304347826087
"X2479",255.3,172.495652173913
"X2480",255.4,161.791304347826
"X2481",255.5,171.84347826087
"X2482",255.6,172.921739130435
"X2483",255.7,175.408695652174
"X2484",255.8,163.721739130435
"X2485",255.9,170.608695652174
"X2486",256,153.15652173913
"X2487",256.1,155.217391304348
"X2488",256.2,157.286956521739
"X2489",256.3,170.365217391304
"X2490",256.4,184.64347826087
"X2491",256.5,199.452173913043
"X2492",256.6,216.191304347826
"X2493",256.7,234.826086956522
"X2494",256.8,284.04347826087
"X2495",256.9,359.182608695652
"X2496",257,409.539130434783
"X2497",257.1,473.226086956522
"X2498",257.2,483.478260869565
"X2499",257.3,527.486956521739
"X2500",257.4,536.869565217391
"X2501",257.5,543.173913043478
"X2502",257.6,563.426086956522
"X2503",257.7,622.304347826087
"X2504",257.8,632.730434782609
"X2505",257.9,630.347826086957
"X2506",258,651.652173913043
"X2507",258.1,663.64347826087
"X2508",258.2,706.208695652174
"X2509",258.3,708.539130434783
"X2510",258.4,743.921739130435
"X2511",258.5,764.886956521739
"X2512",258.6,761.408695652174
"X2513",258.7,769.747826086956
"X2514",258.8,788.791304347826
"X2515",258.9,807.913043478261
"X2516",259,884.486956521739
"X2517",259.1,832.713043478261
"X2518",259.2,722.808695652174
"X2519",259.3,748.704347826087
"X2520",259.4,746.417391304348
"X2521",259.5,691.652173913043
"X2522",259.6,775.373913043478
"X2523",259.7,854.565217391304
"X2524",259.8,896.217391304348
"X2525",259.9,1140.34782608696
"X2526",260,1083.37391304348
"X2527",260.1,801.017391304348
"X2528",260.2,821.782608695652
"X2529",260.3,905.878260869565
"X2530",260.4,951.660869565217
"X2531",260.5,795.573913043478
"X2532",260.6,779.217391304348
"X2533",260.7,683.4
"X2534",260.8,587.773913043478
"X2535",260.9,520.747826086956
"X2536",261,482.504347826087
"X2537",261.1,522.208695652174
"X2538",261.2,431.504347826087
"X2539",261.3,299.895652173913
"X2540",261.4,213.069565217391
"X2541",261.5,186.739130434783
"X2542",261.6,278.339130434783
"X2543",261.7,379.113043478261
"X2544",261.8,313.660869565217
"X2545",261.9,260.84347826087
"X2546",262,222.304347826087
"X2547",262.1,199.930434782609
"X2548",262.2,155.113043478261
"X2549",262.3,199.547826086957
"X2550",262.4,183.730434782609
"X2551",262.5,214.904347826087
"X2552",262.6,187.052173913043
"X2553",262.7,174.478260869565
"X2554",262.8,216.747826086957
"X2555",262.9,266.591304347826
"X2556",263,181.826086956522
"X2557",263.1,160.139130434783
"X2558",263.2,154.245614035088
"X2559",263.3,202.504347826087
"X2560",263.4,200.982608695652
"X2561",263.5,157.391304347826
"X2562",263.6,157.095652173913
"X2563",263.7,148.095652173913
"X2564",263.8,150.15652173913
"X2565",263.9,200.521739130435
"X2566",264,142.313043478261
"X2567",264.1,142.008695652174
"X2568",264.2,147.530434782609
"X2569",264.3,183.713043478261
"X2570",264.4,225.017391304348
"X2571",264.5,190.165217391304
"X2572",264.6,245.608695652174
"X2573",264.7,460.634782608696
"X2574",264.8,518.6
"X2575",264.9,415.191304347826
"X2576",265,438.852173913043
"X2577",265.1,502.84347826087
"X2578",265.2,572.947826086957
"X2579",265.3,649.513043478261
"X2580",265.4,782.852173913043
"X2581",265.5,835.147826086957
"X2582",265.6,811.391304347826
"X2583",265.7,681.608695652174
"X2584",265.8,780.982608695652
"X2585",265.9,651.113043478261
"X2586",266,651.913043478261
"X2587",266.1,696.121739130435
"X2588",266.2,493.321739130435
"X2589",266.3,417.852173913043
"X2590",266.4,455.173913043478
"X2591",266.5,510.852173913043
"X2592",266.6,483.791304347826
"X2593",266.7,551.582608695652
"X2594",266.8,570.4
"X2595",266.9,546.834782608696
"X2596",267,523.330434782609
"X2597",267.1,580.069565217391
"X2598",267.2,626.965217391304
"X2599",267.3,624.765217391304
"X2600",267.4,596.573913043478
"X2601",267.5,613.034782608696
"X2602",267.6,693.973913043478
"X2603",267.7,721.2
"X2604",267.8,754.339130434783
"X2605",267.9,777.64347826087
"X2606",268,782.878260869565
"X2607",268.1,775.191304347826
"X2608",268.2,821.339130434783
"X2609",268.3,837.713043478261
"X2610",268.4,834.860869565217
"X2611",268.5,869.147826086957
"X2612",268.6,901.582608695652
"X2613",268.7,876.234782608696
"X2614",268.8,906.652173913043
"X2615",268.9,865.904347826087
"X2616",269,846.713043478261
"X2617",269.1,829.260869565217
"X2618",269.2,807.504347826087
"X2619",269.3,735.730434782609
"X2620",269.4,646.582608695652
"X2621",269.5,615.304347826087
"X2622",269.6,618.04347826087
"X2623",269.7,643.539130434783
"X2624",269.8,617.339130434783
"X2625",269.9,589.686956521739
"X2626",270,581.817391304348
"X2627",270.1,551.173913043478
"X2628",270.2,571.269565217391
"X2629",270.3,486.617391304348
"X2630",270.4,489
"X2631",270.5,460.547826086957
"X2632",270.6,358.84347826087
"X2633",270.7,338.191304347826
"X2634",270.8,293.2
"X2635",270.9,372.634782608696
"X2636",271,281.173913043478
"X2637",271.1,228.695652173913
"X2638",271.2,258.452173913043
"X2639",271.3,299.686956521739
"X2640",271.4,263.704347826087
"X2641",271.5,224.608695652174
"X2642",271.6,240.773913043478
"X2643",271.7,237.191304347826
"X2644",271.8,271.913043478261
"X2645",271.9,232.773913043478
"X2646",272,232.634782608696
"X2647",272.1,255.086956521739
"X2648",272.2,270.269565217391
"X2649",272.3,330.486956521739
"X2650",272.4,336.782608695652
"X2651",272.5,361.64347826087
"X2652",272.6,440.573913043478
"X2653",272.7,384.55652173913
"X2654",272.8,325.382608695652
"X2655",272.9,309.834782608696
"X2656",273,323.530434782609
"X2657",273.1,313.121739130435
"X2658",273.2,310.052173913043
"X2659",273.3,264.530434782609
"X2660",273.4,262.530434782609
"X2661",273.5,299.747826086957
"X2662",273.6,285.130434782609
"X2663",273.7,269.539130434783
"X2664",273.8,260.426086956522
"X2665",273.9,282.6
"X2666",274,311.460869565217
"X2667",274.1,316.478260869565
"X2668",274.2,286.478260869565
"X2669",274.3,318.373913043478
"X2670",274.4,337.408695652174
"X2671",274.5,381.208695652174
"X2672",274.6,370.773913043478
"X2673",274.7,385.382608695652
"X2674",274.8,409.286956521739
"X2675",274.9,353.452173913043
"X2676",275,366.939130434783
