"","depth_mm","Fe"
"425",40.28,201.801104972376
"426",40.375,198.425414364641
"427",40.47,200.740331491713
"428",40.565,198.24861878453
"429",40.66,197.790055248619
"430",40.755,200.85635359116
"431",40.85,199.049723756906
"432",40.945,208
"433",41.04,207.397790055249
"434",41.135,207.060773480663
"435",41.23,217.038674033149
"436",41.325,216.237569060773
"437",41.42,231.779005524862
"438",41.515,218.116022099448
"439",41.61,212.696132596685
"440",41.705,214.624309392265
"441",41.8,221.696132596685
"442",41.895,216.193370165746
"443",41.99,211.491712707182
"444",42.085,208.574585635359
"445",42.18,209.060773480663
"446",42.275,204.127071823204
"447",42.37,192.917127071823
"448",42.465,199.662983425414
"449",42.56,193.364640883978
"450",42.655,196.861878453039
"451",42.75,203.027624309392
"452",42.845,199.552486187845
"453",42.94,192.839779005525
"454",43.035,191.883977900552
"455",43.13,204.524861878453
"456",43.225,207.182320441989
"457",43.32,201.044198895028
"458",43.415,193.337016574586
"459",43.51,191.933701657459
"460",43.605,190.707182320442
"461",43.7,203.104972375691
"462",43.795,194.480662983425
"463",43.89,189.53591160221
"464",43.985,195.883977900552
"465",44.08,196.756906077348
"466",44.175,195.027624309392
"467",44.27,195.972375690608
"468",44.365,198.906077348066
"469",44.46,189.994475138122
"470",44.555,183.602209944751
"471",44.65,188.138121546961
"472",44.745,177.596685082873
"473",44.84,175.801104972376
"474",44.935,175.077348066298
"475",45.03,172.651933701657
"476",45.125,168.364640883978
"477",45.22,169.618784530387
"478",45.315,169.618784530387
"479",45.41,162.32044198895
"480",45.505,166.066298342541
"481",45.6,172.955801104972
"482",45.695,166.027624309392
"483",45.79,159.491712707182
"484",45.885,170.414364640884
"485",45.98,169.994475138122
"486",46.075,164.690607734807
"487",46.17,162.497237569061
"488",46.265,155.696132596685
"489",46.36,162.917127071823
"490",46.455,168.922651933702
"491",46.55,178.475138121547
"492",46.645,168.403314917127
"493",46.74,158.723756906077
"494",46.835,164.823204419889
"495",46.93,163.265193370166
"496",47.025,156.662983425414
"497",47.12,150.850828729282
"498",47.215,150.370165745856
"499",47.31,145.657458563536
"500",47.405,143.541436464088
"501",47.5,145.530386740331
"502",47.595,146.408839779006
"503",47.69,136.165745856354
"504",47.785,132.78453038674
"505",47.88,131.060773480663
"506",47.975,128.707182320442
"507",48.07,127.348066298343
"508",48.165,135.182320441989
"509",48.26,134.773480662983
"510",48.355,131.370165745856
"511",48.45,137.895027624309
"512",48.545,134.773480662983
"513",48.64,135.187845303867
"514",48.735,140.353591160221
"515",48.83,144.270718232044
"516",48.925,145.878453038674
"517",49.02,151.71270718232
"518",49.115,152.292817679558
"519",49.21,128.419889502762
"520",49.305,132.895027624309
"521",49.4,138.569060773481
"522",49.495,128.60773480663
"523",49.59,136.027624309392
"524",49.685,117.243093922652
"525",49.78,113.530386740331
"526",49.875,114.425414364641
"527",49.97,120.988950276243
"528",50.065,112.651933701657
"529",50.16,110.950276243094
"530",50.255,123.226519337017
"531",50.35,131.817679558011
"532",50.445,127.110497237569
"533",50.54,120.331491712707
"534",50.635,121.635359116022
"535",50.73,114.414364640884
"536",50.825,124.668508287293
"537",50.92,127.46408839779
"538",51.015,124.430939226519
"539",51.11,108.961325966851
"540",51.205,101.033149171271
"541",51.3,103.513812154696
"542",51.395,103.342541436464
"543",51.49,111.077348066298
"544",51.585,108.060773480663
"545",51.68,104.917127071823
"546",51.775,104.138121546961
"547",51.87,103.596685082873
"548",51.965,98.6574585635359
"549",52.06,98.1381215469613
"550",52.155,103.955801104972
"551",52.25,104.867403314917
"552",52.345,98.7182320441989
"553",52.44,93.1381215469613
"554",52.535,100.458563535912
"555",52.63,100.53591160221
"556",52.725,102.950276243094
"557",52.82,103.729281767956
"558",52.915,97.7513812154696
"559",53.01,96.3756906077348
"560",53.105,97.3314917127072
"561",53.2,98.060773480663
"562",53.295,96.646408839779
"563",53.39,95.7569060773481
"564",53.485,88.6629834254144
"565",53.58,86.9337016574586
"566",53.675,87.0441988950276
"567",53.77,85.5303867403315
"568",53.865,82.3701657458564
"569",53.96,86.646408839779
"570",54.055,88.0110497237569
"571",54.15,84.5635359116022
"572",54.245,89.2154696132597
"573",54.34,97.8453038674033
"574",54.435,88.9723756906077
"575",54.53,92.0165745856354
"576",54.625,88.1325966850829
"577",54.72,88.6685082872928
"578",54.815,85.5193370165746
"579",54.91,86.9889502762431
"580",55.005,86.2983425414365
"581",55.1,91.9005524861878
"582",55.195,87.5745856353591
"583",55.29,84.6574585635359
"584",55.385,86.4475138121547
"585",55.48,92.5414364640884
"586",55.575,93.0441988950276
"587",55.67,90.5635359116022
"588",55.765,87.2099447513812
"589",55.86,84.6353591160221
"590",55.955,81.5027624309392
"591",56.05,85.2707182320442
"592",56.145,87.4972375690608
"593",56.24,82.5580110497238
"594",56.335,78.585635359116
"595",56.43,78.4419889502762
"596",56.525,78.1546961325967
"597",56.62,80.232044198895
"598",56.715,81.4696132596685
"599",56.81,86.171270718232
"600",56.905,90.0552486187845
"601",57,89.2541436464088
"602",57.095,89.0828729281768
"603",57.19,88.4640883977901
"604",57.285,90.646408839779
"605",57.38,85.8066298342541
"606",57.475,84.6353591160221
"607",57.57,89.6629834254144
"608",57.665,92.6132596685083
"609",57.76,93.0883977900553
"610",57.855,95.6574585635359
"611",57.95,93.3646408839779
"612",58.045,90.4254143646409
"613",58.14,93.1104972375691
"614",58.235,100.574585635359
"615",58.33,95.0055248618785
"616",58.425,98.3480662983425
"617",58.52,98.6740331491713
"618",58.615,92.1767955801105
"619",58.71,87.3646408839779
"620",58.805,92.2651933701657
"621",58.9,99.5911602209945
"622",58.995,92.9005524861878
"623",59.09,96.1933701657459
"624",59.185,98.6850828729282
"625",59.28,102.762430939227
"626",59.375,103.812154696133
"627",59.47,105.701657458564
"628",59.565,99.4254143646409
"629",59.66,101.32044198895
"630",59.755,104.375690607735
"631",59.85,103.436464088398
"632",59.945,104.92817679558
"633",60.04,100.92817679558
"634",60.135,100.46408839779
"635",60.23,108.093922651934
"636",60.325,105.513812154696
"637",60.42,105.414364640884
"638",60.515,105.900552486188
"639",60.61,107.005524861878
"640",60.705,102.895027624309
"641",60.8,106.243093922652
"642",60.895,106.950276243094
"643",60.99,107.519337016575
"644",61.085,106.044198895028
"645",61.18,108.640883977901
"646",61.275,112.28729281768
"647",61.37,108.955801104972
"648",61.465,117.491712707182
"649",61.56,119.767955801105
"650",61.655,127.314917127072
"651",61.75,122.110497237569
"652",61.845,116.298342541436
"653",61.94,121.049723756906
"654",62.035,121.762430939227
"655",62.13,119.066298342541
"656",62.225,118.309392265193
"657",62.32,126.563535911602
"658",62.415,131.121546961326
"659",62.51,129.850828729282
"660",62.605,143.182320441989
"661",62.7,147.67955801105
"662",62.795,142.353591160221
"663",62.89,144.14364640884
"664",62.985,152
"665",63.08,147.629834254144
"666",63.175,154.707182320442
"667",63.27,155.359116022099
"668",63.365,151.668508287293
"669",63.46,151.138121546961
"670",63.555,152.519337016575
"671",63.65,155.453038674033
"672",63.745,156.519337016575
"673",63.84,160.889502762431
"674",63.935,158.337016574586
"675",64.03,169.486187845304
"676",64.125,161.895027624309
"677",64.22,160.121546961326
"678",64.315,166.917127071823
"679",64.41,172.314917127072
"680",64.505,177.629834254144
"681",64.6,174.049723756906
"682",64.695,169.646408839779
"683",64.79,177.795580110497
"684",64.885,175.370165745856
"685",64.98,177.718232044199
"686",65.075,186.193370165746
"687",65.17,179.662983425414
"688",65.265,182.149171270718
"689",65.36,185.756906077348
"690",65.455,179.160220994475
"691",65.55,181.32044198895
"692",65.645,184.762430939227
"693",65.74,188.75138121547
"694",65.835,184.082872928177
"695",65.93,195.298342541436
"696",66.025,183.082872928177
"697",66.12,181.867403314917
"698",66.215,191.801104972376
"699",66.31,186.756906077348
"700",66.405,186.519337016575
"701",66.5,188.624309392265
"702",66.595,190.872928176796
"703",66.69,192.055248618785
"704",66.785,192.546961325967
"705",66.88,194.060773480663
"706",66.975,190.817679558011
"707",67.07,195.917127071823
"708",67.165,197.624309392265
"709",67.26,192.872928176796
"710",67.355,199.243093922652
"711",67.45,192.099447513812
"712",67.545,198.436464088398
"713",67.64,197.270718232044
"714",67.735,193.895027624309
"715",67.83,202.651933701657
"716",67.925,191.364640883978
"717",68.02,197.635359116022
"718",68.115,198.834254143646
"719",68.21,203.502762430939
"720",68.305,200.21546961326
"721",68.4,195.397790055249
"722",68.495,194.469613259669
"723",68.59,195.729281767956
"724",68.685,197.519337016575
"725",68.78,204.558011049724
"726",68.875,202.375690607735
"727",68.97,204.243093922652
"728",69.065,204.756906077348
"729",69.16,204.530386740331
"730",69.255,199.613259668508
"731",69.35,203.596685082873
"732",69.445,200.972375690608
"733",69.54,200.635359116022
"734",69.635,207.243093922652
"735",69.73,204.386740331492
"736",69.825,198.430939226519
"737",69.92,202.486187845304
"738",70.015,201.309392265193
"739",70.11,203.414364640884
"740",70.205,201.011049723757
"741",70.3,201.049723756906
"742",70.395,201.265193370166
"743",70.49,205.182320441989
"744",70.585,226.867403314917
"745",70.68,217.430939226519
"746",70.775,202.486187845304
"747",70.87,200.646408839779
"748",70.965,211.60773480663
"749",71.06,211.486187845304
"750",71.155,201.21546961326
"751",71.25,206.39226519337
"752",71.345,207.790055248619
"753",71.44,202.972375690608
"754",71.535,199.591160220994
"755",71.63,200.950276243094
"756",71.725,212.585635359116
"757",71.82,209
"758",71.915,207.75138121547
"759",72.01,199.397790055249
"760",72.105,200.022099447514
"761",72.2,199.419889502762
"762",72.295,192.005524861878
"763",72.39,195.618784530387
"764",72.485,199.397790055249
"765",72.58,198.28729281768
"766",72.675,197.116022099448
"767",72.77,202.254143646409
"768",72.865,211.082872928177
"769",72.96,214.889502762431
"770",73.055,205.801104972376
"771",73.15,213.530386740331
"772",73.245,221.364640883978
"773",73.34,214.309392265193
"774",73.435,204.602209944751
"775",73.53,197.375690607735
"776",73.625,195.486187845304
"777",73.72,197.281767955801
"778",73.815,190.779005524862
"779",73.91,190.093922651934
"780",74.005,193.386740331492
"781",74.1,193.325966850829
"782",74.195,197.116022099448
"783",74.29,192.950276243094
"784",74.385,189.762430939227
"785",74.48,199.414364640884
"786",74.575,205.883977900552
"787",74.67,206.353591160221
"788",74.765,196.220994475138
"789",74.86,198.580110497238
"790",74.955,201.480662983425
"791",75.05,205.491712707182
"792",75.145,192.276243093923
"793",75.24,186.67955801105
"794",75.335,193.53591160221
"795",75.43,194.39226519337
"796",75.525,194.646408839779
"797",75.62,192.077348066298
"798",75.715,194.519337016575
"799",75.81,191.187845303867
"800",75.905,178.397790055249
"801",76,174.78453038674
"802",76.095,174.220994475138
"803",76.19,166.088397790055
"804",76.285,166.337016574586
"805",76.38,168.75138121547
"806",76.475,174.044198895028
"807",76.57,165.85635359116
"808",76.665,162.364640883978
"809",76.76,158.806629834254
"810",76.855,162.872928176796
"811",76.95,171.657458563536
"812",77.045,179.121546961326
"813",77.14,166.259668508287
"814",77.235,158.209944751381
"815",77.33,160.082872928177
"816",77.425,158.110497237569
"817",77.52,153.28729281768
"818",77.615,184.46408839779
"819",77.71,193.187845303867
"820",77.805,172.127071823204
"821",77.9,163.132596685083
"822",77.995,152.060773480663
"823",78.09,150.259668508287
"824",78.185,146.469613259669
"825",78.28,144.292817679558
"826",78.375,146.795580110497
"827",78.47,138.281767955801
"828",78.565,141.033149171271
"829",78.66,141.773480662983
"830",78.755,147.85635359116
"831",78.85,140.005524861878
"832",78.945,141.116022099448
"833",79.04,139.458563535912
"834",79.135,131.281767955801
"835",79.23,126.762430939227
"836",79.325,135.613259668508
"837",79.42,135.585635359116
"838",79.515,132.823204419889
"839",79.61,119.718232044199
"840",79.705,116.209944751381
"841",79.8,120.104972375691
"842",79.895,112.662983425414
"843",79.99,114.364640883978
"844",80.085,118.408839779006
"845",80.18,120.149171270718
"846",80.275,108.458563535912
"847",80.37,122.845303867403
"848",80.465,133.779005524862
"849",80.56,123.325966850829
"850",80.655,107.591160220994
"851",80.75,104.983425414365
"852",80.845,97.5359116022099
"853",80.94,92.5524861878453
"854",81.035,90.5966850828729
"855",81.13,96.4309392265193
"856",81.225,92.9668508287293
"857",81.32,94.6611111111111
"858",81.415,92.6292134831461
"859",81.51,86.0511363636364
"860",81.605,94.1428571428571
"861",81.7,92.5664739884393
"862",81.795,104.66081871345
"863",81.89,125.301775147929
"864",81.985,121.838323353293
"865",82.08,98.8545454545455
"866",82.175,95.2085889570552
"867",82.27,90.2173913043478
"868",82.365,92.1698113207547
"869",82.46,90.3949044585987
"870",82.555,90.8903225806452
"871",82.65,84.3921568627451
"872",82.745,86.9139072847682
"873",82.84,84.4832214765101
"874",82.935,81.2272727272727
"875",83.03,79.3653846153846
"876",83.125,84.1210191082803
"877",83.22,79.0573248407643
"878",83.315,84.0316455696203
"879",83.41,78.8670886075949
"880",83.505,82.0379746835443
"881",83.6,77.6708860759494
"882",83.695,88.5506329113924
"883",83.79,86.4936708860759
"884",83.885,76.9874213836478
"885",83.98,79.1139240506329
"886",84.075,72.8164556962025
"887",84.17,71.7106918238994
"888",84.265,72.4276729559748
"889",84.36,77.0943396226415
"890",84.455,72.9811320754717
"891",84.55,74.7987421383648
"892",84.645,74.46875
"893",84.74,72.49375
"894",84.835,71.3
"895",84.93,71.26875
"896",85.025,68.48125
"897",85.12,71.45
"898",85.215,76.6708074534161
"899",85.31,69.71875
"900",85.405,67.5962732919255
"901",85.5,73.65
"902",85.595,74.8695652173913
"903",85.69,74.7826086956522
"904",85.785,66.111801242236
"905",85.88,70.7018633540373
"906",85.975,73.3478260869565
"907",86.07,68.7701863354037
"908",86.165,76.2795031055901
"909",86.26,71.4012345679012
"910",86.355,75.4658385093168
"911",86.45,81.0925925925926
"912",86.545,81.29375
"913",86.64,75.1835443037975
"914",86.735,77.5192307692308
"915",86.83,84.0849673202614
"916",86.925,84.1523178807947
"917",87.02,68.8051948051948
"918",87.115,64.8709677419355
"919",87.21,71.4038461538462
"920",87.305,76.4394904458599
"921",87.4,73.2138364779874
"922",87.495,78.126582278481
"923",87.59,84.3522012578616
"924",87.685,85.1446540880503
"925",87.78,82.1125
"926",87.875,77.8509316770186
"927",87.97,77.6049382716049
"928",88.065,75.6708074534161
"929",88.16,72.025
"930",88.255,72.3827160493827
"931",88.35,72.3950617283951
"932",88.445,74.840490797546
"933",88.54,72.9263803680982
"934",88.635,76.5153374233129
"935",88.73,96.7439024390244
"936",88.825,108.658536585366
"937",88.92,101.843373493976
"938",89.015,80.469512195122
"939",89.11,75.8787878787879
"940",89.205,75.6626506024096
"941",89.3,70.3132530120482
"942",89.395,75.3674698795181
"943",89.49,76.6467065868263
"944",89.585,77.0535714285714
"945",89.68,83.2738095238095
"946",89.775,82.3690476190476
"947",89.875,79.4823529411765
"948",89.975,86.3757225433526
"949",90.075,83.9942857142857
"950",90.175,91.876404494382
"951",90.275,95.4388888888889
"952",90.375,97.6758241758242
"953",90.475,94.1684782608696
"954",90.575,97.2043010752688
"955",90.675,95.3510638297872
"956",90.775,93.0368421052632
"957",90.875,104.859375
"958",90.975,114.251282051282
"959",91.075,126.375634517766
"960",91.175,126.14
"961",91.275,130.208955223881
"962",91.375,149.4039408867
"963",91.475,162.300970873786
"964",91.575,161.317307692308
"965",91.675,158.752380952381
"966",91.775,169.665094339623
"967",91.875,186.345794392523
"968",91.975,199.764976958525
"969",92.075,180.10502283105
"970",92.175,187.068181818182
"971",92.275,194.757847533632
"972",92.375,195.213333333333
"973",92.475,192.625550660793
"974",92.575,207.720524017467
"975",92.675,230.298701298701
"976",92.775,229.93991416309
"977",92.875,208.330508474576
"978",92.975,200.563025210084
"979",93.075,201.7
"980",93.175,215.198347107438
"981",93.275,220.263374485597
"982",93.375,219.861788617886
"983",93.475,209.948
