"DEPTH_WMSF","HCGR"
154.2288,3.4745
154.3812,3.0781
154.5336,2.799
154.686,3.1809
154.8384,3.7456
154.9908,3.7239
155.1432,3.7573
155.2956,3.1501
155.448,2.7199
155.6004,2.037
155.7528,1.5287
155.9052,2.0482
156.0576,3.1633
156.21,3.6972
156.3624,3.5433
156.5148,3.4552
156.6672,3.8149
156.8196,3.4508
156.972,3.0073
157.1244,2.7218
157.2768,3.1268
157.4292,3.5686
157.5816,3.0592
157.734,2.4972
157.8864,2.2445
158.0388,2.6368
158.1912,2.3677
158.3436,2.3356
158.496,2.7753
158.6484,3.0399
158.8008,2.8159
158.9532,2.7652
159.1056,2.5824
159.258,2.193
159.4104,2.0142
159.5628,2.0542
159.7152,2.6356
159.8676,3.3702
160.02,4.2823
160.1724,4.9912
160.3248,5.2354
160.4772,5.0053
160.6296,4.363
160.782,3.714
160.9344,3.3015
161.0868,3.8191
161.2392,4.0198
161.3916,3.9873
161.544,3.6725
161.6964,3.3772
161.8488,2.7091
162.0012,2.7346
162.1536,3.7764
162.306,4.8043
162.4584,5.1536
162.6108,5.9008
162.7632,5.4915
162.9156,5.5515
163.068,4.4177
163.2204,4.5284
163.3728,4.3328
163.5252,4.6921
163.6776,4.3408
163.83,3.7241
163.9824,3.3102
164.1348,2.8579
164.2872,3.052
164.4396,3.0389
164.592,3.4863
164.7444,3.5764
164.8968,2.5928
165.0492,3.3613
165.2016,3.7364
165.354,3.888
165.5064,3.5276
165.6588,3.2694
165.8112,3.6913
165.9636,3.5128
166.116,3.6068
166.2684,3.0954
166.4208,3.042
166.5732,3.3483
166.7256,2.3912
166.878,2.7043
167.0304,2.3792
167.1828,2.8276
167.3352,3.3266
167.4876,3.0976
167.64,3.0099
167.7924,3.0337
167.9448,3.2555
168.0972,3.755
168.2496,3.9547
168.402,4.3317
168.5544,2.9891
168.7068,3.2411
168.8592,3.1874
169.0116,2.9255
169.164,3.6549
169.3164,4.149
169.4688,4.4407
169.6212,4.5349
169.7736,4.1871
169.926,5.358
170.0784,5.6683
170.2308,5.7044
170.3832,5.8321
170.5356,6.2022
170.688,5.8703
170.8404,5.2108
170.9928,6.6341
171.1452,6.6036
171.2976,7.0009
171.45,7.2413
171.6024,6.4051
171.7548,5.2352
171.9072,5.1666
172.0596,5.1523
172.212,4.5747
172.3644,4.7305
172.5168,5.0355
172.6692,3.6431
172.8216,3.3741
172.974,3.6289
173.1264,3.4014
173.2788,3.0072
173.4312,3.4762
173.5836,3.3484
173.736,3.1792
173.8884,3.1271
174.0408,3.1689
174.1932,2.5487
174.3456,2.6998
174.498,2.5305
174.6504,1.5749
174.8028,1.0587
174.9552,0.9017
175.1076,0.8392
175.26,0.6926
175.4124,0.6691
175.5648,1.0764
175.7172,1.323
175.8696,1.8471
176.022,1.8397
176.1744,2.6754
176.3268,3.2972
176.4792,3.3422
176.6316,4.6829
176.784,4.9278
176.9364,5.6208
177.0888,6.0964
177.2412,6.1591
177.3936,5.687
177.546,5.67
177.6984,6.301
177.8508,5.214
178.0032,4.7882
178.1556,4.7635
178.308,3.633
178.4604,3.3931
178.6128,3.0786
178.7652,4.2532
178.9176,4.5235
179.07,5.3997
179.2224,5.1291
179.3748,5.1544
179.5272,5.1939
179.6796,5.1954
179.832,5.5157
179.9844,6.1543
180.1368,6.6906
180.2892,6.5615
180.4416,5.7405
180.594,5.2902
180.7464,4.9606
180.8988,4.0556
181.0512,3.5726
181.2036,2.9377
181.356,2.1367
181.5084,1.2993
181.6608,0.2114
181.8132,0.314
181.9656,0.1491
182.118,0.3308
182.2704,-0.7481
182.4228,-0.7105
182.5752,0.0035
182.7276,0.5249
182.88,0.5961
183.0324,1.1205
183.1848,1.5141
183.3372,2.0556
183.4896,2.1673
183.642,2.5092
183.7944,2.7542
183.9468,4.4977
184.0992,5.5331
184.2516,5.0254
184.404,3.8909
184.5564,4.1978
184.7088,3.6897
184.8612,3.4309
185.0136,3.4697
185.166,3.2462
185.3184,3.2859
185.4708,2.5338
185.6232,2.1667
185.7756,1.5983
185.928,1.8663
186.0804,2.1932
186.2328,1.9962
186.3852,2.7614
186.5376,3.9184
186.69,3.3314
186.8424,2.8652
186.9948,2.3957
187.1472,2.1987
187.2996,2.008
187.452,1.6204
187.6044,2.1026
187.7568,2.2525
187.9092,2.5731
188.0616,2.1214
188.214,2.1312
188.3664,2.4735
188.5188,2.8259
188.6712,3.2827
188.8236,3.3246
188.976,3.5797
189.1284,4.0451
189.2808,3.6533
189.4332,3.8454
189.5856,3.6916
189.738,3.4359
189.8904,2.154
190.0428,2.0275
190.1952,2.1295
190.3476,2.1844
190.5,2.5417
190.6524,1.899
190.8048,1.3261
190.9572,1.5897
191.1096,1.8175
191.262,2.2582
191.4144,2.1744
191.5668,1.8046
191.7192,1.3907
191.8716,1.4389
192.024,1.2964
192.1764,1.2107
192.3288,1.5758
192.4812,1.5577
192.6336,1.5579
192.786,1.7358
192.9384,1.3984
193.0908,1.4557
193.2432,2.128
193.3956,2.2439
193.548,1.6741
193.7004,0.9104
193.8528,0.5786
194.0052,0.2035
194.1576,0.2125
194.31,0.5596
194.4624,0.5795
194.6148,0.5496
194.7672,0.6854
194.9196,0.1084
195.072,-0.0595
195.2244,0.3845
