"","depth_mm","Si"
"X916",91.5,2.16423357664234
"X917",91.6,2.32481751824818
"X918",91.7,2.15328467153285
"X919",91.8,2.15357142857143
"X920",91.9,2.14642857142857
"X921",92,2.19548872180451
"X922",92.1,2.16666666666667
"X923",92.2,2.23357664233577
"X924",92.3,2.16606498194946
"X925",92.4,2.15789473684211
"X926",92.5,2.24829931972789
"X927",92.6,2.08710801393728
"X928",92.7,2.30633802816901
"X929",92.8,2.20640569395018
"X930",92.9,2.1875
"X931",93,2.2013201320132
"X932",93.1,2.06825938566553
"X933",93.2,2.30208333333333
"X934",93.3,2.26460481099656
"X935",93.4,2.3205574912892
"X936",93.5,2.21875
"X937",93.6,2.30794701986755
"X938",93.7,2.12
"X939",93.8,2.1986531986532
"X940",93.9,2.2475884244373
"X941",94,2.22591362126246
"X942",94.1,2.1875
"X943",94.2,2.36065573770492
"X944",94.3,2.26885245901639
"X945",94.4,2.16053511705686
"X946",94.5,2.04560260586319
"X947",94.6,2.30536912751678
"X948",94.7,2.17901234567901
"X949",94.8,2.22222222222222
"X950",94.9,2.31632653061224
"X951",95,2.22635135135135
"X952",95.1,2.29299363057325
"X953",95.2,2.39090909090909
"X954",95.3,2.23384615384615
"X955",95.4,2.36050156739812
"X956",95.5,2.30886850152905
"X957",95.6,2.46913580246914
"X958",95.7,2.18991097922849
"X959",95.8,2.11455108359133
"X960",95.9,2.29969418960245
"X961",96,2.25892857142857
"X962",96.1,2.48484848484848
"X963",96.2,2.24925816023739
"X964",96.3,2.26567164179104
"X965",96.4,2.26726726726727
"X966",96.5,2.17014925373134
"X967",96.6,2.25072886297376
"X968",96.7,2.21383647798742
"X969",96.8,2.18575851393189
"X970",96.9,2.18292682926829
"X971",97,2.25981873111782
"X972",97.1,2.21114369501466
"X973",97.2,2.17629179331307
"X974",97.3,2.12612612612613
"X975",97.4,2.27761194029851
"X976",97.5,2.23913043478261
"X977",97.6,2.2370820668693
"X978",97.7,2.18885448916409
"X979",97.8,2.10324483775811
"X980",97.9,2.27522935779817
"X981",98,2.27156549520767
"X982",98.1,2.19648093841642
"X983",98.2,2.27761194029851
"X984",98.3,2.4
"X985",98.4,2.28571428571429
"X986",98.5,2.12391930835735
"X987",98.6,2.22683706070288
"X988",98.7,2.28181818181818
"X989",98.8,2.31518624641834
"X990",98.9,2.2416918429003
"X991",99,2.25936599423631
"X992",99.1,2.26392961876833
"X993",99.2,2.3900293255132
"X994",99.3,2.16184971098266
"X995",99.4,2.29705882352941
"X996",99.5,2.19345238095238
"X997",99.6,2.24624624624625
"X998",99.7,2.21621621621622
"X999",99.8,2.23723723723724
"X1000",99.9,2.26018808777429
"X1001",100,2.21875
"X1002",100.1,2.17455621301775
"X1003",100.2,2.24471299093656
"X1004",100.3,2.31360946745562
"X1005",100.4,2.34402332361516
"X1006",100.5,2.3905325443787
"X1007",100.6,2.26420454545455
"X1008",100.7,2.20795107033639
"X1009",100.8,2.16332378223496
"X1010",100.9,2.27428571428571
"X1011",101,2.27164179104478
"X1012",101.1,2.25825825825826
"X1013",101.2,2.24781341107872
"X1014",101.3,2.21220930232558
"X1015",101.4,2.21325648414986
"X1016",101.5,2.31157270029674
"X1017",101.6,2.33236994219653
"X1018",101.7,2.27728613569322
"X1019",101.8,2.15430267062315
"X1020",101.9,2.17563739376771
"X1021",102,2.14329268292683
"X1022",102.1,2.16666666666667
"X1023",102.2,2.05952380952381
"X1024",102.3,2.13753581661891
"X1025",102.4,2.24629080118694
"X1026",102.5,2.16320474777448
"X1027",102.6,2.2280701754386
"X1028",102.7,2.12111801242236
"X1029",102.8,2.26331360946746
"X1030",102.9,2.25936599423631
"X1031",103,2.21929824561404
"X1032",103.1,2.25958702064897
"X1033",103.2,2.18390804597701
"X1034",103.3,2.30678466076696
"X1035",103.4,2.10682492581602
"X1036",103.5,2.38938053097345
"X1037",103.6,2.20916905444126
"X1038",103.7,2.19590643274854
"X1039",103.8,2.32763532763533
"X1040",103.9,2.38616714697406
"X1041",104,2.40173410404624
"X1042",104.1,2.32267441860465
"X1043",104.2,2.22388059701493
"X1044",104.3,2.17528735632184
"X1045",104.4,2.2536023054755
"X1046",104.5,2.44897959183673
"X1047",104.6,2.38983050847458
"X1048",104.7,2.34510869565217
"X1049",104.8,2.25513196480938
"X1050",104.9,2.21194029850746
"X1051",105,2.16969696969697
"X1052",105.1,2.2
"X1053",105.2,2.08379888268156
"X1054",105.3,2.23511904761905
"X1055",105.4,2.14327485380117
"X1056",105.5,2.34005763688761
"X1057",105.6,2.11527377521614
"X1058",105.7,2.1858407079646
"X1059",105.8,2.16716417910448
"X1060",105.9,2.20771513353116
"X1061",106,2.17699115044248
"X1062",106.1,2.17836257309942
"X1063",106.2,2.19653179190751
"X1064",106.3,2.1839762611276
"X1065",106.4,2.27878787878788
"X1066",106.5,2.20552147239264
"X1067",106.6,2.15406976744186
"X1068",106.7,2.11815561959654
"X1069",106.8,2.23714285714286
"X1070",106.9,2.26724137931034
"X1071",107,2.23684210526316
"X1072",107.1,2.1858407079646
"X1073",107.2,2.2955223880597
"X1074",107.3,2.12609970674487
"X1075",107.4,2.21714285714286
"X1076",107.5,2.24489795918367
"X1077",107.6,2.202416918429
"X1078",107.7,2.21865889212828
"X1079",107.8,2.24852071005917
"X1080",107.9,2.3125
"X1081",108,2.17272727272727
"X1082",108.1,2.15170278637771
"X1083",108.2,2.26900584795322
"X1084",108.3,2.17210682492582
"X1085",108.4,2.25663716814159
"X1086",108.5,2.28307692307692
"X1087",108.6,2.11455108359133
"X1088",108.7,2.20625
"X1089",108.8,2.11337209302326
"X1090",108.9,2.16964285714286
"X1091",109,2.27586206896552
"X1092",109.1,2.26666666666667
"X1093",109.2,2.14018691588785
"X1094",109.3,2.17391304347826
"X1095",109.4,2.09120521172638
"X1096",109.5,2.27469135802469
"X1097",109.6,2.17629179331307
"X1098",109.7,2.23248407643312
"X1099",109.8,2.23824451410658
"X1100",109.9,2.12422360248447
"X1101",110,2.26479750778816
"X1102",110.1,2.284375
"X1103",110.2,2.27743902439024
"X1104",110.3,2.31189710610932
"X1105",110.4,2.17295597484277
"X1106",110.5,2.21495327102804
"X1107",110.6,2.31230283911672
"X1108",110.7,2.34405144694534
"X1109",110.8,2.27922077922078
"X1110",110.9,2.21405750798722
"X1111",111,2.17891373801917
"X1112",111.1,2.31528662420382
"X1113",111.2,2.17
"X1114",111.3,2.38853503184713
"X1115",111.4,2.27124183006536
"X1116",111.5,2.29206349206349
"X1117",111.6,2.21241830065359
"X1118",111.7,2.12925170068027
"X1119",111.8,2.10561056105611
"X1120",111.9,2.13804713804714
"X1121",112,2.17275747508306
"X1122",112.1,2.14236111111111
"X1123",112.2,2.18581081081081
"X1124",112.3,2.18088737201365
"X1125",112.4,2.25337837837838
"X1126",112.5,2.18088737201365
"X1127",112.6,2.17081850533808
"X1128",112.7,2.32129963898917
"X1129",112.8,2.21724137931034
"X1130",112.9,2.26388888888889
"X1131",113,2.16304347826087
"X1132",113.1,2.15625
"X1133",113.2,2.13879003558719
"X1134",113.3,2.18118466898955
"X1135",113.4,2.10984848484848
"X1136",113.5,2.07971014492754
"X1137",113.6,2.09225092250922
"X1138",113.7,2.31751824817518
"X1139",113.8,2.30545454545455
"X1140",113.9,2.25378787878788
"X1141",114,2.26492537313433
"X1142",114.1,2.17669172932331
"X1143",114.2,2.12307692307692
"X1144",114.3,2.19188191881919
"X1145",114.4,2.25
"X1146",114.5,2.182156133829
"X1147",114.6,2.10074626865672
"X1148",114.7,2.25
"X1149",114.8,2.14444444444444
"X1150",114.9,2.1978021978022
"X1151",115,2.38671875
"X1152",115.1,2.17647058823529
"X1153",115.2,2.24264705882353
"X1154",115.3,2.248
"X1155",115.4,2.2059925093633
"X1156",115.5,2.19465648854962
"X1157",115.6,2.31620553359684
"X1158",115.7,2.24045801526718
"X1159",115.8,2
"X1160",115.9,2.27651515151515
"X1161",116,2.20731707317073
"X1162",116.1,2.1793893129771
"X1163",116.2,2.13253012048193
"X1164",116.3,2.23456790123457
"X1165",116.4,2.2
"X1166",116.5,2.19915254237288
"X1167",116.6,2.171875
"X1168",116.7,2.17131474103586
"X1169",116.8,2.17355371900826
"X1170",116.9,2.09795918367347
"X1171",117,2.1359649122807
"X1172",117.1,2.13852813852814
"X1173",117.2,2.16740088105727
"X1174",117.3,2.12340425531915
"X1175",117.4,2.10909090909091
"X1176",117.5,2.28699551569507
"X1177",117.6,2.49308755760369
"X1178",117.7,2.16289592760181
"X1179",117.8,2.34513274336283
"X1180",117.9,2.23245614035088
"X1181",118,2.13617021276596
"X1182",118.1,2.15837104072398
"X1183",118.2,2.12017167381974
"X1184",118.3,2.16666666666667
"X1185",118.4,2.28260869565217
"X1186",118.5,2.19650655021834
"X1187",118.6,2.22666666666667
"X1188",118.7,2.14601769911504
"X1189",118.8,2.25
"X1190",118.9,2.20454545454545
"X1191",119,2.30530973451327
"X1192",119.1,2.21777777777778
"X1193",119.2,2.23144104803493
"X1194",119.3,2.00913242009132
"X1195",119.4,2.27659574468085
"X1196",119.5,2.25438596491228
"X1197",119.6,2.04017857142857
"X1198",119.7,2.31799163179916
"X1199",119.8,2.28138528138528
"X1200",119.9,2.21212121212121
"X1201",120,2.14285714285714
"X1202",120.1,2.20779220779221
"X1203",120.2,2.19004524886878
"X1204",120.3,2.26315789473684
"X1205",120.4,2.28508771929825
"X1206",120.5,2.16818181818182
"X1207",120.6,2.06578947368421
"X1208",120.7,2.2655601659751
"X1209",120.8,2
"X1210",120.9,2.18614718614719
"X1211",121,2.37962962962963
"X1212",121.1,2.08636363636364
"X1213",121.2,2.18723404255319
"X1214",121.3,2.20258620689655
"X1215",121.4,2.24888888888889
"X1216",121.5,2.30316742081448
"X1217",121.6,2.25114155251142
"X1218",121.7,2.2198275862069
"X1219",121.8,2.10504201680672
"X1220",121.9,2.41203703703704
"X1221",122,2.28384279475983
"X1222",122.1,2.2991452991453
"X1223",122.2,2.14018691588785
"X1224",122.3,2.2152466367713
"X1225",122.4,2.36206896551724
"X1226",122.5,2.18807339449541
"X1227",122.6,2.12727272727273
"X1228",122.7,2.13839285714286
"X1229",122.8,2.19823788546256
"X1230",122.9,2.20361990950226
"X1231",123,2.2
"X1232",123.1,2.125
"X1233",123.2,2.20909090909091
"X1234",123.3,2.07727272727273
"X1235",123.4,2.1712962962963
"X1236",123.5,2.12987012987013
"X1237",123.6,2.14847161572052
"X1238",123.7,2.27350427350427
"X1239",123.8,2.16593886462882
"X1240",123.9,2.15126050420168
"X1241",124,2.21052631578947
"X1242",124.1,2.39910313901345
"X1243",124.2,2.17272727272727
"X1244",124.3,2.26839826839827
"X1245",124.4,2.22466960352423
"X1246",124.5,2.23502304147465
"X1247",124.6,2.12616822429907
"X1248",124.7,2.18981481481481
"X1249",124.8,2.12068965517241
"X1250",124.9,2.25738396624473
"X1251",125,2.05128205128205
"X1252",125.1,2.20264317180617
"X1253",125.2,2.27555555555556
"X1254",125.3,2.1283185840708
"X1255",125.4,2.22026431718062
"X1256",125.5,2.10267857142857
"X1257",125.6,2.24888888888889
"X1258",125.7,2.14410480349345
"X1259",125.8,2.21198156682028
"X1260",125.9,2.19827586206897
"X1261",126,2.1228813559322
"X1262",126.1,2.21428571428571
"X1263",126.2,2.24463519313305
"X1264",126.3,2.29515418502203
"X1265",126.4,2.25550660792952
"X1266",126.5,2.17903930131004
"X1267",126.6,2.38683127572016
"X1268",126.7,2.20851063829787
"X1269",126.8,2.33920704845815
"X1270",126.9,2.07203389830508
"X1271",127,2.2304347826087
"X1272",127.1,2.2304347826087
"X1273",127.2,2.32051282051282
"X1274",127.3,2.26431718061674
"X1275",127.4,2.26905829596413
"X1276",127.5,2.18834080717489
"X1277",127.6,2.25751072961373
"X1278",127.7,2.20600858369099
"X1279",127.8,2.25225225225225
"X1280",127.9,2.22321428571429
"X1281",128,2.24561403508772
"X1282",128.1,2.19911504424779
"X1283",128.2,2.16589861751152
"X1284",128.3,2.06751054852321
"X1285",128.4,2.26582278481013
"X1286",128.5,2.11711711711712
"X1287",128.6,2.2936170212766
"X1288",128.7,2.26126126126126
"X1289",128.8,2.18965517241379
"X1290",128.9,2.34913793103448
"X1291",129,2.17777777777778
"X1292",129.1,2.12719298245614
"X1293",129.2,2.23684210526316
"X1294",129.3,2.28755364806867
"X1295",129.4,2.24358974358974
"X1296",129.5,2.25892857142857
"X1297",129.6,2.33181818181818
"X1298",129.7,2.12162162162162
"X1299",129.8,2.16386554621849
"X1300",129.9,2.17194570135747
"X1301",130,2.0875
"X1302",130.1,2.2563025210084
"X1303",130.2,2.17621145374449
"X1304",130.3,2.15
"X1305",130.4,2.17721518987342
"X1306",130.5,2.18421052631579
"X1307",130.6,2.28085106382979
"X1308",130.7,2.26637554585153
"X1309",130.8,2.22844827586207
"X1310",130.9,2.26548672566372
"X1311",131,2.16017316017316
"X1312",131.1,2.25652173913043
"X1313",131.2,2.09649122807018
"X1314",131.3,2.14473684210526
"X1315",131.4,2.25862068965517
"X1316",131.5,2.08823529411765
"X1317",131.6,1.97247706422018
"X1318",131.7,2.20264317180617
"X1319",131.8,2.05855855855856
"X1320",131.9,2.35023041474654
"X1321",132,2.19090909090909
"X1322",132.1,2.16740088105727
"X1323",132.2,2.03111111111111
"X1324",132.3,2.2280701754386
"X1325",132.4,2.11555555555556
"X1326",132.5,2.19457013574661
"X1327",132.6,2.29613733905579
"X1328",132.7,2.3018018018018
"X1329",132.8,2.33636363636364
"X1330",132.9,2.09734513274336
"X1331",133,2.24576271186441
"X1332",133.1,2.15652173913043
"X1333",133.2,2.30131004366812
"X1334",133.3,2.03478260869565
"X1335",133.4,2.12931034482759
"X1336",133.5,2.12227074235808
"X1337",133.6,2.21645021645022
"X1338",133.7,2.17699115044248
"X1339",133.8,2.16901408450704
"X1340",133.9,2.24324324324324
"X1341",134,2.23333333333333
"X1342",134.1,2.16170212765957
"X1343",134.2,2.29004329004329
"X1344",134.3,2.23181818181818
"X1345",134.4,2.14912280701754
"X1346",134.5,2.27014218009479
"X1347",134.6,2.32579185520362
"X1348",134.7,2.18407960199005
"X1349",134.8,2.13714285714286
"X1350",134.9,2.34131736526946
"X1351",135,2.25882352941176
"X1352",135.1,2.17919075144509
"X1353",135.2,2.27717391304348
"X1354",135.3,2.11979166666667
"X1355",135.4,2.16417910447761
"X1356",135.5,2.38864628820961
"X1357",135.6,2.33031674208145
"X1358",135.7,2.2037037037037
"X1359",135.8,2.31963470319635
"X1360",135.9,2.24423963133641
"X1361",136,2.1924882629108
"X1362",136.1,2.13023255813953
"X1363",136.2,2.08252427184466
"X1364",136.3,2.26851851851852
"X1365",136.4,2.17788461538462
"X1366",136.5,2.20952380952381
"X1367",136.6,2.16346153846154
"X1368",136.7,2.24311926605505
"X1369",136.8,2.13744075829384
"X1370",136.9,2.21860465116279
"X1371",137,2.22439024390244
"X1372",137.1,2.29223744292237
"X1373",137.2,2.34761904761905
"X1374",137.3,2.13300492610837
"X1375",137.4,2.3551912568306
"X1376",137.5,2.11728395061728
"X1377",137.6,2.27777777777778
"X1378",137.7,2.41216216216216
"X1379",137.8,2.37349397590361
"X1380",137.9,2.36994219653179
"X1381",138,2.08021390374332
"X1382",138.1,2.13541666666667
"X1383",138.2,2.37837837837838
"X1384",138.3,2.04188481675393
"X1385",138.4,2.17766497461929
"X1386",138.5,2.29611650485437
"X1387",138.6,2.29090909090909
"X1388",138.7,2.33488372093023
"X1389",138.8,2.16203703703704
"X1390",138.9,2.19383259911894
"X1391",139,2.24107142857143
"X1392",139.1,2.24886877828054
"X1393",139.2,2.29816513761468
"X1394",139.3,2.22018348623853
"X1395",139.4,2.42543859649123
"X1396",139.5,2.22881355932203
"X1397",139.6,2.38197424892704
"X1398",139.7,2.25560538116592
"X1399",139.8,2.29004329004329
"X1400",139.9,2.18723404255319
"X1401",140,2.31330472103004
"X1402",140.1,2.31535269709544
"X1403",140.2,2.3
"X1404",140.3,2.18018018018018
"X1405",140.4,2.27004219409283
"X1406",140.5,2.20888888888889
"X1407",140.6,2.34309623430962
"X1408",140.7,2.24122807017544
"X1409",140.8,2.2
"X1410",140.9,2.36286919831224
"X1411",141,2.28384279475983
"X1412",141.1,2.26146788990826
"X1413",141.2,2.36160714285714
"X1414",141.3,2.38260869565217
"X1415",141.4,2.3030303030303
"X1416",141.5,2.26086956521739
"X1417",141.6,2.29184549356223
"X1418",141.7,2.20175438596491
"X1419",141.8,2.17621145374449
"X1420",141.9,2.14847161572052
"X1421",142,2.17596566523605
"X1422",142.1,2.16595744680851
"X1423",142.2,2.30357142857143
"X1424",142.3,2.41964285714286
"X1425",142.4,2.40434782608696
"X1426",142.5,2.28947368421053
"X1427",142.6,2.36073059360731
"X1428",142.7,2.20814479638009
"X1429",142.8,2.125
"X1430",142.9,2.17194570135747
"X1431",143,2.02553191489362
"X1432",143.1,2.15315315315315
"X1433",143.2,2.17117117117117
"X1434",143.3,2.20524017467249
"X1435",143.4,2.26406926406926
"X1436",143.5,2.13478260869565
"X1437",143.6,2.1528384279476
"X1438",143.7,2.14847161572052
"X1439",143.8,2.22171945701357
"X1440",143.9,2.10775862068966
"X1441",144,2.15277777777778
"X1442",144.1,2.15418502202643
"X1443",144.2,2.12444444444444
"X1444",144.3,2.2
"X1445",144.4,2.20171673819742
"X1446",144.5,2.29357798165138
"X1447",144.6,2.19266055045872
"X1448",144.7,2.34497816593886
"X1449",144.8,2.13656387665198
"X1450",144.9,2.21940928270042
"X1451",145,2.26200873362445
"X1452",145.1,2.1025641025641
"X1453",145.2,2.15418502202643
"X1454",145.3,2.11061946902655
"X1455",145.4,2.20779220779221
"X1456",145.5,2.16299559471366
"X1457",145.6,2.25217391304348
"X1458",145.7,2.21198156682028
"X1459",145.8,2.20524017467249
"X1460",145.9,2.41810344827586
"X1461",146,2.27426160337553
"X1462",146.1,2.17256637168142
"X1463",146.2,2.34529147982063
"X1464",146.3,2.25764192139738
"X1465",146.4,2.2648401826484
"X1466",146.5,2.11061946902655
"X1467",146.6,2.4070796460177
"X1468",146.7,2.29515418502203
"X1469",146.8,2.32599118942731
"X1470",146.9,2.35652173913043
"X1471",147,2.12719298245614
"X1472",147.1,2.1244635193133
"X1473",147.2,2.02232142857143
"X1474",147.3,2.16666666666667
"X1475",147.4,2.16810344827586
"X1476",147.5,2.17167381974249
"X1477",147.6,2.25217391304348
"X1478",147.7,2.32876712328767
"X1479",147.8,2.07423580786026
"X1480",147.9,2.03463203463203
"X1481",148,2.27232142857143
"X1482",148.1,2.28632478632479
"X1483",148.2,2.13364055299539
"X1484",148.3,2.20627802690583
"X1485",148.4,2.28451882845188
"X1486",148.5,2.35746606334842
"X1487",148.6,2.28138528138528
"X1488",148.7,2.40969162995595
"X1489",148.8,2.25217391304348
"X1490",148.9,2.26582278481013
"X1491",149,2.29955947136564
"X1492",149.1,2.43534482758621
"X1493",149.2,2.25316455696203
"X1494",149.3,2.21759259259259
"X1495",149.4,2.16521739130435
"X1496",149.5,2.41409691629956
"X1497",149.6,2.31390134529148
"X1498",149.7,2.25925925925926
"X1499",149.8,2.20089285714286
"X1500",149.9,2.29310344827586
"X1501",150,2.31981981981982
"X1502",150.1,2.11587982832618
"X1503",150.2,2.12162162162162
"X1504",150.3,2.21777777777778
"X1505",150.4,2.31168831168831
"X1506",150.5,2.15596330275229
"X1507",150.6,2.21397379912664
"X1508",150.7,2.10222222222222
"X1509",150.8,2.22881355932203
"X1510",150.9,2.33050847457627
"X1511",151,2.38914027149321
"X1512",151.1,2.3785046728972
"X1513",151.2,2.17674418604651
"X1514",151.3,2.2801724137931
"X1515",151.4,2.42105263157895
"X1516",151.5,2.38839285714286
"X1517",151.6,2.3568281938326
"X1518",151.7,2.25764192139738
"X1519",151.8,2.23744292237443
"X1520",151.9,2.31004366812227
"X1521",152,2.16299559471366
"X1522",152.1,2.13452914798206
"X1523",152.2,2.19047619047619
"X1524",152.3,2.24347826086957
"X1525",152.4,2.27354260089686
"X1526",152.5,2.33181818181818
"X1527",152.6,2.28384279475983
"X1528",152.7,2.15217391304348
"X1529",152.8,2.1038961038961
"X1530",152.9,2.13913043478261
"X1531",153,2.16086956521739
"X1532",153.1,2.32894736842105
"X1533",153.2,2.33185840707965
"X1534",153.3,2.21973094170404
"X1535",153.4,2.21333333333333
"X1536",153.5,2.20600858369099
"X1537",153.6,2.29694323144105
"X1538",153.7,2.13157894736842
"X1539",153.8,2.19421487603306
"X1540",153.9,2.18260869565217
"X1541",154,2.11160714285714
"X1542",154.1,2.20089285714286
"X1543",154.2,2.20283018867925
"X1544",154.3,2.12903225806452
"X1545",154.4,2.25862068965517
"X1546",154.5,2.15929203539823
"X1547",154.6,2.37442922374429
"X1548",154.7,2.13333333333333
"X1549",154.8,2.14018691588785
"X1550",154.9,2.20444444444444
"X1551",155,2.22127659574468
"X1552",155.1,2.24770642201835
"X1553",155.2,2.04932735426009
"X1554",155.3,2.11587982832618
"X1555",155.4,2.09459459459459
"X1556",155.5,2.21459227467811
"X1557",155.6,2.19178082191781
"X1558",155.7,2.18942731277533
"X1559",155.8,2.26068376068376
"X1560",155.9,2.38009049773756
"X1561",156,2.13913043478261
"X1562",156.1,2.22077922077922
"X1563",156.2,2.03879310344828
"X1564",156.3,2.24553571428571
"X1565",156.4,2.22907488986784
"X1566",156.5,2.05579399141631
"X1567",156.6,2.1673640167364
"X1568",156.7,2.29184549356223
"X1569",156.8,2.35454545454545
"X1570",156.9,2.08888888888889
"X1571",157,2.27753303964758
"X1572",157.1,2.15981735159817
"X1573",157.2,2.21929824561404
"X1574",157.3,2.24229074889868
"X1575",157.4,2.21794871794872
"X1576",157.5,2.15720524017467
"X1577",157.6,2.19555555555556
"X1578",157.7,2.18297872340426
"X1579",157.8,2.17410714285714
"X1580",157.9,2.24568965517241
"X1581",158,2.22727272727273
"X1582",158.1,2.15555555555556
"X1583",158.2,2.33482142857143
"X1584",158.3,2.23766816143498
"X1585",158.4,2.25641025641026
"X1586",158.5,2.12775330396476
"X1587",158.6,2.29787234042553
"X1588",158.7,2.23430962343096
"X1589",158.8,2.2695652173913
"X1590",158.9,2.2008547008547
"X1591",159,2.13419913419913
"X1592",159.1,2.2152466367713
"X1593",159.2,2.30454545454545
"X1594",159.3,2.21212121212121
"X1595",159.4,2.33035714285714
"X1596",159.5,2.25333333333333
"X1597",159.6,2.31601731601732
"X1598",159.7,2.34361233480176
"X1599",159.8,2.16591928251121
"X1600",159.9,2.27826086956522
"X1601",160,2.15584415584416
"X1602",160.1,2.11739130434783
"X1603",160.2,2.31555555555556
"X1604",160.3,2.27354260089686
"X1605",160.4,2.44495412844037
"X1606",160.5,2.37444933920705
"X1607",160.6,2.19665271966527
"X1608",160.7,2.1889400921659
"X1609",160.8,2.1047619047619
"X1610",160.9,2.18141592920354
"X1611",161,2.19823788546256
"X1612",161.1,2.05381165919283
"X1613",161.2,2.14163090128755
"X1614",161.3,2.2152466367713
"X1615",161.4,2.35344827586207
"X1616",161.5,2.08333333333333
"X1617",161.6,2.2
"X1618",161.7,2.24122807017544
"X1619",161.8,2.17699115044248
"X1620",161.9,2.25821596244131
"X1621",162,2.215859030837
"X1622",162.1,2.05508474576271
"X1623",162.2,2.07762557077626
"X1624",162.3,2.21681415929204
"X1625",162.4,2.16666666666667
"X1626",162.5,2.36752136752137
"X1627",162.6,2.3304347826087
"X1628",162.7,2.26724137931034
"X1629",162.8,2.22972972972973
"X1630",162.9,2.28384279475983
"X1631",163,2.15416666666667
"X1632",163.1,2.17889908256881
"X1633",163.2,2.19831223628692
"X1634",163.3,2.18828451882845
"X1635",163.4,2.28125
"X1636",163.5,2.19457013574661
"X1637",163.6,2.33189655172414
"X1638",163.7,2.23766816143498
"X1639",163.8,2.15086206896552
"X1640",163.9,2.16143497757848
"X1641",164,2.21428571428571
"X1642",164.1,2.10548523206751
"X1643",164.2,2.21940928270042
"X1644",164.3,2.17194570135747
"X1645",164.4,2.23206751054852
"X1646",164.5,2.13122171945701
"X1647",164.6,2.28085106382979
"X1648",164.7,2.25333333333333
"X1649",164.8,2.16666666666667
"X1650",164.9,2.35714285714286
"X1651",165,2.14977973568282
"X1652",165.1,2.13615023474178
"X1653",165.2,2.26582278481013
"X1654",165.3,2.05333333333333
"X1655",165.4,2.17672413793103
"X1656",165.5,2.02714932126697
"X1657",165.6,2.21171171171171
"X1658",165.7,2.22368421052632
"X1659",165.8,2.12719298245614
"X1660",165.9,2.27188940092166
"X1661",166,2.06637168141593
"X1662",166.1,2.37719298245614
"X1663",166.2,2.32188841201717
"X1664",166.3,2.13362068965517
"X1665",166.4,2.14912280701754
"X1666",166.5,2.17167381974249
"X1667",166.6,2.21052631578947
"X1668",166.7,2.2928870292887
"X1669",166.8,2.31221719457014
"X1670",166.9,2.22707423580786
"X1671",167,2.30263157894737
"X1672",167.1,2.28205128205128
"X1673",167.2,2.1875
"X1674",167.3,2.26521739130435
"X1675",167.4,2.18723404255319
"X1676",167.5,2.19026548672566
"X1677",167.6,2.16883116883117
"X1678",167.7,2.1906779661017
"X1679",167.8,2.25806451612903
"X1680",167.9,2.10548523206751
"X1681",168,2.09090909090909
"X1682",168.1,2.18385650224215
"X1683",168.2,2.20982142857143
"X1684",168.3,2.23041474654378
"X1685",168.4,2.18595041322314
"X1686",168.5,2.2579185520362
"X1687",168.6,2.0952380952381
"X1688",168.7,2.20175438596491
"X1689",168.8,2.25877192982456
"X1690",168.9,2.15833333333333
"X1691",169,2.08510638297872
"X1692",169.1,2.25833333333333
"X1693",169.2,2.27426160337553
"X1694",169.3,2.22270742358079
"X1695",169.4,2.20171673819742
"X1696",169.5,2.2695652173913
"X1697",169.6,2.32911392405063
"X1698",169.7,2.15652173913043
"X1699",169.8,2.20704845814978
"X1700",169.9,2.09243697478992
"X1701",170,2.23788546255507
"X1702",170.1,2.09502262443439
"X1703",170.2,2.16591928251121
"X1704",170.3,2.19130434782609
"X1705",170.4,2.19736842105263
"X1706",170.5,2.34934497816594
"X1707",170.6,2.26754385964912
"X1708",170.7,2.15350877192982
"X1709",170.8,2.14798206278027
"X1710",170.9,2.48888888888889
"X1711",171,2.22666666666667
"X1712",171.1,2.18292682926829
"X1713",171.2,2.18025751072961
"X1714",171.3,2.29059829059829
"X1715",171.4,2.36
"X1716",171.5,2.25531914893617
"X1717",171.6,2.33891213389121
"X1718",171.7,2.28991596638655
"X1719",171.8,2.30837004405286
"X1720",171.9,2.42857142857143
"X1721",172,2.2152466367713
"X1722",172.1,2.3568281938326
"X1723",172.2,2.16666666666667
"X1724",172.3,2.23175965665236
"X1725",172.4,2.24691358024691
"X1726",172.5,2.16738197424893
"X1727",172.6,2.17355371900826
"X1728",172.7,2.21848739495798
"X1729",172.8,2.41739130434783
"X1730",172.9,2.18333333333333
"X1731",173,2.28936170212766
"X1732",173.1,2.40888888888889
"X1733",173.2,2.3056768558952
"X1734",173.3,2.36708860759494
"X1735",173.4,2.24242424242424
"X1736",173.5,2.33928571428571
"X1737",173.6,2.23893805309735
"X1738",173.7,2.26068376068376
"X1739",173.8,2.3801652892562
"X1740",173.9,2.23913043478261
"X1741",174,2.16143497757848
"X1742",174.1,2.26754385964912
"X1743",174.2,2.2152466367713
"X1744",174.3,2.32300884955752
"X1745",174.4,2.27601809954751
"X1746",174.5,2.1587982832618
"X1747",174.6,2.15418502202643
"X1748",174.7,2.18421052631579
"X1749",174.8,2.22784810126582
"X1750",174.9,2.14537444933921
"X1751",175,2.20614035087719
"X1752",175.1,2.15966386554622
"X1753",175.2,2.14225941422594
"X1754",175.3,2.08898305084746
"X1755",175.4,2.33480176211454
"X1756",175.5,2.21266968325792
"X1757",175.6,2.26106194690265
"X1758",175.7,2.39748953974895
"X1759",175.8,2.30666666666667
"X1760",175.9,2.289592760181
