"Measured Depth","Gamma-Ray log"
581.2535,18.6097
581.406,19.01874
581.5583,19.10669
581.7108,19.5649
581.8632,20.25089
582.0155,19.91035
582.168,19.97916
582.3203,20.51024
582.4728,20.24397
582.6251,20.79233
582.7776,21.34546
582.9299,21.66489
583.0824,20.98807
583.2347,19.26352
583.3872,18.91769
583.5396,18.86006
583.692,18.1553
583.8444,17.20769
583.9967,15.84872
584.1492,15.90923
584.3015,16.40114
584.454,17.47981
584.6063,19.54128
584.7588,20.48511
584.9111,20.5773
585.0636,20.29816
585.2159,20.14542
585.3684,20.20993
585.5208,19.37242
585.6732,18.87622
585.8256,19.17833
585.9779,19.88721
586.1304,21.21019
586.2827,21.16711
586.4352,19.72533
586.5875,18.93129
586.74,18.51042
586.8923,18.33594
587.0448,18.40892
587.1971,18.90611
587.3496,19.89986
587.502,20.63881
587.6544,21.25296
587.8068,21.3076
587.9591,21.9077
588.1116,22.68323
588.2639,23.3017
588.4164,23.9305
588.5687,24.30031
588.7212,23.68541
588.8735,21.62256
589.026,19.96368
589.1783,19.61723
589.3308,19.91481
589.4832,20.85735
589.6356,21.18993
589.788,21.38954
589.9403,21.76152
590.0928,22.16594
590.2451,22.79802
590.3976,22.71002
590.5499,22.46759
590.7024,22.92386
590.8547,23.40486
591.0072,23.31548
591.1595,22.50653
591.312,21.3369
591.4644,20.34569
591.6168,19.97939
591.7692,20.15952
591.9215,20.08418
592.074,19.95561
592.2263,19.75873
592.3788,19.57645
592.5311,19.45898
592.6836,20.09978
592.8359,19.75078
592.9884,18.68709
593.1407,19.05846
593.2932,18.57141
593.4456,17.60289
593.5979,17.43811
593.7504,17.23209
593.9027,16.56158
594.0552,16.62166
594.2075,16.89455
594.36,17.21367
594.5123,18.46817
594.6648,18.37585
594.8171,17.57562
594.9696,17.87125
595.1219,18.37039
595.2744,18.13739
595.4268,17.71826
595.5791,18.75998
595.7316,20.63446
595.8839,21.75572
596.0364,22.59094
596.1887,24.13626
596.3412,27.0853
596.4935,29.04375
596.646,31.81393
596.7983,33.50266
596.9508,34.47763
597.1031,34.65155
597.2556,34.16031
597.408,32.91296
597.5603,31.27948
597.7128,29.6946
597.8651,27.92372
598.0176,26.56693
598.1699,24.99542
598.3224,24.59656
598.4747,24.37819
598.6272,24.24049
598.7795,23.78525
598.932,22.84891
599.0844,20.13159
599.2368,17.93451
599.3892,17.75128
599.5415,17.26869
599.694,16.51585
599.8463,16.83711
599.9988,17.95746
600.1511,18.05418
600.3036,17.49754
600.4559,17.73241
600.6084,18.31224
600.7607,18.71709
600.9132,18.57529
601.0656,19.39723
601.218,20.11969
601.3704,20.00902
601.5227,18.95474
601.6752,17.90266
601.8275,17.63432
601.98,17.74867
602.1323,17.63339
602.2848,17.44031
602.4371,16.95786
602.5896,16.39336
602.7419,16.22284
602.8944,16.50537
603.0468,16.80595
603.1992,16.94765
603.3516,16.97441
603.5039,17.01335
603.6564,16.81216
603.8087,16.56441
603.9612,16.67279
604.1135,16.94661
604.266,16.42101
604.4183,15.36013
604.5708,14.12794
604.7231,15.31286
604.8756,16.71831
605.028,16.87474
605.1804,16.89873
605.3328,17.24081
605.4851,16.78894
605.6376,16.22383
605.7899,16.06337
605.9424,16.60272
606.0947,17.38158
606.2472,18.85332
606.3995,19.73763
606.552,20.68391
606.7043,20.87106
606.8568,20.4823
607.0092,19.25197
607.1616,17.88454
607.314,17.74547
607.4663,17.71515
607.6188,17.73259
607.7711,18.31601
607.9236,19.52589
608.0759,20.37906
608.2284,21.97414
608.3807,22.66063
608.5332,22.88393
608.6855,22.44241
608.838,21.52681
608.9904,21.97675
609.1428,21.77684
609.2952,21.57881
609.4475,20.97266
609.6,20.32683
609.7523,19.74799
609.9048,19.29886
610.0571,18.8391
610.2096,18.3175
610.3619,18.19113
610.5144,18.48357
610.6667,20.49203
610.8192,22.92308
610.9716,24.14331
611.1239,24.34138
611.2764,23.73277
611.4287,23.29622
611.5812,22.99957
611.7335,22.8076
611.886,22.56168
612.0383,22.50839
612.1908,22.80574
612.3431,23.16634
612.4956,23.44048
612.6479,23.26443
612.8004,23.39459
612.9528,24.07881
613.1051,24.80716
613.2576,25.68678
613.4099,26.65161
613.5624,27.67207
613.7147,28.5295
613.8672,29.45419
614.0195,29.92068
614.172,30.34598
614.3243,31.24918
614.4768,33.01859
614.6292,33.56519
614.7816,33.74915
614.934,32.82138
615.0863,31.54143
615.2388,32.15649
615.3911,32.24771
615.5436,31.45778
615.6959,30.3598
615.8484,28.80782
616.0007,27.59592
616.1532,27.46944
616.3055,29.26431
616.458,29.88925
616.6104,29.99347
616.7628,29.88625
616.9152,29.6526
617.0675,29.46503
617.22,29.39651
617.3723,29.13164
617.5248,28.31912
617.6771,28.22586
617.8296,28.81032
617.9819,29.64687
618.1344,31.00957
618.2867,32.85922
618.4392,35.27753
618.5916,37.40494
618.744,38.41345
618.8964,38.26096
619.0487,37.80972
619.2012,37.97876
619.3535,38.05667
619.506,39.0325
619.6583,41.58112
619.8108,44.08719
619.9631,44.92801
620.1156,44.15814
620.2679,41.69696
620.4204,38.74387
620.5728,36.29367
620.7252,34.77371
620.8776,35.22287
621.0299,35.05264
621.1824,33.12668
621.3347,30.59564
621.4872,28.0394
621.6395,26.39136
621.792,27.14699
621.9443,28.27975
622.0968,29.25287
622.2491,31.03094
622.4016,32.43246
622.554,33.62833
622.7064,35.72772
622.8588,37.31219
623.0111,37.18887
623.1636,34.78253
623.3159,33.03662
623.4684,34.17148
623.6207,38.26395
623.7732,39.26672
623.9255,38.45151
624.078,37.84598
624.2303,37.54514
624.3828,37.54861
624.5352,37.74994
624.6876,37.24969
624.84,36.48358
624.9923,35.0274
625.1448,33.85379
625.2971,33.28326
625.4496,31.68185
625.6019,29.97566
625.7544,28.48898
625.9067,27.34781
626.0592,25.99649
626.2115,24.58421
626.364,23.99779
626.5164,24.00085
626.6687,24.43314
626.8212,25.42552
626.9735,26.53325
627.126,27.76247
627.2783,29.21629
627.4308,30.82806
627.5831,34.00598
627.7356,35.86801
627.8879,37.32883
628.0404,38.37158
628.1927,39.38654
628.3452,41.10208
628.4976,41.8063
628.6499,41.31049
628.8024,39.24139
628.9547,38.06244
629.1072,37.22528
629.2595,36.35764
629.412,34.68005
629.5643,33.44843
629.7168,33.33981
629.8691,33.69724
630.0216,34.6214
630.174,35.42661
630.3264,35.89264
630.4788,35.99054
630.6311,35.70621
630.7836,34.43091
630.9359,31.91998
631.0884,28.27325
631.2407,25.65422
631.3932,25.05643
631.5455,24.72615
631.698,24.49861
631.8503,24.10518
632.0028,23.20203
632.1552,21.58675
632.3076,18.80244
632.46,17.89932
632.6123,18.25975
632.7648,18.38164
632.9171,18.39468
633.0696,18.59996
633.2219,19.11041
633.3744,19.22186
633.5267,18.9073
633.6792,18.35408
633.8315,15.10538
633.984,12.49152
634.1364,13.18743
634.2888,14.52032
634.4412,15.13452
634.5935,15.47897
634.746,15.42455
634.8983,14.23267
635.0508,13.19993
635.2031,12.72133
635.3556,12.83191
635.5079,13.06808
635.6604,12.93025
635.8127,12.67244
635.9652,12.56803
636.1176,13.06164
636.27,14.84911
636.4224,16.05594
636.5747,16.40375
636.7272,16.54698
636.8795,15.82923
637.032,14.88398
637.1843,16.09467
637.3368,18.28061
637.4891,20.31219
637.6416,20.15907
637.7939,19.60558
637.9464,18.94281
638.0988,18.05029
638.2512,16.72273
638.4036,15.50803
638.5559,14.44961
638.7084,14.40358
638.8607,14.79407
639.0132,15.35688
639.1655,15.84563
639.318,16.71861
639.4703,16.89496
639.6228,17.30121
639.7751,17.84982
639.9276,17.77605
640.08,17.45885
640.2324,18.03294
640.3848,18.84843
640.5371,19.24556
640.6896,19.49596
640.8419,20.02515
640.9944,20.6505
641.1467,22.47797
641.2992,23.54797
641.4515,24.47116
641.604,25.27684
641.7563,25.74068
641.9088,25.86169
642.0612,25.85555
642.2135,25.15941
642.366,24.49019
642.5183,23.93268
642.6708,23.36787
642.8231,22.17534
642.9756,20.89865
643.1279,21.45293
643.2804,21.82956
643.4327,21.70724
643.5852,21.85263
643.7375,21.10266
643.89,18.37495
644.0424,16.89621
644.1947,17.58134
644.3472,18.07729
644.4995,18.54326
644.652,19.54529
644.8043,21.11572
644.9568,21.15555
645.1091,19.94548
645.2616,20.08224
645.4139,20.09213
645.5664,20.1248
645.7188,20.33226
645.8712,20.57382
646.0236,20.79832
646.1759,21.10168
646.3284,21.48097
646.4807,21.6021
646.6332,21.74973
646.7855,23.39323
646.938,23.85416
647.0903,23.49919
647.2428,23.3036
647.3951,23.70679
647.5476,24.76103
647.7,25.51065
647.8524,26.03516
648.0048,25.71027
648.1571,25.21649
648.3096,25.08339
648.4619,25.02713
648.6144,25.44217
648.7667,26.31854
648.9192,27.25955
649.0715,27.43214
649.224,27.33038
649.3763,27.06837
649.5288,26.65457
649.6812,26.33034
649.8336,26.02689
649.986,25.61073
650.1383,25.21519
650.2908,25.14919
650.4431,25.47928
650.5956,26.68329
650.7479,27.11754
650.9004,26.51125
651.0527,25.04449
651.2052,23.58302
651.3575,23.44296
651.51,24.47878
651.6624,23.8416
651.8148,23.68408
651.9672,24.02814
652.1195,24.88147
652.272,26.4444
652.4243,27.22539
652.5768,27.31862
652.7291,27.56647
652.8816,27.14362
653.0339,27.26271
653.1864,27.09384
653.3387,25.49762
653.4912,23.96201
653.6436,22.88445
653.796,23.29579
653.9484,24.6701
654.1007,25.25963
654.2532,25.53946
654.4055,25.3744
654.558,25.21939
654.7103,25.31975
654.8628,25.61281
655.0151,25.85004
655.1676,25.59447
655.3199,25.48758
655.4724,25.51981
655.6248,25.43961
655.7772,25.05092
655.9296,24.61761
656.0819,24.10156
656.2344,23.19029
656.3867,23.96429
656.5392,22.92148
656.6915,22.29257
656.844,22.65343
656.9963,22.42987
657.1488,21.96649
657.3011,20.84888
657.4536,20.25163
657.606,20.10023
657.7584,19.97971
657.9108,19.96384
658.0631,20.47563
658.2156,21.13539
658.3679,22.0248
658.5204,22.94539
658.6727,22.89127
658.8252,22.56711
658.9775,22.15228
659.13,21.91937
659.2823,21.74861
659.4348,21.25861
659.5872,20.58824
659.7395,21.17154
659.892,21.3098
660.0443,20.51357
660.1968,20.56816
660.3491,21.04588
660.5016,21.78302
660.6539,22.4023
660.8064,22.9984
660.9587,23.4127
661.1112,23.39375
661.2635,23.33896
661.416,22.68254
661.5684,21.74844
661.7207,20.38455
661.8732,19.33231
662.0255,17.79584
662.178,17.57512
662.3303,18.2049
662.4828,19.61578
662.6351,21.09343
662.7876,21.43277
662.9399,21.74658
663.0924,22.57368
663.2448,21.4828
663.3972,20.51144
663.5496,20.52043
663.7019,22.15266
663.8544,23.04147
664.0067,22.79492
664.1592,21.54562
664.3115,20.35822
664.464,20.43152
664.6163,20.56323
664.7688,19.77206
664.9211,18.96941
665.0736,18.32541
665.226,17.45148
665.3784,17.19211
665.5308,17.17355
665.6831,17.07288
665.8356,16.26404
665.9879,15.60809
666.1404,15.93959
666.2927,16.24004
666.4452,16.30721
666.5975,16.68578
666.75,17.32413
666.9023,17.59862
667.0548,19.18613
667.2072,18.8976
667.3596,18.30434
667.512,18.43629
667.6643,17.84315
667.8168,16.79755
667.9691,16.73517
668.1216,18.81422
668.2739,19.6683
668.4264,19.21884
668.5787,19.17065
668.7312,19.97885
668.8835,20.65759
669.036,20.63631
669.1884,20.35242
669.3408,20.32787
669.4932,21.52348
669.6455,23.55812
669.798,26.46796
669.9503,28.85379
670.1028,29.62199
670.2551,29.01817
670.4076,29.50154
670.5599,28.98125
670.7124,28.89777
670.8647,28.52292
671.0172,27.64661
671.1696,26.44856
671.322,24.77687
671.4744,23.87894
671.6267,22.66527
671.7792,21.12357
671.9315,20.60953
672.084,19.93506
672.2363,19.91412
672.3888,20.27776
672.5411,20.42398
672.6936,21.00914
672.8459,20.97644
672.9984,20.58286
673.1508,20.68178
673.3032,20.28287
673.4556,19.44655
673.6079,18.58269
673.7604,17.0206
673.9127,16.89417
674.0652,17.17149
674.2175,17.40746
674.37,18.24382
674.5223,18.41505
674.6748,18.53848
674.8271,18.49055
674.9796,18.65648
675.132,19.47958
675.2843,21.31859
675.4368,21.99789
675.5891,22.03394
675.7416,22.06662
675.8939,22.56819
676.0464,23.04813
676.1987,23.20857
676.3512,22.98991
676.5035,22.84366
676.656,22.83818
676.8083,22.71016
676.9608,22.06874
677.1132,21.23509
677.2655,21.15724
677.418,21.07591
677.5703,20.64355
677.7228,20.89409
677.8751,20.37868
678.0276,19.52681
678.1799,18.5871
678.3324,18.49461
678.4847,18.07243
678.6372,17.97153
678.7896,18.48567
678.942,19.00044
679.0944,19.23119
679.2467,19.76697
679.3992,21.35919
679.5515,23.00977
679.704,23.36847
679.8563,23.26448
680.0088,22.97789
680.1611,22.49138
680.3136,21.18051
680.4659,19.71436
680.6184,18.78296
680.7708,19.09952
680.9232,19.40315
681.0756,19.13968
681.2279,18.79666
681.3804,18.69836
681.5327,19.2236
681.6852,19.73674
681.8375,19.93825
681.99,20.20747
682.1423,20.81036
682.2948,20.31636
682.4471,17.53197
682.5996,15.23061
682.752,14.71165
682.9044,14.51217
683.0568,13.88455
683.2091,12.90692
683.3616,11.83578
683.5139,11.27528
683.6664,11.94129
683.8187,13.23887
683.9712,14.40016
684.1235,15.29236
684.276,15.60296
684.4283,15.74049
684.5808,16.46986
684.7332,17.68292
684.8856,20.07489
685.038,21.32306
685.1903,21.64603
685.3428,20.96921
685.4951,19.61058
685.6476,17.64476
685.7999,16.09537
685.9524,15.85832
686.1047,15.97493
686.2572,15.60799
686.4095,15.28651
686.562,15.54176
686.7144,15.40037
686.8668,14.73816
687.0192,13.55704
687.1715,13.32305
687.324,12.72299
687.4763,12.0285
687.6288,11.40635
687.7811,11.45315
687.9336,11.66196
688.0859,11.78838
688.2384,11.74532
688.3907,11.61758
688.5432,11.57144
688.6956,11.6023
688.848,11.48269
689.0004,11.51482
689.1527,11.58932
689.3052,11.38384
689.4575,11.9707
689.61,12.92636
689.7623,14.12994
689.9148,15.0537
690.0671,16.35092
690.2196,16.78427
690.3719,16.38855
690.5244,17.11319
690.6768,19.35286
690.8291,21.78992
690.9816,23.05598
691.1339,24.28104
691.2864,24.57085
691.4387,23.46912
691.5912,20.92149
691.7435,18.41913
691.896,15.89799
692.0483,12.54603
692.2008,11.67357
692.3531,11.52322
692.5056,11.23378
692.658,10.90191
692.8103,10.80396
692.9628,11.03423
693.1151,10.99015
693.2676,11.70652
693.4199,12.2929
693.5724,12.87202
693.7247,13.16062
693.8772,13.36938
694.0295,13.63575
694.182,13.82453
694.3344,14.02872
694.4868,13.82485
694.6392,13.47643
694.7915,14.15591
694.944,15.30126
695.0963,15.36835
695.2488,15.16214
695.4011,15.79153
695.5536,16.95584
695.7059,18.18871
695.8584,19.90233
696.0107,20.9102
696.1632,20.53615
696.3156,19.26196
696.468,19.23061
696.6204,19.25711
696.7727,18.28249
696.9252,16.96524
697.0775,16.37334
697.23,16.56592
697.3823,17.18486
697.5348,17.8206
697.6871,18.29021
697.8396,18.4023
697.9919,17.18745
698.1444,16.22563
698.2968,16.9008
698.4492,17.64384
698.6016,17.31909
698.7539,17.90634
698.9064,19.00296
699.0587,20.10324
699.2112,21.95836
699.3635,22.75708
699.516,22.91742
699.6683,22.95198
699.8208,22.9424
699.9731,22.19592
700.1256,20.05556
700.278,20.48271
700.4304,20.77461
700.5828,20.13252
700.7351,19.68456
700.8876,19.92465
701.0399,21.08844
701.1924,20.43396
701.3447,19.24852
701.4972,18.24176
701.6495,17.74178
701.802,17.90756
701.9543,18.56531
702.1068,18.61465
702.2592,18.80833
702.4116,19.20671
702.564,18.79985
702.7163,17.68147
702.8688,16.73126
703.0211,15.84505
703.1736,14.08096
703.3259,11.71808
703.4784,11.14835
703.6307,11.42841
703.7832,12.24919
703.9355,13.26769
704.088,13.09953
704.2404,13.3859
704.3928,13.42376
704.5452,13.33672
704.6975,13.866
704.85,15.37091
705.0023,17.16147
705.1548,19.69214
705.3071,21.86995
705.4596,24.21074
705.6119,27.52219
705.7644,30.90799
705.9167,32.63675
706.0692,29.66612
706.2216,27.88727
706.374,26.17647
706.5264,24.15474
706.6787,23.56459
706.8312,21.66093
706.9835,19.13039
707.136,16.00517
707.2883,14.31146
707.4408,14.44336
707.5931,13.59116
707.7456,13.13261
707.8979,14.64602
708.0504,16.14371
708.2028,17.11102
708.3551,19.23384
708.5076,19.81335
708.6599,22.18346
708.8124,23.39841
708.9647,23.71774
709.1172,25.3726
709.2695,27.70876
709.422,30.78012
709.5743,32.59784
709.7268,30.08826
709.8792,26.78021
710.0316,22.64381
710.184,17.95703
710.3363,15.10223
710.4888,16.24353
710.6411,15.76535
710.7936,17.33939
710.9459,17.47258
711.0984,17.09581
711.2507,18.3945
711.4032,17.71577
711.5555,16.24373
711.708,17.07701
711.8604,16.9034
712.0128,18.83063
712.1652,20.89427
712.3175,21.4301
712.47,22.62515
712.6223,24.82057
712.7748,26.65636
712.9271,27.2421
713.0796,24.65083
713.2319,20.54138
713.3844,19.81413
713.5367,18.46471
713.6892,19.17773
713.8416,20.70752
713.994,21.69676
714.1464,22.31665
714.2987,20.59021
714.4512,20.05054
714.6035,19.90425
714.756,20.16023
714.9083,20.86295
715.0608,20.0415
715.2131,20.33345
715.3656,20.48082
715.5179,19.81113
715.6704,17.69995
715.8228,14.7951
715.9752,13.60114
716.1276,13.39956
716.2799,14.20354
716.4324,15.94609
716.5847,17.54288
716.7372,17.3882
716.8895,17.50687
717.042,18.8486
717.1943,19.10268
717.3468,19.46419
717.4991,20.90402
717.6516,22.37213
717.804,23.10448
717.9564,23.62936
718.1088,23.45958
718.2611,24.3857
718.4136,26.19086
718.5659,26.92836
718.7184,28.21858
718.8707,29.04207
719.0232,26.24219
719.1755,23.61835
719.328,23.22531
719.4803,23.9679
719.6328,25.18643
719.7852,25.78638
719.9376,24.05325
720.09,23.29948
720.2423,24.93671
720.3948,26.59123
720.5471,26.72867
720.6996,24.88277
720.8519,25.43153
721.0044,26.48273
721.1567,25.48862
721.3092,26.05011
721.4615,26.45103
721.614,27.09581
721.7664,24.31023
721.9188,22.45126
722.0712,21.35306
722.2235,21.74843
722.376,20.64081
722.5283,20.68987
722.6808,20.73175
722.8331,21.3344
722.9856,21.69379
723.1379,21.24532
723.2904,20.51823
723.4427,19.25031
723.5952,19.57124
723.7476,21.37012
723.8999,22.24789
724.0524,21.71701
724.2047,20.37473
724.3572,18.26241
724.5095,17.6604
724.662,19.4919
724.8143,20.23431
724.9668,20.00606
725.1191,19.91536
725.2716,18.09714
725.424,18.20886
725.5764,19.0271
725.7288,18.89856
725.8811,18.9167
726.0336,20.05042
726.1859,21.63799
726.3384,22.81987
726.4907,21.2876
726.6432,20.12849
726.7955,21.36479
726.948,22.9525
727.1003,23.72343
727.2528,22.96919
727.4052,22.93788
727.5576,24.44283
727.71,23.42429
727.8623,20.73936
728.0148,19.80569
728.1671,18.09279
728.3196,19.29713
728.4719,20.2888
728.6244,18.65794
728.7767,17.95738
728.9292,16.77478
729.0815,16.92345
729.234,19.17001
729.3864,20.39616
729.5388,21.38142
729.6912,22.28545
729.8435,20.46378
729.996,17.67482
730.1483,15.90095
730.3008,15.27177
730.4531,17.05809
730.6056,17.30222
730.7579,17.03693
730.9104,17.82166
731.0627,18.78532
731.2152,19.25391
731.3676,18.0365
731.52,16.50197
731.6724,17.11101
731.8247,16.88223
731.9772,18.3756
732.1295,18.32484
732.282,19.15082
732.4343,19.48116
732.5868,19.29305
732.7391,19.98404
732.8916,24.72328
733.0439,26.65576
733.1964,26.94356
733.3488,26.1158
733.5012,25.93558
733.6536,24.12494
733.8059,23.4221
733.9584,20.79474
734.1107,21.05
734.2632,19.16109
734.4155,18.62672
734.568,21.08858
734.7203,22.6163
734.8728,23.939
735.0251,24.17838
735.1776,23.14781
735.33,20.77153
735.4824,21.74037
735.6348,23.21152
735.7871,23.43918
735.9396,21.55685
736.0919,21.84343
736.2444,20.21977
736.3967,18.71402
736.5492,17.24588
736.7015,18.3774
736.854,18.24213
737.0063,16.86992
737.1588,15.56385
737.3112,15.25124
737.4636,14.28118
737.616,14.94916
737.7683,15.5396
737.9208,15.06862
738.0731,14.51765
738.2256,14.75057
738.3779,14.1357
738.5304,13.41935
738.6827,12.75566
738.8352,13.41941
738.9875,13.85152
739.14,13.96301
739.2924,15.31744
739.4447,16.45213
739.5972,16.88675
739.7495,16.79893
739.902,16.53394
740.0543,16.90442
740.2068,18.96863
740.3591,20.5746
740.5116,21.13602
740.6639,18.98358
740.8164,18.68947
740.9688,19.72044
741.1212,20.19202
741.2736,19.87325
741.4259,20.87886
741.5784,20.34361
741.7307,21.81255
741.8832,19.86732
742.0355,19.20641
742.188,20.65201
742.3403,20.94647
742.4928,18.73946
742.6451,19.04181
742.7976,18.16356
742.95,19.91057
743.1024,19.36951
743.2548,17.54681
743.4071,16.80122
743.5596,16.18449
743.7119,15.17934
743.8644,14.27802
744.0167,13.92081
744.1692,14.5673
744.3215,15.97418
744.474,15.71316
744.6263,15.45827
744.7788,15.92599
744.9312,15.73406
745.0836,16.22412
745.236,15.28188
745.3883,14.68979
745.5408,15.83611
745.6931,15.49652
745.8456,16.12392
745.9979,17.42278
746.1504,16.62828
746.3027,17.35542
746.4552,17.0179
746.6075,16.82373
746.76,17.21123
746.9124,17.37286
747.0648,18.8596
747.2172,19.14624
747.3695,18.96683
747.522,18.86
747.6743,19.85564
747.8268,19.58153
747.9791,20.32643
748.1316,21.09326
748.2839,21.57336
748.4364,20.87985
748.5887,21.15315
748.7412,20.65797
748.8936,20.26282
749.046,19.49706
749.1984,18.72087
749.3507,17.64253
749.5032,19.0838
749.6555,18.35414
749.808,17.12369
749.9603,17.58223
750.1128,17.67197
750.2651,18.81378
750.4176,17.96415
750.5699,17.67527
750.7224,18.82599
750.8748,17.10798
751.0272,15.91549
751.1796,15.89795
751.3319,15.28142
751.4844,14.46441
751.6367,15.81176
751.7892,16.33475
751.9415,16.33674
752.094,16.35352
752.2463,16.8163
752.3988,16.10506
752.5511,16.60647
752.7036,17.52744
752.856,17.90588
753.0084,18.32236
753.1608,17.79544
753.3131,17.6287
753.4656,17.8108
753.6179,16.74604
753.7704,16.08995
753.9227,16.25031
754.0752,15.70638
754.2275,15.86075
754.38,16.04284
754.5323,16.24134
754.6848,16.33588
754.8372,15.50318
754.9896,14.48415
755.142,14.3327
755.2943,15.52296
755.4468,15.92171
755.5991,15.36954
755.7516,16.60327
755.9039,17.59813
756.0564,18.15987
756.2087,18.506
756.3612,18.29785
756.5135,18.57383
756.666,17.46829
756.8184,18.73792
756.9707,18.36671
757.1232,16.81709
757.2755,15.74009
757.428,15.77144
757.5803,15.45844
757.7328,17.05897
757.8851,18.75336
758.0376,18.99858
758.1899,17.86309
758.3424,16.86818
758.4948,16.85698
758.6472,17.34162
758.7996,16.67102
758.9519,16.92007
759.1044,17.28223
759.2567,17.09604
759.4092,16.4826
759.5615,17.25135
759.714,17.81206
759.8663,17.30916
760.0188,18.63467
760.1711,17.65233
760.3236,17.03447
760.476,16.54973
760.6284,15.57921
760.7808,15.5973
760.9331,15.80002
761.0856,16.18832
761.2379,17.27142
761.3904,16.869
761.5427,16.03963
761.6952,16.6663
761.8475,16.27947
762,15.83109
762.1523,16.70802
762.3048,16.86559
762.4572,15.48057
762.6096,15.15874
762.762,15.2436
762.9143,14.77156
763.0668,13.53731
763.2191,12.845
763.3716,13.65814
763.5239,14.64777
763.6764,14.3695
763.8287,13.84228
763.9812,13.94808
764.1335,13.24472
764.286,14.46758
764.4384,15.55014
764.5908,15.80625
764.7432,15.35617
764.8955,16.12273
765.048,15.99833
765.2003,16.61294
765.3528,17.47674
765.5051,15.83575
765.6576,15.34301
765.8099,15.99446
765.9624,15.75437
766.1147,17.16665
766.2672,18.03749
766.4196,17.68469
766.572,18.70784
766.7244,19.92229
766.8767,19.85941
767.0292,20.45428
767.1815,20.76611
767.334,19.01573
767.4863,17.11892
767.6388,16.91094
767.7911,17.39041
767.9436,16.96518
768.0959,17.28146
768.2484,16.90644
768.4008,16.31215
768.5532,17.01929
768.7056,15.98699
768.8579,15.32097
769.0104,15.14451
769.1627,14.34941
769.3152,14.96313
769.4675,17.09866
769.62,18.02531
769.7723,18.4716
769.9248,18.76534
770.0771,20.11986
770.2296,20.70229
770.382,20.82911
770.5344,19.33126
770.6868,18.55821
770.8391,19.57051
770.9916,19.98873
771.1439,19.4942
771.2964,19.32433
771.4487,19.91488
771.6012,21.55372
771.7535,20.56464
771.906,18.88522
772.0583,18.05336
772.2108,18.44185
772.3632,19.41269
772.5155,20.58622
772.668,19.59983
772.8203,20.26636
772.9728,20.20691
773.1251,21.11634
773.2776,22.60837
773.4299,23.11319
773.5824,20.47711
773.7347,19.54994
773.8872,20.02676
774.0396,20.57369
774.192,20.06893
774.3444,18.41211
774.4967,17.82391
774.6492,18.18677
774.8015,18.30457
774.954,16.98281
775.1063,17.22358
775.2588,18.819
775.4111,18.75699
775.5636,18.27384
775.7159,17.01421
775.8684,17.88792
776.0208,17.74392
776.1732,17.18491
776.3256,18.27657
776.4779,19.00377
776.6304,19.04752
776.7827,18.11195
776.9352,17.86205
777.0875,17.3858
777.24,16.30186
777.3923,16.15683
777.5448,17.47322
777.6971,17.7049
777.8496,18.26919
778.002,19.86172
778.1544,20.47448
778.3068,20.08015
778.4591,19.53412
778.6116,20.75425
778.7639,21.87403
778.9164,21.46411
779.0687,21.11812
779.2212,21.73548
779.3735,22.95352
779.526,23.42875
779.6783,24.62656
779.8308,24.69296
779.9832,25.95205
780.1356,26.63655
780.288,26.0562
780.4403,25.37767
780.5928,26.63807
780.7451,26.73912
780.8976,26.54697
781.0499,27.40664
781.2024,27.55435
781.3547,26.98201
781.5072,25.95778
781.6595,25.5097
781.812,25.39611
781.9644,24.25814
782.1168,23.76508
782.2692,23.55424
782.4215,22.637
782.574,22.31074
782.7263,21.83293
782.8788,20.90323
783.0311,21.02147
783.1836,20.24526
783.3359,20.61614
783.4884,21.76082
783.6407,21.53347
783.7932,20.85811
783.9456,20.01295
784.098,20.488
784.2504,20.53933
784.4027,20.50134
784.5552,19.83723
784.7075,20.52338
784.86,20.58167
785.0123,20.39861
785.1648,20.9581
785.3171,21.43723
785.4696,20.85138
785.6219,21.3623
785.7744,21.91226
785.9268,21.0895
786.0792,21.63557
786.2316,20.78916
786.3839,20.74398
786.5364,21.86464
786.6887,22.03754
786.8412,22.03904
786.9935,23.1019
787.146,23.26878
787.2983,23.89981
787.4508,23.0679
787.6031,22.8855
787.7556,21.25377
787.908,22.08228
788.0603,23.59023
788.2128,23.66393
788.3651,22.63446
788.5176,23.21843
788.6699,22.33838
788.8224,21.22849
788.9747,21.28871
789.1272,21.09771
789.2795,20.91665
789.432,22.34954
789.5844,22.77472
789.7368,22.08383
789.8892,22.07255
790.0415,22.72517
790.194,23.19901
790.3463,23.7898
790.4988,23.91331
790.6511,22.28531
790.8036,21.08158
790.9559,19.8306
791.1084,19.98926
791.2607,20.98095
791.4132,21.08664
791.5656,19.7582
791.718,18.52386
791.8704,18.49204
792.0227,17.82571
792.1752,18.78384
792.3275,19.44044
792.48,19.06797
792.6323,19.93609
792.7848,21.35883
792.9371,22.05169
793.0896,22.56232
793.2419,22.14915
793.3944,22.18744
793.5468,22.45734
793.6992,21.97286
793.8516,21.67639
794.0039,22.14506
794.1564,23.63015
794.3087,23.4026
794.4612,22.05745
794.6135,21.29739
794.766,21.22164
794.9183,21.09798
795.0708,21.57492
795.2231,21.50193
795.3756,20.59468
795.528,19.90576
795.6804,21.0819
795.8328,22.26654
795.9851,22.90577
796.1376,24.1902
796.2899,24.60787
796.4424,24.62237
796.5947,22.80537
796.7472,22.49207
796.8995,23.26863
