"Measured Depth","Gamma-Ray log"
364.5408,13.03443
364.6932,12.51561
364.8456,13.0297
364.998,14.56395
365.1504,15.17363
365.3028,15.45732
365.4552,14.53764
365.6075,14.06719
365.7599,13.29111
365.9124,12.18799
366.0648,12.01251
366.2172,12.28456
366.3696,12.34687
366.522,12.74422
366.6744,12.03732
366.8268,10.98967
366.9792,11.13483
367.1316,11.33896
367.284,12.02016
367.4364,13.0248
367.5887,13.31171
367.7411,13.74147
367.8936,14.10364
368.046,14.06605
368.1984,14.07497
368.3508,14.03144
368.5032,13.5764
368.6556,13.0643
368.808,12.76666
368.9604,12.51791
369.1128,12.95284
369.2652,13.75911
369.4176,14.09509
369.5699,13.7393
369.7224,13.50196
369.8748,13.19638
370.0272,13.89676
370.1796,13.46963
370.332,12.63622
370.4844,11.69957
370.6368,11.85157
370.7892,12.5999
370.9416,12.82372
371.094,12.66692
371.2464,12.54575
371.3988,13.1161
371.5511,13.35984
371.7036,13.04686
371.856,12.52743
372.0084,12.2053
372.1608,12.453
372.3132,13.16398
372.4656,14.25933
372.618,14.60235
372.7704,14.78576
372.9228,15.15149
373.0752,15.76415
373.2276,15.53094
373.3799,15.38636
373.5323,15.3648
373.6848,15.99817
373.8372,15.22206
373.9896,15.13391
374.142,15.31419
374.2944,13.82754
374.4468,13.37034
374.5992,14.01517
374.7516,13.97043
374.904,14.29033
375.0564,13.54751
375.2088,12.85588
375.3611,12.45368
375.5135,13.09448
375.666,14.16642
375.8184,14.76061
375.9708,15.4935
376.1232,16.49709
376.2756,16.85022
376.428,17.06563
376.5804,17.40823
376.7328,17.55939
376.8852,17.11536
377.0376,16.33773
377.19,16.3524
377.3423,16.88719
377.4948,17.01195
377.6472,16.70383
377.7996,15.63912
377.952,15.78441
378.1044,16.42337
378.2568,16.51914
378.4092,16.04378
378.5616,15.46128
378.714,15.38656
378.8664,16.0332
379.0188,17.18346
379.1712,17.14819
379.3235,17.63049
379.476,18.34155
379.6284,18.03615
379.7808,18.02538
379.9332,19.03769
380.0856,19.08051
380.238,18.21719
380.3904,17.53083
380.5428,17.46729
380.6952,16.57973
380.8476,15.69989
381,15.59176
381.1523,15.91878
381.3047,16.53986
381.4572,16.47849
381.6096,16.11692
381.762,16.0742
381.9144,15.91341
382.0668,15.89142
382.2192,16.20658
382.3716,16.11154
382.524,16.15063
382.6764,15.98343
382.8288,16.81664
382.9812,17.613
383.1335,19.6019
383.2859,19.59855
383.4384,19.7246
383.5908,19.13924
383.7432,17.76049
383.8956,16.41076
384.048,16.17007
384.2004,17.23955
384.3528,16.62667
384.5052,16.27934
384.6576,15.99707
384.81,15.39989
384.9624,15.30877
385.1147,14.8739
385.2672,15.03158
385.4196,15.30722
385.572,14.99105
385.7244,13.72879
385.8768,14.72644
386.0292,15.79992
386.1816,17.21146
386.334,18.96912
386.4864,19.91817
386.6388,19.76125
386.7912,19.60458
386.9436,19.41969
387.0959,19.45681
387.2484,19.56654
387.4008,18.69781
387.5532,17.62627
387.7056,18.07045
387.858,16.32832
388.0104,15.64614
388.1628,15.77483
388.3152,15.72885
388.4676,15.66194
388.62,15.72672
388.7724,16.37861
388.9247,15.83369
389.0771,15.54642
389.2296,15.32338
389.382,15.58619
389.5344,16.20619
389.6868,17.17358
389.8392,17.87787
389.9916,17.56365
390.144,17.53603
390.2964,17.63604
390.4488,17.34121
390.6012,17.46433
390.7536,17.36764
390.9059,17.31765
391.0583,17.46602
391.2108,17.63561
391.3632,17.97643
391.5156,18.45796
391.668,18.06889
391.8204,17.81748
391.9728,17.8021
392.1252,18.83529
392.2776,19.17905
392.43,18.50196
392.5824,17.43938
392.7348,16.62059
392.8871,16.2506
393.0396,16.32134
393.192,16.72773
393.3444,17.50924
393.4968,16.57023
393.6492,15.87092
393.8016,16.13891
393.954,16.82837
394.1064,16.78576
394.2588,16.78415
394.4112,16.62378
394.5636,16.65947
394.716,16.57887
394.8683,16.85094
395.0208,17.5905
395.1732,18.38433
395.3256,18.2877
395.478,17.56443
395.6304,16.56211
395.7828,16.43063
395.9352,15.53842
396.0876,15.1098
396.24,16.17929
396.3924,16.46519
396.5448,16.59076
396.6971,16.75111
396.8495,16.81245
397.002,16.84698
397.1544,17.10394
397.3068,17.24755
397.4592,17.65036
397.6116,18.54061
397.764,18.80581
397.9164,18.05025
398.0688,17.26711
398.2212,16.92988
398.3736,16.90586
398.526,16.34151
398.6783,15.08537
398.8307,14.43226
398.9832,14.33012
399.1356,14.7159
399.288,15.08701
399.4404,15.19672
399.5928,15.13674
399.7452,14.83988
399.8976,14.62365
400.05,14.35016
400.2024,14.4376
400.3548,14.89016
400.5072,15.49317
400.6595,15.8189
400.812,15.24595
400.9644,14.97044
401.1168,14.93449
401.2692,15.15394
401.4216,15.40945
401.574,15.73005
401.7264,15.64443
401.8788,15.60273
402.0312,15.81475
402.1836,17.84768
402.336,18.91899
402.4884,18.16309
402.6407,17.49908
402.7932,17.43396
402.9456,17.98983
403.098,18.08115
403.2504,17.62508
403.4028,16.68495
403.5552,16.13014
403.7076,16.00068
403.86,16.31702
404.0124,16.96371
404.1648,18.0513
404.3172,19.12695
404.4696,19.57168
404.6219,19.4402
404.7744,18.12878
404.9268,16.49682
405.0792,16.7803
405.2316,17.59315
405.384,17.95631
405.5364,17.80906
405.6888,16.65269
405.8412,16.64904
405.9936,17.31473
406.146,17.76684
406.2984,17.47056
406.4507,17.34354
406.6031,17.84502
406.7556,18.17532
406.908,18.26149
407.0604,18.25622
407.2128,18.04527
407.3652,18.03819
407.5176,18.17221
407.67,17.55993
407.8224,17.79533
407.9748,17.28352
408.1272,16.21552
408.2796,16.22075
408.4319,16.12342
408.5844,16.27044
408.7368,16.58172
408.8892,17.17628
409.0416,17.4437
409.194,16.62719
409.3464,16.71068
409.4988,16.57691
409.6512,16.25519
409.8036,15.43304
409.956,15.34238
410.1084,15.48821
410.2608,16.44515
410.4131,17.59918
410.5656,18.15608
410.718,17.62369
410.8704,16.49756
411.0228,16.74549
411.1752,16.9385
411.3276,16.94601
411.48,16.6362
411.6324,15.6476
411.7848,15.4455
411.9372,15.31963
412.0896,15.0535
412.242,15.29371
412.3943,15.74996
412.5468,15.63993
412.6992,15.74567
412.8516,16.34691
413.004,15.94699
413.1564,15.53439
413.3088,15.3971
413.4612,16.52182
413.6136,16.29303
413.766,16.2755
413.9184,16.75224
414.0708,15.91549
414.2231,15.6774
414.3755,15.97317
414.528,16.66579
414.6804,17.37889
414.8328,17.72273
414.9852,17.33018
415.1376,16.45141
415.29,16.37909
415.4424,16.25985
415.5948,16.20267
415.7472,16.48719
415.8996,17.4356
416.052,17.75707
416.2043,17.72076
416.3568,17.19027
416.5092,17.56381
416.6616,18.27397
416.814,18.67195
416.9664,18.43456
417.1188,18.27249
417.2712,18.22831
417.4236,18.27634
417.576,18.46349
417.7284,18.28525
417.8808,17.53101
418.0332,16.67528
418.1855,17.53016
418.338,16.95177
418.4904,17.42517
418.6428,18.26987
418.7952,18.0619
418.9476,17.59651
419.1,16.64605
419.2524,17.69917
419.4048,17.45186
419.5572,16.98027
419.7096,17.27491
419.862,17.31488
420.0144,17.06043
420.1667,16.54663
420.3192,16.04287
420.4716,15.58137
420.624,15.21887
420.7764,15.26661
420.9288,15.44055
421.0812,16.17676
421.2336,16.20251
421.386,15.44659
421.5384,14.26016
421.6908,15.31304
421.8432,15.63405
421.9955,15.54141
422.1479,15.71894
422.3004,16.68562
422.4528,17.72324
422.6052,18.80661
422.7576,19.6468
422.91,19.95418
423.0624,18.44619
423.2148,17.91993
423.3672,17.7862
423.5196,17.93521
423.672,18.33441
423.8244,18.71777
423.9767,18.11543
424.1292,16.87244
424.2816,16.16471
424.434,16.44519
424.5864,17.66848
424.7388,18.07755
424.8912,18.27784
425.0436,18.54434
425.196,18.67886
425.3484,18.22191
425.5008,17.16026
425.6532,17.86369
425.8056,19.12094
425.9579,19.84364
426.1104,20.01241
426.2628,19.54149
426.4152,18.96335
426.5676,17.99979
426.72,17.51311
426.8724,16.919
427.0248,16.58706
427.1772,16.58527
427.3296,15.7134
427.482,14.5648
427.6344,14.75144
427.7868,15.64222
427.9391,16.66708
428.0916,16.38283
428.244,16.81488
428.3964,17.27842
428.5488,16.58201
428.7012,16.04139
428.8536,16.28542
429.006,17.10399
429.1584,16.50603
429.3108,16.341
429.4632,16.27292
429.6156,15.83436
429.7679,15.62892
429.9203,15.0649
430.0728,14.69567
430.2252,14.92079
430.3776,15.90599
430.53,16.6913
430.6824,17.37173
430.8348,17.82248
430.9872,18.06591
431.1396,18.05613
431.292,17.83617
431.4444,17.40918
431.5968,17.16112
431.7491,17.06576
431.9016,17.44688
432.054,17.9143
432.2064,18.19016
432.3588,18.201
432.5112,18.1224
432.6636,19.20024
432.816,18.21346
432.9684,18.34897
433.1208,18.21663
433.2732,17.38724
433.4256,17.23343
433.578,16.95626
433.7303,16.87276
433.8828,17.0678
434.0352,17.49695
434.1876,17.90396
434.34,17.82159
434.4924,18.11398
434.6448,18.53061
434.7972,18.76808
434.9496,18.53223
435.102,17.81224
435.2544,17.56844
435.4068,17.70274
435.5592,17.8077
435.7115,17.94433
435.864,16.46091
436.0164,15.37915
436.1688,16.2595
436.3212,17.13641
436.4736,19.09014
436.626,17.93829
436.7784,16.22055
436.9308,15.8944
437.0832,16.99582
437.2356,17.17919
437.388,17.02372
437.5403,16.81469
437.6927,16.41489
437.8452,16.41138
437.9976,16.48991
438.15,17.17434
438.3024,17.16314
438.4548,15.18568
438.6072,15.10989
438.7596,15.41607
438.912,14.98641
439.0644,14.75952
439.2168,15.33801
439.3692,15.26416
439.5215,14.83224
439.674,14.55
439.8264,14.11968
439.9788,13.67995
440.1312,13.91937
440.2836,14.07263
440.436,14.45431
440.5884,14.90824
440.7408,15.66673
440.8932,16.05919
441.0456,16.03621
441.198,16.71971
441.3504,16.67749
441.5027,16.582
441.6552,16.94593
441.8076,16.32624
441.96,15.43077
442.1124,15.31091
442.2648,15.06829
442.4172,15.19805
442.5696,15.9089
442.722,16.13602
442.8744,16.09557
443.0268,16.03234
443.1792,16.02896
443.3316,16.69052
443.4839,17.26253
443.6364,17.63992
443.7888,16.82256
443.9412,16.239
444.0936,17.44406
444.246,19.30391
444.3984,18.92612
444.5508,18.40205
444.7032,18.06546
444.8556,17.70411
445.008,17.75577
445.1604,18.44779
445.3127,19.12104
445.4651,19.48922
445.6176,19.78551
445.77,20.01435
445.9224,19.55604
446.0748,19.15102
446.2272,19.0278
446.3796,18.1932
446.532,18.0197
446.6844,18.36791
446.8368,18.9146
446.9892,18.88422
447.1416,18.81281
447.2939,18.53757
447.4464,18.16346
447.5988,17.93632
447.7512,17.76039
447.9036,17.33138
448.056,16.96555
448.2084,16.49754
448.3608,16.84706
448.5132,17.62822
448.6656,18.73123
448.818,19.00362
448.9704,17.60073
449.1228,15.71618
449.2751,15.35216
449.4276,15.16406
449.58,15.28591
449.7324,15.64311
449.8848,16.01213
450.0372,16.12864
450.1896,16.22814
450.342,16.4608
450.4944,16.33825
450.6468,16.36546
450.7992,16.28333
450.9516,15.45092
451.104,14.81304
451.2563,15.11864
451.4088,15.82657
451.5612,16.21915
451.7136,17.15752
451.866,17.35634
452.0184,17.59064
452.1708,17.12263
452.3232,16.50163
452.4756,16.46878
452.628,16.44543
452.7804,16.37418
452.9328,16.0601
453.0852,15.70305
453.2375,16.71915
453.39,17.25477
453.5424,17.25209
453.6948,16.94571
453.8472,16.84378
453.9996,16.77758
454.152,15.8041
454.3044,14.50216
454.4568,13.95376
454.6092,13.32289
454.7616,13.38264
454.914,14.03193
455.0663,15.18785
455.2188,16.32082
455.3712,17.09285
455.5236,16.72715
455.676,16.1947
455.8284,15.52946
455.9808,14.71324
456.1332,14.98087
456.2856,16.01742
456.438,16.40889
456.5904,16.28674
456.7428,16.24454
456.8952,16.15635
457.0475,17.00065
457.2,17.95525
457.3524,19.16774
457.5048,19.58614
457.6572,19.27816
457.8096,18.73037
457.962,17.84131
458.1144,17.5233
458.2668,17.56262
458.4192,18.81926
458.5716,19.60991
458.724,19.9224
458.8764,20.12142
459.0287,20.64743
459.1812,21.16946
459.3336,21.56055
459.486,21.71654
459.6384,21.14647
459.7908,19.78981
459.9432,19.03186
460.0956,18.94157
460.248,19.57837
460.4004,19.48191
460.5528,19.26473
460.7052,19.75491
460.8576,20.41176
461.0099,21.83725
461.1624,23.30926
461.3148,24.07885
461.4672,24.36216
461.6196,24.40262
461.772,23.6324
461.9244,23.1531
462.0768,23.46633
462.2292,24.38673
462.3816,24.74233
462.534,24.4558
462.6864,24.28659
462.8387,24.07337
462.9911,23.77916
463.1436,23.42907
463.296,22.72541
463.4484,20.63704
463.6008,19.62212
463.7532,18.40768
463.9056,17.33937
464.058,16.8572
464.2104,16.66178
464.3628,16.82107
464.5152,17.30682
464.6676,17.78354
464.8199,18.44969
464.9724,18.95158
465.1248,19.31099
465.2772,19.13545
465.4296,19.06786
465.582,18.79895
465.7344,17.25222
465.8868,16.37804
466.0392,16.54405
466.1916,17.30644
466.344,17.18881
466.4964,16.78641
466.6488,16.57544
466.8011,16.66302
466.9536,16.96804
467.106,16.78131
467.2584,17.25962
467.4108,17.63964
467.5632,17.59525
467.7156,17.13513
467.868,16.67045
468.0204,16.62935
468.1728,16.30134
468.3252,16.01658
468.4776,15.31299
468.63,15.16557
468.7823,15.52153
468.9348,16.02546
469.0872,16.87328
469.2396,17.17295
469.392,16.8371
469.5444,16.60907
469.6968,16.4276
469.8492,16.36531
470.0016,16.06081
470.154,15.84169
470.3064,15.5729
470.4588,14.788
470.6111,15.21664
470.7635,15.992
470.916,16.0419
471.0684,16.14718
471.2208,16.56926
471.3732,17.17439
471.5256,16.79609
471.678,17.05445
471.8304,17.48693
471.9828,16.58269
472.1352,15.28826
472.2876,15.35275
472.44,16.41169
472.5923,17.19048
472.7448,17.19529
472.8972,16.85379
473.0496,16.35246
473.202,15.9593
473.3544,15.21337
473.5068,15.01273
473.6592,15.70877
473.8116,14.77684
473.964,14.64719
474.1164,15.106
474.2688,16.66692
474.4212,16.98141
474.5735,17.18563
474.726,17.71017
474.8784,18.05761
475.0308,18.28256
475.1832,19.05612
475.3356,19.31552
475.488,18.76701
475.6404,17.31677
475.7928,16.96817
475.9452,16.90608
476.0976,16.35879
476.25,16.08007
476.4024,15.09404
476.5547,14.3472
476.7072,14.69891
476.8596,14.97913
477.012,15.21846
477.1644,15.37617
477.3168,15.10617
477.4692,14.32501
477.6216,13.87306
477.774,13.92631
477.9264,14.30744
478.0788,14.66216
478.2312,14.51013
478.3835,13.85925
478.5359,13.44058
478.6884,12.49673
478.8408,12.23755
478.9932,13.12806
479.1456,13.03039
479.298,14.51151
479.4504,14.17267
479.6028,14.13132
479.7552,14.03258
479.9076,14.57905
480.06,15.56143
480.2124,16.55112
480.3647,16.49885
480.5172,16.79803
480.6696,16.72342
480.822,16.83511
480.9744,17.27438
481.1268,18.39077
481.2792,20.16118
481.4316,20.34325
481.584,20.41867
481.7364,20.77327
481.8888,21.03843
482.0412,21.49306
482.1936,22.56482
482.3459,23.66682
482.4984,23.7048
482.6508,23.2958
482.8032,22.92919
482.9556,22.50078
483.108,22.21175
483.2604,21.53736
483.4128,21.24474
483.5652,21.97992
483.7176,23.2061
483.87,22.50777
484.0224,21.59447
484.1748,20.60938
484.3271,18.62444
484.4796,16.456
484.632,15.62112
484.7844,14.62089
484.9368,13.40378
485.0892,12.88666
485.2416,12.60007
485.394,12.69431
485.5464,13.18396
485.6988,14.25377
485.8512,15.49686
486.0036,15.10503
486.1559,14.47305
486.3083,13.99794
486.4608,13.36926
486.6132,13.449
486.7656,14.06408
486.918,14.11871
487.0704,13.30371
487.2228,13.0377
487.3752,12.19094
487.5276,11.19458
487.68,10.79582
487.8324,11.01527
487.9848,11.06053
488.1371,11.4826
488.2896,12.06877
488.442,12.30275
488.5944,12.48789
488.7468,12.41835
488.8992,12.23532
489.0516,12.05295
489.204,13.0955
489.3564,14.04438
489.5088,15.10013
489.6612,15.84733
489.8136,16.75381
489.966,16.97272
490.1183,16.4742
490.2708,16.69089
490.4232,16.90115
490.5756,16.90793
490.728,17.03884
490.8804,16.46839
491.0328,14.59151
491.1852,13.8333
491.3376,13.89834
491.49,14.49947
491.6424,14.76663
491.7948,14.8131
491.9472,14.57917
492.0995,13.8323
492.252,12.59868
492.4044,12.3618
492.5568,11.32335
492.7092,11.24246
492.8616,11.39504
493.014,11.24342
493.1664,11.048
493.3188,11.39736
493.4712,12.08865
493.6236,12.5182
493.776,12.67015
493.9283,13.41246
494.0807,14.78194
494.2332,14.90985
494.3856,14.98902
494.538,14.98822
494.6904,14.46622
494.8428,14.3901
494.9952,14.83371
495.1476,15.87797
495.3,15.75146
495.4524,15.8562
495.6048,15.65504
495.7572,15.54976
495.9095,15.33267
496.062,15.4945
496.2144,16.13292
496.3668,17.1084
496.5192,17.30579
496.6716,15.81336
496.824,14.83301
496.9764,15.65279
497.1288,16.61372
497.2812,16.63022
497.4336,15.51049
497.586,14.07519
497.7384,13.29176
497.8907,12.53328
498.0432,12.3175
498.1956,12.3756
498.348,11.99242
498.5004,12.02242
498.6528,13.26991
498.8052,14.285
498.9576,14.34862
499.11,14.24721
499.2624,14.10269
499.4148,14.00045
499.5672,13.7695
499.7196,13.31601
499.8719,12.7761
500.0244,12.18025
500.1768,12.50034
500.3292,12.76863
500.4816,12.61352
500.634,12.78706
500.7864,13.22845
500.9388,13.82764
501.0912,14.08734
501.2436,14.32902
501.396,14.59164
501.5484,14.83945
501.7008,14.87792
501.8531,15.09802
502.0056,14.94264
502.158,14.38898
502.3104,13.92341
502.4628,13.42779
502.6152,12.86161
502.7676,12.24512
502.92,11.34257
503.0724,11.88672
503.2248,12.65235
503.3772,13.29592
503.5296,13.423
503.6819,13.14693
503.8344,12.62064
503.9868,12.34417
504.1392,12.47691
504.2916,12.73225
504.444,12.69675
504.5964,12.63747
504.7488,12.85804
504.9012,13.2416
505.0536,14.12271
505.206,14.69189
505.3584,15.70776
505.5108,16.67159
505.6631,17.21353
505.8156,17.82288
505.968,18.11139
506.1204,17.85901
506.2728,16.91924
506.4252,16.69609
506.5776,16.90401
506.73,16.63989
506.8824,16.49251
507.0348,16.42407
507.1872,16.29475
507.3396,16.14136
507.492,16.3447
507.6443,16.41798
507.7968,16.53665
507.9492,16.60469
508.1016,16.87488
508.254,17.05113
508.4064,17.04987
508.5588,16.7522
508.7112,16.99895
508.8636,17.56927
509.016,17.90703
509.1684,17.81718
509.3208,17.48386
509.4732,17.63318
509.6255,18.09502
509.778,18.3147
509.9304,18.16608
510.0828,18.29491
510.2352,18.5804
510.3876,18.2581
510.54,17.97768
510.6924,18.59723
510.8448,19.52373
510.9972,19.46072
511.1496,19.80998
511.302,20.09425
511.4543,19.58594
511.6068,18.8618
511.7592,18.16196
511.9116,18.15387
512.064,18.76697
512.2163,19.56969
512.3688,20.43095
512.5211,21.09288
512.6736,21.56068
512.8259,21.47971
512.9784,21.51721
513.1307,20.78026
513.2832,19.26288
513.4355,19.19841
513.588,18.57903
513.7404,18.38402
513.8927,18.88751
514.0452,20.10614
514.1975,21.59239
514.35,22.80986
514.5023,23.57986
514.6548,23.75
514.8071,24.0162
514.9596,25.08034
515.1119,26.39909
515.2644,27.11913
515.4167,28.30629
515.5692,31.09323
515.7216,32.24615
515.8739,33.06015
516.0264,33.80847
516.1787,34.44504
516.3312,34.77588
516.4835,36.08566
516.636,39.16193
516.7883,42.45169
516.9408,44.14557
517.0931,44.66278
517.2456,45.64468
517.3979,49.15497
517.5504,50.87469
517.7028,50.24936
517.8551,46.52872
518.0076,44.27179
518.1599,40.68024
518.3124,39.74683
518.4647,38.32504
518.6172,33.38208
518.7695,32.25992
518.922,31.64104
519.0743,30.28595
519.2268,28.32509
519.3792,26.46019
519.5316,26.47612
519.684,27.36946
519.8363,28.05884
519.9888,28.27925
520.1411,28.19766
520.2936,28.70404
520.4459,30.51122
520.5984,29.59923
520.7507,28.93257
520.9032,29.9325
521.0555,31.60159
521.208,33.04877
521.3604,35.04343
521.5128,36.17157
521.6652,36.14951
521.8175,35.61121
521.97,34.36905
522.1223,34.0065
522.2748,33.53528
522.4271,32.67154
522.5796,31.84167
522.7319,30.39377
522.8844,29.99864
523.0367,28.81802
523.1892,26.65895
523.3416,23.87729
523.494,22.33899
523.6464,21.64595
523.7987,21.72771
523.9512,22.28894
524.1035,23.92293
524.256,25.65016
524.4083,27.1132
524.5608,27.56714
524.7131,27.19261
524.8656,26.54823
525.0179,27.10892
525.1704,29.43788
525.3228,29.85628
525.4752,29.92421
525.6276,29.98598
525.7799,30.07849
525.9324,29.94765
526.0847,29.29669
526.2372,28.90753
526.3895,28.64006
526.542,29.09273
526.6943,31.16034
526.8468,34.14001
526.9991,36.7283
527.1516,39.30276
527.304,39.31631
527.4564,37.77405
527.6088,33.95892
527.7611,30.57111
527.9136,29.92218
528.0659,29.63535
528.2184,30.18668
528.3707,29.71623
528.5232,27.57411
528.6755,26.02109
528.828,25.77719
528.9803,26.42041
529.1328,26.71793
529.2852,26.42795
529.4375,25.77945
529.59,25.21516
529.7423,26.25345
529.8948,25.74867
530.0471,25.09319
530.1996,23.79498
530.3519,23.40639
530.5044,23.19351
530.6567,22.8884
530.8092,22.59058
530.9615,21.90074
531.114,20.64265
531.2664,20.02254
531.4187,19.52168
531.5712,18.80211
531.7235,18.2056
531.876,17.53195
532.0283,16.86214
532.1808,16.54514
532.3331,17.14725
532.4856,17.32698
532.6379,17.80956
532.7904,17.65938
532.9427,17.69792
533.0952,18.11562
533.2476,18.91888
533.3999,18.92488
533.5524,17.68631
533.7047,16.83948
533.8572,16.34673
534.0095,17.00452
534.162,17.98198
534.3143,19.58749
534.4668,19.96809
534.6191,19.492
534.7716,18.74141
534.924,18.43274
535.0764,18.36163
535.2288,18.7383
535.3811,20.77127
535.5336,20.97716
535.6859,20.79947
535.8384,20.75414
535.9907,20.40244
536.1432,20.94878
536.2955,21.34682
536.448,21.37448
536.6003,21.51985
536.7528,21.97853
536.9052,22.33701
537.0576,22.72917
537.21,24.85324
537.3623,26.52669
537.5148,28.19754
537.6671,29.52644
537.8196,31.2066
537.9719,32.97275
538.1244,36.12659
538.2767,36.7121
538.4292,35.24796
538.5815,33.41321
538.734,34.58353
538.8864,34.45734
539.0388,34.18188
539.1912,34.64334
539.3435,34.51038
539.496,34.31213
539.6483,33.46771
539.8008,32.00821
539.9531,30.44406
540.1056,28.99332
540.2579,28.66635
540.4104,29.19734
540.5627,28.52614
540.7152,27.25499
540.8676,26.83298
541.02,27.18219
541.1724,26.98801
541.3247,26.13809
541.4772,24.82521
541.6295,23.51736
541.782,22.05559
541.9343,21.50452
542.0868,21.98578
542.2391,22.72191
542.3916,22.70245
542.5439,23.28575
542.6964,24.05132
542.8488,23.67523
543.0012,23.30251
543.1536,22.61311
543.3059,21.47757
543.4584,21.1474
543.6107,22.32738
543.7632,22.80835
543.9155,23.2406
544.068,23.75383
544.2203,24.87326
544.3728,24.90359
544.5251,25.00525
544.6776,25.09186
544.83,25.96132
544.9823,26.34924
545.1348,25.09395
545.2871,25.08963
545.4396,25.62361
545.5919,26.09541
545.7444,25.87724
545.8967,24.28175
546.0492,22.75127
546.2015,22.96695
546.354,23.1517
546.5063,23.18648
546.6588,22.99054
546.8112,22.85478
546.9635,23.00401
547.116,23.24309
547.2683,23.16229
547.4208,22.87573
547.5731,22.83586
547.7256,23.25462
547.8779,23.08743
548.0304,20.72691
548.1827,19.60208
548.3352,19.38072
548.4875,21.55988
548.64,22.81648
548.7924,22.83382
548.9447,22.34706
549.0972,21.30692
549.2495,20.56842
549.402,20.2932
549.5543,19.92682
549.7068,19.57774
549.8591,19.25719
550.0116,19.09499
550.1639,18.8992
550.3164,18.34106
550.4688,17.60303
550.6212,16.61154
550.7736,15.54112
550.9259,14.86852
551.0784,14.0018
551.2307,12.82808
551.3832,13.77839
551.5355,15.1767
551.688,16.8149
551.8403,16.93532
551.9928,16.94928
552.1451,17.00114
552.2976,16.94707
552.45,17.63113
552.6024,18.11873
552.7548,18.34009
552.9071,18.82941
553.0596,19.28735
553.2119,20.21622
553.3644,20.65024
553.5167,20.29039
553.6692,19.70068
553.8215,19.03946
553.974,18.09947
554.1263,17.41469
554.2788,17.18149
554.4312,17.34499
554.5836,17.74689
554.736,18.79778
554.8883,20.0701
555.0408,21.05553
555.1931,21.51337
555.3456,21.78143
555.4979,22.51158
555.6504,22.97231
555.8027,22.91475
555.9552,23.03381
556.1075,24.05713
556.26,26.51338
556.4124,26.32152
556.5648,25.6937
556.7172,24.6859
556.8695,23.76224
557.022,24.74469
557.1743,25.76414
557.3268,25.79514
557.4791,25.15808
557.6316,24.85144
557.7839,24.74701
557.9364,24.67142
558.0887,24.05411
558.2412,22.86295
558.3936,21.85481
558.546,20.80525
558.6984,20.22015
558.8507,19.72481
559.0032,19.61224
559.1555,19.83112
559.308,19.58105
559.4603,18.87334
559.6128,18.97771
559.7651,18.61749
559.9176,18.2923
560.0699,18.16295
560.2224,18.15556
560.3748,18.51944
560.5272,19.35165
560.6796,19.58185
560.8319,19.7688
560.9844,19.42368
561.1367,19.42918
561.2892,18.80637
561.4415,17.82639
561.594,17.37854
561.7463,17.32217
561.8988,19.19934
562.0511,19.96339
562.2036,18.68958
562.356,17.32286
562.5083,17.14688
562.6608,16.98534
562.8131,17.09415
562.9656,17.17366
563.1179,16.72401
563.2704,15.67965
563.4227,15.05417
563.5752,14.36694
563.7275,13.59058
563.88,13.85728
564.0323,14.43306
564.1848,15.03434
564.3372,16.44739
564.4895,18.1104
564.642,18.50784
564.7943,17.53743
564.9468,16.73946
565.0991,16.36003
565.2516,15.60818
565.4039,16.1232
565.5564,15.20097
565.7087,14.43452
565.8612,15.00044
566.0135,15.51455
566.166,14.33779
566.3184,14.29191
566.4707,13.79401
566.6232,13.24644
566.7755,12.44551
566.928,11.64009
567.0803,12.40809
567.2328,12.99688
567.3851,13.23254
567.5376,13.21388
567.6899,13.59512
567.8424,14.2625
567.9948,14.87652
568.1472,14.84389
568.2996,14.6743
568.4519,14.4907
568.6044,14.44495
568.7567,14.41806
568.9092,14.48569
569.0615,14.81106
569.214,14.98069
569.3663,15.09926
569.5188,15.50751
569.6711,16.04337
569.8236,16.44341
569.976,16.59991
570.1284,17.42545
570.2808,18.06306
570.4331,18.20473
570.5856,18.48039
570.7379,19.57243
570.8904,20.03011
571.0427,19.94321
571.1952,19.40112
571.3475,18.48967
571.5,18.2462
571.6523,18.4696
571.8048,18.96826
571.9572,19.28395
572.1096,19.71486
572.262,20.57288
572.4143,21.00932
572.5668,20.7184
572.7191,20.2381
572.8716,19.67326
573.0239,18.96844
573.1764,17.92628
573.3287,16.71114
573.4812,15.68035
573.6335,15.37317
573.786,15.31007
573.9384,15.56644
574.0908,15.94081
574.2432,16.06784
574.3955,15.81946
574.548,15.28331
574.7003,14.72869
574.8528,14.277
575.0051,15.0976
575.1576,15.80112
575.3099,15.87995
575.4624,15.86309
575.6147,15.77988
575.7672,15.85175
575.9196,16.26541
576.072,17.49338
576.2244,18.56314
576.3767,19.39238
576.5292,20.76598
576.6815,22.11038
576.834,22.80075
576.9863,23.48396
577.1388,24.36784
577.2911,25.10115
577.4436,24.66618
577.5959,24.01302
577.7484,23.03926
577.9008,22.22217
578.0531,22.27187
578.2056,21.38028
578.3579,21.10399
578.5104,21.25801
578.6627,20.43584
578.8152,18.68153
578.9675,17.29922
579.12,16.73158
579.2723,16.41725
579.4248,16.86331
579.5771,17.60295
579.7296,18.47736
579.882,19.01198
580.0343,19.08954
580.1868,18.83075
580.3391,19.30199
580.4916,19.66711
580.6439,19.79048
580.7964,19.01393
580.9487,18.44479
581.1012,18.34489
