"","depth_mm","K"
"X3476",355,25.2
"X3477",355.1,15.6666666666667
"X3478",355.2,52.3333333333333
"X3479",355.3,18.5
"X3480",355.4,48
"X3481",355.5,128
"X3482",355.6,101
"X3483",355.7,112.5
"X3484",355.8,169
"X3485",355.9,44
"X3486",356,51.6
"X3487",356.1,29.4444444444444
"X3488",356.2,36.4285714285714
"X3489",356.3,43.1
"X3490",356.4,39
"X3491",356.5,54
"X3492",356.6,78
"X3493",356.7,34
"X3494",356.8,7.66666666666667
"X3495",356.9,63
"X3496",357,29.4
"X3497",357.1,41
"X3498",357.2,23.6666666666667
"X3499",357.3,22
"X3500",357.4,2
"X3501",357.5,32.5
"X3502",357.6,23
"X3503",357.7,58
"X3504",357.8,48.5
"X3505",357.9,88.5
"X3506",358,45.3333333333333
"X3507",358.1,68.5
"X3508",358.2,61
"X3509",358.3,146
"X3510",358.4,47.8
"X3511",358.5,94.5
"X3512",358.6,68.6666666666667
"X3513",358.7,45.3333333333333
"X3514",358.8,62.6666666666667
"X3515",358.9,106.666666666667
"X3516",359,128.5
"X3517",359.1,91
"X3518",359.2,119.5
"X3519",359.3,102.5
"X3520",359.4,188
"X3521",359.5,97.75
"X3522",359.6,146.333333333333
"X3523",359.7,118.5
"X3524",359.8,85.5
"X3525",359.9,105.666666666667
"X3526",360,68
"X3527",360.1,92.6666666666667
"X3528",360.2,75
"X3529",360.3,75.25
"X3530",360.4,89.3333333333333
"X3531",360.5,110.5
"X3532",360.6,117.5
"X3533",360.7,107.75
"X3534",360.8,175
"X3535",360.9,155.666666666667
"X3536",361,153
"X3537",361.1,190.5
"X3538",361.2,113.25
"X3539",361.3,99
"X3540",361.4,82.5
"X3541",361.5,127.666666666667
"X3542",361.6,111.333333333333
"X3543",361.7,112
"X3544",361.8,66.5
"X3545",361.9,156
"X3546",362,125
"X3547",362.1,146
"X3548",362.2,96
"X3549",362.3,83.3333333333333
"X3550",362.4,128
"X3551",362.5,39.1666666666667
"X3552",362.6,62.6666666666667
"X3553",362.7,72.5
"X3554",362.8,148.5
"X3555",362.9,99.5
"X3556",363,112.5
"X3557",363.1,54
"X3558",363.2,63.25
"X3559",363.3,66
"X3560",363.4,70
"X3561",363.5,60.8333333333333
"X3562",363.6,54.7142857142857
"X3563",363.7,59.3636363636364
"X3564",363.8,80.6666666666667
"X3565",363.9,66.5454545454545
"X3566",364,67.6428571428571
"X3567",364.1,86.2142857142857
"X3568",364.2,81.8181818181818
"X3569",364.3,88.25
"X3570",364.4,72.9333333333333
"X3571",364.5,82.0666666666667
"X3572",364.6,81.75
"X3573",364.7,77.8333333333333
"X3574",364.8,73.8571428571429
"X3575",364.9,94.15
"X3576",365,73.8333333333333
"X3577",365.1,71.6086956521739
"X3578",365.2,57.6666666666667
"X3579",365.3,79.3461538461538
"X3580",365.4,73
"X3581",365.5,75.3703703703704
"X3582",365.6,71.8518518518518
"X3583",365.7,68.7333333333333
"X3584",365.8,77.1428571428571
"X3585",365.9,68.84
"X3586",366,64.3666666666667
"X3587",366.1,61.0740740740741
"X3588",366.2,61.6521739130435
"X3589",366.3,42.5454545454545
"X3590",366.4,23.8571428571429
"X3591",366.5,31.4705882352941
"X3592",366.6,42.7619047619048
"X3593",366.7,43.5454545454545
"X3594",366.8,32.36
"X3595",366.9,31.4814814814815
"X3596",367,32.1142857142857
"X3597",367.1,35.4545454545455
"X3598",367.2,46.6774193548387
"X3599",367.3,47.0666666666667
"X3600",367.4,46.0294117647059
"X3601",367.5,45.7428571428571
"X3602",367.6,39.2954545454545
"X3603",367.7,44.6829268292683
"X3604",367.8,37.4878048780488
"X3605",367.9,43.3529411764706
"X3606",368,38
"X3607",368.1,41.3783783783784
"X3608",368.2,36.8918918918919
"X3609",368.3,38.8974358974359
"X3610",368.4,31.8048780487805
"X3611",368.5,38.2368421052632
"X3612",368.6,37.609756097561
"X3613",368.7,35.3829787234043
"X3614",368.8,34.4339622641509
"X3615",368.9,31.45
"X3616",369,32.4181818181818
"X3617",369.1,29.03125
"X3618",369.2,29.4347826086957
"X3619",369.3,30.6052631578947
"X3620",369.4,29.2857142857143
"X3621",369.5,30.8961038961039
"X3622",369.6,29.6428571428571
"X3623",369.7,30.5
"X3624",369.8,33.4301075268817
"X3625",369.9,34.6265060240964
"X3626",370,32.4545454545455
"X3627",370.1,28.126582278481
"X3628",370.2,27.7260273972603
"X3629",370.3,25.3417721518987
"X3630",370.4,24.9268292682927
"X3631",370.5,21.92
"X3632",370.6,21.7710843373494
"X3633",370.7,25.3186813186813
"X3634",370.8,23.6292134831461
"X3635",370.9,23.3406593406593
"X3636",371,27.5058823529412
"X3637",371.1,25.8390804597701
"X3638",371.2,27.0909090909091
"X3639",371.3,20.1276595744681
"X3640",371.4,25.0707070707071
"X3641",371.5,22.6559139784946
"X3642",371.6,22.8988764044944
"X3643",371.7,23.3066666666667
"X3644",371.8,20.7840909090909
"X3645",371.9,25.4157303370787
"X3646",372,22.3835616438356
"X3647",372.1,21.8088235294118
"X3648",372.2,25.5324675324675
"X3649",372.3,25.3698630136986
"X3650",372.4,22.0533333333333
"X3651",372.5,19.0579710144928
"X3652",372.6,19.7352941176471
"X3653",372.7,20
"X3654",372.8,24.1029411764706
"X3655",372.9,25.948275862069
"X3656",373,22.7118644067797
"X3657",373.1,21.5423728813559
"X3658",373.2,26.1379310344828
"X3659",373.3,26.078431372549
"X3660",373.4,24.8333333333333
"X3661",373.5,22.0285714285714
"X3662",373.6,22.2
"X3663",373.7,25.88
"X3664",373.8,29.3518518518519
"X3665",373.9,36.55
"X3666",374,32.8392857142857
"X3667",374.1,36.25
"X3668",374.2,32.695652173913
"X3669",374.3,35.4615384615385
"X3670",374.4,38
"X3671",374.5,38.3243243243243
"X3672",374.6,33.2162162162162
"X3673",374.7,34.7142857142857
"X3674",374.8,42.4571428571429
"X3675",374.9,41.8823529411765
"X3676",375,37.0810810810811
"X3677",375.1,38.1714285714286
"X3678",375.2,36.5428571428571
"X3679",375.3,44.8387096774194
"X3680",375.4,39.7407407407407
"X3681",375.5,45.7586206896552
"X3682",375.6,60.6
"X3683",375.7,58.6842105263158
"X3684",375.8,80.4666666666667
"X3685",375.9,65.4210526315789
"X3686",376,62.8571428571429
"X3687",376.1,65.3846153846154
"X3688",376.2,66.1052631578947
"X3689",376.3,75.2857142857143
"X3690",376.4,77.6153846153846
"X3691",376.5,89.7333333333333
"X3692",376.6,106.666666666667
"X3693",376.7,117.5
"X3694",376.8,121.461538461538
"X3695",376.9,120.142857142857
"X3696",377,100.647058823529
"X3697",377.1,106.866666666667
"X3698",377.2,137.583333333333
"X3699",377.3,113.857142857143
"X3700",377.4,136.7
"X3701",377.5,125.090909090909
"X3702",377.6,108.285714285714
"X3703",377.7,120.166666666667
"X3704",377.8,112.076923076923
"X3705",377.9,113.692307692308
"X3706",378,117.846153846154
"X3707",378.1,128.428571428571
"X3708",378.2,121.588235294118
"X3709",378.3,118.722222222222
"X3710",378.4,112.555555555556
"X3711",378.5,95.8947368421053
"X3712",378.6,95.9473684210526
"X3713",378.7,81.5217391304348
"X3714",378.8,86.6666666666667
"X3715",378.9,87.96
"X3716",379,88.5769230769231
"X3717",379.1,86.8148148148148
"X3718",379.2,81.8888888888889
"X3719",379.3,78.6
"X3720",379.4,71.0909090909091
"X3721",379.5,67.2
"X3722",379.6,53.5967741935484
"X3723",379.7,59.2833333333333
"X3724",379.8,49.85
"X3725",379.9,52.9692307692308
"X3726",380,53.9365079365079
"X3727",380.1,52.6176470588235
"X3728",380.2,48.566265060241
"X3729",380.3,51.8205128205128
"X3730",380.4,51.2278481012658
"X3731",380.5,50.8717948717949
"X3732",380.6,49.5
"X3733",380.7,48.7647058823529
"X3734",380.8,50.9302325581395
"X3735",380.9,52.1444444444444
"X3736",381,49.195652173913
"X3737",381.1,50.9157894736842
"X3738",381.2,50.2043010752688
"X3739",381.3,52.1979166666667
"X3740",381.4,52.0283018867925
"X3741",381.5,48.1284403669725
"X3742",381.6,48.9909090909091
"X3743",381.7,42.1754385964912
"X3744",381.8,44.3008849557522
"X3745",381.9,45.7053571428571
"X3746",382,46.4210526315789
"X3747",382.1,48.1504424778761
"X3748",382.2,46.640350877193
"X3749",382.3,43.448275862069
"X3750",382.4,42.3125
"X3751",382.5,41.3947368421053
"X3752",382.6,42.9026548672566
"X3753",382.7,39.787610619469
"X3754",382.8,35.5175438596491
"X3755",382.9,36.0803571428571
"X3756",383,38.9363636363636
"X3757",383.1,37
"X3758",383.2,38.5272727272727
"X3759",383.3,36.1376146788991
"X3760",383.4,35.0727272727273
"X3761",383.5,36.5961538461538
"X3762",383.6,35.3396226415094
"X3763",383.7,38.6831683168317
"X3764",383.8,38
"X3765",383.9,41.3303571428571
"X3766",384,40.3207547169811
"X3767",384.1,34.7747747747748
"X3768",384.2,32.5140186915888
"X3769",384.3,32.5
"X3770",384.4,33.319587628866
"X3771",384.5,39.7319587628866
"X3772",384.6,34.3478260869565
"X3773",384.7,36.3440860215054
"X3774",384.8,33.3333333333333
"X3775",384.9,36.3488372093023
"X3776",385,37.9135802469136
"X3777",385.1,41.8933333333333
"X3778",385.2,43.4307692307692
"X3779",385.3,36.3030303030303
"X3780",385.4,37.5254237288136
"X3781",385.5,42.0222222222222
"X3782",385.6,34.0810810810811
"X3783",385.7,52.2758620689655
"X3784",385.8,46.5217391304348
"X3785",385.9,49.2105263157895
"X3786",386,32.8636363636364
"X3787",386.1,37.0454545454545
"X3788",386.2,26.7
"X3789",386.3,34.5333333333333
"X3790",386.4,37.4166666666667
"X3791",386.5,26.9090909090909
"X3792",386.6,25.6666666666667
"X3793",386.7,18.5555555555556
"X3794",386.8,55.5
"X3795",386.9,15.6
"X3796",387,27.25
"X3797",387.1,193
"X3798",387.2,48
"X3799",387.3,22
"X3800",387.4,49.5
"X3801",387.5,39.6666666666667
"X3802",387.6,195
"X3803",387.7,99
"X3804",387.8,221
"X3805",387.9,189
"X3806",388,91.3333333333333
"X3807",388.1,149.5
"X3808",388.2,177
"X3809",388.3,104
"X3810",388.4,158
"X3811",388.5,131.5
"X3812",388.6,206
"X3813",388.7,72.5
"X3814",388.8,132
"X3815",388.9,113
"X3816",389,86.5
"X3817",389.1,25
"X3818",389.2,63
"X3819",389.3,NA
"X3820",389.4,17
"X3821",389.5,46.6666666666667
"X3822",389.6,30
"X3823",389.7,150
"X3824",389.8,39.6666666666667
"X3825",389.9,89
"X3826",390,31
"X3827",390.1,53.2727272727273
"X3828",390.2,32.7777777777778
"X3829",390.3,39.3333333333333
"X3830",390.4,47.8571428571429
"X3831",390.5,57.8333333333333
"X3832",390.6,59.6
"X3833",390.7,68.3333333333333
"X3834",390.8,52
"X3835",390.9,21.2
"X3836",391,56
"X3837",391.1,60
"X3838",391.2,67.8333333333333
"X3839",391.3,57
"X3840",391.4,71.6
"X3841",391.5,51
"X3842",391.6,46
"X3843",391.7,43.2
"X3844",391.8,49.3571428571429
"X3845",391.9,34.0833333333333
"X3846",392,53.8
"X3847",392.1,58.1
"X3848",392.2,65
"X3849",392.3,64.3333333333333
"X3850",392.4,73.1428571428571
"X3851",392.5,50
"X3852",392.6,41
"X3853",392.7,37.0625
"X3854",392.8,59.1666666666667
"X3855",392.9,40.125
"X3856",393,38.6086956521739
"X3857",393.1,39.2
"X3858",393.2,40
"X3859",393.3,38.7692307692308
"X3860",393.4,36.9615384615385
"X3861",393.5,44.7619047619048
"X3862",393.6,37.6923076923077
"X3863",393.7,48.0952380952381
"X3864",393.8,48.4583333333333
"X3865",393.9,68.5
"X3866",394,66.6
"X3867",394.1,44.1153846153846
"X3868",394.2,43.6666666666667
"X3869",394.3,45.0277777777778
"X3870",394.4,41.4523809523809
"X3871",394.5,40.8
"X3872",394.6,35.4098360655738
"X3873",394.7,38.3291139240506
"X3874",394.8,37.7818181818182
"X3875",394.9,33.0357142857143
"X3876",395,29.9322033898305
"X3877",395.1,30.2461538461538
"X3878",395.2,33.7857142857143
"X3879",395.3,32.6176470588235
"X3880",395.4,29.1153846153846
"X3881",395.5,29.6666666666667
"X3882",395.6,28.7441860465116
"X3883",395.7,30.425
"X3884",395.8,28.1315789473684
"X3885",395.9,29.0243902439024
"X3886",396,26.3137254901961
"X3887",396.1,23.5961538461538
"X3888",396.2,22.6727272727273
"X3889",396.3,21.1159420289855
"X3890",396.4,26.0757575757576
"X3891",396.5,21.4339622641509
"X3892",396.6,20.6923076923077
"X3893",396.7,21.6341463414634
"X3894",396.8,21.2727272727273
"X3895",396.9,13.7894736842105
"X3896",397,9.77777777777778
"X3897",397.1,19.0454545454545
"X3898",397.2,24.1578947368421
"X3899",397.3,19.95
"X3900",397.4,22.5
"X3901",397.5,23.8260869565217
"X3902",397.6,25.2857142857143
"X3903",397.7,26.48
"X3904",397.8,22.9393939393939
"X3905",397.9,23.96875
"X3906",398,20.5
"X3907",398.1,23.7894736842105
"X3908",398.2,28.6363636363636
"X3909",398.3,29.2272727272727
"X3910",398.4,23.6
"X3911",398.5,30.2727272727273
"X3912",398.6,18.5238095238095
"X3913",398.7,11.1818181818182
"X3914",398.8,19.7857142857143
"X3915",398.9,25.75
"X3916",399,38.7777777777778
"X3917",399.1,36.2
"X3918",399.2,68
"X3919",399.3,56.8571428571429
"X3920",399.4,40.2
"X3921",399.5,27.2
"X3922",399.6,33.6666666666667
"X3923",399.7,33
"X3924",399.8,28.5
"X3925",399.9,31.7142857142857
"X3926",400,58.75
"X3927",400.1,28.875
"X3928",400.2,21.7777777777778
"X3929",400.3,31.4285714285714
"X3930",400.4,25.6
"X3931",400.5,29.3636363636364
"X3932",400.6,23.9
"X3933",400.7,29.1538461538462
"X3934",400.8,37.8888888888889
"X3935",400.9,50
"X3936",401,27.3636363636364
"X3937",401.1,35.9230769230769
"X3938",401.2,32.2307692307692
"X3939",401.3,28
"X3940",401.4,29.5789473684211
"X3941",401.5,22.8333333333333
"X3942",401.6,23.9642857142857
"X3943",401.7,20.0666666666667
"X3944",401.8,17.6818181818182
"X3945",401.9,20
"X3946",402,27.5833333333333
"X3947",402.1,25.75
"X3948",402.2,34.0454545454545
"X3949",402.3,27.3870967741935
"X3950",402.4,30.9411764705882
"X3951",402.5,22.2352941176471
"X3952",402.6,24.8888888888889
"X3953",402.7,27.0526315789474
"X3954",402.8,21.0625
"X3955",402.9,22.85
"X3956",403,28.4285714285714
"X3957",403.1,18.5833333333333
"X3958",403.2,25.3
"X3959",403.3,15.6666666666667
"X3960",403.4,17.8888888888889
"X3961",403.5,11.375
"X3962",403.6,19
"X3963",403.7,12.4444444444444
"X3964",403.8,14.8181818181818
"X3965",403.9,34.1538461538462
"X3966",404,32.4235294117647
"X3967",404.1,34.2073170731707
"X3968",404.2,37.043956043956
"X3969",404.3,41.7888888888889
"X3970",404.4,34.75
"X3971",404.5,33.1478260869565
"X3972",404.6,34.491935483871
"X3973",404.7,35
"X3974",404.8,31.4166666666667
"X3975",404.9,31.4747474747475
"X3976",405,35
"X3977",405.1,26.8636363636364
"X3978",405.2,30.4927536231884
"X3979",405.3,29.0845070422535
"X3980",405.4,28.887323943662
"X3981",405.5,29.0375
"X3982",405.6,35.036036036036
"X3983",405.7,32.2020202020202
"X3984",405.8,33.8818181818182
"X3985",405.9,30.0162601626016
"X3986",406,25.85
"X3987",406.1,20.7428571428571
"X3988",406.2,22.9402985074627
"X3989",406.3,22.0793650793651
"X3990",406.4,24.6071428571429
"X3991",406.5,20.5384615384615
"X3992",406.6,21.1746031746032
"X3993",406.7,21.0138888888889
"X3994",406.8,28.3230769230769
"X3995",406.9,27.6233766233766
"X3996",407,27.961038961039
"X3997",407.1,28.7384615384615
"X3998",407.2,29.8688524590164
"X3999",407.3,39.0227272727273
"X4000",407.4,32.4897959183673
"X4001",407.5,29.3333333333333
"X4002",407.6,31.7045454545455
"X4003",407.7,32.8285714285714
"X4004",407.8,29.2676056338028
"X4005",407.9,22.34375
"X4006",408,23.1454545454545
"X4007",408.1,24.5645161290323
"X4008",408.2,27.3548387096774
"X4009",408.3,38.5862068965517
"X4010",408.4,35
"X4011",408.5,33.3658536585366
"X4012",408.6,45.8571428571429
"X4013",408.7,41.96
"X4014",408.8,33.1153846153846
"X4015",408.9,39.2380952380952
"X4016",409,30.1379310344828
"X4017",409.1,39.304347826087
"X4018",409.2,44.9090909090909
"X4019",409.3,56.6666666666667
"X4020",409.4,53.4705882352941
"X4021",409.5,52.8235294117647
"X4022",409.6,31.625
"X4023",409.7,40
"X4024",409.8,53.5
"X4025",409.9,69.1
"X4026",410,64.5384615384615
"X4027",410.1,45.3529411764706
"X4028",410.2,74.2666666666667
"X4029",410.3,61.4375
"X4030",410.4,69.1818181818182
"X4031",410.5,88.7
"X4032",410.6,52.9230769230769
"X4033",410.7,57.5
"X4034",410.8,30.6428571428571
"X4035",410.9,44.8181818181818
"X4036",411,38.5555555555556
"X4037",411.1,65.625
"X4038",411.2,60.3
"X4039",411.3,68.875
"X4040",411.4,96.3
"X4041",411.5,82.3
"X4042",411.6,41
"X4043",411.7,52.4285714285714
"X4044",411.8,61.625
"X4045",411.9,72.4444444444444
"X4046",412,59.4
"X4047",412.1,59.5
"X4048",412.2,55.2857142857143
"X4049",412.3,30.3846153846154
"X4050",412.4,58.7142857142857
"X4051",412.5,75.75
"X4052",412.6,80.125
"X4053",412.7,80.5
"X4054",412.8,70.25
"X4055",412.9,75.6666666666667
"X4056",413,33
"X4057",413.1,101.75
"X4058",413.2,74.3333333333333
"X4059",413.3,79.75
"X4060",413.4,143.875
"X4061",413.5,102.9
"X4062",413.6,72
"X4063",413.7,64.625
"X4064",413.8,59
"X4065",413.9,71.75
"X4066",414,90.8888888888889
"X4067",414.1,117.6
"X4068",414.2,116.75
"X4069",414.3,127.285714285714
"X4070",414.4,90
"X4071",414.5,111
"X4072",414.6,136.75
"X4073",414.7,110.6
"X4074",414.8,149.909090909091
"X4075",414.9,139.181818181818
"X4076",415,121.8
"X4077",415.1,112.3
"X4078",415.2,121
"X4079",415.3,147.4
"X4080",415.4,117.666666666667
"X4081",415.5,128.923076923077
"X4082",415.6,120.333333333333
"X4083",415.7,108.285714285714
"X4084",415.8,95.6551724137931
"X4085",415.9,62.5849056603774
"X4086",416,60.3396226415094
"X4087",416.1,53.2631578947368
"X4088",416.2,57.7159090909091
"X4089",416.3,53.3578947368421
"X4090",416.4,54.5851063829787
"X4091",416.5,52.6491228070175
"X4092",416.6,51.5801526717557
"X4093",416.7,46.8041958041958
"X4094",416.8,43.6595744680851
"X4095",416.9,41.2827586206897
"X4096",417,39.1146496815287
"X4097",417.1,41.3783783783784
"X4098",417.2,41.9503105590062
"X4099",417.3,40.1366459627329
"X4100",417.4,41.9824561403509
"X4101",417.5,41.0173410404624
"X4102",417.6,41.3589743589744
"X4103",417.7,41.5954198473282
"X4104",417.8,44.8521739130435
"X4105",417.9,40.6984126984127
"X4106",418,41.6198347107438
"X4107",418.1,39.9603174603175
"X4108",418.2,45.3928571428571
"X4109",418.3,51.6697247706422
"X4110",418.4,53.2815533980583
"X4111",418.5,50.8529411764706
"X4112",418.6,47.4464285714286
"X4113",418.7,51.3157894736842
"X4114",418.8,51.4074074074074
"X4115",418.9,50.7142857142857
"X4116",419,40.3076923076923
"X4117",419.1,40.3410852713178
"X4118",419.2,39.5736434108527
"X4119",419.3,39.0839694656489
"X4120",419.4,36.4598540145985
"X4121",419.5,34.1760563380282
"X4122",419.6,33.910447761194
"X4123",419.7,34.2846715328467
"X4124",419.8,35.4594594594595
"X4125",419.9,34.1644736842105
"X4126",420,37.7453416149068
"X4127",420.1,41.8012422360248
"X4128",420.2,34.6607142857143
"X4129",420.3,36.8851351351351
"X4130",420.4,38.4322580645161
"X4131",420.5,40.559748427673
"X4132",420.6,41.8092105263158
"X4133",420.7,45.0064516129032
"X4134",420.8,45.4275862068965
"X4135",420.9,45.4142857142857
"X4136",421,51.486301369863
"X4137",421.1,54.25
"X4138",421.2,60.070796460177
"X4139",421.3,57.2
"X4140",421.4,55.0606060606061
"X4141",421.5,55.05
"X4142",421.6,61.63
"X4143",421.7,68.0752688172043
"X4144",421.8,72.3181818181818
"X4145",421.9,70.7386363636364
"X4146",422,70.6704545454545
"X4147",422.1,68.4096385542169
"X4148",422.2,66.0609756097561
"X4149",422.3,64.8333333333333
"X4150",422.4,68.12
"X4151",422.5,70.2753623188406
"X4152",422.6,66.9565217391304
"X4153",422.7,66.6857142857143
"X4154",422.8,62.9850746268657
"X4155",422.9,67.5645161290323
"X4156",423,60.8714285714286
"X4157",423.1,64.089552238806
"X4158",423.2,66.4
"X4159",423.3,60.5217391304348
"X4160",423.4,70.75
"X4161",423.5,65.6129032258064
"X4162",423.6,65.8679245283019
"X4163",423.7,62.037037037037
"X4164",423.8,67.76
"X4165",423.9,62.1
"X4166",424,61.3269230769231
"X4167",424.1,48.9473684210526
"X4168",424.2,64.6122448979592
"X4169",424.3,58.6862745098039
"X4170",424.4,52.9245283018868
"X4171",424.5,49.3555555555556
"X4172",424.6,48.8909090909091
"X4173",424.7,47.5178571428571
"X4174",424.8,52.6274509803922
"X4175",424.9,46.3529411764706
"X4176",425,50.2533333333333
"X4177",425.1,49.6133333333333
"X4178",425.2,53.4230769230769
"X4179",425.3,51.8235294117647
"X4180",425.4,48.1038961038961
"X4181",425.5,43.4111111111111
"X4182",425.6,45.5111111111111
"X4183",425.7,44.6767676767677
"X4184",425.8,47.4891304347826
"X4185",425.9,47.8977272727273
"X4186",426,45.3636363636364
"X4187",426.1,42.2613636363636
"X4188",426.2,41.2959183673469
"X4189",426.3,37.26
"X4190",426.4,40.1217391304348
"X4191",426.5,45.3716814159292
"X4192",426.6,44.2068965517241
"X4193",426.7,46.5363636363636
"X4194",426.8,42.1009174311927
"X4195",426.9,43.2869565217391
"X4196",427,46.3956043956044
"X4197",427.1,40.6235294117647
"X4198",427.2,41.8987341772152
"X4199",427.3,36.9431818181818
"X4200",427.4,38.0602409638554
"X4201",427.5,34.531914893617
"X4202",427.6,30.9010989010989
"X4203",427.7,28.8
"X4204",427.8,30.0970873786408
"X4205",427.9,27.5473684210526
"X4206",428,32.8552631578947
"X4207",428.1,29.6881720430108
"X4208",428.2,31.3804347826087
"X4209",428.3,29.140350877193
"X4210",428.4,28.8173076923077
"X4211",428.5,30.1413043478261
"X4212",428.6,26.6067415730337
"X4213",428.7,30.2680412371134
"X4214",428.8,31.3448275862069
"X4215",428.9,30.825
"X4216",429,34.2268907563025
"X4217",429.1,38.8086956521739
"X4218",429.2,40.0814814814815
"X4219",429.3,50.1393442622951
"X4220",429.4,40.7651515151515
"X4221",429.5,43.5135135135135
"X4222",429.6,37.3557692307692
"X4223",429.7,37.0714285714286
"X4224",429.8,34.26
"X4225",429.9,33.4403669724771
"X4226",430,35.6631578947368
"X4227",430.1,37.4631578947368
"X4228",430.2,38.6629213483146
"X4229",430.3,38.7586206896552
"X4230",430.4,38.1149425287356
"X4231",430.5,33.9736842105263
"X4232",430.6,32.8387096774194
"X4233",430.7,30.566265060241
"X4234",430.8,25.8095238095238
"X4235",430.9,32.6849315068493
"X4236",431,40.7123287671233
"X4237",431.1,38.0405405405405
"X4238",431.2,34.1038961038961
"X4239",431.3,32
"X4240",431.4,27.1
"X4241",431.5,38.6268656716418
"X4242",431.6,37.1369863013699
"X4243",431.7,32.7260273972603
"X4244",431.8,35.6891891891892
"X4245",431.9,37.2
"X4246",432,28.7826086956522
"X4247",432.1,35.7272727272727
"X4248",432.2,32.5194805194805
"X4249",432.3,33.5223880597015
"X4250",432.4,32.6712328767123
"X4251",432.5,36.1294117647059
"X4252",432.6,36.0142857142857
"X4253",432.7,44.448275862069
"X4254",432.8,44.4081632653061
"X4255",432.9,36.5740740740741
"X4256",433,32.8125
"X4257",433.1,24.4102564102564
"X4258",433.2,28.7931034482759
"X4259",433.3,25.3870967741935
"X4260",433.4,38.5333333333333
"X4261",433.5,30.4666666666667
"X4262",433.6,25.2647058823529
"X4263",433.7,25.6071428571429
"X4264",433.8,27.3571428571429
"X4265",433.9,30.4
"X4266",434,24.3333333333333
"X4267",434.1,25.8571428571429
"X4268",434.2,30.6818181818182
"X4269",434.3,27.26
"X4270",434.4,25.625
"X4271",434.5,28.4883720930233
"X4272",434.6,23.2954545454545
"X4273",434.7,24.5116279069767
"X4274",434.8,23.54
"X4275",434.9,24.7777777777778
"X4276",435,33.2452830188679
"X4277",435.1,26.5434782608696
"X4278",435.2,26.906976744186
"X4279",435.3,26.0416666666667
"X4280",435.4,33.2448979591837
"X4281",435.5,37.46
"X4282",435.6,50.2666666666667
"X4283",435.7,49.6981132075472
"X4284",435.8,48.5074626865672
"X4285",435.9,51.3235294117647
"X4286",436,50.6923076923077
"X4287",436.1,46.8333333333333
"X4288",436.2,44.2258064516129
"X4289",436.3,37.3243243243243
"X4290",436.4,40.1643835616438
"X4291",436.5,42.7647058823529
"X4292",436.6,32.8870967741936
"X4293",436.7,49.5737704918033
"X4294",436.8,44.6785714285714
"X4295",436.9,39.7796610169492
"X4296",437,43
"X4297",437.1,37.9824561403509
"X4298",437.2,25.9827586206897
"X4299",437.3,31.1162790697674
"X4300",437.4,29.219512195122
"X4301",437.5,28.8823529411765
"X4302",437.6,31.1
"X4303",437.7,34.4230769230769
"X4304",437.8,33.34375
"X4305",437.9,28
"X4306",438,29.5833333333333
"X4307",438.1,30.3703703703704
"X4308",438.2,18.6666666666667
"X4309",438.3,21.2
"X4310",438.4,24.2083333333333
"X4311",438.5,24
"X4312",438.6,20.7391304347826
"X4313",438.7,22.75
"X4314",438.8,26.7777777777778
"X4315",438.9,26.1428571428571
"X4316",439,37.0909090909091
"X4317",439.1,23.6
"X4318",439.2,29.6666666666667
"X4319",439.3,30.25
"X4320",439.4,63.6666666666667
"X4321",439.5,19
"X4322",439.6,1
"X4323",439.7,39
"X4324",439.8,45
"X4325",439.9,46.2
"X4326",440,25
"X4327",440.1,8.5
"X4328",440.2,58
"X4329",440.3,36.6666666666667
"X4330",440.4,63
"X4331",440.5,40
"X4332",440.6,23.3333333333333
"X4333",440.7,41
"X4334",440.8,21.6
"X4335",440.9,19
"X4336",441,86
"X4337",441.1,13
"X4338",441.2,10.6666666666667
"X4339",441.3,10.5
"X4340",441.4,8.5
"X4341",441.5,30
"X4342",441.6,46.3333333333333
"X4343",441.7,36.3333333333333
"X4344",441.8,19.75
"X4345",441.9,27.4
"X4346",442,76
"X4347",442.1,95
"X4348",442.2,45.1428571428571
"X4349",442.3,35.1428571428571
"X4350",442.4,64.6
"X4351",442.5,51.8
"X4352",442.6,59
"X4353",442.7,28.5
"X4354",442.8,84
"X4355",442.9,25
"X4356",443,16.6666666666667
"X4357",443.1,18
"X4358",443.2,24.3333333333333
"X4359",443.3,33.3333333333333
"X4360",443.4,47
"X4361",443.5,19.25
"X4362",443.6,16.5
"X4363",443.7,NA
"X4364",443.8,20
"X4365",443.9,14.75
"X4366",444,17.5
"X4367",444.1,13.6666666666667
"X4368",444.2,23.4
"X4369",444.3,35.5
"X4370",444.4,30.3333333333333
"X4371",444.5,30.3333333333333
"X4372",444.6,23.8333333333333
"X4373",444.7,13.3333333333333
"X4374",444.8,18.6
"X4375",444.9,18
"X4376",445,4.81818181818182
"X4377",445.1,14.5
"X4378",445.2,5
"X4379",445.3,7
"X4380",445.4,14.75
"X4381",445.5,27.2
"X4382",445.6,24.0833333333333
"X4383",445.7,10.3333333333333
"X4384",445.8,23.6666666666667
"X4385",445.9,12.3333333333333
"X4386",446,8.5
"X4387",446.1,6.25
"X4388",446.2,9
"X4389",446.3,8.6
"X4390",446.4,9.2
"X4391",446.5,18.3333333333333
"X4392",446.6,27.1
"X4393",446.7,17
"X4394",446.8,11.4
"X4395",446.9,6.75
"X4396",447,8.8
"X4397",447.1,25.6
