"","depth_mm","K"
"X1760",183.4,39.2
"X1761",183.5,67.25
"X1762",183.6,36.6875
"X1763",183.7,37.1904761904762
"X1764",183.8,29.6538461538462
"X1765",183.9,23.8125
"X1766",184,30.6
"X1767",184.1,24.3888888888889
"X1768",184.2,22.7586206896552
"X1769",184.3,36.695652173913
"X1770",184.4,27.3823529411765
"X1771",184.5,25.5333333333333
"X1772",184.6,24.1521739130435
"X1773",184.7,26.1052631578947
"X1774",184.8,33.046511627907
"X1775",184.9,28.4130434782609
"X1776",185,31
"X1777",185.1,27
"X1778",185.2,26.7435897435897
"X1779",185.3,29.9393939393939
"X1780",185.4,25.625
"X1781",185.5,26.0857142857143
"X1782",185.6,23.9285714285714
"X1783",185.7,34.2173913043478
"X1784",185.8,24.8846153846154
"X1785",185.9,24.8387096774194
"X1786",186,28.2162162162162
"X1787",186.1,29.8787878787879
"X1788",186.2,32.5185185185185
"X1789",186.3,32.6071428571429
"X1790",186.4,36.95
"X1791",186.5,33.9523809523809
"X1792",186.6,36.48
"X1793",186.7,34.037037037037
"X1794",186.8,28.7941176470588
"X1795",186.9,27.6363636363636
"X1796",187,38.5714285714286
"X1797",187.1,31.9032258064516
"X1798",187.2,41.0384615384615
"X1799",187.3,43.3461538461538
"X1800",187.4,35.9677419354839
"X1801",187.5,39.258064516129
"X1802",187.6,39.0645161290323
"X1803",187.7,38.5555555555556
"X1804",187.8,48
"X1805",187.9,43.5625
"X1806",188,43.76
"X1807",188.1,44.3461538461538
"X1808",188.2,31.3636363636364
"X1809",188.3,29.4074074074074
"X1810",188.4,38.45
"X1811",188.5,25.2258064516129
"X1812",188.6,21.2702702702703
"X1813",188.7,23.9189189189189
"X1814",188.8,22.7575757575758
"X1815",188.9,28.1724137931034
"X1816",189,19
"X1817",189.1,15.8125
"X1818",189.2,16.8571428571429
"X1819",189.3,26.6060606060606
"X1820",189.4,24.6774193548387
"X1821",189.5,21.6862745098039
"X1822",189.6,22.16
"X1823",189.7,18.2439024390244
"X1824",189.8,21.0645161290323
"X1825",189.9,21.5588235294118
"X1826",190,22.6363636363636
"X1827",190.1,21.3157894736842
"X1828",190.2,22.7179487179487
"X1829",190.3,24.7931034482759
"X1830",190.4,18.9375
"X1831",190.5,19.8148148148148
"X1832",190.6,22.6451612903226
"X1833",190.7,30.9565217391304
"X1834",190.8,23.71875
"X1835",190.9,22.8421052631579
"X1836",191,27.0322580645161
"X1837",191.1,25.1481481481481
"X1838",191.2,27.7619047619048
"X1839",191.3,23.76
"X1840",191.4,26.65
"X1841",191.5,23.2962962962963
"X1842",191.6,27.1071428571429
"X1843",191.7,21.8125
"X1844",191.8,24.3
"X1845",191.9,27.625
"X1846",192,20.5714285714286
"X1847",192.1,22.4827586206897
"X1848",192.2,20.4545454545455
"X1849",192.3,23.32
"X1850",192.4,21.3125
"X1851",192.5,26.4166666666667
"X1852",192.6,24.8965517241379
"X1853",192.7,22.7777777777778
"X1854",192.8,25.0769230769231
"X1855",192.9,20.3684210526316
"X1856",193,23.9166666666667
"X1857",193.1,17.5576923076923
"X1858",193.2,18
"X1859",193.3,20.15625
"X1860",193.4,17.2631578947368
"X1861",193.5,17.8108108108108
"X1862",193.6,22.6170212765957
"X1863",193.7,21.7021276595745
"X1864",193.8,21.2666666666667
"X1865",193.9,23.3225806451613
"X1866",194,23.075
"X1867",194.1,19.9411764705882
"X1868",194.2,19.2931034482759
"X1869",194.3,19.1851851851852
"X1870",194.4,19.7619047619048
"X1871",194.5,16.5833333333333
"X1872",194.6,18.8484848484848
"X1873",194.7,21.025
"X1874",194.8,26.9166666666667
"X1875",194.9,20.6111111111111
"X1876",195,23
"X1877",195.1,19.21875
"X1878",195.2,22.0882352941176
"X1879",195.3,23.4827586206897
"X1880",195.4,18.5
"X1881",195.5,20.4137931034483
"X1882",195.6,15.6666666666667
"X1883",195.7,17.2352941176471
"X1884",195.8,20.0344827586207
"X1885",195.9,16.1944444444444
"X1886",196,18.125
"X1887",196.1,18.5
"X1888",196.2,16.9189189189189
"X1889",196.3,14.4473684210526
"X1890",196.4,17.7941176470588
"X1891",196.5,15.4324324324324
"X1892",196.6,11.7368421052632
"X1893",196.7,11.6
"X1894",196.8,15.68
"X1895",196.9,18.875
"X1896",197,26.3636363636364
"X1897",197.1,23.6666666666667
"X1898",197.2,29.6969696969697
"X1899",197.3,21.0285714285714
"X1900",197.4,25.4166666666667
"X1901",197.5,25.8148148148148
"X1902",197.6,19.1081081081081
"X1903",197.7,22.8857142857143
"X1904",197.8,19.4047619047619
"X1905",197.9,19.5555555555556
"X1906",198,20.4102564102564
"X1907",198.1,16.2
"X1908",198.2,19.1666666666667
"X1909",198.3,17.40625
"X1910",198.4,11.9375
"X1911",198.5,17.5
"X1912",198.6,16.4857142857143
"X1913",198.7,17.9772727272727
"X1914",198.8,14.8285714285714
"X1915",198.9,18.4186046511628
"X1916",199,14.8108108108108
"X1917",199.1,11.25
"X1918",199.2,19.8378378378378
"X1919",199.3,16.6122448979592
"X1920",199.4,16.8095238095238
"X1921",199.5,17.5897435897436
"X1922",199.6,20.5526315789474
"X1923",199.7,30.48
"X1924",199.8,24.75
"X1925",199.9,27.3513513513514
"X1926",200,31.5333333333333
"X1927",200.1,42.4666666666667
"X1928",200.2,47.44
"X1929",200.3,46.2
"X1930",200.4,35.0384615384615
"X1931",200.5,39.3703703703704
"X1932",200.6,48.0294117647059
"X1933",200.7,64.8148148148148
"X1934",200.8,54.2647058823529
"X1935",200.9,53.7222222222222
"X1936",201,60.4571428571429
"X1937",201.1,62.8372093023256
"X1938",201.2,51.7428571428571
"X1939",201.3,52.1071428571429
"X1940",201.4,54.7391304347826
"X1941",201.5,66.695652173913
"X1942",201.6,81.5652173913043
"X1943",201.7,90.28
"X1944",201.8,72.2439024390244
"X1945",201.9,70.5625
"X1946",202,80.9285714285714
"X1947",202.1,70.046511627907
"X1948",202.2,69.975
"X1949",202.3,55.8837209302326
"X1950",202.4,47.0181818181818
"X1951",202.5,54.4285714285714
"X1952",202.6,53.7111111111111
"X1953",202.7,54.7906976744186
"X1954",202.8,62.8571428571429
"X1955",202.9,73.0384615384615
"X1956",203,68.2647058823529
"X1957",203.1,69.875
"X1958",203.2,71.6176470588235
"X1959",203.3,71.0333333333333
"X1960",203.4,78.75
"X1961",203.5,74.0416666666667
"X1962",203.6,61.9565217391304
"X1963",203.7,66.1428571428571
"X1964",203.8,55.72
"X1965",203.9,62.1739130434783
"X1966",204,61.96
"X1967",204.1,67.88
"X1968",204.2,65.375
"X1969",204.3,76.625
"X1970",204.4,87.9523809523809
"X1971",204.5,84.85
"X1972",204.6,86.9090909090909
"X1973",204.7,85.4761904761905
"X1974",204.8,67.3333333333333
"X1975",204.9,70.7
"X1976",205,61.972972972973
"X1977",205.1,70.125
"X1978",205.2,76.6451612903226
"X1979",205.3,60.1428571428571
"X1980",205.4,53.6756756756757
"X1981",205.5,65.21875
"X1982",205.6,54.7567567567568
"X1983",205.7,62.3142857142857
"X1984",205.8,55.2142857142857
"X1985",205.9,55.4864864864865
"X1986",206,57.1875
"X1987",206.1,55.3870967741936
"X1988",206.2,49.0277777777778
"X1989",206.3,47.3125
"X1990",206.4,44.6756756756757
"X1991",206.5,38.6341463414634
"X1992",206.6,43.6944444444444
"X1993",206.7,40.8055555555556
"X1994",206.8,47.6764705882353
"X1995",206.9,41.5675675675676
"X1996",207,59
"X1997",207.1,47.3333333333333
"X1998",207.2,51.8333333333333
"X1999",207.3,52.25
"X2000",207.4,44.71875
"X2001",207.5,44.1707317073171
"X2002",207.6,41.925
"X2003",207.7,43.8857142857143
"X2004",207.8,41.4615384615385
"X2005",207.9,40.4594594594595
"X2006",208,41.1666666666667
"X2007",208.1,44.8529411764706
"X2008",208.2,37.4883720930233
"X2009",208.3,33.2727272727273
"X2010",208.4,31.9302325581395
"X2011",208.5,35.5714285714286
"X2012",208.6,33.6923076923077
"X2013",208.7,31.5471698113208
"X2014",208.8,37.7121212121212
"X2015",208.9,39.6290322580645
"X2016",209,40.53125
"X2017",209.1,44.7931034482759
"X2018",209.2,38.890625
"X2019",209.3,42.8676470588235
"X2020",209.4,45.1641791044776
"X2021",209.5,40.0128205128205
"X2022",209.6,38.9125
"X2023",209.7,36.3164556962025
"X2024",209.8,38.6351351351351
"X2025",209.9,35.469696969697
"X2026",210,43.031746031746
"X2027",210.1,36.140625
"X2028",210.2,38.1587301587302
"X2029",210.3,41.5970149253731
"X2030",210.4,41.703125
"X2031",210.5,38.859375
"X2032",210.6,37.0294117647059
"X2033",210.7,38.0952380952381
"X2034",210.8,29.7796610169492
"X2035",210.9,28.1944444444444
"X2036",211,34.0684931506849
"X2037",211.1,31.5652173913043
"X2038",211.2,39.7
"X2039",211.3,33.8333333333333
"X2040",211.4,36.9148936170213
"X2041",211.5,43.5
"X2042",211.6,41.7872340425532
"X2043",211.7,50.9318181818182
"X2044",211.8,44.5744680851064
"X2045",211.9,46.4
"X2046",212,51.1621621621622
"X2047",212.1,48.7142857142857
"X2048",212.2,52.8484848484849
"X2049",212.3,49.1052631578947
"X2050",212.4,53.4375
"X2051",212.5,44.4054054054054
"X2052",212.6,46.4117647058824
"X2053",212.7,57.4571428571429
"X2054",212.8,51.0526315789474
"X2055",212.9,49.1428571428571
"X2056",213,53.3421052631579
"X2057",213.1,52.6756756756757
"X2058",213.2,50.3428571428571
"X2059",213.3,54.21875
"X2060",213.4,47.8055555555556
"X2061",213.5,50.1612903225806
"X2062",213.6,46.7857142857143
"X2063",213.7,46.4333333333333
"X2064",213.8,53.0333333333333
"X2065",213.9,58.1071428571429
"X2066",214,44.6875
"X2067",214.1,61.2142857142857
"X2068",214.2,63.9642857142857
"X2069",214.3,53.9285714285714
"X2070",214.4,59.8571428571429
"X2071",214.5,71.64
"X2072",214.6,60.1481481481481
"X2073",214.7,77.5714285714286
"X2074",214.8,60.5769230769231
"X2075",214.9,61.5925925925926
"X2076",215,62
"X2077",215.1,63.9523809523809
"X2078",215.2,62.5
"X2079",215.3,65.55
"X2080",215.4,56.8181818181818
"X2081",215.5,64.1764705882353
"X2082",215.6,58.8823529411765
"X2083",215.7,57.2105263157895
"X2084",215.8,59.3333333333333
"X2085",215.9,66.5833333333333
"X2086",216,57.9375
"X2087",216.1,69.1538461538462
"X2088",216.2,81.0769230769231
"X2089",216.3,66.3333333333333
"X2090",216.4,51.1666666666667
"X2091",216.5,57.6
"X2092",216.6,66.3636363636364
"X2093",216.7,60.8333333333333
"X2094",216.8,57.1538461538462
"X2095",216.9,61.0833333333333
"X2096",217,83.4
"X2097",217.1,42.2941176470588
"X2098",217.2,41.1538461538462
"X2099",217.3,45.6363636363636
"X2100",217.4,51.0714285714286
"X2101",217.5,40.5384615384615
"X2102",217.6,46.4444444444444
"X2103",217.7,62.3333333333333
"X2104",217.8,78
"X2105",217.9,65.3333333333333
"X2106",218,65
"X2107",218.1,39.7777777777778
"X2108",218.2,33.5555555555556
"X2109",218.3,28.25
"X2110",218.4,27.2352941176471
"X2111",218.5,29.7619047619048
"X2112",218.6,39.0555555555556
"X2113",218.7,36.4545454545455
"X2114",218.8,33.8125
"X2115",218.9,30.3076923076923
"X2116",219,36.0909090909091
"X2117",219.1,54.2
"X2118",219.2,43.625
"X2119",219.3,46.5
"X2120",219.4,23.9473684210526
"X2121",219.5,24.3333333333333
"X2122",219.6,23.85
"X2123",219.7,27.2916666666667
"X2124",219.8,28.4137931034483
"X2125",219.9,21.625
"X2126",220,31.1111111111111
"X2127",220.1,34.8461538461538
"X2128",220.2,31.71875
"X2129",220.3,36.1176470588235
"X2130",220.4,35.4
"X2131",220.5,35.4242424242424
"X2132",220.6,38.8518518518519
"X2133",220.7,38.8275862068966
"X2134",220.8,39.0344827586207
"X2135",220.9,42.7096774193548
"X2136",221,43.4333333333333
"X2137",221.1,50.6176470588235
"X2138",221.2,62.28125
"X2139",221.3,48.953488372093
"X2140",221.4,56.5526315789474
"X2141",221.5,58.5
"X2142",221.6,50.9038461538462
"X2143",221.7,57.6181818181818
"X2144",221.8,60
"X2145",221.9,57.7884615384615
"X2146",222,53.48
"X2147",222.1,53.5384615384615
"X2148",222.2,53.0545454545455
"X2149",222.3,58.8245614035088
"X2150",222.4,66.3333333333333
"X2151",222.5,57.9636363636364
"X2152",222.6,52.6842105263158
"X2153",222.7,54.2321428571429
"X2154",222.8,45.1935483870968
"X2155",222.9,47.955223880597
"X2156",223,46.8550724637681
"X2157",223.1,46.3283582089552
"X2158",223.2,42.0857142857143
"X2159",223.3,45.2941176470588
"X2160",223.4,45.9295774647887
"X2161",223.5,47.5921052631579
"X2162",223.6,40.5172413793103
"X2163",223.7,38.9195402298851
"X2164",223.8,39.1444444444444
"X2165",223.9,38.8192771084337
"X2166",224,39.6625
"X2167",224.1,45.3188405797101
"X2168",224.2,48.5882352941176
"X2169",224.3,48.1
"X2170",224.4,44.7857142857143
"X2171",224.5,50.1492537313433
"X2172",224.6,54.4193548387097
"X2173",224.7,50.7761194029851
"X2174",224.8,46.8591549295775
"X2175",224.9,51.5166666666667
"X2176",225,48.1896551724138
"X2177",225.1,51.4117647058824
"X2178",225.2,48
"X2179",225.3,45.2452830188679
"X2180",225.4,40.7708333333333
"X2181",225.5,37.54
"X2182",225.6,42.1914893617021
"X2183",225.7,46.4782608695652
"X2184",225.8,39.4
"X2185",225.9,36.1176470588235
"X2186",226,35.8125
"X2187",226.1,32.2058823529412
"X2188",226.2,32.5714285714286
"X2189",226.3,37.5555555555556
"X2190",226.4,40.2941176470588
"X2191",226.5,37.8684210526316
"X2192",226.6,35.9615384615385
"X2193",226.7,31.7
"X2194",226.8,33.4761904761905
"X2195",226.9,43.2941176470588
"X2196",227,27.3571428571429
"X2197",227.1,32.2631578947368
"X2198",227.2,35.25
"X2199",227.3,23.0714285714286
"X2200",227.4,33.75
"X2201",227.5,37.2222222222222
"X2202",227.6,38.2
"X2203",227.7,39.5
"X2204",227.8,39.3636363636364
"X2205",227.9,28.9090909090909
"X2206",228,39.8
"X2207",228.1,21.6
"X2208",228.2,37.3333333333333
"X2209",228.3,51
"X2210",228.4,18
"X2211",228.5,12.5
"X2212",228.6,69
"X2213",228.7,62
"X2214",228.8,28
"X2215",228.9,41
"X2216",229,23.6666666666667
"X2217",229.1,43.5
"X2218",229.2,9.33333333333333
"X2219",229.3,20.5
"X2220",229.4,8
"X2221",229.5,27
"X2222",229.6,41
"X2223",229.7,28
"X2224",229.8,17.6666666666667
"X2225",229.9,2
"X2226",230,17
"X2227",230.1,38
"X2228",230.2,NA
"X2229",230.3,NA
"X2230",230.4,NA
"X2231",230.5,NA
"X2232",230.6,NA
"X2233",230.7,NA
"X2234",230.8,NA
"X2235",230.9,NA
"X2236",231,10
"X2237",231.1,NA
"X2238",231.2,NA
"X2239",231.3,7
"X2240",231.4,47
"X2241",231.5,17
"X2242",231.6,13.5
"X2243",231.7,5
"X2244",231.8,8
"X2245",231.9,11.3333333333333
"X2246",232,15
"X2247",232.1,9.5
"X2248",232.2,26.6666666666667
"X2249",232.3,49
"X2250",232.4,NA
"X2251",232.5,11.6666666666667
"X2252",232.6,7
"X2253",232.7,2
"X2254",232.8,3
"X2255",232.9,7
"X2256",233,22.75
"X2257",233.1,17.5
"X2258",233.2,24
"X2259",233.3,NA
"X2260",233.4,70
"X2261",233.5,145
"X2262",233.6,68.3333333333333
"X2263",233.7,52.7142857142857
"X2264",233.8,69.75
"X2265",233.9,201.75
"X2266",234,147.833333333333
"X2267",234.1,194.166666666667
"X2268",234.2,223.8
"X2269",234.3,151.444444444444
"X2270",234.4,195.75
"X2271",234.5,193
"X2272",234.6,203.666666666667
"X2273",234.7,162.818181818182
"X2274",234.8,163.1
"X2275",234.9,179.666666666667
"X2276",235,172.444444444444
"X2277",235.1,170.4
"X2278",235.2,186.9
"X2279",235.3,149.909090909091
"X2280",235.4,200.222222222222
"X2281",235.5,189.2
"X2282",235.6,176.3
"X2283",235.7,143.416666666667
"X2284",235.8,125.615384615385
"X2285",235.9,137.416666666667
"X2286",236,108.75
"X2287",236.1,118.928571428571
"X2288",236.2,67.6428571428571
"X2289",236.3,55.5555555555556
"X2290",236.4,49.9024390243902
"X2291",236.5,54.4375
"X2292",236.6,54.5428571428571
"X2293",236.7,77.2916666666667
"X2294",236.8,92.3913043478261
"X2295",236.9,87.7826086956522
"X2296",237,80.2608695652174
"X2297",237.1,103.722222222222
"X2298",237.2,60.6666666666667
"X2299",237.3,81.2352941176471
"X2300",237.4,62.7307692307692
"X2301",237.5,79.8421052631579
"X2302",237.6,63.0833333333333
"X2303",237.7,63.9565217391304
"X2304",237.8,54.53125
"X2305",237.9,43.2647058823529
"X2306",238,57.5384615384615
"X2307",238.1,58.3333333333333
"X2308",238.2,46.15625
"X2309",238.3,54.7222222222222
"X2310",238.4,43.7254901960784
"X2311",238.5,50.0416666666667
"X2312",238.6,45.6885245901639
"X2313",238.7,45.8518518518519
"X2314",238.8,47.8591549295775
"X2315",238.9,46.4166666666667
"X2316",239,43.6769230769231
"X2317",239.1,42.2413793103448
"X2318",239.2,41.3166666666667
"X2319",239.3,45.5384615384615
"X2320",239.4,39.4333333333333
"X2321",239.5,46.76
"X2322",239.6,46.0232558139535
"X2323",239.7,47.6052631578947
"X2324",239.8,51.7647058823529
"X2325",239.9,58.8333333333333
"X2326",240,54.8333333333333
"X2327",240.1,60.4347826086956
"X2328",240.2,59.9565217391304
"X2329",240.3,74.3157894736842
"X2330",240.4,85.7333333333333
"X2331",240.5,59.8947368421053
"X2332",240.6,75.2666666666667
"X2333",240.7,68.1176470588235
"X2334",240.8,89.4285714285714
"X2335",240.9,91.9285714285714
"X2336",241,93.8235294117647
"X2337",241.1,98.0666666666667
"X2338",241.2,104
"X2339",241.3,102.357142857143
"X2340",241.4,97.2857142857143
"X2341",241.5,71.7647058823529
"X2342",241.6,76.6428571428571
"X2343",241.7,74.5789473684211
"X2344",241.8,81
"X2345",241.9,73.3333333333333
"X2346",242,66.9
"X2347",242.1,80.05
"X2348",242.2,93
"X2349",242.3,79.3333333333333
"X2350",242.4,77.5
"X2351",242.5,81.25
"X2352",242.6,78.4761904761905
"X2353",242.7,110
"X2354",242.8,76.9473684210526
"X2355",242.9,65.95
"X2356",243,64.0952380952381
"X2357",243.1,74.5263157894737
"X2358",243.2,70.6842105263158
"X2359",243.3,69.5
"X2360",243.4,68.8421052631579
"X2361",243.5,75.5789473684211
"X2362",243.6,64.6
"X2363",243.7,65.5909090909091
"X2364",243.8,66.1153846153846
"X2365",243.9,61.8387096774194
"X2366",244,61.2068965517241
"X2367",244.1,61.1428571428571
"X2368",244.2,57.0357142857143
"X2369",244.3,51.9090909090909
"X2370",244.4,47.4193548387097
"X2371",244.5,48.5714285714286
"X2372",244.6,50.4
"X2373",244.7,45.4516129032258
"X2374",244.8,56.4333333333333
"X2375",244.9,52.5277777777778
"X2376",245,49.0333333333333
"X2377",245.1,69.3478260869565
"X2378",245.2,54.8965517241379
"X2379",245.3,50.6857142857143
"X2380",245.4,55.8571428571429
"X2381",245.5,55.8695652173913
"X2382",245.6,67.3333333333333
"X2383",245.7,56.6818181818182
"X2384",245.8,63.4166666666667
"X2385",245.9,65.5833333333333
"X2386",246,79.5555555555556
"X2387",246.1,55.1578947368421
"X2388",246.2,42.1111111111111
"X2389",246.3,52.3333333333333
"X2390",246.4,44.1818181818182
"X2391",246.5,39.5
"X2392",246.6,45.1764705882353
"X2393",246.7,39
"X2394",246.8,27.1851851851852
"X2395",246.9,31.4347826086957
"X2396",247,42.4705882352941
"X2397",247.1,31.1
"X2398",247.2,30.6818181818182
"X2399",247.3,16.3846153846154
"X2400",247.4,15
"X2401",247.5,26.047619047619
"X2402",247.6,46.6315789473684
"X2403",247.7,53.4117647058824
"X2404",247.8,55.5625
"X2405",247.9,55.75
"X2406",248,38.3333333333333
"X2407",248.1,45.25
"X2408",248.2,55.8571428571429
"X2409",248.3,60.5333333333333
"X2410",248.4,41.5
"X2411",248.5,34.9090909090909
"X2412",248.6,49.8571428571429
"X2413",248.7,56.6315789473684
"X2414",248.8,71.375
"X2415",248.9,44.8461538461538
"X2416",249,57.6153846153846
"X2417",249.1,58.9166666666667
"X2418",249.2,57.3333333333333
"X2419",249.3,46
"X2420",249.4,58.9
"X2421",249.5,51.5833333333333
"X2422",249.6,46
"X2423",249.7,48.1666666666667
"X2424",249.8,53.7272727272727
"X2425",249.9,77.75
"X2426",250,50.5714285714286
"X2427",250.1,52.9166666666667
"X2428",250.2,58.4545454545455
"X2429",250.3,60.7692307692308
"X2430",250.4,60.1538461538462
"X2431",250.5,63.3
"X2432",250.6,45.6363636363636
"X2433",250.7,56.5
"X2434",250.8,38.5
"X2435",250.9,54.5454545454545
"X2436",251,60.5
"X2437",251.1,47.9090909090909
"X2438",251.2,50.5
"X2439",251.3,39.0714285714286
"X2440",251.4,40.0909090909091
"X2441",251.5,31.5
"X2442",251.6,35.8571428571429
"X2443",251.7,58.6666666666667
"X2444",251.8,41
"X2445",251.9,34.6666666666667
"X2446",252,24
"X2447",252.1,26.4285714285714
"X2448",252.2,34.1111111111111
"X2449",252.3,39.4
"X2450",252.4,36.3333333333333
"X2451",252.5,24.7142857142857
"X2452",252.6,35
"X2453",252.7,16.5454545454545
"X2454",252.8,15.5
"X2455",252.9,17
"X2456",253,19
"X2457",253.1,29.4
"X2458",253.2,82
"X2459",253.3,76
"X2460",253.4,33.8
"X2461",253.5,34.2
"X2462",253.6,29.2857142857143
"X2463",253.7,26.8333333333333
"X2464",253.8,56.75
"X2465",253.9,35
"X2466",254,48.5
"X2467",254.1,57.6666666666667
"X2468",254.2,95.5
"X2469",254.3,81.5
"X2470",254.4,119
"X2471",254.5,126
"X2472",254.6,58
"X2473",254.7,105.5
"X2474",254.8,198
"X2475",254.9,133
"X2476",255,50.6666666666667
"X2477",255.1,71
"X2478",255.2,74.3333333333333
"X2479",255.3,100
"X2480",255.4,133.5
"X2481",255.5,107
"X2482",255.6,118
"X2483",255.7,57.3333333333333
"X2484",255.8,98
"X2485",255.9,75
"X2486",256,52
"X2487",256.1,107
"X2488",256.2,46.5
"X2489",256.3,79.5
"X2490",256.4,71.5
"X2491",256.5,39.3333333333333
"X2492",256.6,64.4
"X2493",256.7,65.25
"X2494",256.8,52.3846153846154
"X2495",256.9,38.9565217391304
"X2496",257,42.2424242424242
"X2497",257.1,43.4651162790698
"X2498",257.2,39.811320754717
"X2499",257.3,47.6491228070175
"X2500",257.4,50.0655737704918
"X2501",257.5,50.6716417910448
"X2502",257.6,53.0428571428571
"X2503",257.7,65.6
"X2504",257.8,56.0972222222222
"X2505",257.9,54.3835616438356
"X2506",258,46.7763157894737
"X2507",258.1,56.1428571428571
"X2508",258.2,54.4024390243902
"X2509",258.3,53.3563218390805
"X2510",258.4,63.5333333333333
"X2511",258.5,53.7065217391304
"X2512",258.6,51.6122448979592
"X2513",258.7,49.0618556701031
"X2514",258.8,46.7766990291262
"X2515",258.9,42.0326086956522
"X2516",259,39.9278350515464
"X2517",259.1,39.780487804878
"X2518",259.2,41.8311688311688
"X2519",259.3,44.9358974358974
"X2520",259.4,44.6875
"X2521",259.5,41.8253968253968
"X2522",259.6,49.5769230769231
"X2523",259.7,44.780487804878
"X2524",259.8,46.9736842105263
"X2525",259.9,41.1714285714286
"X2526",260,34.1388888888889
"X2527",260.1,30.0666666666667
"X2528",260.2,36.12
"X2529",260.3,39.7368421052632
"X2530",260.4,35.9166666666667
"X2531",260.5,30.4736842105263
"X2532",260.6,37.1666666666667
"X2533",260.7,51.9166666666667
"X2534",260.8,44.375
"X2535",260.9,35.1538461538462
"X2536",261,48.5555555555556
"X2537",261.1,55
"X2538",261.2,81.6
"X2539",261.3,72.2
"X2540",261.4,57.6
"X2541",261.5,126
"X2542",261.6,38
"X2543",261.7,114
"X2544",261.8,30
"X2545",261.9,46.2
"X2546",262,52
"X2547",262.1,40.3333333333333
"X2548",262.2,43.5
"X2549",262.3,54.75
"X2550",262.4,53.6
"X2551",262.5,85
"X2552",262.6,98.6666666666667
"X2553",262.7,73.8333333333333
"X2554",262.8,75.25
"X2555",262.9,81
"X2556",263,110.6
"X2557",263.1,106.4
"X2558",263.2,116.5
"X2559",263.3,105.2
"X2560",263.4,70.5
"X2561",263.5,82.4
"X2562",263.6,87.8
"X2563",263.7,117.25
"X2564",263.8,101.25
"X2565",263.9,91
"X2566",264,127
"X2567",264.1,77.6
"X2568",264.2,124
"X2569",264.3,71.2
"X2570",264.4,105.8
"X2571",264.5,73.8333333333333
"X2572",264.6,81.2
"X2573",264.7,61
"X2574",264.8,38
"X2575",264.9,39.6363636363636
"X2576",265,46.7142857142857
"X2577",265.1,61.0625
"X2578",265.2,59.9333333333333
"X2579",265.3,59
"X2580",265.4,44.2352941176471
"X2581",265.5,48.5789473684211
"X2582",265.6,53.5909090909091
"X2583",265.7,58
"X2584",265.8,85
"X2585",265.9,79.7391304347826
"X2586",266,69.7142857142857
"X2587",266.1,69
"X2588",266.2,85.3461538461538
"X2589",266.3,108
"X2590",266.4,111.789473684211
"X2591",266.5,95.3478260869565
"X2592",266.6,97.25
"X2593",266.7,98.6538461538462
"X2594",266.8,98.8571428571429
"X2595",266.9,91.3235294117647
"X2596",267,101.4
"X2597",267.1,96.1666666666667
"X2598",267.2,83.52
"X2599",267.3,80.1090909090909
"X2600",267.4,71.6774193548387
"X2601",267.5,72.5254237288136
"X2602",267.6,70.5538461538462
"X2603",267.7,70.5522388059701
"X2604",267.8,63.4418604651163
"X2605",267.9,57.9782608695652
"X2606",268,61.1758241758242
"X2607",268.1,56.7525773195876
"X2608",268.2,55.659793814433
"X2609",268.3,53.3232323232323
"X2610",268.4,54.6310679611651
"X2611",268.5,55.9259259259259
"X2612",268.6,61.9908256880734
"X2613",268.7,55.3928571428571
"X2614",268.8,58.0094339622642
"X2615",268.9,58.3962264150943
"X2616",269,55.875
"X2617",269.1,53.2621359223301
"X2618",269.2,58.4845360824742
"X2619",269.3,66.9210526315789
"X2620",269.4,61.1617647058824
"X2621",269.5,59.7462686567164
"X2622",269.6,58.7272727272727
"X2623",269.7,54.5625
"X2624",269.8,57.1612903225806
"X2625",269.9,49.3928571428571
"X2626",270,50.5185185185185
"X2627",270.1,51.5744680851064
"X2628",270.2,43.7391304347826
"X2629",270.3,46.2083333333333
"X2630",270.4,46.4333333333333
"X2631",270.5,46.4642857142857
"X2632",270.6,37.7777777777778
"X2633",270.7,28.3571428571429
"X2634",270.8,36.375
"X2635",270.9,47.8333333333333
"X2636",271,64.75
"X2637",271.1,21
"X2638",271.2,67.3333333333333
"X2639",271.3,45.6666666666667
"X2640",271.4,58
"X2641",271.5,23.5
"X2642",271.6,63.25
"X2643",271.7,122
"X2644",271.8,68.3333333333333
"X2645",271.9,95.5
"X2646",272,82.2
"X2647",272.1,40.0909090909091
"X2648",272.2,47.6666666666667
"X2649",272.3,60.8
"X2650",272.4,41.125
"X2651",272.5,39.3529411764706
"X2652",272.6,33.5
"X2653",272.7,35.8125
"X2654",272.8,72.3
"X2655",272.9,39.1176470588235
"X2656",273,46.0909090909091
"X2657",273.1,45.4545454545455
"X2658",273.2,57.125
"X2659",273.3,57
"X2660",273.4,59.8888888888889
"X2661",273.5,44.625
"X2662",273.6,49.4
"X2663",273.7,63.375
"X2664",273.8,64.8
"X2665",273.9,62.3076923076923
"X2666",274,38.4375
"X2667",274.1,41.8823529411765
"X2668",274.2,52.3333333333333
"X2669",274.3,48.1818181818182
"X2670",274.4,47.75
"X2671",274.5,37.8823529411765
"X2672",274.6,45.8260869565217
"X2673",274.7,38.3478260869565
"X2674",274.8,45.72
"X2675",274.9,44.4444444444444
"X2676",275,51.8275862068966
"X2677",275.1,56.6896551724138
"X2678",275.2,62.2413793103448
