"","depth_mm","Mn"
"X1567",164.1,143.413793103448
"X1568",164.2,142.290640394089
"X1569",164.3,143.344827586207
"X1570",164.4,143.674876847291
"X1571",164.5,145.177339901478
"X1572",164.6,145.665024630542
"X1573",164.7,145.487684729064
"X1574",164.8,149.773399014778
"X1575",164.9,150.206896551724
"X1576",165,146.581280788177
"X1577",165.1,146.467980295566
"X1578",165.2,148.098522167488
"X1579",165.3,146.374384236453
"X1580",165.4,147.581280788177
"X1581",165.5,146.142857142857
"X1582",165.6,145.724137931034
"X1583",165.7,147.87684729064
"X1584",165.8,152.044334975369
"X1585",165.9,153.92118226601
"X1586",166,157.059113300493
"X1587",166.1,156.192118226601
"X1588",166.2,150.270935960591
"X1589",166.3,151.399014778325
"X1590",166.4,146.566502463054
"X1591",166.5,144.467980295566
"X1592",166.6,145.758620689655
"X1593",166.7,145.20197044335
"X1594",166.8,153.024630541872
"X1595",166.9,156.945812807882
"X1596",167,159.014778325123
"X1597",167.1,165.980295566502
"X1598",167.2,158.137931034483
"X1599",167.3,152.408866995074
"X1600",167.4,145.827586206897
"X1601",167.5,145.709359605911
"X1602",167.6,150.837438423645
"X1603",167.7,147.630541871921
"X1604",167.8,149.295566502463
"X1605",167.9,145.674876847291
"X1606",168,147.669950738916
"X1607",168.1,148.5960591133
"X1608",168.2,143.886699507389
"X1609",168.3,143.315270935961
"X1610",168.4,141.56157635468
"X1611",168.5,142.211822660099
"X1612",168.6,142.305418719212
"X1613",168.7,141.369458128079
"X1614",168.8,139.206896551724
"X1615",168.9,142.497536945813
"X1616",169,144.290640394089
"X1617",169.1,142.729064039409
"X1618",169.2,142.620689655172
"X1619",169.3,144.512315270936
"X1620",169.4,141.334975369458
"X1621",169.5,140.497536945813
"X1622",169.6,141.433497536946
"X1623",169.7,142.073891625616
"X1624",169.8,141.581280788177
"X1625",169.9,138.817733990148
"X1626",170,136.497536945813
"X1627",170.1,138.817733990148
"X1628",170.2,138.92118226601
"X1629",170.3,135.049261083744
"X1630",170.4,134.15763546798
"X1631",170.5,137.600985221675
"X1632",170.6,139.970443349754
"X1633",170.7,138.43842364532
"X1634",170.8,141.512315270936
"X1635",170.9,141.704433497537
"X1636",171,142.049261083744
"X1637",171.1,146.630541871921
"X1638",171.2,146.315270935961
"X1639",171.3,143.556650246305
"X1640",171.4,145.034482758621
"X1641",171.5,151.847290640394
"X1642",171.6,154.364532019704
"X1643",171.7,145.743842364532
"X1644",171.8,141.300492610837
"X1645",171.9,139.758620689655
"X1646",172,137.009852216749
"X1647",172.1,141.857142857143
"X1648",172.2,143.699507389163
"X1649",172.3,142.48275862069
"X1650",172.4,143.339901477833
"X1651",172.5,142.068965517241
"X1652",172.6,143.960591133005
"X1653",172.7,143.783251231527
"X1654",172.8,145.827586206897
"X1655",172.9,148.344827586207
"X1656",173,147.197044334975
"X1657",173.1,149.522167487685
"X1658",173.2,150.152709359606
"X1659",173.3,148.655172413793
"X1660",173.4,147
"X1661",173.5,149.113300492611
"X1662",173.6,147.241379310345
"X1663",173.7,146.990147783251
"X1664",173.8,149.51724137931
"X1665",173.9,153.802955665025
"X1666",174,153.940886699507
"X1667",174.1,150.960591133005
"X1668",174.2,150.92118226601
"X1669",174.3,145.724137931034
"X1670",174.4,145.211822660099
"X1671",174.5,146.84236453202
"X1672",174.6,145.443349753695
"X1673",174.7,146.463054187192
"X1674",174.8,145.812807881773
"X1675",174.9,145.536945812808
"X1676",175,148.113300492611
"X1677",175.1,146.068965517241
"X1678",175.2,147.399014778325
"X1679",175.3,143.807881773399
"X1680",175.4,148.551724137931
"X1681",175.5,149.76354679803
"X1682",175.6,146.448275862069
"X1683",175.7,144.162561576355
"X1684",175.8,144.935960591133
"X1685",175.9,147.729064039409
"X1686",176,145.802955665025
"X1687",176.1,141.56157635468
"X1688",176.2,142.743842364532
"X1689",176.3,138.221674876847
"X1690",176.4,141.379310344828
"X1691",176.5,144.56157635468
"X1692",176.6,143.029556650246
"X1693",176.7,143.118226600985
"X1694",176.8,148.586206896552
"X1695",176.9,145.137931034483
"X1696",177,145.334975369458
"X1697",177.1,146
"X1698",177.2,149.059113300493
"X1699",177.3,148.354679802956
"X1700",177.4,141.064039408867
"X1701",177.5,138.793103448276
"X1702",177.6,141.399014778325
"X1703",177.7,140.960591133005
"X1704",177.8,139.083743842365
"X1705",177.9,138.802955665025
"X1706",178,140.103448275862
"X1707",178.1,139.866995073892
"X1708",178.2,139.172413793103
"X1709",178.3,139.901477832512
"X1710",178.4,142.955665024631
"X1711",178.5,144.418719211823
"X1712",178.6,144.029556650246
"X1713",178.7,142.995073891626
"X1714",178.8,143.532019704434
"X1715",178.9,144.418719211823
"X1716",179,144.532019704434
"X1717",179.1,141.394088669951
"X1718",179.2,142.778325123153
"X1719",179.3,143.044334975369
"X1720",179.4,145.216748768473
"X1721",179.5,144.295566502463
"X1722",179.6,144.990147783251
"X1723",179.7,146.56157635468
"X1724",179.8,144.724137931034
"X1725",179.9,146.246305418719
"X1726",180,145.261083743842
"X1727",180.1,144.76354679803
"X1728",180.2,143.034482758621
"X1729",180.3,142.064039408867
"X1730",180.4,144.320197044335
"X1731",180.5,143.975369458128
"X1732",180.6,141.049261083744
"X1733",180.7,138.945812807882
"X1734",180.8,138.793103448276
"X1735",180.9,139.935960591133
"X1736",181,134.709359605911
"X1737",181.1,136.315270935961
"X1738",181.2,136.753694581281
"X1739",181.3,137.285714285714
"X1740",181.4,136.866995073892
"X1741",181.5,136.206896551724
"X1742",181.6,139.990147783251
"X1743",181.7,139.665024630542
"X1744",181.8,139.5960591133
"X1745",181.9,138.004926108374
"X1746",182,140.857142857143
"X1747",182.1,137.975369458128
"X1748",182.2,137.733990147783
"X1749",182.3,140.433497536946
"X1750",182.4,137.433497536946
"X1751",182.5,140.197044334975
"X1752",182.6,138.906403940887
"X1753",182.7,139.266009852217
"X1754",182.8,140.275862068966
"X1755",182.9,141.128078817734
"X1756",183,144.384236453202
"X1757",183.1,140.024630541872
"X1758",183.2,142.487684729064
"X1759",183.3,139.576354679803
"X1760",183.4,143.738916256158
"X1761",183.5,143.4039408867
"X1762",183.6,141.162561576355
"X1763",183.7,140.064039408867
"X1764",183.8,140.497536945813
"X1765",183.9,140
"X1766",184,137.320197044335
"X1767",184.1,140.118226600985
"X1768",184.2,142.147783251232
"X1769",184.3,140.960591133005
"X1770",184.4,142.246305418719
"X1771",184.5,143.87684729064
"X1772",184.6,138.822660098522
"X1773",184.7,140.674876847291
"X1774",184.8,139.605911330049
"X1775",184.9,139.43842364532
"X1776",185,142.12315270936
"X1777",185.1,141.709359605911
"X1778",185.2,144.349753694581
"X1779",185.3,143.182266009852
"X1780",185.4,144.586206896552
"X1781",185.5,146.300492610837
"X1782",185.6,143.812807881773
"X1783",185.7,145.773399014778
"X1784",185.8,148.325123152709
"X1785",185.9,145.940886699507
"X1786",186,147.704433497537
"X1787",186.1,147.541871921182
"X1788",186.2,148.940886699507
"X1789",186.3,148.783251231527
"X1790",186.4,145.458128078818
"X1791",186.5,147.541871921182
"X1792",186.6,146.290640394089
"X1793",186.7,146.320197044335
"X1794",186.8,148.551724137931
"X1795",186.9,148.408866995074
"X1796",187,147.699507389163
"X1797",187.1,149.847290640394
"X1798",187.2,152.492610837438
"X1799",187.3,157.443349753695
"X1800",187.4,156.034482758621
"X1801",187.5,157.374384236453
"X1802",187.6,152.320197044335
"X1803",187.7,153.064039408867
"X1804",187.8,154.113300492611
"X1805",187.9,155.004926108374
"X1806",188,155.76354679803
"X1807",188.1,157.009852216749
"X1808",188.2,160.4039408867
"X1809",188.3,157.502463054187
"X1810",188.4,156.605911330049
"X1811",188.5,160.399014778325
"X1812",188.6,162.300492610837
"X1813",188.7,160.674876847291
"X1814",188.8,160.142857142857
"X1815",188.9,156.059113300493
"X1816",189,151.591133004926
"X1817",189.1,147.852216748768
"X1818",189.2,149.059113300493
"X1819",189.3,146.985221674877
"X1820",189.4,148.699507389163
"X1821",189.5,147.960591133005
"X1822",189.6,148.901477832512
"X1823",189.7,149.610837438424
"X1824",189.8,142.812807881773
"X1825",189.9,141.76354679803
"X1826",190,139.039408866995
"X1827",190.1,137.270935960591
"X1828",190.2,140.399014778325
"X1829",190.3,138.064039408867
"X1830",190.4,137.108374384236
"X1831",190.5,133.364532019704
"X1832",190.6,134.857142857143
"X1833",190.7,132.778325123153
"X1834",190.8,132.512315270936
"X1835",190.9,135.931034482759
"X1836",191,136.014778325123
"X1837",191.1,134.807881773399
"X1838",191.2,137.674876847291
"X1839",191.3,138.118226600985
"X1840",191.4,138.605911330049
"X1841",191.5,134.79802955665
"X1842",191.6,134.935960591133
"X1843",191.7,134.049261083744
"X1844",191.8,130.512315270936
"X1845",191.9,129.748768472906
"X1846",192,129.334975369458
"X1847",192.1,128.009852216749
"X1848",192.2,130.384236453202
"X1849",192.3,129.206896551724
"X1850",192.4,133.384236453202
"X1851",192.5,130.975369458128
"X1852",192.6,131.852216748768
"X1853",192.7,134.226600985222
"X1854",192.8,133.694581280788
"X1855",192.9,133.630541871921
"X1856",193,132.576354679803
"X1857",193.1,134.142857142857
"X1858",193.2,131.51724137931
"X1859",193.3,130.793103448276
"X1860",193.4,131.793103448276
"X1861",193.5,135.108374384236
"X1862",193.6,136.310344827586
"X1863",193.7,138.226600985222
"X1864",193.8,139.068965517241
"X1865",193.9,136.35960591133
"X1866",194,134.812807881773
"X1867",194.1,132.960591133005
"X1868",194.2,133.502463054187
"X1869",194.3,132.546798029557
"X1870",194.4,134.344827586207
"X1871",194.5,132.290640394089
"X1872",194.6,137.137931034483
"X1873",194.7,140.694581280788
"X1874",194.8,143.349753694581
"X1875",194.9,144.226600985222
"X1876",195,144.832512315271
"X1877",195.1,143.783251231527
"X1878",195.2,138.975369458128
"X1879",195.3,140.354679802956
"X1880",195.4,140.660098522167
"X1881",195.5,142.724137931034
"X1882",195.6,142
"X1883",195.7,139.724137931034
"X1884",195.8,139.354679802956
"X1885",195.9,138.748768472906
"X1886",196,133.384236453202
"X1887",196.1,137.054187192118
"X1888",196.2,134.133004926108
"X1889",196.3,135.039408866995
"X1890",196.4,137.305418719212
"X1891",196.5,139.753694581281
"X1892",196.6,139.206896551724
"X1893",196.7,136.12315270936
"X1894",196.8,137.137931034483
"X1895",196.9,139.669950738916
"X1896",197,144.87684729064
"X1897",197.1,142.477832512315
"X1898",197.2,140.714285714286
"X1899",197.3,137.384236453202
"X1900",197.4,130.369458128079
"X1901",197.5,131.339901477833
"X1902",197.6,130.76354679803
"X1903",197.7,130.251231527094
"X1904",197.8,131.054187192118
"X1905",197.9,132.935960591133
"X1906",198,135.541871921182
"X1907",198.1,135.251231527094
"X1908",198.2,129.35960591133
"X1909",198.3,127.689655172414
"X1910",198.4,130.35960591133
"X1911",198.5,128.458128078818
"X1912",198.6,125.965517241379
"X1913",198.7,121.177339901478
"X1914",198.8,120.71921182266
"X1915",198.9,120.310344827586
"X1916",199,121.532019704433
"X1917",199.1,119.172413793103
"X1918",199.2,122.083743842365
"X1919",199.3,121.916256157635
"X1920",199.4,121.349753694581
"X1921",199.5,120.344827586207
"X1922",199.6,120.931034482759
"X1923",199.7,117.014778325123
"X1924",199.8,118.349753694581
"X1925",199.9,122.334975369458
"X1926",200,124.655172413793
"X1927",200.1,130.965217391304
"X1928",200.2,125.278260869565
"X1929",200.3,128.886956521739
"X1930",200.4,126.452173913043
"X1931",200.5,127.860869565217
"X1932",200.6,126.791304347826
"X1933",200.7,124.173913043478
"X1934",200.8,128.347826086957
"X1935",200.9,132.15652173913
"X1936",201,129.495652173913
"X1937",201.1,130.95652173913
"X1938",201.2,134.44347826087
"X1939",201.3,135.286956521739
"X1940",201.4,137.634782608696
"X1941",201.5,139.921739130435
"X1942",201.6,140.573913043478
"X1943",201.7,139.417391304348
"X1944",201.8,137.895652173913
"X1945",201.9,137.452173913043
"X1946",202,134.791304347826
"X1947",202.1,135.313043478261
"X1948",202.2,136.113043478261
"X1949",202.3,136.852173913043
"X1950",202.4,131.139130434783
"X1951",202.5,133.365217391304
"X1952",202.6,135.173913043478
"X1953",202.7,139.582608695652
"X1954",202.8,133.713043478261
"X1955",202.9,132.417391304348
"X1956",203,139.808695652174
"X1957",203.1,136.84347826087
"X1958",203.2,135.382608695652
"X1959",203.3,130.226086956522
"X1960",203.4,136.982608695652
"X1961",203.5,142.182608695652
"X1962",203.6,132.904347826087
"X1963",203.7,127.669565217391
"X1964",203.8,127.55652173913
"X1965",203.9,126.521739130435
"X1966",204,124.591304347826
"X1967",204.1,122.008695652174
"X1968",204.2,123.504347826087
"X1969",204.3,124.582608695652
"X1970",204.4,127.260869565217
"X1971",204.5,126.852173913043
"X1972",204.6,123.747826086957
"X1973",204.7,124.791304347826
"X1974",204.8,124.495652173913
"X1975",204.9,125.4
"X1976",205,126.026086956522
"X1977",205.1,122.582608695652
"X1978",205.2,123.313043478261
"X1979",205.3,123.278260869565
"X1980",205.4,121.382608695652
"X1981",205.5,119.513043478261
"X1982",205.6,118.04347826087
"X1983",205.7,121.330434782609
"X1984",205.8,124.139130434783
"X1985",205.9,124.478260869565
"X1986",206,124.121739130435
"X1987",206.1,123.582608695652
"X1988",206.2,124.460869565217
"X1989",206.3,124
"X1990",206.4,128.6
"X1991",206.5,127.965217391304
"X1992",206.6,130.269565217391
"X1993",206.7,131.373913043478
"X1994",206.8,132.226086956522
"X1995",206.9,130.695652173913
"X1996",207,128.017391304348
"X1997",207.1,126.991304347826
"X1998",207.2,129.921739130435
"X1999",207.3,128.582608695652
"X2000",207.4,127.191304347826
"X2001",207.5,129.782608695652
"X2002",207.6,132.660869565217
"X2003",207.7,132.591304347826
"X2004",207.8,129.495652173913
"X2005",207.9,132.608695652174
"X2006",208,134.939130434783
"X2007",208.1,137.913043478261
"X2008",208.2,138.721739130435
"X2009",208.3,135.626086956522
"X2010",208.4,139.434782608696
"X2011",208.5,139.15652173913
"X2012",208.6,141.608695652174
"X2013",208.7,143.686956521739
"X2014",208.8,148.44347826087
"X2015",208.9,149.304347826087
"X2016",209,145.417391304348
"X2017",209.1,147.365217391304
"X2018",209.2,146.913043478261
"X2019",209.3,150.878260869565
"X2020",209.4,147.626086956522
"X2021",209.5,147.617391304348
"X2022",209.6,149.417391304348
"X2023",209.7,146.547826086957
"X2024",209.8,144.460869565217
"X2025",209.9,144.55652173913
"X2026",210,139.895652173913
"X2027",210.1,141.973913043478
"X2028",210.2,143.817391304348
"X2029",210.3,143.626086956522
"X2030",210.4,141.35652173913
"X2031",210.5,149.513043478261
"X2032",210.6,149.773913043478
"X2033",210.7,147.626086956522
"X2034",210.8,144.617391304348
"X2035",210.9,141.704347826087
"X2036",211,139.391304347826
"X2037",211.1,139.608695652174
"X2038",211.2,136.547826086957
"X2039",211.3,137.234782608696
"X2040",211.4,138.147826086957
"X2041",211.5,141.191304347826
"X2042",211.6,141.452173913043
"X2043",211.7,139.930434782609
"X2044",211.8,144.086956521739
"X2045",211.9,142.739130434783
"X2046",212,140.782608695652
"X2047",212.1,140.669565217391
"X2048",212.2,138.095652173913
"X2049",212.3,136.739130434783
"X2050",212.4,136
"X2051",212.5,138.460869565217
"X2052",212.6,141.130434782609
"X2053",212.7,138.886956521739
"X2054",212.8,139.191304347826
"X2055",212.9,143.504347826087
"X2056",213,148.365217391304
"X2057",213.1,146.573913043478
"X2058",213.2,139.426086956522
"X2059",213.3,137.965217391304
"X2060",213.4,142.904347826087
"X2061",213.5,144.860869565217
"X2062",213.6,142.060869565217
"X2063",213.7,139.217391304348
"X2064",213.8,144.208695652174
"X2065",213.9,140.113043478261
"X2066",214,130.408695652174
"X2067",214.1,134.026086956522
"X2068",214.2,129.6
"X2069",214.3,130.765217391304
"X2070",214.4,127.869565217391
"X2071",214.5,128.895652173913
"X2072",214.6,128.652173913043
"X2073",214.7,129.408695652174
"X2074",214.8,132.573913043478
"X2075",214.9,130.704347826087
"X2076",215,129.095652173913
"X2077",215.1,127.173913043478
"X2078",215.2,131.973913043478
"X2079",215.3,133.04347826087
"X2080",215.4,130.617391304348
"X2081",215.5,132.478260869565
"X2082",215.6,137.55652173913
"X2083",215.7,133.95652173913
"X2084",215.8,131.208695652174
"X2085",215.9,130.686956521739
"X2086",216,137.739130434783
"X2087",216.1,129.460869565217
"X2088",216.2,136.234782608696
"X2089",216.3,137.391304347826
"X2090",216.4,135.539130434783
"X2091",216.5,137.04347826087
"X2092",216.6,134.913043478261
"X2093",216.7,138.608695652174
"X2094",216.8,138.373913043478
"X2095",216.9,137.573913043478
"X2096",217,142.130434782609
"X2097",217.1,142.04347826087
"X2098",217.2,144.973913043478
"X2099",217.3,145.4
"X2100",217.4,143.504347826087
"X2101",217.5,140.165217391304
"X2102",217.6,140.130434782609
"X2103",217.7,145.765217391304
"X2104",217.8,148.521739130435
"X2105",217.9,144.008695652174
"X2106",218,148.486956521739
"X2107",218.1,148.208695652174
"X2108",218.2,150.339130434783
"X2109",218.3,156.721739130435
"X2110",218.4,159.026086956522
"X2111",218.5,162.64347826087
"X2112",218.6,152.860869565217
"X2113",218.7,150.373913043478
"X2114",218.8,146.739130434783
"X2115",218.9,150.886956521739
"X2116",219,148.078260869565
"X2117",219.1,150.034782608696
"X2118",219.2,151.486956521739
"X2119",219.3,147.669565217391
"X2120",219.4,146.391304347826
"X2121",219.5,152.486956521739
"X2122",219.6,154.973913043478
"X2123",219.7,150.313043478261
"X2124",219.8,149.086956521739
"X2125",219.9,143.739130434783
"X2126",220,147.704347826087
"X2127",220.1,152.2
"X2128",220.2,150.913043478261
"X2129",220.3,147.069565217391
"X2130",220.4,143.408695652174
"X2131",220.5,147.121739130435
"X2132",220.6,144.147826086957
"X2133",220.7,147.069565217391
"X2134",220.8,150.782608695652
"X2135",220.9,147.252173913043
"X2136",221,150.895652173913
"X2137",221.1,150.626086956522
"X2138",221.2,146.452173913043
"X2139",221.3,143.165217391304
"X2140",221.4,140.634782608696
"X2141",221.5,146.660869565217
"X2142",221.6,143.608695652174
"X2143",221.7,141.64347826087
"X2144",221.8,137.782608695652
"X2145",221.9,143.417391304348
"X2146",222,142.304347826087
"X2147",222.1,137.95652173913
"X2148",222.2,138.095652173913
"X2149",222.3,135.860869565217
"X2150",222.4,137.15652173913
"X2151",222.5,138.034782608696
"X2152",222.6,137.026086956522
"X2153",222.7,134.582608695652
"X2154",222.8,140.486956521739
"X2155",222.9,143.452173913043
"X2156",223,142.573913043478
"X2157",223.1,139.095652173913
"X2158",223.2,141.634782608696
"X2159",223.3,143.686956521739
"X2160",223.4,146.991304347826
"X2161",223.5,145
"X2162",223.6,145.930434782609
"X2163",223.7,144.113043478261
"X2164",223.8,147.913043478261
"X2165",223.9,142.591304347826
"X2166",224,143.513043478261
"X2167",224.1,144.678260869565
"X2168",224.2,148.4
"X2169",224.3,146.44347826087
"X2170",224.4,145.460869565217
"X2171",224.5,148.426086956522
"X2172",224.6,145.434782608696
"X2173",224.7,144.739130434783
"X2174",224.8,149.391304347826
"X2175",224.9,153.078260869565
"X2176",225,152.660869565217
"X2177",225.1,150.513043478261
"X2178",225.2,151.078260869565
"X2179",225.3,150.304347826087
"X2180",225.4,154.252173913043
"X2181",225.5,162.434782608696
"X2182",225.6,159.052173913043
"X2183",225.7,163.121739130435
"X2184",225.8,168.547826086957
"X2185",225.9,170.852173913043
"X2186",226,168.64347826087
"X2187",226.1,168.782608695652
"X2188",226.2,167.286956521739
"X2189",226.3,175.817391304348
"X2190",226.4,167.278260869565
"X2191",226.5,157.173913043478
"X2192",226.6,153.008695652174
"X2193",226.7,149.747826086957
"X2194",226.8,153.513043478261
"X2195",226.9,158.104347826087
"X2196",227,157.147826086957
"X2197",227.1,155.704347826087
"X2198",227.2,153.426086956522
"X2199",227.3,149
"X2200",227.4,150.878260869565
"X2201",227.5,152.478260869565
"X2202",227.6,151.052173913043
"X2203",227.7,153.382608695652
"X2204",227.8,151.339130434783
"X2205",227.9,150.773913043478
"X2206",228,149.269565217391
"X2207",228.1,144.052173913043
"X2208",228.2,148.730434782609
"X2209",228.3,141.721739130435
"X2210",228.4,144.617391304348
"X2211",228.5,141.278260869565
"X2212",228.6,144.339130434783
"X2213",228.7,141.24347826087
"X2214",228.8,137.495652173913
"X2215",228.9,139.017391304348
"X2216",229,134.513043478261
"X2217",229.1,134.808695652174
"X2218",229.2,141.8
"X2219",229.3,141.686956521739
"X2220",229.4,146.04347826087
"X2221",229.5,138.286956521739
"X2222",229.6,146.330434782609
"X2223",229.7,142.260869565217
"X2224",229.8,138.139130434783
"X2225",229.9,137.321739130435
"X2226",230,136.878260869565
"X2227",230.1,137.808695652174
"X2228",230.2,133.147826086957
"X2229",230.3,136.765217391304
"X2230",230.4,138.347826086957
"X2231",230.5,141.330434782609
"X2232",230.6,131.652173913043
"X2233",230.7,128.834782608696
"X2234",230.8,129.086956521739
"X2235",230.9,131.2
"X2236",231,128.278260869565
"X2237",231.1,130.347826086957
"X2238",231.2,137.84347826087
"X2239",231.3,140.191304347826
"X2240",231.4,139.104347826087
"X2241",231.5,141.486956521739
"X2242",231.6,146.747826086957
"X2243",231.7,146.852173913043
"X2244",231.8,147.886956521739
"X2245",231.9,146.860869565217
"X2246",232,145.973913043478
"X2247",232.1,146.773913043478
"X2248",232.2,145.139130434783
"X2249",232.3,154.426086956522
"X2250",232.4,157.660869565217
"X2251",232.5,165.75652173913
"X2252",232.6,167.678260869565
"X2253",232.7,172.495652173913
"X2254",232.8,171.078260869565
"X2255",232.9,166.44347826087
"X2256",233,169.382608695652
"X2257",233.1,172.878260869565
"X2258",233.2,179.495652173913
"X2259",233.3,176.165217391304
"X2260",233.4,175.504347826087
"X2261",233.5,177.165217391304
"X2262",233.6,171.947826086957
"X2263",233.7,158.791304347826
"X2264",233.8,152.782608695652
"X2265",233.9,164.391304347826
"X2266",234,166.8
"X2267",234.1,167.313043478261
"X2268",234.2,163.6
"X2269",234.3,153.869565217391
"X2270",234.4,151.44347826087
"X2271",234.5,149.373913043478
"X2272",234.6,155.286956521739
"X2273",234.7,153.947826086957
"X2274",234.8,150.260869565217
"X2275",234.9,152.834782608696
"X2276",235,157.026086956522
"X2277",235.1,157.286956521739
"X2278",235.2,154.15652173913
"X2279",235.3,155.269565217391
"X2280",235.4,156.982608695652
"X2281",235.5,155.921739130435
"X2282",235.6,151.930434782609
"X2283",235.7,150.591304347826
"X2284",235.8,151.904347826087
"X2285",235.9,153.286956521739
"X2286",236,152.75652173913
"X2287",236.1,150.469565217391
"X2288",236.2,148.530434782609
"X2289",236.3,145.834782608696
"X2290",236.4,143.973913043478
"X2291",236.5,144.347826086957
"X2292",236.6,137.339130434783
"X2293",236.7,140.417391304348
"X2294",236.8,141.078260869565
"X2295",236.9,143.139130434783
"X2296",237,147.24347826087
"X2297",237.1,146.434782608696
"X2298",237.2,143.347826086957
"X2299",237.3,145.113043478261
"X2300",237.4,144.208695652174
"X2301",237.5,142.017391304348
"X2302",237.6,143.408695652174
"X2303",237.7,144.182608695652
"X2304",237.8,138.278260869565
"X2305",237.9,141.426086956522
"X2306",238,139.947826086957
"X2307",238.1,141.095652173913
"X2308",238.2,153.008695652174
"X2309",238.3,146.260869565217
"X2310",238.4,144.278260869565
"X2311",238.5,152.991304347826
"X2312",238.6,147.791304347826
"X2313",238.7,154.539130434783
"X2314",238.8,155.426086956522
"X2315",238.9,147.347826086957
"X2316",239,144.669565217391
"X2317",239.1,145.64347826087
"X2318",239.2,143.295652173913
"X2319",239.3,142.886956521739
"X2320",239.4,142.208695652174
"X2321",239.5,142.869565217391
"X2322",239.6,138.617391304348
"X2323",239.7,142.730434782609
"X2324",239.8,139.217391304348
"X2325",239.9,139.008695652174
"X2326",240,143.426086956522
"X2327",240.1,144.182608695652
"X2328",240.2,149.747826086957
"X2329",240.3,153.669565217391
"X2330",240.4,158.060869565217
"X2331",240.5,157.304347826087
"X2332",240.6,156.373913043478
"X2333",240.7,149.086956521739
"X2334",240.8,153.739130434783
"X2335",240.9,153.947826086957
"X2336",241,154.591304347826
"X2337",241.1,151.408695652174
"X2338",241.2,154.260869565217
"X2339",241.3,154.226086956522
"X2340",241.4,149.452173913043
"X2341",241.5,153.086956521739
"X2342",241.6,157.095652173913
"X2343",241.7,164.330434782609
"X2344",241.8,156.095652173913
"X2345",241.9,156.8
"X2346",242,154.365217391304
"X2347",242.1,158.086956521739
"X2348",242.2,153.226086956522
"X2349",242.3,155.539130434783
"X2350",242.4,150.895652173913
"X2351",242.5,148.765217391304
"X2352",242.6,144.84347826087
"X2353",242.7,143.44347826087
"X2354",242.8,142.486956521739
"X2355",242.9,143.086956521739
"X2356",243,152.017391304348
"X2357",243.1,150.321739130435
"X2358",243.2,148.582608695652
"X2359",243.3,150.730434782609
"X2360",243.4,143.069565217391
"X2361",243.5,141.773913043478
"X2362",243.6,140.252173913043
"X2363",243.7,140.982608695652
"X2364",243.8,136.773913043478
"X2365",243.9,143.026086956522
"X2366",244,145.226086956522
"X2367",244.1,142.417391304348
"X2368",244.2,144.026086956522
"X2369",244.3,143.2
"X2370",244.4,141.617391304348
"X2371",244.5,141.147826086957
"X2372",244.6,142.078260869565
"X2373",244.7,138.64347826087
"X2374",244.8,141.817391304348
"X2375",244.9,141.965217391304
"X2376",245,141.026086956522
"X2377",245.1,139.652173913043
"X2378",245.2,137.660869565217
"X2379",245.3,133.939130434783
"X2380",245.4,133.869565217391
"X2381",245.5,138.069565217391
"X2382",245.6,140.678260869565
"X2383",245.7,145.834782608696
"X2384",245.8,151.008695652174
"X2385",245.9,143.773913043478
"X2386",246,140.173913043478
"X2387",246.1,140.417391304348
"X2388",246.2,143.886956521739
"X2389",246.3,140.826086956522
"X2390",246.4,142.547826086957
"X2391",246.5,140.226086956522
"X2392",246.6,142.660869565217
"X2393",246.7,139.686956521739
"X2394",246.8,140.634782608696
"X2395",246.9,139.808695652174
"X2396",247,141.234782608696
"X2397",247.1,138.75652173913
"X2398",247.2,139.782608695652
"X2399",247.3,141.608695652174
"X2400",247.4,138.113043478261
"X2401",247.5,141.747826086957
"X2402",247.6,139.921739130435
"X2403",247.7,140.921739130435
"X2404",247.8,140.947826086957
"X2405",247.9,144.869565217391
"X2406",248,144.426086956522
"X2407",248.1,143.895652173913
"X2408",248.2,144.095652173913
"X2409",248.3,141.391304347826
"X2410",248.4,140.008695652174
"X2411",248.5,139.4
"X2412",248.6,139.739130434783
"X2413",248.7,144.130434782609
"X2414",248.8,139.852173913043
"X2415",248.9,141.365217391304
"X2416",249,145.478260869565
"X2417",249.1,147.939130434783
"X2418",249.2,151.582608695652
"X2419",249.3,154.052173913043
"X2420",249.4,153.15652173913
"X2421",249.5,150.113043478261
"X2422",249.6,145.678260869565
"X2423",249.7,149.669565217391
"X2424",249.8,160.460869565217
"X2425",249.9,159.64347826087
"X2426",250,162.834782608696
"X2427",250.1,163.860869565217
"X2428",250.2,157.486956521739
"X2429",250.3,152.84347826087
"X2430",250.4,149.339130434783
"X2431",250.5,154.64347826087
"X2432",250.6,152.634782608696
"X2433",250.7,153.104347826087
"X2434",250.8,143.973913043478
"X2435",250.9,149.973913043478
"X2436",251,142.791304347826
"X2437",251.1,138.669565217391
"X2438",251.2,144.991304347826
"X2439",251.3,143.930434782609
"X2440",251.4,141.739130434783
"X2441",251.5,145.226086956522
"X2442",251.6,148.295652173913
"X2443",251.7,149.565217391304
"X2444",251.8,148.904347826087
"X2445",251.9,143.75652173913
"X2446",252,147.75652173913
"X2447",252.1,150.869565217391
"X2448",252.2,145.269565217391
"X2449",252.3,145.347826086957
"X2450",252.4,148.878260869565
"X2451",252.5,151.234782608696
"X2452",252.6,154.434782608696
"X2453",252.7,146.947826086957
"X2454",252.8,156.252173913043
"X2455",252.9,152.660869565217
"X2456",253,142.582608695652
