"Depth..m.","Gamma.Ray"
570.1284,25.0847
570.2808,24.7832
570.4332,24.3951
570.5856,24.2176
570.738,24.4015
570.8904,24.8893
571.0428,25.5384
571.1952,26.2095
571.3476,26.7533
571.5,27.1428
571.6524,27.5211
571.8048,27.638
571.9572,27.2366
572.1096,26.4986
572.262,25.6609
572.4144,24.8889
572.5668,24.0022
572.7192,23.5299
572.8716,23.8191
573.024,24.3898
573.1764,24.5152
573.3288,24.7445
573.4812,25.8565
573.6336,27.7225
573.786,29.1494
573.9384,29.1476
574.0908,28.6305
574.2432,28.2289
574.3956,27.4954
574.548,26.477
574.7004,25.555
574.8528,25.2226
575.0052,25.646
575.1576,26.3832
575.31,27.0123
575.4624,27.4015
575.6148,27.7681
575.7672,27.8505
575.9196,27.5655
576.072,26.8603
576.2244,25.8992
576.3768,25.226
576.5292,25.1269
576.6816,25.4505
576.834,25.7574
576.9864,25.6185
577.1388,25.0639
577.2912,24.4589
577.4436,24.095
577.596,24.0094
577.7484,24.1134
577.9008,24.3573
578.0532,24.5732
578.2056,24.57
578.358,24.3634
578.5104,24.0261
578.6628,23.6687
578.8152,23.3464
578.9676,23.1214
579.12,23.1997
579.2724,23.587
579.4248,24.1561
579.5772,24.737
579.7296,25.092
579.882,25.2554
580.0344,25.3121
580.1868,25.0219
580.3392,24.4292
580.4916,24.1743
580.644,24.7423
580.7964,25.6388
580.9488,25.5813
581.1012,24.4272
581.2536,23.3172
581.406,23.3147
581.5584,24.4047
581.7108,25.6471
581.8632,26.588
582.0156,27.2208
582.168,27.5912
582.3204,27.3406
582.4728,26.3951
582.6252,25.3312
582.7776,24.891
582.93,25.4255
583.0824,26.4246
583.2348,27.3569
583.3872,28.0724
583.5396,28.7016
583.692,29.148
583.8444,29.0167
583.9968,28.4044
584.1492,27.9671
584.3016,28.036
584.454,28.2408
584.6064,28.1426
584.7588,27.7769
584.9112,27.3429
585.0636,26.8399
585.216,26.4021
585.3684,26.5271
585.5208,27.3239
585.6732,28.5464
585.8256,29.8008
585.978,30.4744
586.1304,30.389
586.2828,29.7334
586.4352,28.6888
586.5876,27.7297
586.74,27.2464
586.8924,27.1545
587.0448,27.1579
587.1972,27.1712
587.3496,27.9941
587.502,29.7801
587.6544,31.3434
587.8068,32.0754
587.9592,31.6954
588.1116,30.5
588.264,29.1481
588.4164,27.992
588.5688,27.3792
588.7212,27.7864
588.8736,28.564
589.026,28.7061
589.1784,28.2669
589.3308,27.9588
589.4832,27.934
589.6356,27.7886
589.788,27.3311
589.9404,26.9153
590.0928,26.914
590.2452,27.326
590.3976,27.7919
590.55,28.0944
590.7024,28.0451
590.8548,27.397
591.0072,26.6319
591.1596,26.1059
591.312,25.9113
591.4644,26.0839
591.6168,26.2803
591.7692,26.1128
591.9216,25.5428
592.074,24.8366
592.2264,24.7575
592.3788,25.3088
592.5312,25.9823
592.6836,26.6185
592.836,27.305
592.9884,27.753
593.1408,27.847
593.2932,27.5348
593.4456,27.015
593.598,26.8508
593.7504,27.5644
593.9028,28.7362
594.0552,29.717
594.2076,29.8838
594.36,29.3481
594.5124,29.0208
594.6648,29.7516
594.8172,31.2043
594.9696,32.6931
595.122,33.8637
595.2744,33.8942
595.4268,33.1197
595.5792,32.6407
595.7316,32.9607
595.884,33.4957
596.0364,33.7635
596.1888,33.7544
596.3412,33.5203
596.4936,32.9528
596.646,31.8823
596.7984,31.1097
596.9508,31.0178
597.1032,31.3261
597.2556,31.882
597.408,32.6972
597.5604,33.2943
597.7128,33.4809
597.8652,33.5528
598.0176,33.7205
598.17,34.0772
598.3224,34.6305
598.4748,35.0881
598.6272,35.442
598.7796,35.4795
598.932,34.7408
599.0844,33.3636
599.2368,32.3493
599.3892,32.3316
599.5416,32.9856
599.694,33.5516
599.8464,33.5689
599.9988,33.2698
600.1512,33.8779
600.3036,34.9764
600.456,35.6709
600.6084,35.6649
600.7608,34.9975
600.9132,33.9112
601.0656,32.7265
601.218,31.631
601.3704,30.7563
601.5228,30.5406
601.6752,30.8698
601.8276,30.7174
601.98,29.6153
602.1324,28.1371
602.2848,27.1228
602.4372,26.4033
602.5896,26.7949
602.742,28.1054
602.8944,29.4684
603.0468,30.9041
603.1992,32.0299
603.3516,32.0696
603.504,30.7997
603.6564,29.8405
603.8088,29.9687
603.9612,30.6005
604.1136,31.2096
604.266,31.3492
604.4184,30.4379
604.5708,29.122
604.7232,28.4597
604.8756,28.5967
605.028,29.0064
605.1804,29.1177
605.3328,28.9833
605.4852,29.3725
605.6376,30.0793
605.79,29.8515
605.9424,29.1594
606.0948,29.103
606.2472,29.4006
606.3996,29.5086
606.552,29.3872
606.7044,28.8539
606.8568,27.9795
607.0092,27.143
607.1616,26.7671
607.314,26.7427
607.4664,27.1427
607.6188,27.9531
607.7712,28.8906
607.9236,29.8347
608.076,30.7138
608.2284,31.0849
608.3808,30.4423
608.5332,29.8195
608.6856,29.9852
608.838,30.5074
608.9904,30.9352
609.1428,30.8206
609.2952,30.3976
609.4476,30.4912
609.6,31.4729
609.7524,32.7375
609.9048,33.425
610.0572,33.4438
610.2096,33.4337
610.362,33.7943
610.5144,34.6378
610.6668,35.4335
610.8192,35.6153
610.9716,35.1859
611.124,34.4196
611.2764,33.519
611.4288,32.4998
611.5812,31.4964
611.7336,30.8616
611.886,30.8385
612.0384,31.3716
612.1908,31.7446
612.3432,31.4063
612.4956,30.6562
612.648,30.1479
612.8004,30.1429
612.9528,30.4697
613.1052,30.7248
613.2576,30.6534
613.41,30.1381
613.5624,29.4894
613.7148,29.4539
613.8672,30.1187
614.0196,29.82
614.172,28.3945
614.3244,27.4244
614.4768,27.849
614.6292,29.1546
614.7816,30.7182
614.934,32.1062
615.0864,33.0204
615.2388,33.4831
615.3912,33.3958
615.5436,32.716
615.696,31.4469
615.8484,30.3208
616.0008,30.2736
616.1532,31.1451
616.3056,32.0942
616.458,32.6975
616.6104,32.6079
616.7628,31.7054
616.9152,30.3365
617.0676,29.6955
617.22,30.1668
617.3724,31.1208
617.5248,31.2532
617.6772,30.907
617.8296,30.9725
617.982,30.5115
618.1344,29.3096
618.2868,28.0987
618.4392,27.7488
618.5916,28.6084
618.744,30.1572
618.8964,31.6936
619.0488,32.7577
619.2012,33.2484
619.3536,33.2489
619.506,32.9721
619.6584,32.6475
619.8108,32.2177
619.9632,31.6461
620.1156,31.1111
620.268,30.5678
620.4204,29.7862
620.5728,28.8575
620.7252,28.1478
620.8776,27.826
621.03,27.8392
621.1824,28.1499
621.3348,28.6373
621.4872,29.1118
621.6396,29.4514
621.792,29.7652
621.9444,30.3019
622.0968,31.2097
622.2492,32.2626
622.4016,33.1716
622.554,33.8284
622.7064,33.921
622.8588,33.3014
623.0112,32.2373
623.1636,31.5616
623.316,31.7107
623.4684,32.2108
623.6208,32.5332
623.7732,32.2953
623.9256,31.5137
624.078,30.6027
624.2304,30.03
624.3828,29.9177
624.5352,30.0512
624.6876,30.2063
624.84,30.325
624.9924,30.3837
625.1448,30.3564
625.2972,30.1332
625.4496,29.5879
625.602,28.6484
625.7544,27.8031
625.9068,27.5995
626.0592,27.8459
626.2116,28.2664
626.364,29.0372
626.5164,30.1093
626.6688,31.1449
626.8212,31.4854
626.9736,30.9825
627.126,30.6018
627.2784,30.8113
627.4308,30.5949
627.5832,29.4906
627.7356,28.5296
627.888,28.6029
628.0404,29.129
628.1928,29.05
628.3452,28.3555
628.4976,27.575
628.65,27.1126
628.8024,27.4357
628.9548,28.4582
629.1072,29.573
629.2596,30.2054
629.412,30.1098
629.5644,29.3758
629.7168,28.5751
629.8692,28.3779
630.0216,28.7961
630.174,28.9915
630.3264,28.6944
630.4788,28.683
630.6312,29.3746
630.7836,29.9082
630.936,29.7765
631.0884,29.4625
631.2408,29.348
631.3932,29.5089
631.5456,29.9202
631.698,30.4791
631.8504,31.0423
632.0028,31.5131
632.1552,32.1031
632.3076,33.0922
632.46,34.3293
632.6124,35.3773
632.7648,35.2082
632.9172,34.1318
633.0696,33.565
633.222,33.9436
633.3744,34.4643
633.5268,34.4239
633.6792,34.12
633.8316,34.2178
633.984,34.7851
634.1364,35.2013
634.2888,34.9143
634.4412,33.9127
634.5936,32.7758
634.746,32.0491
634.8984,31.9323
635.0508,32.1602
635.2032,32.2229
635.3556,32.0715
635.508,32.2227
635.6604,32.5849
635.8128,32.3661
635.9652,31.4059
636.1176,30.7559
636.27,31.1856
636.4224,31.7816
636.5748,31.6435
636.7272,31.1481
636.8796,31.085
637.032,31.6134
637.1844,32.349
637.3368,32.8581
637.4892,32.6771
637.6416,31.8885
637.794,31.3311
637.9464,31.2987
638.0988,31.2384
638.2512,30.7552
638.4036,30.1003
638.556,29.7615
638.7084,30.3475
638.8608,31.6261
639.0132,32.9809
639.1656,34.2816
639.318,34.9359
639.4704,34.5388
639.6228,33.5373
639.7752,32.3888
639.9276,31.4993
640.08,31.2937
640.2324,31.8286
640.3848,32.6275
640.5372,32.6527
640.6896,31.3602
640.842,29.3065
640.9944,27.7045
641.1468,27.4468
641.2992,28.1756
641.4516,29.0538
641.604,29.7769
641.7564,30.3224
641.9088,30.708
642.0612,30.9184
642.2136,30.6753
642.366,29.4774
642.5184,27.8425
642.6708,26.9593
642.8232,26.9899
642.9756,27.3956
643.128,27.8323
643.2804,28.0267
643.4328,27.613
643.5852,26.5893
643.7376,25.638
643.89,25.5635
644.0424,26.2977
644.1948,27.2923
644.3472,28.2559
644.4996,28.7812
644.652,28.4634
644.8044,27.4837
644.9568,26.5087
645.1092,26.0922
645.2616,26.2184
645.414,26.5283
645.5664,26.7699
645.7188,26.8934
645.8712,26.8985
646.0236,26.7652
646.176,26.4683
646.3284,26.0967
646.4808,25.9302
646.6332,26.1272
646.7856,26.5859
646.938,27.0551
647.0904,27.3208
647.2428,27.3768
647.3952,27.1721
647.5476,26.6711
647.7,26.0137
647.8524,25.6163
648.0048,25.8304
648.1572,26.3952
648.3096,26.8255
648.462,26.8762
648.6144,26.5511
648.7668,25.9802
648.9192,25.5081
649.0716,25.5057
649.224,25.8788
649.3764,26.1738
649.5288,26.0043
649.6812,25.5306
649.8336,25.3878
649.986,25.884
650.1384,26.7524
650.2908,27.5149
650.4432,27.8289
650.5956,27.784
650.748,27.8039
650.9004,28.1582
651.0528,28.673
651.2052,28.9917
651.3576,28.9278
651.51,28.4983
651.6624,28.0244
651.8148,27.929
651.9672,28.2809
652.1196,28.7013
652.272,28.7392
652.4244,28.3344
652.5768,27.6975
652.7292,26.9844
652.8816,26.4806
653.034,26.5446
653.1864,27.0698
653.3388,27.6732
653.4912,28.2033
653.6436,28.6268
653.796,28.8391
653.9484,28.647
654.1008,28.0544
654.2532,27.5255
654.4056,27.4456
654.558,27.8095
654.7104,28.4672
654.8628,29.204
655.0152,29.771
655.1676,29.9747
655.32,29.8498
655.4724,29.5833
655.6248,29.3099
655.7772,29.0166
655.9296,28.8058
656.082,29.0004
656.2344,29.5137
656.3868,29.8544
656.5392,29.8143
656.6916,29.5565
656.844,29.4443
656.9964,29.8522
657.1488,30.7449
657.3012,31.7381
657.4536,32.5848
657.606,33.1629
657.7584,33.3394
657.9108,33.1583
658.0632,32.7191
658.2156,32.0763
658.368,31.3757
658.5204,30.9104
658.6728,30.9382
658.8252,31.2912
658.9776,31.5856
659.13,31.7015
659.2824,31.7346
659.4348,31.5524
659.5872,30.9312
659.7396,30.1874
659.892,29.985
660.0444,30.606
660.1968,31.6049
660.3492,32.1233
660.5016,32.1342
660.654,32.527
660.8064,33.2587
660.9588,33.5275
661.1112,33.3496
661.2636,33.2019
661.416,33.2975
661.5684,33.7443
661.7208,34.4989
661.8732,35.3575
662.0256,36.2243
662.178,36.9815
662.3304,37.0961
662.4828,36.2029
662.6352,34.848
662.7876,33.609
662.94,32.6522
663.0924,32.3996
663.2448,33.1192
663.3972,34.3603
663.5496,35.5567
663.702,36.5717
663.8544,37.3986
664.0068,37.8842
664.1592,37.8425
664.3116,37.2681
664.464,36.7173
664.6164,36.8483
664.7688,37.3854
664.9212,37.5216
665.0736,37.1774
665.226,36.8704
665.3784,36.8356
665.5308,36.9911
665.6832,37.1854
665.8356,37.2309
665.988,36.9706
666.1404,36.269
666.2928,35.0524
666.4452,33.4115
666.5976,31.4492
666.75,29.3531
666.9024,27.4221
667.0548,25.9049
667.2072,25.1792
667.3596,25.4644
667.512,26.3357
667.6644,27.0947
667.8168,27.3045
667.9692,27.0172
668.1216,26.7665
668.274,27.0275
668.4264,27.6599
668.5788,28.3414
668.7312,28.9668
668.8836,29.5044
669.036,29.9227
669.1884,30.0022
669.3408,29.348
669.4932,28.1549
669.6456,27.2524
669.798,26.9759
669.9504,26.9954
670.1028,27.0908
670.2552,27.3656
670.4076,27.912
670.56,28.5978
670.7124,29.1681
670.8648,29.3179
671.0172,28.8362
671.1696,28.0337
671.322,27.7172
671.4744,28.3253
671.6268,29.3225
671.7792,29.8208
671.9316,29.475
672.084,28.4464
672.2364,27.3003
672.3888,26.5943
672.5412,26.334
672.6936,26.2381
672.846,26.0265
672.9984,25.5155
673.1508,24.7479
673.3032,23.9218
673.4556,23.2886
673.608,23.0138
673.7604,23.0771
673.9128,23.305
674.0652,23.5031
674.2176,23.5522
674.37,23.4752
674.5224,23.6096
674.6748,24.1465
674.8272,24.6157
674.9796,24.7305
675.132,24.846
675.2844,25.0067
675.4368,24.7836
675.5892,24.0968
675.7416,23.3997
675.894,23.1725
676.0464,23.6304
676.1988,24.675
676.3512,25.9924
676.5036,27.4281
676.656,28.9408
676.8084,30.195
676.9608,30.7982
677.1132,30.8064
677.2656,30.6735
677.418,30.9378
677.5704,31.8129
677.7228,32.9667
677.8752,33.6165
678.0276,33.2299
678.18,32.1235
678.3324,30.8762
678.4848,30.1823
678.6372,30.5258
678.7896,31.5956
678.942,32.9338
679.0944,33.8586
679.2468,33.5752
679.3992,32.4951
679.5516,31.8767
679.704,32.333
679.8564,33.4621
680.0088,34.5193
680.1612,34.579
680.3136,33.1694
680.466,31.4608
680.6184,30.7352
680.7708,30.7087
680.9232,30.731
681.0756,30.8305
681.228,31.4484
681.3804,32.8179
681.5328,34.5484
681.6852,36.15
681.8376,37.334
681.99,37.9564
682.1424,37.9074
682.2948,36.9769
682.4472,35.2567
682.5996,33.5594
682.752,32.6203
682.9044,32.3142
683.0568,32.3041
683.2092,32.3609
683.3616,32.2281
683.514,31.8469
683.6664,31.5428
683.8188,31.5898
683.9712,31.8843
684.1236,32.1935
684.276,32.3678
684.4284,32.361
684.5808,32.1712
684.7332,31.7625
684.8856,30.98
685.038,29.9504
685.1904,29.5016
685.3428,30.0932
685.4952,30.6798
685.6476,30.125
685.8,28.8799
685.9524,27.7864
686.1048,26.9311
686.2572,26.5031
686.4096,26.5295
686.562,26.6166
686.7144,26.3991
686.8668,25.8853
687.0192,25.3769
687.1716,25.2292
687.324,25.6307
687.4764,26.4646
687.6288,27.386
687.7812,28.15
687.9336,28.6429
688.086,28.8555
688.2384,29.1305
688.3908,29.9529
688.5432,31.1557
688.6956,32.1443
688.848,32.4187
689.0004,31.8515
689.1528,30.9634
689.3052,30.2216
689.4576,29.6727
689.61,29.241
689.7624,29.4409
689.9148,30.447
690.0672,32.0845
690.2196,34.2102
690.372,36.2754
690.5244,37.9964
690.6768,39.3331
690.8292,40.3875
690.9816,41.1976
691.134,41.7548
691.2864,41.9177
691.4388,41.3428
691.5912,40.07
691.7436,38.5285
691.896,37.1142
692.0484,36.0915
692.2008,35.2896
692.3532,34.6135
692.5056,34.0714
692.658,33.5685
692.8104,32.8734
692.9628,31.7009
693.1152,30.3561
693.2676,29.5589
693.42,29.266
693.5724,29.132
693.7248,28.9556
693.8772,28.691
694.0296,28.5027
694.182,28.6839
694.3344,29.3087
694.4868,30.2388
694.6392,31.1572
694.7916,31.5854
694.944,31.1515
695.0964,30.1852
695.2488,28.9817
695.4012,27.6224
695.5536,26.4871
695.706,26.1391
695.8584,26.8124
696.0108,28.0458
696.1632,29.0609
696.3156,29.5615
696.468,29.6121
696.6204,29.3977
696.7728,29.1711
696.9252,29.3596
697.0776,30.2818
697.23,31.6183
697.3824,32.6945
697.5348,33.1373
697.6872,32.8537
697.8396,31.9789
697.992,30.9003
698.1444,30.458
698.2968,31.0861
698.4492,31.7827
698.6016,31.6842
698.754,31.0831
698.9064,30.4799
699.0588,30.5482
699.2112,31.1605
699.3636,31.8211
699.516,32.4497
699.6684,33.2788
699.8208,34.4635
699.9732,35.7506
700.1256,36.7217
700.278,37.4048
700.4304,37.9452
700.5828,37.9766
700.7352,37.497
700.8876,37.7612
701.04,39.1758
701.1924,41.7241
701.3448,44.4478
701.4972,45.9173
701.6496,47.5147
701.802,49.3733
701.9544,51.0973
702.1068,52.1624
702.2592,52.2972
702.4116,50.4636
702.564,46.668
702.7164,42.2525
702.8688,38.1916
703.0212,34.9316
703.1736,33.3816
703.326,32.7945
703.4784,33.0483
703.6308,34.0507
703.7832,35.2817
703.9356,35.1312
704.088,34.2153
704.2404,34.1316
704.3928,34.3982
704.5452,34.2325
704.6976,33.3224
704.85,31.7631
705.0024,30.4182
705.1548,30.1946
705.3072,29.9995
705.4596,29.6758
705.612,29.3985
705.7644,29.7056
705.9168,30.5365
706.0692,31.2492
706.2216,31.535
706.374,31.034
706.5264,30.606
706.6788,30.3914
706.8312,30.4601
706.9836,30.9415
707.136,31.5653
707.2884,31.7702
707.4408,31.305
707.5932,30.7466
707.7456,30.2854
707.898,29.9332
708.0504,29.858
708.2028,30.232
708.3552,31.5829
708.5076,32.9203
708.66,33.5734
708.8124,33.6644
708.9648,33.3802
709.1172,32.7218
709.2696,32.002
709.422,31.6121
709.5744,32.2614
709.7268,33.0218
709.8792,33.4722
710.0316,33.5432
710.184,33.1636
710.3364,31.8654
710.4888,29.85
710.6412,29.0036
710.7936,29.2124
710.946,30.26
711.0984,31.9273
711.2508,33.0205
711.4032,32.7591
711.5556,31.8771
711.708,31.0097
711.8604,30.4896
712.0128,30.2872
712.1652,30.3258
712.3176,29.287
712.47,27.8909
712.6224,27.5167
712.7748,27.5153
712.9272,27.4845
713.0796,27.2697
713.232,26.7698
713.3844,25.9236
713.5368,25.1059
713.6892,24.4929
713.8416,24.0665
713.994,23.8199
714.1464,23.7476
714.2988,23.9704
714.4512,24.3279
714.6036,24.7299
714.756,24.895
714.9084,24.3475
715.0608,23.7124
715.2132,24.2048
715.3656,25.894
715.518,25.5134
715.6704,25.4757
715.8228,25.8197
715.9752,26.2804
716.1276,24.9143
716.28,22.1189
716.4324,19.5891
716.5848,18.8956
716.7372,18.6112
716.8896,18.2558
717.042,17.7628
717.1944,18.8641
717.3468,20.0168
717.4992,19.607
717.6516,18.5958
717.804,17.9016
717.9564,18.0952
718.1088,18.9907
718.2612,19.6081
718.4136,19.0154
718.566,17.9188
718.7184,16.9408
718.8708,16.5542
719.0232,16.6665
719.1756,17.4155
719.328,18.2917
719.4804,18.8834
719.6328,19.2909
719.7852,19.4731
719.9376,19.4888
720.09,18.764
720.2424,16.4555
720.3948,16.0429
720.5472,16.3479
720.6996,17.5394
720.852,19.2605
721.0044,20.4134
721.1568,20.7001
721.3092,20.1744
721.4616,19.4353
721.614,19.1029
721.7664,18.9227
721.9188,18.4764
722.0712,17.7426
722.2236,17.0484
722.376,16.8351
722.5284,17.0009
722.6808,17.2345
722.8332,17.4934
722.9856,17.798
723.138,18.1947
723.2904,18.6294
723.4428,19.0033
723.5952,19.2159
723.7476,19.222
723.9,19.1751
724.0524,19.2682
724.2048,19.7072
724.3572,20.6959
724.5096,20.8326
724.662,20.2084
724.8144,19.7278
724.9668,19.4993
725.1192,19.5265
725.2716,19.6996
725.424,20.1189
725.5764,20.621
725.7288,20.0928
725.8812,18.8622
726.0336,17.7112
726.186,17.1925
726.3384,17.725
726.4908,18.9837
726.6432,19.9344
726.7956,19.786
726.948,19.0127
727.1004,18.3004
727.2528,18.7201
727.4052,19.4749
727.5576,20.5957
727.71,21.5614
727.8624,21.9265
728.0148,21.9051
728.1672,21.5966
728.3196,21.1432
728.472,21.3532
728.6244,21.1488
728.7768,20.6719
728.9292,20.2945
729.0816,20.0845
729.234,20.2132
729.3864,20.6523
729.5388,21.7023
729.6912,22.7585
729.8436,23.6644
729.996,24.1862
730.1484,23.7768
730.3008,23.5502
730.4532,23.8646
730.6056,23.8452
730.758,22.8558
730.9104,22.1246
731.0628,21.666
731.2152,21.0725
731.3676,21.5938
731.52,23.1762
731.6724,24.624
731.8248,25.5083
731.9772,25.3916
732.1296,24.5147
732.282,24.1719
732.4344,24.3374
732.5868,24.7906
732.7392,25.4379
732.8916,26.1277
733.044,26.3525
733.1964,26.2078
733.3488,25.4989
733.5012,24.4167
733.6536,23.1923
733.806,22.5998
733.9584,22.8506
734.1108,23.5268
734.2632,24.2225
734.4156,24.7063
734.568,24.8549
734.7204,24.5684
734.8728,24.2979
735.0252,24.1057
735.1776,24.5467
735.33,24.921
735.4824,24.6114
735.6348,23.3025
735.7872,22.6123
735.9396,22.6713
736.092,23.019
736.2444,23.5271
736.3968,23.3407
736.5492,22.3016
736.7016,21.3868
736.854,21.425
737.0064,22.2026
737.1588,22.6629
737.3112,22.928
737.4636,23.0751
737.616,23.7172
737.7684,24.6121
737.9208,25.1774
738.0732,25.3411
738.2256,25.3869
738.378,25.3949
738.5304,25.4352
738.6828,25.468
738.8352,25.126
738.9876,25.1922
739.14,25.9571
739.2924,26.7892
739.4448,27.1575
739.5972,26.8476
739.7496,26.2811
739.902,25.6742
740.0544,25.0818
740.2068,24.3766
740.3592,23.9687
740.5116,23.7639
740.664,23.4806
740.8164,23.1979
740.9688,23.0769
741.1212,22.9408
741.2736,22.8243
741.426,23.4206
741.5784,24.5091
741.7308,25.3861
741.8832,26.0677
742.0356,26.1926
742.188,25.9239
742.3404,25.4021
742.4928,25.304
742.6452,25.7576
742.7976,26.223
742.95,26.4855
743.1024,26.4121
743.2548,26.2397
743.4072,26.2338
743.5596,26.5117
743.712,27.2833
743.8644,27.9254
744.0168,28.4596
744.1692,28.6988
744.3216,28.5514
744.474,27.9757
744.6264,27.1622
744.7788,26.0204
744.9312,25.8433
745.0836,26.0178
745.236,26.2412
745.3884,26.6155
745.5408,27.0237
745.6932,26.9923
745.8456,26.4852
745.998,25.6012
746.1504,24.2924
746.3028,22.9814
746.4552,22.4899
746.6076,22.9908
746.76,23.3672
746.9124,23.1613
747.0648,22.5114
747.2172,21.9037
747.3696,21.884
747.522,22.6303
747.6744,23.4335
747.8268,23.6876
747.9792,23.3898
748.1316,23.2864
748.284,23.8261
748.4364,24.7652
748.5888,25.7132
748.7412,26.1443
748.8936,25.7842
749.046,25.0478
749.1984,24.5205
749.3508,24.4442
749.5032,24.6862
749.6556,25.0453
749.808,25.2129
749.9604,25.0319
750.1128,24.4428
750.2652,23.2185
750.4176,22.3469
750.57,22.1671
750.7224,24.872
750.8748,26.7654
751.0272,27.5736
751.1796,26.7578
751.332,25.7669
751.4844,25.4169
751.6368,25.3719
751.7892,25.013
751.9416,24.3175
752.094,24.9733
752.2464,26.3244
752.3988,27.4052
752.5512,27.8768
752.7036,27.2752
752.856,26.5453
753.0084,26.2544
753.1608,26.2827
753.3132,26.3276
753.4656,25.5722
753.618,24.8307
753.7704,25.0827
753.9228,25.4415
754.0752,24.694
754.2276,22.2246
754.38,19.2128
754.5324,17.2382
754.6848,16.407
754.8372,16.0955
754.9896,16.0492
755.142,16.3479
755.2944,17.1414
755.4468,18.2963
755.5992,19.3954
755.7516,20.0004
755.904,19.5275
756.0564,18.4912
756.2088,18.2791
756.3612,19.0094
756.5136,19.8926
756.666,20.0804
756.8184,19.5727
756.9708,19.4582
757.1232,19.7474
757.2756,19.9738
757.428,19.784
757.5804,19.502
757.7328,19.4684
757.8852,19.7438
758.0376,20.3562
758.19,21.1465
758.3424,22.0421
758.4948,22.9928
758.6472,24.0373
758.7996,25.0388
758.952,25.8388
759.1044,26.5273
759.2568,27.2021
759.4092,27.2504
759.5616,26.5797
759.714,25.8766
759.8664,25.428
760.0188,25.8152
760.1712,26.9985
760.3236,28.0517
760.476,27.6889
760.6284,27.1195
760.7808,27.2944
760.9332,27.4962
761.0856,26.9851
761.238,26.3659
761.3904,26.2561
761.5428,26.7525
761.6952,27.2655
761.8476,27.1986
762,27.0599
762.1524,27.3134
762.3048,27.4616
762.4572,26.7074
762.6096,25.3066
762.762,24.9968
762.9144,26.0692
763.0668,27.9117
763.2192,29.2793
763.3716,28.8018
763.524,27.3725
763.6764,26.475
763.8288,26.222
763.9812,26.209
764.1336,26.2363
764.286,26.2156
764.4384,26.0938
764.5908,25.769
764.7432,25.3478
764.8956,24.8068
765.048,24.1312
765.2004,23.9621
765.3528,24.5612
765.5052,25.6199
765.6576,26.4909
765.81,26.8737
765.9624,26.7816
766.1148,26.3695
766.2672,25.7794
766.4196,25.2958
766.572,25.0676
766.7244,25.1368
766.8768,25.4519
767.0292,25.8616
767.1816,25.9963
767.334,25.5922
767.4864,24.7638
767.6388,24.0336
767.7912,23.745
767.9436,23.7992
768.096,23.863
768.2484,23.7663
768.4008,23.5849
768.5532,23.4813
768.7056,23.5891
768.858,23.9129
769.0104,24.297
769.1628,24.8645
769.3152,25.8287
769.4676,26.9586
769.62,27.7887
769.7724,27.9775
769.9248,27.5186
770.0772,26.7601
770.2296,25.8881
770.382,25.2091
770.5344,25.2314
770.6868,25.8971
770.8392,26.6268
770.9916,26.9681
771.144,26.8413
771.2964,26.35
771.4488,25.8497
771.6012,25.7825
771.7536,26.1385
771.906,26.5654
772.0584,26.7693
772.2108,26.4732
772.3632,25.7734
772.5156,25.0477
772.668,24.3789
772.8204,23.76
772.9728,23.3418
773.1252,23.0861
773.2776,22.7153
773.43,21.9677
773.5824,20.9453
773.7348,20.0639
773.8872,19.559
774.0396,19.4839
774.192,19.6608
